Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,622.74400,100.86900,521.87500,72.94600,-101.80200,195.67100,326.20400,9.66000,335.86400,79.53500,256.32900,256.32900,256.90800,347.12700,347.12700,145.30100,148.10300,1.76000,1.74000,2.56210,0.04560,83.80250,52.38170,55.74150,53.93290,41.25420,0.09300,0.14240,632.23970,,7.87390,3.82820,7.85530,,2.568,2.568
2024-06-30,572.44300,99.37300,473.07000,63.49700,-114.23500,199.92800,273.14200,12.60100,285.74300,96.33100,189.41200,189.41200,189.96500,295.33800,295.33800,151.88100,154.74800,1.24000,1.22000,2.45300,0.04680,82.64060,47.71510,51.59260,49.91640,33.18500,0.08850,0.12940,695.63120,,6.36900,2.92980,6.08180,,1.77,1.77
2024-03-31,575.20900,101.93800,473.27100,72.30000,-190.44400,284.34500,188.92600,22.45100,211.37700,50.69900,160.67800,160.67800,161.25200,210.52700,210.52700,155.05000,158.09000,1.04000,1.02000,2.11560,0.03090,82.27810,32.84480,36.60010,36.74790,28.03360,0.08760,0.12600,714.52090,,5.49450,2.44620,5.23970,,1.71560,1.71560
2023-12-31,643.75210,,643.75210,94.37600,-612.49710,,184.16120,7.66400,191.82500,32.71300,159.11200,159.11200,159.69100,207.17320,207.17310,160.37500,164.25400,1.00000,0.98000,1.99980,0.03630,141.98730,28.60750,32.18210,29.79800,24.80630,0.09980,0.14430,623.91590,5.13260,5.14540,2.46550,5.13260,19.66860,2.1351,2.0626
2023-09-30,586.76300,87.69100,499.07200,85.66700,-201.09000,308.71200,190.36000,12.23000,202.59000,46.65700,155.93300,155.93300,156.53000,212.31500,212.31500,160.39470,164.61040,0.98000,0.96000,2.10620,0.03580,85.05510,32.44240,36.18410,34.52670,26.67690,0.09300,0.13920,646.66660,,5.66230,2.47110,5.38430,,1.0327,1.0327
2023-06-30,539.80900,89.36200,450.44700,75.74400,-188.98200,287.51200,162.93500,25.48600,188.42100,37.63900,150.78200,150.78200,151.34200,185.72100,185.72100,161.54800,165.45950,0.94000,0.92000,2.32030,0.01240,83.44560,30.18380,34.40500,34.90510,28.03620,0.09020,0.13800,651.98360,,5.49620,2.51920,5.23500,,1.3877,1.3877
2023-03-31,524.07900,93.24100,430.83800,76.74700,-184.30100,284.20400,146.63400,13.84500,160.47900,25.08800,135.39100,135.39100,136.01500,169.79000,169.79000,161.42950,165.60950,0.84000,0.82000,1.92660,0.00760,82.20860,27.97940,32.39780,30.62120,25.95320,0.08800,0.14170,634.93000,,4.71450,2.27450,4.71330,,1.54840,1.54840
2022-12-31,511.51700,77.38200,434.13500,65.35300,-229.71400,313.87690,120.25800,10.76800,131.02600,20.01900,111.00700,111.00700,111.53400,142.02200,139.06790,156.29460,161.00930,0.70000,0.68000,2.03570,0.00790,84.87210,23.51010,27.18740,25.61520,21.80460,0.08750,0.15510,580.40280,4.04430,4.27050,1.89780,4.04430,17.00650,1.7216,1.7087
2022-09-30,582.57200,86.78000,495.79200,102.17500,-211.32700,332.96900,162.82300,1.86500,164.68800,25.74800,138.94000,138.94000,139.57000,182.29000,182.29000,156.24100,160.76100,0.90000,0.86000,1.85460,0.03560,85.10400,27.94900,31.29060,28.26910,23.95760,0.10370,0.18890,476.36430,5.49400,5.82020,2.47320,5.49400,16.18400,1.2424,1.231
2022-06-30,624.53600,82.95400,541.58200,105.84600,-266.33700,390.67500,150.90700,21.56900,172.47600,26.91900,145.55700,145.55700,146.28600,169.39900,169.39900,155.80750,159.93700,0.94000,0.92000,1.83120,0.03590,86.71750,24.16310,27.12400,27.61670,23.42320,0.11110,0.22000,409.08380,,6.09070,2.58840,5.72800,,0.9735,0.9735
2022-03-31,681.46900,97.00300,584.46600,106.45300,-247.22600,370.04800,214.41800,4.97200,219.39000,34.14100,185.24900,185.24900,186.06000,230.78700,230.78700,155.29900,160.45700,1.20000,1.16000,2.01040,0.03620,85.76560,31.46410,33.86610,32.19370,27.30280,0.12050,0.22480,400.34050,,7.74610,3.27580,7.25790,,1.39560,1.39560
2021-12-31,725.48820,96.73400,628.75420,125.32300,-242.20600,382.53100,246.22330,9.86900,256.09200,39.62400,216.46810,216.46810,219.17600,261.22530,261.22500,153.63280,160.69890,1.42000,1.36000,1.96260,0.02610,86.66630,33.93900,36.00680,35.29930,30.21080,0.13800,0.26060,345.31170,9.06550,9.06850,4.11720,9.06550,15.38110,5.6536,5.6289
2021-09-30,715.89800,97.33900,618.55900,116.44000,-195.22000,324.65800,293.90100,4.49400,298.39500,55.65400,242.74100,242.74100,242.74100,306.89900,306.89900,154.05530,160.68450,1.58000,1.52000,1.89650,0.02380,86.40320,41.05350,42.86910,41.68120,33.90720,0.14940,0.26060,345.33980,11.07950,11.08270,5.06420,11.07950,,0,0
2021-06-30,619.76200,86.42000,533.34200,99.00100,-134.45000,246.33100,287.01100,15.50000,302.51100,62.77400,239.73700,239.73700,239.70100,299.89110,299.89110,153.43990,160.98500,1.56000,1.48000,1.83940,0.02690,86.05590,46.30990,48.38810,48.81080,38.67630,0.14170,0.25740,349.66740,12.39570,12.40050,5.48010,12.39570,,0,0
2021-03-31,549.34700,72.92000,476.42700,74.71300,-151.87800,238.66100,237.76600,7.25000,245.01600,39.38600,205.63000,205.63000,205.65900,249.83600,249.83600,153.47700,160.67100,1.34000,1.28000,1.75590,0.02130,86.72610,43.28160,45.47870,44.60130,37.43700,0.13510,0.25720,349.86100,12.36680,12.37100,5.05820,12.36680,,0.00000,
2020-12-31,611.03520,79.42200,531.61320,79.88200,-214.65410,319.32400,212.28920,18.57700,230.86600,26.45800,204.40800,204.40800,204.48000,237.07710,237.07710,148.85500,153.10800,1.38000,1.32000,1.63440,0.01970,87.00200,34.74250,38.79930,37.78280,33.46450,0.16350,0.28920,311.18260,14.06760,14.07270,5.46910,14.06760,9.54520,5.331,5.3157
