Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-07-31,1548.98000,990.25500,558.72500,368.63900,368.63900,190.08590,-3.54000,186.54600,43.95800,142.58800,142.58800,142.58800,219.65890,190.08590,71.82900,73.28900,1.99000,1.95000,1.66080,0.19850,0.24920,36.07050,12.27170,12.27170,12.04320,9.20530,0.31780,0.72460,120.90070,0.74440,7.30320,27.85340,2.92530,5.85330,27.53110,1.3366,0.7598
2024-04-30,1364.22000,908.42700,455.79300,353.41000,353.41000,102.38290,-4.73100,97.65200,21.18700,76.46500,76.46500,76.46500,131.85990,102.38290,73.99300,75.79800,1.03000,1.01000,1.61930,0.20260,0.25560,33.41050,7.50490,7.50490,7.15810,5.60500,0.27990,0.66950,99.57810,0.90380,4.01280,16.43570,1.56890,3.19990,26.25010,2.63430,2.20920
2024-01-31,1794.82800,1197.81900,597.00900,393.04390,393.04400,203.96500,7.29200,211.25700,43.09000,168.16700,168.16700,168.16700,236.22700,203.96510,75.38900,77.46900,2.27000,2.19000,1.86950,0.19870,0.24940,33.26270,11.36400,11.36410,11.77030,9.36950,0.38380,1.00310,92.65540,0.97130,8.60340,32.68590,3.59580,6.89430,26.28990,2.9579,2.2738
2023-10-31,1397.77700,915.13600,482.64100,345.91000,345.91000,136.73100,-6.78400,129.94700,29.96900,99.97800,99.97800,99.97800,164.77490,136.73100,74.46100,76.05700,1.34000,1.31000,1.61650,0.24550,0.32700,34.52920,9.78200,9.78200,9.29670,7.15260,0.28400,0.61330,78.94370,1.14010,5.57570,28.31470,2.03150,4.20700,24.18390,0.8391,0.2473
2023-07-31,1583.07700,1019.63100,563.44600,352.48300,352.48300,210.96300,-7.69000,203.27300,46.19800,157.07500,157.07500,157.07500,237.39700,210.96300,76.10400,78.09100,2.06000,2.01000,1.68220,0.25140,0.33760,35.59180,13.32610,13.32610,12.84040,9.92210,0.33860,0.77890,108.24460,0.83150,9.03750,52.67610,3.35960,6.76530,23.22150,2.4615,1.5935
2023-04-30,1383.60900,916.49400,467.11500,340.91900,340.91900,126.19590,-7.51700,118.67900,24.70900,93.97000,93.97000,93.97000,153.13090,126.19590,76.86200,79.28800,1.22000,1.19000,1.64750,0.25790,0.34930,33.76060,9.12080,9.12080,8.57750,6.79170,0.29810,0.66100,132.88600,0.67730,5.59030,38.95240,2.02440,4.14870,21.99060,0.65750,0.14720
2023-01-31,1746.50300,1173.95900,572.54480,367.74400,367.74400,204.80050,1.33500,206.13500,48.48200,157.65300,157.65300,157.65300,233.43650,204.80030,81.59000,83.89500,2.02000,1.96000,1.62380,0.26410,0.36080,32.78230,11.72630,11.72630,11.80270,9.02680,0.38010,0.91460,105.82940,0.85040,9.68200,83.56020,3.43060,7.12470,21.22620,2.7806,2.466
2022-10-31,1493.92500,971.45400,522.47110,342.94900,342.94900,179.52210,-9.62500,169.89700,38.15600,131.74100,131.74100,131.74100,207.29810,179.52210,79.08500,81.37900,1.67000,1.62000,1.57460,0.30460,0.43990,34.97300,12.01680,12.01680,11.37250,8.81840,0.31240,0.64960,93.38200,0.96380,8.45080,110.31000,2.75470,5.87680,19.99640,0.7557,0.3453
2022-07-31,1686.91500,1090.85200,596.06300,339.32900,339.32900,256.73400,-9.71600,247.01800,58.21700,188.80100,188.80100,188.80100,283.78300,256.73400,82.96000,84.90600,2.28000,2.22000,1.57830,0.30990,0.45100,35.33450,15.21910,15.21910,14.64320,11.19210,0.36250,0.83620,116.17070,0.77470,12.41070,230.09850,4.05680,8.56500,19.08150,1.9477,1.5768
2022-04-30,1467.73000,946.30600,521.42400,315.93100,315.93100,205.49290,-10.22300,195.27000,45.46400,149.80600,149.80600,149.80600,231.84790,205.49290,86.65800,88.61400,1.73000,1.69000,1.55670,0.30890,0.44900,35.52590,14.00070,14.00070,13.30420,10.20670,0.31100,0.71480,115.87950,0.77670,9.80080,167.67740,3.17440,6.77290,17.96740,1.09570,0.90070
2022-01-31,1808.47000,1224.41000,584.06010,385.85800,385.85800,198.20210,-9.78400,188.41800,46.64800,141.77000,141.77000,141.77000,226.44620,198.20180,90.95600,94.28400,1.62000,1.57000,1.52230,0.31790,0.46800,32.29580,10.95970,10.95960,10.41860,7.83920,0.39440,1.04490,91.71670,0.98130,9.66430,509.76160,3.09210,6.59230,16.84620,1.6523,1.4724
2021-10-31,1592.79500,1031.95700,560.83800,344.72500,344.72500,216.11300,-10.81000,205.30300,43.99800,161.30500,161.30500,161.30500,243.83800,216.11300,91.14000,93.84400,1.77000,1.72000,1.35980,0.33200,0.49920,35.21090,13.56820,13.56820,12.88950,10.12720,0.34060,0.77830,128.78360,0.69880,11.72280,-255.75620,3.44960,7.83100,15.60700,1.2579,0.986
2021-07-31,1791.53000,1149.03400,642.49600,387.93800,387.93800,254.55800,-13.66100,240.89700,50.38700,190.51000,190.51000,190.51000,282.05900,254.55800,92.62700,95.89100,2.06000,1.99000,1.45610,0.32090,0.47460,35.86300,14.20900,14.20900,13.44640,10.63390,0.38660,1.03050,166.02080,0.54210,13.16020,2190.27400,4.11110,8.93690,15.58520,1.9581,1.7802
2021-04-30,1580.33300,1016.63200,563.70100,324.62700,324.62700,239.07400,-14.15200,224.92200,47.12600,177.79600,177.79600,177.79600,266.40200,239.07400,92.08800,96.47200,1.93000,1.84000,1.38560,0.37280,0.59750,35.66980,15.12810,15.12810,14.23260,11.25050,0.33930,0.94060,145.90830,0.61680,13.53220,-142.18570,3.81760,8.48700,13.99420,2.27250,2.09820
2021-01-31,1597.43600,1098.34800,499.08760,358.05600,358.05600,141.03170,-19.47900,121.55300,30.03100,91.52200,91.52200,91.52200,169.57670,141.03190,77.99400,81.43100,1.01000,0.94000,1.21240,0.41270,0.70640,31.24310,8.82860,8.82860,7.60930,5.72930,0.36430,1.10940,92.30530,0.97500,8.23050,-27.99380,2.08740,4.83360,12.20430,1.8024,1.5671
2020-10-31,1349.07600,908.56500,440.51100,358.95500,358.95500,81.55600,-23.16300,58.39300,-1.19300,59.58600,59.58600,59.58600,108.03000,81.55600,76.77100,80.71400,0.78000,0.74000,1.60510,0.58860,1.44950,32.65280,6.04530,6.04530,4.32840,4.41680,0.27080,0.83900,113.29160,0.79440,6.05200,-13.11440,1.19600,2.48950,11.17500,0.2277,0.1423
2020-07-31,1606.42000,1109.91900,496.50110,312.71300,312.71300,183.78810,-15.10700,168.68100,1.00500,167.67600,167.67600,167.67600,211.40010,183.78810,72.47800,74.43900,2.31000,2.25000,1.71080,0.55150,1.24540,30.90730,11.44090,11.44090,10.50040,10.43790,0.33170,1.23450,174.97220,0.51440,14.59200,-57.85450,3.46230,6.54500,15.85440,9.1404,9.0913
2020-04-30,1136.30100,838.35600,297.94500,283.92300,283.92300,14.02200,-23.52900,-9.50700,0.51300,-10.02000,-10.02000,-10.02000,42.38800,14.02200,72.47400,72.47400,-0.14000,-0.14000,2.40800,0.66320,2.00370,26.22060,1.23400,1.23400,-0.83670,-0.88180,0.23810,0.82790,116.29320,0.77390,-1.02500,2.17190,-0.21000,-0.34530,13.48780,1.25230,1.11530
2020-01-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,-1.26,-0.6139
2019-10-31,1145.20300,782.78100,362.42200,309.24600,309.24600,53.17600,-24.11800,29.05800,0.50600,28.55200,28.55200,28.55200,53.17600,53.17600,72.48400,75.20100,0.39000,0.38000,1.67960,0.60630,1.55910,31.64700,4.64340,4.64340,2.53740,2.49320,0.25510,0.58770,116.88130,0.77000,2.94630,-6.07700,0.63610,1.15990,13.37260,1.26,0.6139
2019-01-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
