Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,54.57300,14.51300,40.06000,2.57700,43.04900,45.62600,-5.56600,-3.57100,-9.13700,-1.21800,-7.91900,-7.91900,,-7.91900,-0.28600,-5.56600,23.17100,23.17100,-0.34000,-0.34000,7.17150,0.16310,0.19530,73.40630,-10.19920,-10.19920,-16.74270,-14.51080,0.11150,0.12000,1.27430,70.62890,-2.13500,-4.06190,-1.61850,-1.78680,15.31830,-0.443,-0.5019
2024-06-30,52.80200,12.00300,40.79900,2.54300,43.92200,46.46500,-5.66600,-0.38100,-6.04700,-0.01800,-6.02900,-6.02900,,-6.02900,-0.88700,-5.66600,23.14500,23.14500,-0.26000,-0.26000,4.89730,0.02570,0.02680,77.26790,-10.73070,-10.73070,-11.45220,-11.41810,0.12260,0.10310,1.25640,71.63590,-1.62380,-3.10350,-1.39960,-1.58210,15.33190,-0.2591,-0.544
2024-03-31,44.68500,12.51100,32.17400,2.99800,38.89900,41.89700,-9.72300,-0.61300,-10.33600,-2.53100,-7.80500,-7.80500,,-7.80500,-4.69500,-9.72300,22.82100,22.82100,-0.34000,-0.34000,4.44620,0.02670,0.02780,72.00180,-21.75900,-21.75900,-23.13080,-17.46670,0.10220,0.11100,1.23180,73.06140,-2.10610,-4.10940,-1.78530,-2.05000,15.74270,-0.29320,-0.57620
2023-12-31,37.61300,10.89900,26.71400,2.22300,32.55700,34.78000,-8.06600,1.16300,-6.90300,-0.21200,-6.69100,-6.69100,,-6.69100,-2.87900,-8.06600,22.67550,22.67550,-0.29000,-0.29000,5.43600,0.02560,0.02670,71.02330,-21.44470,-21.44470,-18.35270,-17.78910,0.08570,0.10300,1.08650,82.83120,-1.77470,-3.20510,-1.52500,-1.72920,16.12710,-0.3359,-0.5074
2023-09-30,39.97200,9.01900,30.95300,2.56100,31.91500,35.46100,-4.50800,0.76600,-3.74200,0.84900,-4.59100,-4.59100,,-4.59100,0.74700,-4.50800,22.76300,22.76300,-0.20000,-0.20000,4.71910,0.00170,0.00210,77.43670,-11.27790,-11.27790,-9.36160,-11.48550,0.09240,0.08970,1.06180,84.76510,-1.22650,-2.19760,-1.06160,-1.22430,16.03050,-0.3796,-0.4873
2023-06-30,39.55900,9.53400,30.02500,2.96600,32.64500,35.61100,-5.58600,2.29900,-3.28700,-0.40100,-2.88600,-2.88600,,-2.88600,-1.50600,-5.58600,22.70500,22.70500,-0.13000,-0.13000,5.03840,0.00180,0.00220,75.89930,-14.12070,-14.12070,-8.30910,-7.29540,0.09100,0.10480,1.16870,77.00930,-0.75890,-1.37830,-0.66360,-0.75750,16.29440,-0.1901,-0.4358
2023-03-31,31.58800,8.02700,23.56100,2.44600,29.70600,32.15200,-8.59100,1.21100,-7.38000,-0.57400,-6.80600,-6.80600,,-6.80600,-4.74300,-8.59100,22.50600,22.50600,-0.30000,-0.30000,6.38810,0.00190,0.00230,74.58850,-27.19700,-27.19700,-23.36330,-21.54620,0.07410,0.09450,1.17700,76.46640,-1.82390,-3.26030,-1.59660,-1.82040,16.12460,-0.28710,-0.50660
2022-12-31,30.99400,9.77000,21.22400,2.03400,27.49900,29.53300,-8.30900,0.41300,-7.89600,-0.04800,-7.84800,-7.84800,,-7.84800,-4.78900,-8.30900,20.70460,20.94770,-0.33000,-0.32000,7.34410,0.00200,0.00240,68.47780,-26.80840,-26.80840,-25.47590,-25.32100,0.07250,0.12490,1.24980,72.01390,-2.07260,-3.70320,-1.83480,-2.06850,16.55080,-0.1739,-0.1571
2022-09-30,34.95000,9.06100,25.88900,2.20600,27.03500,32.85000,-6.96100,21.35700,14.39600,-4.14300,18.53900,18.53900,,18.53900,-0.06500,-6.96100,21.15000,21.29500,0.88000,0.87000,7.81180,0.00210,0.00250,74.07440,-19.91700,-19.91700,41.19030,53.04440,0.08130,0.12240,1.33480,67.42660,4.83630,8.65710,4.31090,4.82620,16.74220,-0.2404,-0.2577
2022-06-30,32.92800,7.94700,24.98100,1.74700,26.97700,28.72400,-3.74300,2.97100,-0.77200,-0.43900,-0.33300,-0.33300,,-0.33300,-0.41200,-3.74300,19.79200,19.79200,-0.02000,-0.02000,4.74640,0.12290,0.14070,75.86550,-11.36720,-11.36720,-2.34450,-1.01130,0.09950,0.11780,1.29460,69.51710,-0.14660,-0.41100,-0.10060,-0.12850,11.22660,-0.4081,-0.6697
2022-03-31,23.41700,4.85100,18.56600,2.02700,22.92500,24.95200,-6.38600,-3.03100,-9.41700,-0.31700,-9.10000,-9.10000,,-9.10000,-3.42500,-6.38600,19.36700,19.36700,-0.47000,-0.47000,3.82790,0.00400,0.00470,79.28430,-27.27080,-27.27080,-40.21440,-38.86070,0.07780,0.07570,1.30740,68.83850,-4.23170,-11.88910,-3.02330,-4.21460,10.84930,-0.21670,-0.43340
2021-12-31,24.81300,6.73200,18.08100,1.60800,21.88400,23.64200,-5.56100,5.39500,-0.16600,-0.23800,0.07200,0.07200,,0.07200,-2.75100,-5.56100,19.26830,19.26830,0.00000,0.00000,4.49770,0.00400,0.00460,72.86900,-22.41170,-22.41160,-0.66900,0.29020,0.08150,0.11690,1.38300,65.07800,0.03190,0.08650,0.02370,0.03180,11.45340,-0.0649,-0.1501
2021-09-30,25.07900,6.52500,18.55400,1.30200,20.89600,22.19800,-3.64400,1.15500,-2.48900,-0.29200,-2.19700,-2.19700,,-2.19700,-0.92100,-3.64400,19.29100,19.29100,-0.11000,-0.11000,4.83470,0.00420,0.00490,73.98220,-14.53010,-14.53010,-9.92460,-8.76030,0.08260,0.11770,1.38210,65.11980,-0.99360,-2.68690,-0.72370,-0.98940,11.24020,-0.0481,-0.1513
