Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,36.68600,12.11200,-48.79800,5.68300,-43.11500,2.24300,-45.35800,-45.35800,-45.35800,-42.96900,-48.79800,43.13550,43.13550,-1.05000,-1.05000,14.80080,,,,,,,,,-7.18040,-7.18040,-6.27290,-7.18040,17.29380,-0.7328,-0.7672
2024-06-30,35.00000,35.00000,36.70900,12.45700,-14.16600,9.29900,-4.86700,2.26100,-7.12800,-7.12800,-7.12800,-19.38300,-14.16600,39.69910,39.69910,-0.18000,-0.18000,18.07550,100.00000,-40.47430,-40.47430,-13.90570,-20.36570,0.04660,0.82650,108.89490,-1.07370,-1.07370,-0.94810,-1.07370,18.17820,-0.7668,-0.7404
2024-03-31,,,34.52900,12.70300,-47.23200,11.23000,-36.00200,2.21400,-38.21600,-38.21600,-38.21600,-46.92800,-47.23200,35.84310,35.84310,-1.07000,-1.07000,13.50990,,,,,,,,,-7.06130,-7.06130,-6.06830,-7.06130,15.09880,-0.90390,-0.93030
2023-12-31,,,27.87800,12.39200,-40.27000,12.08200,-28.18800,2.36200,-30.55000,-30.55000,-30.55000,-50.27700,-40.27000,35.76350,35.76350,-0.85000,-0.85000,13.76150,,,,,,,,,-5.31090,-5.31090,-4.57620,-5.31090,16.05080,-0.3863,-0.4253
2023-09-30,,,30.63800,12.64200,-43.28000,9.85800,-33.42200,-1.18100,-32.24100,-32.24100,-32.24100,-37.67000,-43.28000,35.78320,35.78320,-0.90000,-0.90000,21.93700,,,,,,,,,-5.38910,-5.38910,-4.75780,-5.38910,16.71820,-0.9465,-0.9904
2023-06-30,,,29.18600,13.43500,-42.62100,9.55300,-33.06800,1.23200,-34.30000,-34.30000,-34.30000,-47.78200,-42.62100,35.76900,35.76900,-0.96000,-0.96000,20.46920,,,,,,,,,-5.50100,-5.50100,-4.87390,-5.50100,17.42570,-0.8249,-0.8216
2023-03-31,12.59500,12.59500,25.59800,11.92700,-24.93000,10.57800,-14.35200,1.19900,-15.55100,-15.55100,-15.55100,-24.70800,-24.93000,35.71600,35.71600,-0.44000,-0.44000,23.34780,100.00000,-197.93570,-197.93570,-113.95000,-123.46960,0.01730,18.85480,4.77330,-2.38420,-2.38420,-2.13510,-2.38420,18.23950,-0.74350,-0.74680
2022-12-31,53.90500,53.90500,25.42100,11.10100,17.38300,5.36300,22.74600,2.29300,20.45300,20.45300,20.45300,15.87800,17.38300,35.55200,37.76650,0.57000,0.56000,14.95950,100.00000,32.24750,32.24750,42.19650,37.94270,0.07140,22.13760,4.06550,3.08340,3.08340,2.70900,3.08340,18.62720,-0.7129,-0.716
2022-09-30,19.48700,19.48700,23.93200,10.76000,-15.20500,13.21900,-1.98600,-2.97700,0.99100,0.99100,0.99100,-15.00000,-15.20500,35.57530,37.65570,0.03000,0.03000,8.19070,100.00000,-78.02640,-78.02640,-10.19140,5.08540,0.02510,4.27070,21.07410,0.15630,0.15630,0.12740,0.15630,17.82710,-0.7879,-0.7901
2022-06-30,41.71600,41.71600,26.91000,11.47100,3.33500,5.10800,8.44300,2.81700,5.62600,5.62600,5.62600,3.53000,3.33500,35.54660,37.63580,0.16000,0.15000,6.41770,100.00000,7.99450,7.99450,20.23920,13.48640,0.05120,10.41860,8.63840,0.88280,0.88280,0.69050,0.88280,17.91430,-0.814,-0.8277
2022-03-31,152.52200,152.52200,21.09600,10.61500,120.81100,-1.27800,119.53300,49.95100,69.58200,69.58200,69.58200,120.99100,120.81100,35.49330,38.13600,1.96000,1.82000,4.82440,100.00000,79.20890,79.20890,78.37100,45.62100,0.17940,33.02060,2.72560,11.10860,11.10860,8.18300,11.10860,17.63600,-0.62940,-0.63530
2021-12-31,240.50400,240.50400,17.38600,9.59700,213.52100,10.52300,224.04400,39.17200,184.87200,184.87200,184.87200,213.67200,213.52100,35.18140,37.77480,5.26000,4.96000,2.87620,100.00000,88.78060,88.78060,93.15600,76.86860,0.27180,19.89280,4.52420,33.44160,33.44160,20.89630,33.44160,15.58730,-1.6753,-1.6794
2021-09-30,104.27100,104.27100,16.10200,8.76100,79.40800,-6.99500,72.41300,2.77100,69.64200,69.64200,69.64200,79.58400,79.40800,35.19700,37.48210,1.98000,1.86000,1.68590,100.00000,76.15540,76.15540,69.44690,66.78940,0.11300,19.20280,4.68680,18.71900,18.71900,7.55030,18.71900,10.55220,16.2004,16.1871
2021-06-30,,,14.23800,15.10100,-29.33900,2.88000,-26.45900,,-26.45900,-26.45900,-26.45900,-29.18900,-29.33900,35.12000,35.12000,-0.75000,-0.75000,14.91920,,,,,,,,,-9.13960,-9.13960,-8.30260,-9.13960,8.23650,-0.5194,-0.5308
2021-03-31,,,11.64300,7.04600,-18.68900,5.15500,-13.53400,,-13.53400,-13.53400,-13.53400,-18.56300,-18.68900,35.08670,35.08670,-0.39000,-0.39000,27.46570,,,,,,,,,-4.32940,-4.32940,-4.06560,-4.32940,8.90600,-0.42150,-0.42400
2020-12-31,,,9.21200,5.72900,-14.94100,0.03800,-14.90300,0.00100,-14.90400,-14.90400,-14.90400,-14.79800,-14.94100,15.08030,15.08030,52.62000,52.62000,22.63930,,,,,,,,,-4.61140,-4.61140,-4.32550,-4.61140,9.22230,-0.8599,-0.8744
2020-09-30,,,8.72600,4.79900,-13.52500,2.83700,-10.68800,-0.00800,-10.68000,-10.68000,-11.64700,-13.38300,-13.52500,24.34920,24.34920,-0.48000,-0.48000,33.48510,,,,,,,,,-3.18210,-3.18210,-3.04320,-3.18210,9.57700,26.334,26.6656
2020-06-30,,,6.13700,2.39400,-8.53100,1.27900,-7.25200,-0.05000,-7.20200,-7.20200,-10.30200,-8.40200,-8.53100,0.34930,0.34930,-29.49000,-29.49000,18.67950,,,,,,,,,15.02860,15.02860,-4.95970,15.02860,-0.12340,-29.1744,-29.4099
2020-03-31,,,5.82500,2.41800,-8.24300,2.99600,-5.24700,,-5.24700,-5.24700,-6.54900,-8.12200,-8.24300,0.25650,0.25650,-25.53000,-25.53000,,,,,,,,,,,,,,,2.03080,1.92560
2019-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,87.2407,91.2092
2019-09-30,,,4.99800,2.69900,-7.69700,0.80500,-6.89200,0.02900,-6.92100,-6.92100,-7.99100,-7.53900,-7.69700,0.18570,0.18570,-43.03000,-43.03000,,,,,,,,,,,,,,,-87.1833,-91.1482
2019-06-30,,,3.90200,2.09300,-5.99500,0.29800,-5.69700,-0.05800,-5.63900,-5.63900,-6.77600,-5.99500,-5.99500,185.71600,185.71600,-36.49000,-36.49000,,,,,,,,,,,,,,,-0.0574,-0.061
2018-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
