Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.00000,1.00000,20.43900,9.78200,-29.22100,2.08700,-27.13400,,-27.13400,-27.13400,-27.13400,-28.84900,-29.22100,20.87600,20.87600,-1.30000,-1.30000,5.82420,100.00000,-2922.10000,-2922.10000,-2713.40000,-2713.40000,0.00430,,,-18.82790,-18.82790,-11.57720,-18.82790,6.92830,-1.0095,-1.0201
2024-06-30,,,17.09700,3.78500,-20.88200,2.40600,-18.47600,,-18.47600,-18.47600,-18.47600,-20.36800,-20.88200,20.85200,20.85200,-0.89000,-0.89000,7.98800,,,,,,,,,-10.99570,-10.99570,-7.27970,-10.99570,8.07790,-0.6558,-0.6555
2024-03-31,,,15.41000,11.42900,-26.83900,2.05200,-24.78700,,-24.78700,-24.78700,-24.78700,-26.17500,-26.83900,16.47900,16.47900,-1.50000,-1.50000,9.24080,,,,,,,,,-13.59770,-13.59770,-9.25480,-13.59770,8.78280,-1.41060,-1.41600
2023-12-31,,,15.27800,10.88000,-26.15800,1.31100,-24.84700,-1.13300,-23.71400,-23.71400,-23.71400,-25.24900,-26.15800,10.08240,10.08240,-2.31000,-2.31000,4.12510,,,,,,,,,-28.41050,-28.41060,-13.70670,-28.41050,8.22920,-2.1274,-2.1465
2023-09-30,,,20.74000,13.78900,-34.52900,1.66100,-32.86800,0.01700,-32.88500,-32.88500,-32.88500,-33.18000,-34.52900,10.10000,10.10000,-3.26000,-3.26000,4.31790,,,,,,,,,-32.01610,-32.01610,-16.71240,-32.01610,10.16700,-2.3573,-2.4063
2023-06-30,,,20.59900,12.46600,-33.06500,1.57600,-31.48900,0.02100,-31.51000,-31.51000,-31.51000,-32.24600,-33.06500,10.07700,10.07700,-3.13000,-3.13000,3.30520,,,,,,,,,-24.02500,-24.02500,-13.05150,-24.02500,12.98650,-2.2967,-2.3002
2023-03-31,3.60000,3.60000,21.05900,12.78000,-30.23900,1.20000,-29.03900,0.01700,-29.05600,-29.05600,-29.05600,-29.60700,-30.23900,10.03000,10.03000,-2.90000,-2.90000,3.63390,100.00000,-839.97220,-839.97220,-806.63890,-807.11110,0.01310,,,-18.41820,-18.41820,-10.54370,-18.41820,15.68580,-2.23450,-2.24300
2022-12-31,,,22.19900,11.74100,-33.94000,1.22300,-32.71700,0.01900,-32.73600,-32.73600,-32.73600,-32.83100,-33.94000,9.92510,9.92510,-3.40000,-3.40000,5.91070,,,,,,,,,-18.03460,-18.03460,-10.61580,-18.03460,18.13060,-1.8818,-1.9031
2022-09-30,,,23.84900,17.18800,-41.03700,0.92300,-40.11400,0.01700,-40.13100,-40.13100,-40.13100,-39.78400,-41.03700,9.94750,9.94750,-4.00000,-4.00000,7.45060,,,,,,,,,-19.26250,-19.26250,-12.07450,-19.26250,20.89050,-3.1697,-3.2473
2022-06-30,,,30.26500,13.76000,-44.02500,0.28300,-43.74200,0.01900,-43.76100,-43.76100,-43.76100,-42.37600,-44.02500,9.90000,9.90000,-4.40000,-4.40000,8.03500,,,,,,,,,-17.92590,-17.92590,-11.67100,-17.92590,24.59150,-2.9051,-3.5531
2022-03-31,,,22.96400,15.16900,-38.13300,0.24400,-37.88900,0.01900,-37.90800,-37.90800,-37.90800,-36.49600,-38.13300,9.85960,9.85960,-3.80000,-3.80000,12.05480,,,,,,,,,-13.39730,-13.39730,-9.30500,-13.39730,28.64840,-2.93410,-3.37770
