Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,71.22900,17.83200,53.39700,16.65400,26.69700,-3.23100,58.17500,-4.77800,1.14700,-3.63100,-0.53400,-3.09700,-3.09700,-3.09700,6.85800,-4.77800,125.00700,125.00700,-0.02000,-0.02000,4.15930,74.96530,-6.70800,-6.70800,-5.09760,-4.34790,0.21550,2.47540,36.35810,-1.16790,-2.73630,-0.93690,-1.16790,2.11830,0.1256,0.119
2024-06-30,72.59000,18.06800,54.52200,16.74300,28.70900,-1.37900,58.48500,-3.96300,1.82700,-2.13600,0.47500,-2.61100,-2.61100,-2.61100,7.73000,-3.96300,132.47500,132.47500,-0.02000,-0.02000,4.14200,75.10950,-5.45940,-5.45940,-2.94260,-3.59690,0.21770,2.48660,36.19470,-0.99070,-2.33590,-0.78300,-0.99070,2.11550,0.1105,0.0972
2024-03-31,77.82800,18.95100,58.87700,18.02100,30.35500,-0.63800,60.58000,-1.70300,1.25000,-0.45300,0.11400,-0.56700,-0.56700,-0.56700,9.90100,-1.70300,135.57500,135.57500,0.00000,0.00000,4.52920,75.65020,-2.18820,-2.18820,-0.58210,-0.72850,0.21770,2.43640,36.93990,-0.19660,-0.42660,-0.15860,-0.19660,2.13390,0.03690,0.02620
2023-12-31,77.11200,19.52400,57.58800,16.79500,30.46100,-1.47200,60.30100,-2.71300,2.15900,-0.55400,19.31000,-19.86400,-19.86400,-19.86400,8.89800,-2.71300,132.97800,132.97800,-0.15000,-0.15000,3.79970,74.68100,-3.51830,-3.51830,-0.71840,-25.75990,0.21050,2.53120,35.55670,-6.88880,-15.24660,-5.42260,-6.88880,2.14140,0.1458,0.1323
2023-09-30,75.85800,19.86200,55.99600,17.36700,29.53300,-1.28000,59.71700,-3.72100,5.38200,1.66100,-2.13900,3.80000,3.80000,3.80000,7.85300,-3.72100,133.35100,149.65500,0.03000,0.03000,4.91700,73.81690,-4.90520,-4.90520,2.18960,5.00940,0.22010,2.57140,35.00080,1.25730,2.10660,1.10240,1.25730,2.25850,0.0625,0.0497
2023-06-30,77.79300,18.88700,58.90600,18.38100,29.47100,-1.78400,60.75200,-1.84600,0.52900,-1.31700,-0.55800,-0.75900,-0.75900,-0.75900,9.30800,-1.84600,132.14400,132.14400,-0.01000,-0.01000,4.44340,75.72150,-2.37300,-2.37300,-1.69300,-0.97570,0.22520,2.62640,34.26790,-0.25710,-0.44450,-0.21970,-0.25710,2.22890,0.1466,0.1392
2023-03-31,80.12300,19.52700,60.59600,17.75500,29.96700,-4.04800,62.80300,-2.20700,-0.10300,-2.31000,0.26000,-2.57000,-2.57000,-2.57000,8.86400,-2.20700,132.13100,132.13100,-0.02000,-0.02000,4.86180,75.62870,-2.75450,-2.75450,-2.88310,-3.20760,0.22790,2.40230,37.46450,-0.85180,-1.46220,-0.73090,-0.85180,2.27020,0.03410,0.02010
2022-12-31,79.37800,21.74300,57.63500,16.75400,32.99400,-2.05200,62.09700,-4.46200,3.11000,-1.35200,0.35100,-1.70300,-1.70300,-1.70300,5.87400,-4.46200,128.35300,128.35300,-0.01000,0.00000,5.15300,72.60830,-5.62120,-5.62120,-1.70320,-2.14540,0.22550,2.93820,30.63120,-0.56330,-0.95700,-0.48380,-0.56330,2.28870,0.0475,0.0281
2022-09-30,72.12700,21.70300,50.42400,15.11000,29.11300,-0.79600,53.60200,-3.17800,5.04400,1.86600,-1.76300,3.62900,3.62900,3.62900,5.44300,-3.17800,129.03200,146.92000,0.03000,0.02000,8.65520,69.91000,-4.40610,-4.40610,2.58710,5.03140,0.21600,3.43220,26.22250,1.19570,1.47620,1.08670,1.19570,2.33710,0.0694,0.023
2022-06-30,68.35300,20.92100,47.43200,14.47000,28.75500,-1.51700,53.03000,-5.59800,-1.15700,-6.75500,-12.25800,5.50300,5.50300,5.50300,2.72400,-5.59800,127.18700,146.19700,0.04000,0.04000,7.01910,69.39270,-8.18980,-8.18980,-9.88250,8.05090,0.20550,3.36910,26.71310,1.86170,2.29520,1.65420,1.86170,2.30910,0.0515,0.0393
