Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.05200,,0.05200,3.16500,1.43900,,-4.55200,-1.18000,-5.73200,-5.73200,-5.73200,-5.73200,-4.52800,-4.55200,2.02700,2.02700,-2.83000,-2.83000,0.77040,,-0.03330,100.00000,-8753.84600,-8753.84600,-11023.08000,-11023.08000,0.01070,0.05280,1704.80800,201.61800,433.91370,-118.08820,433.91370,-0.50810,-1.0691,-1.0722
2024-06-30,0.23200,,0.23200,3.86400,2.09000,,-5.72200,0.09100,-5.63100,-5.63100,-5.63100,-5.63100,-5.69600,-5.72200,1.81800,1.81800,-3.10000,-3.10000,0.42100,,-0.02200,100.00000,-2466.37900,-2466.37900,-2427.15500,-2427.15500,0.09800,0.22200,405.38790,132.71290,196.61310,-237.89610,196.61310,-1.80690,-1.4857,-1.4934
2024-03-31,0.10400,,0.10400,3.38300,1.79500,,-5.07400,1.17700,-3.89700,-3.89700,-3.89700,-3.89700,-5.04700,-5.07400,1.32700,1.32700,-2.94000,-2.94000,1.52020,0.00230,0.03090,100.00000,-4878.84600,-4878.84600,-3747.11500,-3747.11500,0.01410,0.03750,2401.44200,-274.63140,-146.77970,-52.89810,-146.44870,1.67610,-3.49060,-3.49060
2023-12-31,,,,3.35700,1.63100,,-4.98800,1.67100,-3.31700,-3.31700,-3.31700,-3.31700,-4.96100,-4.98800,0.46400,0.46400,17.00000,17.00000,0.56610,-0.01140,-0.04370,,,,,,,,,143.53170,143.53090,-91.35220,145.16410,-2.58790,5.2243,5.2879
2023-09-30,0.02000,,0.02000,4.35500,1.49900,,-5.83400,0.92200,-4.91200,-4.91200,-4.91200,-4.91200,-5.80300,-5.83400,0.32200,0.32200,-15.25000,-15.25000,0.34670,-0.01150,-0.03080,100.00000,-29170.00000,-29170.00000,-24560.00000,-24560.00000,0.00780,0.02140,4198.50000,126.95880,126.95790,-192.02500,128.41830,-11.15430,-5.745,-5.7828
2023-06-30,,,,5.05000,2.02700,,-7.07700,0.01700,-7.06000,-7.06000,-7.06000,-7.06000,-7.04700,-7.07700,0.28800,0.28800,-24.54000,-24.54000,0.79190,-0.17500,-0.32620,,,,,,,,,1668.96000,1669.03100,-228.84930,1961.11100,-1.35260,-15.445,-15.4093
2023-03-31,0.55000,,0.55000,3.81200,1.72400,,-4.98600,0.02400,-4.96200,-4.96200,-4.96200,-4.96200,-4.95500,-4.98600,0.23800,0.23800,-20.89000,-20.89000,1.91260,0.03300,0.06540,100.00000,-906.54550,-906.54550,-902.18180,-902.18180,0.11240,,,-206.74910,-206.75000,-101.36870,-199.91940,9.18680,-21.17650,-21.38240
2022-12-31,0.22500,,0.22500,3.74100,1.60300,,-5.11900,0.04100,-5.07800,-5.07800,-5.07800,-5.07800,-5.07400,-5.11900,0.20200,0.20200,-22.16590,-22.16590,2.94760,0.01910,0.03370,100.00000,-2275.11100,-2275.11100,-2256.88900,-2256.88900,0.02820,1.28570,70.00000,-97.78530,-97.78550,-63.65800,-95.91990,21.81930,-23.1419,-23.1346
2022-09-30,0.05000,,0.05000,3.42900,1.41300,,-4.79200,0.03300,-4.75900,-4.75900,-4.75900,-4.75900,-4.72500,-4.79200,0.20310,0.20310,-23.38940,-23.38940,4.03880,0.01850,0.03050,100.00000,-9584.00000,-9584.00000,-9517.99900,-9517.99900,0.00580,1.00000,90.00000,-75.32440,-75.32450,-55.26010,-73.93200,31.09520,-20.4476,-20.6891
2022-06-30,,,,3.84300,1.55800,,-5.40100,0.01800,-5.38300,-5.38300,-5.38300,-5.38300,-5.34700,-5.40100,0.20320,0.20320,-27.29730,-27.29730,8.22330,0.01250,0.01940,,,,,,,,,-49.19120,-49.19130,-42.81740,-48.57870,53.85810,-23.7694,-24.0253
