,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-18,2024-09-30,$1.18,$1.37
1,2024-07-19,2024-06-30,$1.19,$1.53
2,2024-04-18,2024-03-31,$1.13,$1.29
3,2024-01-19,2023-12-31,$1.38,$1.46
4,2023-10-20,2023-09-30,$1.70,$1.84
5,2023-07-21,2023-06-30,$1.89,$2.01
6,2023-04-20,2023-03-31,$2.26,$2.39
7,2023-01-19,2022-12-31,$2.56,$2.58
8,2022-10-19,2022-09-30,$2.57,$2.60
9,2022-07-20,2022-06-30,$1.77,$1.92
10,2022-04-20,2022-03-31,$1.38,$1.37
11,2022-01-19,2021-12-31,$1.61,$1.66
12,2021-10-20,2021-09-30,$1.68,$1.90
13,2021-07-21,2021-06-30,$1.62,$2.32
14,2021-04-20,2021-03-31,$1.38,$2.43
15,2021-01-19,2020-12-31,$1.21,$1.49
16,2020-10-20,2020-09-30,$0.87,$1.44
17,2020-07-21,2020-06-30,$0.21,$0.80
18,2020-04-21,2020-03-31,$0.77,$-0.46
19,2020-01-21,2019-12-31,$1.74,$1.85
20,2019-10-16,2019-09-30,$1.91,$1.93
21,2019-07-17,2019-06-30,$2.01,$1.94
22,2019-04-16,2019-03-31,$1.94,$2.08
23,2019-01-16,2018-12-31,$1.91,$1.95
24,2018-10-16,2018-09-30,$1.81,$1.86
25,2018-07-17,2018-06-30,$1.65,$1.90
26,2018-04-17,2018-03-31,$1.56,$1.54
27,2018-01-16,2017-12-31,$1.25,$1.28
28,2017-10-17,2017-09-30,$1.23,$1.27
29,2017-07-18,2017-06-30,$1.07,$1.15
30,2017-04-18,2017-03-31,$1.01,$1.02
31,2017-01-17,2016-12-31,$0.95,$0.99
32,2016-10-18,2016-09-30,$0.79,$0.92
33,2016-07-19,2016-06-30,$0.68,$0.77
34,2016-04-19,2016-03-31,$0.42,$0.34
35,2016-01-19,2015-12-31,$0.69,$0.71
36,2015-10-16,2015-09-30,$0.69,$0.74
37,2015-07-17,2015-06-30,$0.74,$0.73
38,2015-04-17,2015-03-31,$0.72,$0.73
39,2015-01-16,2014-12-31,$0.77,$0.82
