Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,19.89000,4.96100,-24.85100,0.28100,-24.57000,-24.57000,-24.57000,-24.57000,-25.46900,-24.85100,63.27600,63.27600,-0.39000,-0.39000,7.68300,0.33690,0.55130,-29.67820,-29.67820,-17.13860,-19.67910,1.28990,-0.3712,-0.3714
2024-06-30,21.75800,5.90700,-27.66500,0.63200,-27.03300,-27.03300,-27.03300,-27.03300,-29.04500,-27.66500,61.94400,61.94400,-0.44000,-0.44000,9.84250,0.32440,0.48010,-28.63060,-28.63060,-17.36090,-19.34360,1.52110,-0.3808,-0.3808
2024-03-31,19.11100,5.23400,-24.34500,0.99800,-23.34700,-23.34700,-23.34700,-23.34700,-26.27900,-24.34500,61.77200,61.77200,-0.38000,-0.38000,14.05160,0.27480,0.37890,-19.64640,-19.64640,-13.19460,-14.24740,1.92240,-0.39720,-0.39770
2023-12-31,17.98300,4.82500,-22.80800,1.26400,-21.54400,-21.54400,-21.54400,-21.54400,-24.70300,-22.80800,51.83900,51.83900,-0.33000,-0.33000,13.36310,0.24170,0.31870,-15.33610,-15.33610,-10.72660,-11.62980,2.27430,-0.4439,-0.4462
2023-09-30,13.34100,4.73300,-18.07400,1.43600,-16.63800,-16.63800,-16.63800,-16.63800,-19.35000,-18.07400,56.75800,56.75800,-0.29000,-0.29000,16.36300,0.16680,0.20010,-10.38490,-10.38490,-8.08840,-8.65310,2.59410,-0.1767,-0.176
2023-06-30,11.66600,4.72800,-16.39400,0.81100,-15.58300,-15.58300,-15.58300,-15.58300,-17.28900,-16.39400,44.86000,44.86000,-0.35000,-0.35000,11.88540,0.23190,0.30190,-14.75760,-14.75760,-10.32470,-11.33560,2.27670,-0.3363,-0.3364
2023-03-31,11.85700,6.51200,-18.36900,0.96500,-17.40400,-17.40400,-17.40400,-17.40400,-18.90800,-18.36900,43.72100,43.72100,-0.40000,-0.40000,10.66270,0.18990,0.23430,-16.84040,-16.84040,-12.27400,-13.64310,2.36140,-0.40650,-0.41050
2022-12-31,13.83700,5.69600,-19.53300,0.98900,-18.54400,-18.54400,-18.54400,-18.54400,-19.92400,-19.53300,37.76300,37.76300,-0.31000,-0.31000,8.92920,0.03380,0.03500,-15.66300,-15.66300,-13.32230,-15.13390,2.93100,-0.5364,-0.5389
2022-09-30,12.19100,4.72100,-16.91200,0.54000,-16.37200,-16.37200,-16.37200,-16.37200,-17.22200,-16.91200,43.65800,43.65800,-0.38000,-0.38000,11.11140,0.02930,0.03020,-12.14720,-12.14720,-10.62970,-11.79090,3.33660,-0.2666,-0.2695
2022-06-30,10.00700,5.38400,-15.39100,0.13000,-15.26100,-15.26100,-15.26100,-15.26100,-15.71900,-15.39100,39.70400,39.70400,-0.38000,-0.38000,14.54160,,,-10.23020,-10.23020,-9.42100,-10.23020,3.72040,-0.1288,-0.1335
