Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,,,4.70320,1.96710,-6.67020,-0.18630,-6.85660,-6.85660,-6.85660,-7.51600,-5.68600,-6.67020,53.99440,53.99440,-0.14000,-0.14000,0.64330,0.50010,1.23060,,,,,,,,,-80.92190,-82.60880,-28.48790,-40.44970,0.15620,-0.0782,-0.0786
2024-03-31,,,4.62850,2.44740,-7.07590,-0.16890,-7.24490,-7.24490,-7.24490,-7.24490,-6.08720,-7.07590,52.00640,52.00640,-0.14000,-0.14000,1.67320,0.38590,0.76030,,,,,,,,,-50.64710,-51.29430,-24.11100,-31.10470,0.26450,-0.0802,-0.0801
2023-12-31,,,4.35250,2.13340,-6.48590,-0.22360,-6.70950,-6.70950,-6.70950,-6.70950,-5.48130,-6.48590,48.47100,48.47100,-0.14000,-0.14000,1.26440,0.42810,0.89290,,,,,,,,,-53.03870,-53.84000,-23.36980,-30.33460,0.25290,-0.10080,-0.10190
2023-09-30,,,5.26770,2.19980,-7.46750,-0.16320,-7.63070,-7.63070,-7.63070,-7.63070,-6.46890,-7.46750,44.48000,44.48000,-0.17000,-0.17000,1.23860,0.42950,0.88700,,,,,,,,,-57.74330,-58.62020,-24.99560,-32.94140,0.27870,-0.1114,-0.1113
2023-06-30,,,5.72780,2.45400,-8.18180,-0.18550,-8.36730,-8.36730,-8.36730,-8.36730,-7.19610,-8.18180,44.25440,44.25440,-0.19000,-0.19000,1.46090,0.41300,0.81980,,,,,,,,,-56.57620,-57.28530,-25.88970,-33.20830,0.33050,-0.1238,-0.1282
2023-03-31,,,6.08350,2.09280,-8.17620,-0.16660,-8.34280,-8.34280,-8.34280,-8.34280,-7.19080,-8.17620,43.58840,43.58840,-0.19000,-0.19000,2.36710,0.35010,0.53880,,,,,,,,,-41.40850,-41.80730,-21.84250,-26.90980,0.46010,-0.1711,-0.1736
2022-12-31,,,5.39250,2.25800,-7.65050,-0.20300,-7.85350,-7.85350,-7.85350,-8.02510,-6.66200,-7.65050,43.44000,43.44000,-0.18000,-0.18000,4.30290,0.29810,0.42480,,,,,,,,,-29.53380,-29.75990,-17.62550,-20.72870,0.60810,-0.10740,-0.10870
2022-09-30,,,6.46150,2.48670,-8.94820,0.48620,-8.46200,-8.46200,-8.46200,-9.09670,-7.96520,-8.94820,43.14900,43.14900,-0.21000,-0.21000,5.45400,0.26710,0.41300,,,,,,,,,-26.30960,-26.48430,-16.74860,-19.28240,0.74030,-0.114,-0.1144
2022-06-30,,,6.28690,2.43250,-8.71940,-0.91320,-9.63260,-9.63260,-9.63260,-9.92700,-7.74060,-8.71940,43.17500,43.17500,-0.23000,-0.23000,7.70900,0.23840,0.31310,,,,,,,,,-24.87220,-25.01590,-16.93200,-18.94190,0.89330,-0.1339,-0.1355
2022-03-31,,,6.52380,3.02800,-9.55190,-0.27160,-9.82350,-9.82350,-9.82350,-9.82350,-8.57260,-9.55190,43.12270,43.12270,-0.23000,-0.23000,8.33090,0.21680,0.27690,,,,,,,,,-21.76830,-21.88210,-15.31080,-17.04830,1.04210,-0.0632,-0.0757
2021-12-31,,,6.08320,2.76020,-8.84340,0.06080,-8.78260,-8.78260,-8.78260,-8.78260,-7.95540,-8.84340,43.07800,43.08300,-0.20000,-0.20000,12.55960,0.20050,0.25080,,,,,,,,,-17.10290,-17.18580,-12.60570,-13.67330,1.18710,-0.11160,-0.11190
