Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,95428.00000,52948.00000,42480.00000,-40479.00000,41648.00000,832.00000,-727.00000,105.00000,34.00000,71.00000,71.00000,,87.00000,1993.00000,832.00000,1259.00000,1259.00000,0.07000,0.07000,0.79580,0.44340,0.87260,44.51520,0.87190,0.87190,0.11000,0.09120,0.37800,3.00010,2.63770,34.12110,0.09450,-0.16140,0.02810,0.05260,59.70270,-0.5917,-1.1239
2024-06-30,91234.00000,49998.00000,41236.00000,-38191.00000,38191.00000,3045.00000,-708.00000,2337.00000,569.00000,1768.00000,1768.00000,,1770.00000,4196.00000,3045.00000,1256.00000,1259.00000,1.41000,1.41000,0.85950,0.45470,0.88370,45.19810,3.33760,3.33760,2.56150,1.94010,0.36140,3.11170,2.81720,31.94700,2.35390,-3.97550,0.70030,1.28340,59.80180,2.4781,1.9679
2024-03-31,88437.00000,48073.00000,40364.00000,-38093.00000,38093.00000,2271.00000,-691.00000,1580.00000,456.00000,1124.00000,1124.00000,,1113.00000,3409.00000,2271.00000,1260.00000,1267.00000,0.88000,0.88000,0.80980,0.43760,0.86510,45.64150,2.56790,2.56790,1.78660,1.25850,0.35410,2.94100,2.74500,32.78640,1.51580,-2.44920,0.45010,0.85250,59.22520,3.86980,3.31330
2023-12-31,93813.00000,57419.00000,36394.00000,-33021.00000,33021.00000,3373.00000,-668.00000,2705.00000,658.00000,2047.00000,2047.00000,,2046.00000,4507.00000,3373.00000,1285.00000,1290.00000,1.59000,1.59000,0.85690,0.43350,0.80390,38.79420,3.59550,3.59550,2.88340,2.18090,0.37570,3.18550,2.66310,33.79520,2.67110,-4.66610,0.81970,1.51320,59.50000,-2.0434,-2.7497
2023-09-30,89764.00000,54688.00000,35076.00000,-31375.00000,31386.00000,3690.00000,-671.00000,3019.00000,754.00000,2265.00000,2265.00000,,2261.00000,4817.00000,3690.00000,1287.00000,1290.00000,1.76000,1.75000,0.86010,0.44520,0.83090,39.07580,4.11080,4.11080,3.36330,2.51880,0.35720,3.04600,2.72620,33.01360,3.03990,-4.88410,0.90130,1.68660,57.89430,2.0813,1.6617
2023-06-30,88921.00000,53536.00000,35385.00000,-31655.00000,32151.00000,3234.00000,-664.00000,2570.00000,656.00000,1914.00000,1914.00000,,1901.00000,4338.00000,3234.00000,1283.00000,1287.00000,1.48000,1.48000,0.85540,0.45690,0.87420,39.79380,3.63690,3.63690,2.89020,2.13790,0.35560,3.09620,3.00960,29.90450,2.62180,-3.95650,0.76540,1.42390,56.94380,4.6085,4.1469
2023-03-31,85278.00000,51455.00000,33823.00000,-30377.00000,30377.00000,3446.00000,-567.00000,2879.00000,737.00000,2142.00000,2142.00000,,2136.00000,4447.00000,3446.00000,1283.00000,1291.00000,1.66000,1.65000,0.91540,0.44090,0.81350,39.66200,4.04090,4.04090,3.37600,2.50470,0.35630,2.81740,3.01010,29.89970,2.99250,-5.51420,0.89500,1.67300,55.96560,5.76140,4.99920
2022-12-31,83846.00000,51728.00000,32118.00000,-28459.00000,28459.00000,3659.00000,-509.00000,3150.00000,818.00000,2332.00000,2332.00000,,2334.00000,4702.00000,3659.00000,1312.00000,1323.00000,1.78000,1.79000,0.94540,0.41290,0.72810,38.30590,4.36400,4.36400,3.75690,2.78370,0.36730,2.70970,3.07400,29.27800,3.24930,-7.47820,1.02160,1.90760,55.20690,-1.5588,-2.0694
2022-09-30,81159.00000,50365.00000,30794.00000,-34713.00000,34713.00000,-3919.00000,-525.00000,-4444.00000,-1045.00000,-3399.00000,-3399.00000,,-3406.00000,-2869.00000,-3919.00000,1315.00000,1315.00000,-2.59000,-2.59000,0.94380,0.41730,0.73530,37.94280,-4.82880,-4.82880,-5.47570,-4.19670,0.35100,2.78910,3.08390,29.18380,-4.78660,10.54540,-1.47010,-2.78930,54.00080,6.9687,6.5226
2022-06-30,80636.00000,49290.00000,31346.00000,-26677.00000,26677.00000,4669.00000,-540.00000,4129.00000,1090.00000,3039.00000,3039.00000,,3029.00000,5751.00000,4669.00000,1313.00000,1321.00000,2.31000,2.29000,0.90780,0.40220,0.72600,38.87350,5.79020,5.79020,5.12050,3.75640,0.35020,2.83680,2.96100,30.39550,4.02480,-9.74380,1.31970,2.40610,57.55030,4.1346,3.8215
2022-03-31,76826.00000,45509.00000,31317.00000,-27772.00000,27772.00000,3545.00000,-544.00000,3001.00000,646.00000,2355.00000,2355.00000,,2354.00000,4594.00000,3545.00000,1312.00000,1328.00000,1.79000,1.77000,0.88110,0.41250,0.75910,40.76360,4.61430,4.61430,3.90620,3.06410,0.32990,2.50600,2.90450,30.98680,3.17640,-7.03760,1.01130,1.86600,56.76880,2.68300,1.89160
2021-12-31,76604.00000,46378.00000,30226.00000,-27880.00000,27880.00000,2346.00000,-659.00000,1687.00000,300.00000,1387.00000,1387.00000,,1397.00000,3435.00000,2346.00000,1319.00000,1329.00000,1.06000,1.04000,0.88500,0.40810,0.74520,39.45750,3.06250,3.06250,2.20220,1.82370,0.32880,2.61140,3.13550,28.70330,1.84000,-4.23300,0.59530,1.08910,57.02040,3.0135,2.5644
2021-09-30,73794.00000,45011.00000,28783.00000,-25291.00000,25722.00000,3061.00000,-916.00000,2145.00000,558.00000,1587.00000,1587.00000,,1598.00000,4626.00000,3061.00000,1321.00000,1329.00000,1.21000,1.20000,0.94020,0.43230,0.78260,39.00450,4.14800,4.14800,2.90670,2.16550,0.31420,2.58700,2.91870,30.83540,2.12680,-4.66110,0.67560,1.20730,56.48600,4.1444,3.6883
2021-06-30,72616.00000,43520.00000,29096.00000,-24770.00000,24770.00000,4326.00000,-591.00000,3735.00000,944.00000,2791.00000,2791.00000,,2783.00000,5463.00000,4326.00000,1319.00000,1327.00000,2.11000,2.10000,0.95360,0.44630,0.80680,40.06830,5.95740,5.95740,5.14350,3.83250,0.31410,2.56320,3.00510,29.94880,3.79390,-7.73840,1.20740,2.10070,55.81560,4.3979,4.0341
2021-03-31,69097.00000,40894.00000,28203.00000,-24626.00000,24626.00000,3577.00000,-607.00000,2970.00000,746.00000,2224.00000,2224.00000,,2223.00000,4703.00000,3577.00000,1313.00000,1322.00000,1.69000,1.68000,0.92700,0.45440,0.87040,40.81650,5.17680,5.17680,4.29830,3.21720,0.30090,2.32110,2.89650,31.07150,3.12520,-5.69860,0.96860,1.70510,54.19950,2.18760,1.56050
2020-12-31,69554.00000,42452.00000,27102.00000,-24578.00000,24578.00000,2524.00000,-1299.00000,1225.00000,241.00000,984.00000,984.00000,,973.00000,3663.00000,2524.00000,1309.00000,1314.00000,0.74000,0.74000,0.90890,0.45930,0.92750,38.96540,3.62880,3.62880,1.76120,1.39890,0.30150,2.29520,3.19910,28.13330,1.41170,-2.40040,0.42650,0.76330,53.20690,2.7217,2.1781
2020-09-30,67056.00000,40940.00000,26116.00000,-22867.00000,22867.00000,3249.00000,-1443.00000,1806.00000,587.00000,1219.00000,1219.00000,,1224.00000,4363.00000,3249.00000,1310.00000,1315.00000,0.93000,0.93000,0.95430,0.47110,0.96940,38.94660,4.84520,4.84520,2.69330,1.82530,0.28790,2.34240,2.81560,31.96490,1.76380,-2.89110,0.52340,0.93290,52.79760,1.4191,1.0137
2020-06-30,65341.00000,40242.00000,25099.00000,-20419.00000,20419.00000,4680.00000,-720.00000,3960.00000,974.00000,2986.00000,2986.00000,,2975.00000,5782.00000,4680.00000,1309.00000,1314.00000,2.27000,2.26000,0.98130,0.48150,1.04850,38.41230,7.16240,7.16240,6.06050,4.55300,0.27750,2.43610,2.90150,31.01880,4.36840,-6.79760,1.26800,2.26490,52.29920,5.4139,5.0739
2020-03-31,66755.00000,40347.00000,26408.00000,-22950.00000,22950.00000,3458.00000,-679.00000,2779.00000,767.00000,2012.00000,2012.00000,,2007.00000,4544.00000,3458.00000,1306.00000,1312.00000,1.54000,1.53000,0.98990,0.50100,1.09690,39.55960,5.18010,5.18010,4.16300,3.00650,0.28940,2.37670,2.89770,31.05880,3.07300,-4.25860,0.87240,1.53340,50.17170,2.51910,1.95350
2019-12-31,66889.00000,42065.00000,24824.00000,-21787.00000,21787.00000,3037.00000,-703.00000,2334.00000,590.00000,1744.00000,1744.00000,,1747.00000,4133.00000,3037.00000,1301.00000,1305.00000,1.35000,1.33000,0.94370,0.50210,1.06720,37.11220,4.54040,4.54040,3.48940,2.61180,0.30070,2.40150,3.40970,26.39490,2.71780,-3.58110,0.78400,1.35330,49.28570,2.0184,1.584
2019-09-30,64810.00000,40437.00000,24373.00000,-21445.00000,21445.00000,2928.00000,-795.00000,2133.00000,604.00000,1529.00000,1529.00000,,1530.00000,4020.00000,2928.00000,1302.00000,1305.00000,1.17000,1.17000,0.91700,0.50500,1.09730,37.60690,4.51780,4.51780,3.29120,2.36070,0.29440,2.52290,3.27510,27.48050,2.42960,-3.04160,0.69460,1.20260,48.37280,2.2308,1.7725
2019-06-30,63431.00000,38970.00000,24461.00000,-21129.00000,21129.00000,3332.00000,-741.00000,2591.00000,660.00000,1931.00000,1931.00000,,1936.00000,4404.00000,3332.00000,1301.00000,1302.00000,1.49000,1.49000,0.94990,0.52080,1.15720,38.56320,5.25300,5.25300,4.08480,3.05210,0.28980,2.51240,3.49020,25.78650,3.13480,-3.71000,0.88210,1.50230,47.42030,4.0998,3.6598
2019-03-31,61646.00000,37247.00000,24399.00000,-21709.00000,21709.00000,2690.00000,-751.00000,1939.00000,512.00000,1427.00000,1427.00000,,1421.00000,3801.00000,2690.00000,1298.00000,1302.00000,1.09000,1.09000,0.94520,0.53080,1.24630,39.57920,4.36360,4.36360,3.14540,2.30510,0.28050,2.41110,3.15990,28.48210,2.37810,-2.63210,0.64930,1.11580,46.22960,1.49620,0.94620
2018-12-31,54424.00000,40564.00000,13860.00000,-10808.00000,13036.00000,824.00000,-722.00000,102.00000,524.00000,-422.00000,-422.00000,1.00000,-419.00000,3859.00000,824.00000,1044.00000,1044.00000,-0.39000,-0.39000,1.02800,0.54960,1.25430,25.46670,1.51400,1.51400,0.18740,-0.76990,0.27700,2.46590,3.08680,29.15610,-0.72080,0.74480,-0.21480,-0.32460,45.20700,2.2429,1.7124
2018-09-30,47490.00000,39502.00000,7988.00000,-5414.00000,5414.00000,2574.00000,-675.00000,1899.00000,509.00000,1390.00000,1390.00000,0.00000,1390.00000,3194.00000,2574.00000,1020.00000,1022.00000,1.36000,1.36000,2.44330,0.62390,1.71720,16.82040,5.42010,5.42010,3.99870,2.92690,0.36110,2.66580,3.20080,28.11810,3.79550,-12.91820,1.05700,1.42760,35.93920,1.053,0.5282
2018-06-30,46922.00000,38876.00000,8046.00000,-5498.00000,9419.00000,-1373.00000,-692.00000,-2065.00000,497.00000,-2562.00000,-2562.00000,-1.00000,-2563.00000,3195.00000,-1373.00000,1018.00000,1018.00000,-2.52000,-2.52000,2.34310,0.63360,1.82830,17.14760,-2.92610,-2.92610,-4.40090,-5.46230,0.35200,2.60530,3.31420,27.15610,-7.19440,21.47350,-1.92210,-2.63630,35.01570,2.8844,2.4615
2018-03-31,45743.00000,37505.00000,8238.00000,-6242.00000,6242.00000,1996.00000,-526.00000,1470.00000,472.00000,998.00000,998.00000,,998.00000,2640.00000,1996.00000,1016.00000,1019.00000,0.98000,0.98000,2.37360,0.61410,1.68300,18.00930,4.36350,4.36350,3.21360,2.18180,0.33850,2.53000,3.27580,27.47440,2.58030,-7.78110,0.73850,0.99570,38.06790,2.31110,1.83810
2017-12-31,48406.00000,37682.00000,10724.00000,-7549.00000,7595.00000,3129.00000,-320.00000,2809.00000,-478.00000,3287.00000,3287.00000,,3287.00000,3797.00000,3129.00000,1020.00000,1024.00000,3.22000,3.19000,1.01900,0.37040,0.71630,22.15430,6.46410,6.46410,5.80300,6.79050,0.50880,2.46350,3.67240,24.50710,8.72000,-22.84860,3.45520,5.48970,37.17460,-0.164,-0.6723
2017-09-30,46181.00000,39064.00000,7117.00000,-4618.00000,4618.00000,2499.00000,-437.00000,2062.00000,777.00000,1285.00000,1285.00000,0.00000,1285.00000,3114.00000,2499.00000,1016.00000,1020.00000,1.26000,1.26000,1.04950,0.40140,0.73960,15.41110,5.41130,5.41130,4.46500,2.78250,0.49740,2.76130,3.71230,24.24370,3.68530,-7.73910,1.38390,2.20590,34.42050,2.581,2.0707
2017-06-30,45685.00000,38759.00000,6926.00000,-4674.00000,4809.00000,2117.00000,-254.00000,1863.00000,766.00000,1097.00000,1097.00000,1.00000,1098.00000,2875.00000,2117.00000,1019.00000,1024.00000,1.07000,1.07000,1.09480,0.42870,0.78380,15.16030,4.63390,4.63390,4.07790,2.40340,0.49380,2.71590,3.72210,24.17990,3.21260,-6.32750,1.18560,1.83540,33.64240,1.9888,1.5711
