Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,22.99200,3.49100,19.50100,9.70400,9.70400,9.79700,9.79700,2.47300,7.32400,7.32400,7.32400,8.22100,8.26400,0.89000,0.89000,,46.38510,34.67640,0.01110,3.95050,4.02460,0.38540,3.95050,22.17890,1.0776,1.0557
2024-06-30,22.00500,2.95300,19.05200,11.61600,11.61600,7.43600,7.43600,1.54700,5.88900,5.88900,5.88900,8.22000,8.24800,0.72000,0.71000,,39.03000,30.91010,0.01040,3.42780,3.49770,0.32000,3.42780,20.55010,0.5049,0.4333
2024-03-31,21.51100,2.75100,18.76000,11.52900,11.52900,7.23100,7.23100,1.50400,5.72700,5.72700,5.72700,8.21000,8.24500,0.70000,0.69000,,38.54480,30.52770,0.01040,3.43110,3.50350,0.31720,3.43110,19.96600,1.00470,0.98800
2023-12-31,21.97300,2.30400,19.66900,11.89000,11.89000,7.77900,7.77900,1.91400,5.86500,5.86500,5.86500,8.19400,8.23100,0.70000,0.72000,,41.96020,31.63600,0.01010,3.53120,3.60660,0.31830,3.53120,20.02800,1.0357,1.005
2023-09-30,21.91500,1.41100,20.50400,10.87800,10.87800,9.62600,9.62600,2.27200,7.35400,7.35400,7.35400,8.19700,8.23200,0.90000,0.89000,,47.64400,36.39870,0.01100,5.44360,5.58810,0.40070,5.44360,16.29030,0.1494,0.1453
2023-06-30,21.75800,0.69600,21.06200,10.06200,10.06200,11.00000,11.00000,2.59600,8.40400,8.40400,8.40400,8.19500,8.22700,1.03000,1.02000,,52.22680,39.90130,0.01130,5.71230,5.85210,0.45140,5.71230,17.76410,1.37,1.1944
2023-03-31,21.65100,0.45300,21.19800,9.29700,9.29700,11.90100,11.90100,2.67600,9.22500,9.22500,9.22500,8.18300,8.22700,1.13000,1.12000,,54.94970,42.59400,0.01120,6.52080,6.68800,0.47540,6.52080,17.08160,1.46130,1.44160
2022-12-31,20.87500,0.34100,20.53400,8.06100,8.06100,12.47300,12.47300,2.99800,9.47500,9.47500,9.47500,8.16900,8.20500,1.16000,1.15000,,56.47980,42.90440,0.01120,7.48270,7.69900,0.48140,7.48270,15.33370,0.9151,0.8624
2022-09-30,18.67400,0.29100,18.38300,9.57000,9.57000,8.81300,8.81300,2.01300,6.80000,6.80000,6.80000,8.17300,8.20600,0.83000,0.83000,,48.46840,37.39760,0.00930,6.40370,6.62720,0.34650,6.40370,12.85730,0.9873,0.9551
2022-06-30,14.84800,0.24400,14.60400,9.20500,9.20500,5.39900,5.39900,1.14100,4.25800,4.25800,4.25800,8.17000,8.20100,0.52000,0.52000,,36.96930,29.15640,0.00730,3.58730,3.69960,0.21380,3.58730,14.37890,0.5889,0.5453
2022-03-31,12.36900,0.24300,12.12600,9.12200,9.12200,3.00400,3.00400,0.63500,2.36900,2.36900,2.36900,8.15800,8.19700,0.29000,0.29000,,24.77320,19.53650,0.00620,1.79950,1.85040,0.12170,1.79950,15.94590,0.28820,0.27170
2021-12-31,13.08100,0.23000,12.85100,8.87700,8.87700,3.97400,4.60900,1.14300,3.46600,3.46600,3.46600,8.14500,8.17900,0.42000,0.44000,,34.17620,25.70070,0.00690,2.43040,2.49420,0.17640,2.43040,17.30940,-0.3819,-0.4199
2021-09-30,14.84600,0.24700,14.59900,8.40700,8.40700,6.19200,6.19200,1.63800,4.55400,4.55400,4.55400,8.14800,8.18300,0.56000,0.56000,,42.41390,31.19390,0.00790,3.25780,3.34560,0.24530,3.25780,16.96660,0.5958,0.5803
2021-06-30,13.65200,0.25900,13.39300,8.21500,8.21500,5.17800,5.17800,1.21800,3.96000,3.96000,3.96000,8.14600,8.17800,0.49000,0.48000,,38.66200,29.56770,0.00760,2.89860,2.97910,0.22440,2.89860,16.59620,0.2627,0.2344
2021-03-31,13.65300,0.23500,13.41800,7.72000,7.72000,5.69800,5.69800,1.34100,4.35700,4.35700,4.35700,8.13500,8.16600,0.54000,0.53000,,42.46540,32.47130,0.00810,3.30220,3.39790,0.26160,3.30220,16.02020,0.89100,0.85330
2020-12-31,13.65000,0.24200,13.40800,7.70200,7.70200,5.70600,5.70600,1.05700,4.64900,4.64900,4.64900,8.12300,8.13900,0.57000,0.57000,,41.51030,33.82080,0.00910,3.58460,3.69100,0.30760,3.58460,15.77980,0.3507,0.3087
2020-09-30,12.95700,0.27400,12.68300,7.69400,7.69400,4.98900,4.98900,1.24100,3.74800,3.74800,3.74800,8.12600,8.13400,0.46000,0.46000,,39.94400,30.00800,0.00860,3.02300,3.11770,0.25870,3.02300,15.08480,0.3387,0.2451
2020-06-30,12.47500,0.30600,12.16900,8.73400,8.73400,3.43500,3.43500,0.85400,2.58100,2.58100,2.58100,8.12400,8.13000,0.32000,0.32000,0.25020,33.32040,25.03640,0.00700,2.15250,2.22270,0.17620,2.15250,14.59610,1.1759,1.1235
2020-03-31,11.84300,0.33100,11.51200,7.89900,7.89900,3.61300,3.61300,0.90400,2.70900,2.70900,2.70900,8.11500,8.13500,0.33000,0.33000,,32.66140,24.48920,0.00960,2.36830,2.44990,0.23420,2.36830,13.92080,0.49860,0.47280
2019-12-31,11.98400,0.37900,11.60500,7.35700,7.35700,4.24800,4.24800,1.05700,3.19100,3.19100,3.19100,8.10200,8.11700,0.39000,0.39000,,37.27950,28.00350,0.00990,2.83470,2.93470,0.27800,2.83470,13.71130,0.6274,0.5735
2019-09-30,12.10400,0.38400,11.72000,7.39700,7.39700,4.32300,4.32300,1.09200,3.23100,3.23100,3.23100,8.10500,8.12000,0.40000,0.40000,,37.65680,28.14460,0.01040,2.95550,3.06380,0.29340,2.95550,13.31390,0.6117,0.551
2019-06-30,11.75300,0.38300,11.37000,7.40500,7.40500,3.96500,3.96500,1.00200,2.96300,2.96300,2.96300,8.10300,8.11700,0.37000,0.37000,,35.16630,26.27940,0.01050,2.78000,2.88530,0.27720,2.78000,12.98370,-0.1069,-0.1625
2019-03-31,11.80800,0.42200,11.38600,7.23300,7.23300,4.15300,4.15300,1.04900,3.10400,3.10400,3.10400,8.09300,8.10200,0.38000,0.38000,,36.47460,27.26160,0.01080,3.03660,3.15760,0.29400,3.03660,12.45040,0.98790,0.98770
2018-12-31,11.93900,0.52700,11.41200,6.92100,6.92100,4.49100,3.93600,0.95700,2.97900,2.97900,2.97900,8.08100,8.10000,0.37000,0.36000,,36.25310,27.43850,0.00990,3.00790,3.13260,0.27210,3.00790,12.08520,0.3414,0.3298
2018-09-30,11.51100,0.43000,11.08100,6.82000,6.82000,4.26100,4.26100,1.09600,3.16500,3.16500,3.16500,8.08400,8.10400,0.39000,0.39000,,38.45320,28.56240,0.01030,3.30840,3.45160,0.29420,3.30840,11.67510,0.5678,0.5196
2018-06-30,10.69700,0.35900,10.33800,6.90500,6.90500,3.43300,3.43300,0.84200,2.59100,2.59100,2.59100,8.08000,8.09800,0.32000,0.32000,,33.20760,25.06290,0.00970,2.75210,2.87420,0.24220,2.75210,11.50500,0.2969,0.2323
2018-03-31,10.73900,0.29000,10.44900,6.73200,6.73200,3.71700,3.71700,0.91500,2.80200,2.80200,2.80200,8.07500,8.10100,0.35000,0.35000,,35.57280,26.81600,0.00990,3.05910,3.19980,0.26610,3.05910,11.19330,0.57660,0.49810
2017-12-31,10.50800,0.29200,10.21600,6.46700,6.46700,3.74900,3.74900,2.16000,1.58900,1.58900,1.58900,8.06100,8.08100,0.20000,0.20000,,37.59900,15.93620,0.00960,1.75060,1.83250,0.15350,1.75060,11.20720,0.3057,0.108
2017-09-30,10.17000,0.27400,9.89600,6.13000,6.13000,3.76600,3.76600,1.29800,2.46800,2.46800,2.46800,8.06500,8.08300,0.31000,0.31000,,38.32690,25.11700,0.00990,2.75210,2.75210,0.24760,2.75210,11.07250,0.0099,-0.0041
2017-06-30,10.76100,0.27000,10.49100,6.11100,6.11100,4.38000,4.38000,1.55000,2.83000,2.83000,2.83000,8.06200,8.08000,0.35000,0.35000,,41.88980,27.06580,0.01020,3.21230,3.21230,0.27730,3.21230,10.89000,0.4026,0.3968
2017-03-31,9.78200,0.22900,9.55300,6.20700,6.20700,3.34600,3.34600,1.13900,2.20700,2.20700,2.20700,8.04200,8.07200,0.27000,0.27000,,35.02570,23.10270,0.00970,2.62550,2.62550,0.22300,2.62550,10.40100,0.44490,0.43900
2016-12-31,9.50000,0.20900,9.29100,6.08600,6.08600,3.20500,3.20500,0.88300,2.32200,2.32200,2.32200,8.04700,8.08300,0.28000,0.28000,,34.75380,25.17890,0.00920,2.81630,2.81630,0.23170,2.81630,10.19410,0.353,0.3185
2016-09-30,9.10200,0.19600,8.90600,6.01400,6.01400,2.89200,2.89200,0.96200,1.93000,1.93000,1.93000,8.03100,8.06300,0.24000,0.24000,,32.80400,21.89200,0.00930,2.32930,2.32930,0.20380,2.32930,10.23700,0.2447,0.2337
2016-06-30,9.35300,0.19100,9.16200,6.31200,6.31200,2.85000,2.85000,0.94600,1.90400,1.90400,1.90400,8.02800,8.06000,0.24000,0.24000,,31.53700,21.06890,0.00980,2.32220,2.32220,0.20570,2.32220,10.13760,0.324,0.2987
2016-03-31,8.74700,0.16800,8.57900,6.38700,6.38700,2.19200,2.19200,0.68300,1.50900,1.50900,1.50900,8.00900,8.05200,0.19000,0.19000,,26.16060,18.00930,0.00930,1.91110,1.91110,0.16660,1.91110,9.76260,0.30380,0.29310
2015-12-31,7.76300,0.15400,7.60900,7.08400,7.08400,0.52500,0.52500,0.03500,0.49000,0.49000,0.49000,7.98900,8.03700,0.06000,0.06000,,6.89970,6.43970,0.00850,0.62610,0.62610,0.05460,0.62610,9.68840,0.0744,-0.0321
2015-09-30,7.47400,0.15500,7.31900,5.29900,5.29900,2.02000,2.02000,0.63800,1.38200,1.38200,1.38200,7.99500,8.04100,0.17000,0.17000,,27.59940,18.88240,0.00920,1.79140,1.79140,0.17410,1.79140,9.55030,0.2458,0.2053
2015-06-30,7.51100,0.15500,7.35600,5.19300,5.19300,2.16300,2.16300,0.65300,1.51000,1.51000,1.51000,7.99200,8.03700,0.19000,0.19000,,29.40460,20.52750,0.00960,1.98250,1.98250,0.19760,1.98250,9.43450,0.0326,0.0187
2015-03-31,7.37900,0.15100,7.22800,4.97400,4.97400,2.25400,2.25400,0.72800,1.52600,1.52600,1.52600,7.97200,8.02500,0.19000,0.19000,,30.65420,20.75340,0.00980,2.01280,2.01280,0.20250,2.01280,9.38900,0.18360,0.16870
2014-12-31,7.86400,0.15600,7.70800,5.25200,5.25200,2.45600,2.45600,0.81400,1.64200,1.64200,1.64200,7.93800,7.99300,0.21000,0.20000,,31.86300,21.30260,0.01030,2.18810,2.18810,0.21900,2.18810,9.29300,0.3803,0.2357
2014-09-30,7.48500,0.15600,7.32900,5.11200,5.11200,2.21700,2.21700,0.68200,1.53500,1.53500,1.53500,7.95900,8.01100,0.19000,0.19000,,30.24970,20.94420,0.01040,2.10870,2.10870,0.21720,2.10870,9.01460,0.2386,0.2354
