Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4584.97900,3901.00900,683.97000,144.78000,175.61600,508.35400,-26.75500,481.59900,131.60900,349.99000,349.99000,,349.86000,620.65800,508.35400,237.12300,237.89100,1.48000,1.47000,1.95390,0.43010,0.75490,14.91760,11.08740,11.08740,10.50380,7.63060,0.42850,2.19040,4.04660,22.24060,8.29620,17.12730,3.27080,4.72780,17.79120,2.7343,2.3208
2024-06-30,4559.31400,3867.68800,691.62600,214.16100,250.83600,440.79000,-13.61700,427.17300,100.65000,326.52300,326.52300,,326.30300,550.64000,440.79000,236.94300,237.73300,1.38000,1.37000,1.81620,0.45940,0.85000,15.16950,9.66790,9.66790,9.36920,7.15680,0.45240,2.14130,3.99530,22.52660,8.71780,19.69030,3.23980,4.71270,15.80760,3.0217,2.591
2024-03-31,4361.93400,3978.02500,383.90920,119.07600,133.63500,250.27390,-23.27400,227.00000,52.06200,174.93800,174.93800,,174.42100,355.58390,250.27390,236.84400,237.49100,0.74000,0.73000,1.83000,0.48890,0.95680,8.80130,5.73770,5.73770,5.20410,3.99870,0.44650,2.13640,3.65730,24.60860,5.00630,12.65920,1.79090,2.55870,14.74780,1.14120,0.69400
2023-12-31,4528.30300,4207.25500,321.04790,131.08700,136.74900,184.29880,-27.67100,156.62800,22.41700,134.21100,134.21100,,134.65300,298.78880,184.29830,236.72500,237.29700,0.57000,0.58000,1.68460,0.49970,0.99910,7.08980,4.06990,4.06990,3.45890,2.97360,0.46160,2.11910,3.50480,25.67890,4.01280,11.14400,1.36810,2.00750,14.12470,1.1731,0.7138
2023-09-30,4360.19600,4014.31400,345.88180,138.56900,139.50900,206.37300,-40.25300,166.12000,44.55300,121.56700,121.56700,,121.27800,312.60010,206.37300,236.78700,237.34700,0.51000,0.51000,1.74980,0.54490,1.19770,7.93270,4.73310,4.73310,3.80990,2.78150,0.43920,2.01050,3.42370,26.28740,3.93270,11.96790,1.22450,1.78970,13.05790,1.307,0.7029
2023-06-30,4308.09100,4029.66600,278.42480,148.43600,178.15400,100.27100,-54.58800,45.68300,-15.22500,60.90800,60.90800,,60.45600,209.07900,100.27100,236.73300,237.20900,0.26000,0.25000,1.71680,0.54630,1.20440,6.46280,2.32750,2.32750,1.06040,1.40330,0.43420,1.96780,3.31680,27.13460,1.98230,6.60930,0.61380,0.89940,12.97910,1.0584,0.4155
2023-03-31,4165.62800,3992.58100,173.04690,133.67800,141.70400,31.34280,-34.55200,-3.20900,-8.84000,5.63100,5.63100,,5.18700,131.36180,31.34280,236.58500,237.16400,0.02000,0.02000,1.53290,0.52380,1.10890,4.15420,0.75240,0.75240,-0.07700,0.12450,0.45140,1.97450,3.01100,29.89030,0.19370,0.69180,0.06100,0.09230,12.27760,-0.68180,-1.18390
2022-12-31,4127.36500,4031.58300,95.78170,142.84000,173.30700,-77.52490,-52.26200,-129.78590,25.25600,-155.04200,-155.04200,,-154.97600,25.49410,-77.52420,239.76600,240.39400,-0.63000,-0.63000,1.51410,0.52600,1.11900,2.32070,-1.87830,-1.87830,-3.14450,-3.75480,0.44590,2.02570,3.28720,27.37880,-5.43380,-19.89470,-1.67510,-2.57560,12.06620,-0.5186,-1.026
2022-09-30,4468.96900,3971.69900,497.27030,158.06800,158.06800,339.20210,-14.45400,324.74800,65.74900,258.99900,258.99900,,258.35200,440.08110,339.20210,238.55900,239.20800,1.08000,1.08000,1.54650,0.53740,1.17150,11.12720,7.59020,7.59020,7.26670,5.78100,0.49220,2.05290,3.76590,23.89870,9.45170,30.96810,2.85270,4.37190,11.58830,1.5571,0.9904
2022-06-30,4631.64800,3954.87700,676.77100,163.86700,163.86700,512.90380,-38.17200,474.73200,112.71100,362.02100,362.02100,,362.11600,614.73480,512.90380,240.36600,240.97300,1.51000,1.50000,1.61850,0.54000,1.18300,14.61190,11.07390,11.07390,10.24970,7.81830,0.49680,2.14890,3.80080,23.67920,12.60480,47.99430,3.88310,5.79840,12.00340,0.8188,0.3449
2022-03-31,4240.39500,3698.41500,541.98000,139.96700,139.96700,402.01290,-46.23400,355.77900,75.21900,280.56000,280.56000,,280.43800,505.86400,402.01290,243.67000,244.30000,1.15000,1.15000,1.53200,0.54730,1.22210,12.78140,9.48060,9.48060,8.39020,6.61350,0.45510,2.16410,3.90250,23.06220,10.04290,52.44680,3.01100,4.54610,11.50880,0.92920,0.59870
2021-12-31,4038.76900,3686.26900,352.50000,291.64400,297.44600,55.05440,-13.39500,41.65900,5.19100,36.46800,36.46800,,36.75400,163.30440,55.05400,243.65200,244.12900,0.15000,0.15000,1.38280,0.55210,1.24280,8.72790,1.36310,1.36310,1.03150,0.91000,0.45310,2.33950,3.87370,23.23350,1.40860,12.64320,0.40910,0.63090,10.62450,-0.0039,-0.4098
2021-09-30,3827.56600,3455.72300,371.84300,251.06600,251.06600,120.77710,-29.55700,91.22000,30.38500,60.83500,60.83500,,60.72500,214.76510,120.77710,243.67500,244.19500,0.25000,0.25000,1.42750,0.54990,1.22910,9.71490,3.15550,3.15550,2.38320,1.58650,0.43330,2.21970,4.06090,22.16240,2.32520,29.55350,0.68870,1.04670,10.73720,0.8694,0.4795
2021-06-30,3637.69800,3257.45700,380.24100,503.37200,503.37200,-123.13110,-53.18400,-176.31500,-9.81200,-166.50300,-166.50300,,-166.68700,-25.91010,-123.13110,243.67500,243.67500,-0.68000,-0.68000,1.39410,0.46670,0.88480,10.45280,-3.38490,-3.38490,-4.84690,-4.58220,0.46950,2.12900,3.95960,22.72940,-6.41750,-16.98880,-2.14870,-3.42260,10.64750,1.0604,0.7594
2021-03-31,3273.42500,3012.18200,261.24320,102.77900,102.77900,158.46410,-22.63800,135.82600,35.35800,100.46800,100.46800,,100.20800,246.29010,158.46410,243.58000,243.85800,0.41000,0.41000,1.68030,0.46210,0.86850,7.98070,4.84090,4.84090,4.14940,3.06130,0.43760,2.09190,3.80150,23.67500,3.67240,8.93640,1.34300,1.97530,11.22750,-0.58870,-0.95400
2020-12-31,3117.82900,2890.43300,227.39670,187.77300,187.89600,39.50020,-30.31500,9.18500,8.85500,0.33000,0.33000,,0.07900,129.25420,39.50000,245.94400,246.12400,0.00000,0.00000,1.49810,0.46690,0.88570,7.29340,1.26690,1.26690,0.29460,0.00250,0.41710,2.12720,3.83750,23.45300,0.01280,0.03370,0.00440,0.00680,10.57590,0.8625,0.4549
2020-09-30,3075.12100,2761.27900,313.84200,219.55400,219.55400,94.28810,-38.25300,56.03500,22.34400,33.69100,33.69100,,33.44600,179.84510,94.28810,244.18600,244.37600,0.14000,0.14000,1.80360,0.51780,1.08430,10.20580,3.06620,3.06620,1.82220,1.08760,0.41170,2.07820,3.92040,22.95690,1.38570,3.70420,0.45100,0.66820,9.97810,1.5096,1.1663
