,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-16,2024-09-30,$0.38,$0.42
1,2024-07-17,2024-06-30,$0.37,$0.36
2,2024-04-17,2024-03-31,$0.34,$0.35
3,2024-01-18,2023-12-31,$0.31,$0.32
4,2023-10-18,2023-09-30,$0.25,$0.27
5,2023-07-19,2023-06-30,$0.38,$0.39
6,2023-04-18,2023-03-31,$0.46,$0.46
7,2023-01-18,2022-12-31,$0.50,$0.51
8,2022-10-18,2022-09-30,$0.45,$0.44
9,2022-07-19,2022-06-30,$0.35,$0.34
10,2022-04-19,2022-03-31,$0.34,$0.38
11,2022-01-20,2021-12-31,$0.38,$0.48
12,2021-10-20,2021-09-30,$0.41,$0.50
13,2021-07-16,2021-06-30,$0.43,$0.58
14,2021-04-21,2021-03-31,$0.37,$0.51
15,2021-01-22,2020-12-31,$0.33,$0.46
16,2020-10-23,2020-09-30,$0.17,$0.35
17,2020-07-17,2020-06-30,$0.21,$0.20
18,2020-04-21,2020-03-31,$0.22,$0.05
19,2020-01-17,2019-12-31,$0.42,$0.47
20,2019-10-16,2019-09-30,$0.42,$0.43
21,2019-07-16,2019-06-30,$0.37,$0.42
22,2019-04-16,2019-03-31,$0.35,$0.35
23,2019-01-18,2018-12-31,$0.36,$0.35
24,2018-10-16,2018-09-30,$0.36,$0.36
25,2018-07-17,2018-06-30,$0.36,$0.36
26,2018-04-13,2018-03-31,$0.30,$0.34
27,2018-01-19,2017-12-31,$0.29,$0.30
28,2017-10-13,2017-09-30,$0.30,$0.32
29,2017-07-14,2017-06-30,$0.26,$0.27
30,2017-04-13,2017-03-31,$0.23,$0.23
31,2017-01-13,2016-12-31,$0.25,$0.23
32,2016-10-14,2016-09-30,$0.25,$0.27
33,2016-07-15,2016-06-30,$0.23,$0.24
34,2016-04-15,2016-03-31,$0.20,$0.20
35,2016-01-19,2015-12-31,$0.21,$0.20
36,2015-10-16,2015-09-30,$0.22,$0.29
37,2015-07-17,2015-06-30,$0.20,$0.22
38,2015-04-17,2015-03-31,$0.18,$0.18
39,2015-01-23,2014-12-31,$0.17,$0.20
