Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,31.48100,4.50000,26.98100,1.82300,-40.57900,54.77700,-27.79600,-11.99300,-39.78900,0.48500,-40.27400,-40.27400,-40.29500,-11.07400,-27.79600,14.78500,14.78500,-2.73000,-2.73000,0.27660,0.38240,-88.29450,-88.29450,-126.39050,-127.99780,0.03420,-6.43250,-6.43250,-4.37800,-4.65320,42.34720,1.377,6.6139
2024-06-30,39.02900,4.25100,34.77800,1.88000,-15.41100,32.41300,2.36500,10.25700,12.62200,0.14900,12.47300,12.47300,12.45100,30.51500,2.36500,14.78500,14.80800,0.84000,0.84000,0.33000,0.49260,6.05960,6.05960,32.34010,31.90190,0.03740,1.87670,1.87670,1.19400,1.25730,44.95370,0.9893,11.1692
2024-03-31,44.00700,4.05500,39.95200,1.90100,-10.28100,30.15200,9.80000,-37.39700,-27.59700,0.22400,-27.82100,-27.82100,-27.84200,30.55100,9.80000,14.78500,14.78500,-1.88000,-1.88000,0.44150,0.79060,22.26920,22.26920,-62.71050,-63.26720,0.03570,-4.26960,-4.26960,-2.25860,-2.38440,44.07220,1.78510,3.59490
2023-12-31,46.39200,2.16300,44.22900,3.57600,-75.83500,164.88400,-120.65500,-21.35500,-142.01000,0.12100,-142.13100,-142.13100,-142.07800,-34.27800,-120.65500,14.63100,14.63100,-9.71000,-9.71000,0.44300,0.79540,-260.07730,-260.07730,-306.10890,-306.25550,0.03550,-20.85780,-20.85780,-10.89050,-11.61760,46.60630,0.4821,2.6906
2023-09-30,43.10600,2.35200,40.75400,3.43500,-8.43400,29.65400,11.10000,-8.07800,3.02200,0.23200,2.79000,2.79000,2.76400,30.30000,11.10000,14.62100,14.62100,0.19000,0.19000,,,25.75050,25.75050,7.01060,6.41210,,,,,,,1.4121,1.2701
2023-06-30,42.80300,2.05600,40.74700,3.17100,-7.85800,28.73200,12.01500,-8.52200,3.49300,-0.36500,3.85800,3.85800,3.82500,31.14300,12.01500,14.62100,14.62100,0.26000,0.26000,,,28.07050,28.07050,8.16060,8.93630,,,,,,,1.5569,1.3993
2023-03-31,42.66400,2.07100,40.59300,3.42800,-7.41900,28.58500,12.00800,-7.81000,4.19800,0.43700,3.76100,3.76100,3.74300,31.15500,12.00800,14.62100,14.62100,0.26000,0.26000,,,28.14550,28.14550,9.83970,8.77320,,,,,,,1.39930,1.38310
2022-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
2022-09-30,40.30100,1.78000,38.52100,13.26600,0.00000,29.80600,8.71500,-7.64100,1.07400,0.00100,1.07300,1.07300,1.08000,8.71500,8.71500,,,,0.00000,,,21.62480,21.62480,2.66490,2.67980,,,,,,,0,0
2021-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
