Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,544.64100,372.92400,171.71700,26.05000,5.86200,67.71600,104.00100,-25.13000,78.87100,78.87100,78.87100,75.46300,157.75300,104.00100,119.57800,119.57800,0.63000,0.63000,1.64730,0.42160,0.86320,31.52850,19.09530,19.09530,14.48130,13.85560,0.10390,6.06500,6.42590,14.00580,3.09550,3.09550,1.50390,1.79040,21.26820,1.0268,0.9536
2024-06-30,515.42000,318.54700,196.87300,22.89700,-0.15500,69.24700,127.62600,-24.75100,102.87500,102.87500,102.87500,91.29200,173.95900,127.62600,119.17700,119.17700,0.77000,0.77000,1.60660,0.43470,0.91450,38.19660,24.76160,24.76160,19.95950,17.71220,0.09620,5.87520,4.97750,18.08120,4.11000,4.11000,1.92090,2.32320,21.04380,1.2282,0.9873
2024-03-31,475.43000,302.99700,172.43300,21.53800,-1.38500,69.03600,103.39700,-0.72500,102.67200,102.67200,102.67200,94.18000,152.83400,103.39700,118.62900,118.62900,0.79000,0.79000,1.91480,0.44410,0.93300,36.26890,21.74810,21.74810,21.59560,19.80940,0.08890,4.62230,5.90600,15.23880,4.05640,4.05640,1.91900,2.25510,21.38230,1.16350,1.55860
2023-12-31,494.84700,323.97010,170.87690,17.76700,0.37900,64.47190,106.40500,-1.70000,104.67500,104.67500,104.67500,96.58800,157.11600,106.40500,120.29900,120.29900,0.82000,0.82000,1.68630,0.45340,0.97290,34.53130,21.50260,21.50260,21.15300,19.51880,0.09360,5.28790,6.75460,13.32430,4.29210,4.29210,1.97980,2.34600,20.60200,1.2434,1.5044
2023-09-30,400.37000,239.67800,160.69200,21.31300,-8.19700,76.68000,84.01200,-23.92600,60.08600,60.08600,60.08600,53.28700,135.73000,84.01200,118.10800,118.10800,0.45000,0.45000,1.57030,0.47140,1.03640,40.13590,20.98360,20.98360,15.00760,13.30940,0.07500,3.60030,6.83650,13.16470,2.53710,2.53710,1.12600,1.34100,20.11400,0.6657,0.1586
2023-06-30,367.42000,210.29400,157.12600,20.42600,31.88800,34.56100,122.56500,-55.17100,67.39400,67.39400,67.39400,63.24600,170.18700,122.56500,122.58900,122.58900,0.52000,0.52000,1.68250,0.47570,1.04990,42.76470,33.35830,33.35830,18.34250,17.21350,0.06920,3.86310,6.37520,14.11730,2.87740,2.87740,1.26960,1.50870,19.51610,0.5406,0.7005
2023-03-31,248.76900,114.92100,133.84800,20.96400,87.98700,-21.17800,155.02600,-6.19200,148.86400,148.86400,148.86400,141.56000,204.17200,155.02600,122.53200,122.53200,1.16000,1.16000,2.16730,0.48800,1.10010,53.80410,62.31730,62.31730,59.84030,56.90420,0.04900,2.80030,6.26310,14.37000,6.46410,6.46410,2.93000,3.30950,18.74830,0.30480,1.56100
2022-12-31,265.43100,89.64800,175.78300,18.40500,106.04800,-41.85400,217.63700,-23.46100,194.17600,194.17600,194.17600,186.67400,266.94700,217.63700,122.96400,122.96400,1.52000,1.52000,2.39810,0.51220,1.19830,66.22550,81.99380,81.99380,73.15500,70.32860,0.05420,3.19730,7.33420,12.27130,9.00230,9.00230,3.96580,4.39170,17.63630,0.9654,2.3829
2022-09-30,289.49100,83.14600,206.34500,14.88200,0.16800,60.28700,146.05800,-30.56600,115.49200,115.49200,115.49200,107.63800,194.08100,146.05800,121.45800,121.45800,0.89000,0.89000,1.97880,0.53880,1.34810,71.27860,50.45340,50.45340,39.89490,37.18180,0.06040,3.32520,9.54190,9.43210,5.83230,5.83230,2.40870,2.68980,15.97150,1.227,1.1999
2022-06-30,290.92700,82.86100,208.06600,16.29600,3.72900,56.83200,151.23400,-29.24700,121.98700,121.98700,121.98700,114.13300,198.97900,151.23400,124.30600,124.30600,0.92000,0.92000,1.75820,0.55890,1.46690,71.51830,51.98350,51.98350,41.93050,39.23080,0.06110,3.50080,8.69840,10.34670,6.53040,6.53040,2.56300,2.88090,15.32510,1.2947,1.4109
2022-03-31,268.01000,78.06300,189.94700,16.68100,17.90800,42.63000,147.31700,-24.28000,123.03700,123.03700,123.03700,115.44200,193.46200,147.31700,124.15000,124.15000,0.93000,0.93000,1.53740,0.54980,1.40510,70.87310,54.96700,54.96700,45.90760,43.07380,0.05850,3.87410,12.66650,7.10540,6.63550,6.63550,2.68670,2.98760,14.95520,1.24270,1.02450
