Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.05700,1.40000,,-1.45700,0.04700,-1.41000,-1.41000,-1.41000,-1.41000,-1.40600,-1.45700,36.84000,36.84000,-0.04000,-0.04000,0.40260,,,16.28930,16.28930,-19.60240,16.28930,-0.22980,0.0756,0.0756
2024-06-30,4.36000,1.53100,-2.64900,-8.54000,0.34100,-8.19900,-8.19900,-8.19900,-8.19900,-8.53900,-8.54000,23.12300,23.12300,-0.35000,-0.35000,0.45960,,,98.42750,98.42740,-96.24370,98.42740,-0.23840,0.1417,0.1417
2024-03-31,3.80400,1.42700,,-5.23100,0.04000,-5.19100,-5.19100,-5.19100,-5.19100,-4.53500,-5.23100,11.25400,11.25400,-0.46000,-0.46000,0.52990,,,105.01730,105.01720,-35.57430,105.01720,-0.47570,-0.47280,-0.47280
2023-12-31,6.67700,2.17900,0.11500,-8.74100,0.12500,-8.61600,-8.61600,-8.61600,-8.61600,-8.37800,-8.74100,8.60400,8.60400,-0.71000,-0.71000,0.73810,,,-7003.94700,-7004.81600,-48.56270,-7004.87900,0.01280,-0.5837,-0.6239
2023-09-30,9.52700,2.13100,1.35100,-10.30700,0.24900,-10.05800,-10.05800,-10.05800,-10.05800,-9.94000,-10.30700,8.17200,8.17200,-1.23000,-1.23000,0.95920,,,-250.88530,-250.88560,-48.90360,-250.88550,0.48280,-1.4508,-0.7165
2023-06-30,10.83600,3.05500,,-13.89100,-2.34400,-16.23500,-16.23500,-16.23500,-16.23500,-13.27900,-13.89100,8.12700,8.12700,-2.00000,-2.00000,1.75500,,,-118.39120,-118.39130,-55.81720,-118.39130,1.67950,-1.5159,-1.5201
2023-03-31,14.00000,2.32100,,-16.32100,-0.37200,-16.69300,-16.69300,-16.69300,-16.69300,-15.32000,-16.32100,8.09400,8.09400,-2.06000,-2.06000,4.82560,0.48050,0.92500,-55.98860,-55.98860,-22.67860,-29.08490,3.66370,-2.20010,-2.20010
2022-12-31,17.03700,2.39500,,-19.43200,-0.20200,-19.63400,-19.63400,-19.63400,-19.63400,-18.45600,-19.43200,7.68500,7.68500,-2.46000,-2.46000,5.21890,0.37220,0.59290,-42.43080,-42.43080,-21.24390,-26.63720,5.69020,-2.1256,-2.1448
2022-09-30,15.45900,3.38900,,-18.84800,-0.14900,-18.99700,-18.99700,-18.99700,-18.99700,-17.88600,-18.84800,7.85000,7.85000,-2.42000,-2.42000,6.96670,0.29790,0.42430,-29.53280,-29.53280,-17.45470,-20.73500,8.98950,-1.9155,-2.0187
2022-06-30,15.16400,3.07700,,-18.24100,-0.85800,-19.09900,-19.09900,-19.09900,-19.09900,-17.37600,-18.24100,7.65200,7.65200,-2.50000,-2.50000,9.96050,0.24870,0.33110,-23.28920,-23.28920,-15.66710,-17.49670,11.66540,-2.1993,-2.2313
2022-03-31,16.28900,3.34900,,-19.63800,-0.15700,-19.79500,-19.79500,-19.79500,-19.79500,-18.94000,-19.63800,7.31700,7.31700,-2.71000,-2.71000,11.51270,0.21710,0.27730,-20.33780,-20.33780,-14.45300,-15.92300,14.42500,-2.22620,-2.40850
2021-12-31,17.47300,2.64600,,-20.11900,0.07000,-20.04900,-20.04900,-20.04900,-20.04900,-19.42700,-20.11900,5.86190,5.86190,-3.29840,-3.29840,10.32880,,,-17.83720,-17.83720,-16.01740,-17.83720,17.37900,-2.7454,-2.9962
2021-09-30,14.71300,2.36400,,-17.07700,0.07200,-17.00500,-17.00500,-17.00500,-17.00500,-16.46500,-17.07700,6.07880,6.07880,-2.84860,-2.84860,11.65960,,,-13.91410,-13.91410,-12.62380,-13.91410,19.91210,-1.6712,-1.7325
2021-06-30,11.90200,2.53800,,-14.44000,0.08100,-14.35900,-14.35900,-14.35900,-14.35900,-13.92800,-14.44000,5.84040,5.84040,-2.39880,-2.39880,20.64790,,,-10.63430,-10.63430,-10.02670,-10.63430,22.28660,-1.8357,-2.1183
2021-03-31,11.61800,3.46900,,-15.08700,0.13000,-14.95700,-14.95700,-14.95700,-14.95700,-14.59700,-15.08700,5.36710,5.36710,-2.84860,-2.84860,19.88600,,,-11.21540,-11.21540,-10.54630,-11.21540,23.27930,-2.90290,-2.98820
2020-12-31,18.33300,2.40500,,-20.73800,0.13000,-20.60800,-20.60800,-20.60800,-20.60800,-20.25700,-20.73800,3.50770,3.50770,-4.64770,-4.64770,10.46080,,,-20.93560,-20.93560,-18.75160,-20.93560,19.97840,-3.348,-3.5752
2020-09-30,8.27400,2.15300,,-10.42700,-2.52500,-12.95200,-12.95200,-12.95200,-12.95200,-8.18500,-10.42700,3.81880,3.81880,-3.44830,-3.44830,9.91250,,,-16.94930,-16.94930,-15.04860,-16.94930,18.75810,-1.3905,-1.3491
2020-06-30,11.13000,2.99100,,-14.12100,-0.47700,-14.59800,-14.59800,-14.59800,-14.59800,-13.40100,-14.12100,3.00300,3.00300,-4.79760,-4.79760,5.84820,0.11200,0.19650,-20.55220,-20.55220,-15.07590,-18.25020,19.12850,-2.2743,-2.4494
2020-03-31,9.56400,1.95600,,-11.52000,-0.33700,-11.85700,-11.85700,-11.85700,-11.85700,-10.85700,-11.52000,2.79950,2.79950,-4.19790,-4.19790,5.75040,0.18740,0.29880,-25.88640,-25.88640,-17.29410,-21.03540,17.06170,-3.62640,-3.81430
2019-12-31,13.87300,2.05000,,-15.92300,-0.28600,-16.20900,-16.20900,-16.20900,-16.20900,-15.29800,-15.92300,2.40530,2.40530,-6.14690,-6.14690,8.11520,0.19080,0.26000,-31.38120,-31.38120,-22.06960,-25.39360,18.67990,-4.9032,-5.3314
2019-09-30,8.00900,1.98700,,-9.99600,-0.17200,-10.16800,-10.16800,-10.16800,-10.16800,-9.42800,-9.99600,2.65970,2.65970,-3.74810,-3.74810,11.81660,0.17430,0.21110,-16.28240,-16.28240,-12.12860,-13.44390,23.15160,-2.7561,-2.9084
2019-06-30,7.02300,3.18900,,-10.21200,-0.18700,-10.39900,-10.39900,-10.39900,-10.39900,-9.64500,-10.21200,2.42170,2.42170,-4.34780,-4.34780,13.10020,0.15350,0.18130,-14.55550,-14.55550,-11.22700,-12.32180,26.56820,-2.8238,-3.0578
2019-03-31,7.41000,2.34400,,-9.75400,0.14100,-9.61300,-9.61300,-9.61300,-9.61300,-9.43600,-9.75400,1.86400,1.86400,-5.09750,-5.09750,5.64380,0.30880,0.44680,-33.75590,-33.75590,-19.04130,-23.33080,14.94890,-3.47800,-3.63840
2018-12-31,10.22400,1.67600,,-11.90000,0.13000,-11.77000,-11.77000,-11.77000,-11.77000,-11.59000,-11.90000,1.79750,1.79750,-6.44680,-6.44680,6.25330,,,-32.33870,-32.33870,-27.52960,-32.33870,19.26860,-3.6806,-3.8763
2018-09-30,6.31600,1.34000,,-7.65600,0.13800,-7.51800,-7.51800,-7.51800,-7.51800,-7.45800,-7.65600,1.81070,1.81070,-4.19790,-4.19790,10.32210,,,-16.71040,-16.71040,-15.18420,-16.71040,24.74100,-2.0879,-2.7154
2018-06-30,3.55700,1.68300,,-5.24000,0.14700,-5.09300,-5.09300,-5.09300,-5.09300,-5.12500,-5.24000,1.80680,1.80680,-2.84860,-2.84860,13.09330,,,-9.86920,-9.86920,-9.14770,-9.86920,28.37870,-1.7756,-4.3903
2018-03-31,4.36700,2.06000,,-6.42700,0.14600,-6.28100,-6.28100,-6.28100,-6.28100,-6.42000,-6.42700,1.76000,1.76000,-3.59820,-3.59820,10.45010,,,-11.28820,-11.28820,-10.28160,-11.28820,30.78050,-3.16190,-3.54600
2017-12-31,12.61300,3.11700,,-15.73000,0.12900,-15.60100,-15.60100,-15.60100,-15.60100,-15.73000,-15.73000,1.68440,1.68440,-9.29540,-9.29540,16.99280,,,-26.07470,-26.07470,-24.57120,-26.07470,33.13630,-3.2323,-3.4714
2017-09-30,2.48800,4.59600,,-7.08400,0.14400,-6.94000,-6.94000,-6.94000,-6.94000,-7.08400,-7.08400,1.74670,1.74670,-4.04800,-4.04800,24.26430,,,-10.66170,-10.66170,-10.22320,-10.66170,37.20290,-2.7311,-2.7437
2017-06-30,3.99400,1.67100,,-5.66500,0.13600,-5.52900,-5.52900,-5.52900,-5.52900,-5.66500,-5.66500,1.74620,1.74620,-3.14840,-3.14840,15.50530,,0.00210,-8.00450,-8.00450,-7.48820,-8.00450,39.49330,-0.361,-0.361
2017-03-31,1.28100,2.02500,,-3.30600,0.08800,-3.21800,-3.21800,-3.21800,-3.21800,-3.30600,-3.30600,1.49410,1.49410,-2.09900,-2.09900,92.50930,,0.00040,-4.33610,-4.33610,-4.28920,-4.33610,68.83100,-1.36270,-1.36270
2016-12-31,6.82900,1.00200,,-7.83100,-0.91700,-8.74800,-8.74800,-8.74800,-8.74800,-7.15800,-7.83100,0.73550,0.73550,-11.39430,-11.39430,8.53210,,,-36.03560,-36.03560,-31.81210,-36.03560,23.99990,-2.841,-2.841
2016-09-30,0.56900,1.10100,,-1.67000,-0.20000,-1.87000,-1.87000,-1.87000,-1.87000,-1.67000,-1.67000,0.67290,0.67290,-2.84860,-2.84860,2.28340,0.46840,1.48340,-56.29140,-56.29140,-16.81960,-29.92480,4.16330,-0.8699,-0.8699
2016-06-30,0.58200,0.45800,,-1.04000,-0.09300,-1.13300,-1.13300,-1.13300,-1.13300,-1.04000,-1.04000,0.68370,0.68370,-1.64920,-1.64920,,,,,,,,,-1.0364,-1.0364
2016-03-31,0.56700,0.25500,,-0.82200,-0.08100,-0.90300,-0.90300,-0.90300,-0.90300,-0.82200,-0.82200,0.67050,0.67050,-1.34930,-1.34930,,,,,,,,,-0.86660,-0.86660
2015-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
2015-09-30,0.57000,0.08800,,-0.65800,-0.05800,-0.71600,-0.71600,-0.71600,-0.71600,-0.65800,-0.65800,0.66700,0.66700,-1.04950,-1.04950,,,,,,,,,0,0
