Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,167.89000,90.52700,77.36300,15.24000,51.52700,66.76700,10.59600,3.56600,14.16200,2.67400,11.48800,11.48800,11.48800,17.81000,10.59600,214.76900,215.75000,0.05000,0.05000,3.15660,46.07960,6.31130,6.31130,8.43530,6.84260,0.25290,0.54050,1.79940,50.01600,2.41430,2.41430,1.73070,2.41430,2.21920,0.3289,0.3078
2024-06-30,167.94700,78.10700,89.84000,14.31500,49.09300,63.40800,26.43200,3.36000,29.79200,10.02300,19.76900,19.76900,19.76900,34.03000,26.43200,216.42300,217.50200,0.09000,0.09000,2.21220,53.49310,15.73830,15.73830,17.73890,11.77100,0.22630,0.40610,2.00530,44.88130,4.40740,4.40740,2.66390,4.40740,2.07580,0.16,0.1378
2024-03-31,167.39200,75.79800,91.59400,14.85300,51.53600,66.38900,25.20500,3.08500,28.29000,8.64300,19.64700,19.64700,19.64700,32.70100,25.20500,215.54900,216.86500,0.09000,0.09000,3.89570,54.71830,15.05750,15.05750,16.90050,11.73710,0.23130,0.33630,2.15720,41.72080,3.55560,3.55560,2.71480,3.55560,2.54990,0.26140,0.23780
2023-12-31,231.24600,134.20800,97.03800,14.99100,65.52800,80.51900,16.51900,1.96400,18.48300,7.19500,11.28800,11.28800,11.28800,24.48600,16.51900,216.89300,219.72200,0.06000,0.05000,3.15560,41.96310,7.14350,7.14350,7.99280,4.88140,0.30830,0.54900,2.07870,43.29690,2.11040,2.11040,1.50480,2.11040,2.45450,0.4219,0.3998
2023-09-30,174.90900,92.97500,81.93400,15.91000,42.33700,58.24700,23.68700,1.82800,25.51500,8.29000,17.22500,17.22500,17.22500,31.38100,23.68700,217.73700,220.42500,0.08000,0.08000,3.36710,46.84380,13.54250,13.54250,14.58760,9.84800,0.24330,0.30620,1.89720,47.43920,3.27300,3.27420,2.39590,3.27300,2.39370,0.1635,0.1359
2023-06-30,177.76500,90.11000,87.65500,16.34600,52.05900,68.40500,19.25000,3.69100,22.94100,6.91700,16.02400,16.02400,16.02400,26.74000,19.25000,216.96400,219.91600,0.07000,0.07000,1.93080,49.30950,10.82890,10.82890,12.90520,9.01410,0.19790,0.30620,2.00520,44.88280,3.32240,3.32500,1.78370,3.32240,2.19400,0.2907,0.2678
2023-03-31,181.22700,104.56100,76.66600,17.80100,48.33600,66.13700,10.52900,2.31500,12.84400,3.74500,9.09900,9.09900,9.09900,17.41700,10.52900,215.58800,218.74900,0.04000,0.04000,5.41870,42.30390,5.80980,5.80980,7.08720,5.02080,0.21410,0.35600,2.00490,44.88950,1.31080,1.31190,1.07500,1.31080,3.16610,0.43510,0.39970
2022-12-31,280.76000,197.14900,83.61100,17.58200,54.93300,72.51500,11.09600,1.51000,12.60600,1.71500,10.89100,10.89100,10.89100,18.21200,11.09600,214.45800,220.58900,0.05000,0.05000,3.19320,29.78020,3.95210,3.95210,4.49000,3.87910,0.29570,0.56060,2.05630,43.76870,1.61890,1.62070,1.14690,1.61890,3.06270,0.5306,0.4997
2022-09-30,176.99600,95.16200,81.83400,18.74700,45.66600,64.41300,17.42100,0.23500,17.65600,5.21200,12.44400,12.44400,12.44400,25.13300,17.42100,215.34800,220.35400,0.06000,0.06000,5.21590,46.23490,9.84260,9.84260,9.97540,7.03070,0.19240,0.19670,2.01340,44.70000,1.67550,1.67770,1.35290,1.67550,3.36350,-0.056,-0.0977
2022-06-30,183.75700,98.32900,85.42800,20.05500,45.34400,65.39900,20.02900,0.32200,20.35100,6.52400,13.82700,13.82700,13.82700,26.12800,20.02900,214.85200,220.79200,0.06000,0.06000,4.27290,46.48970,10.89970,10.89970,11.07500,7.52460,0.19410,0.20310,2.26690,39.70180,1.89860,1.90160,1.46070,1.89860,3.27770,-0.0116,-0.0477
