Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,99.42400,40.80600,58.61800,,28.69400,33.21200,25.40600,3.70800,29.11400,8.17800,20.93600,20.93600,,28.94500,27.60700,25.40600,31.87900,32.52500,0.91000,0.89000,1.55010,0.30470,0.43820,58.95760,25.55320,25.55320,29.28270,29.11270,0.08370,0.11250,0.70500,127.66410,4.91550,6.60620,1.76280,3.41780,13.32620,-2.6746,-2.7031
2024-03-31,43.84700,,43.84700,0.04200,27.19100,,16.61400,8.10600,24.72000,6.06500,18.65500,18.65500,,18.65500,16.63200,16.61400,31.02800,31.40600,0.60000,0.59000,6.43800,,,100.00000,37.89090,37.89090,56.37790,42.54570,0.17920,,7.27390,12.37300,9.26010,9.26010,7.62360,9.26010,6.33850,0.95200,0.95200
2023-12-31,10.38000,,10.38000,0.12100,5.22300,,5.03600,14.25700,19.29300,3.30300,15.99000,15.99000,,15.99000,5.04700,5.03600,32.21400,32.53600,0.50000,0.50000,8.92920,,,100.00000,48.51640,48.51640,185.86710,154.04630,0.04810,,4.63190,19.43060,8.73280,8.73280,7.41200,8.73280,5.80740,0.2429,0.2429
2023-09-30,9.48200,,9.48200,0.03000,2.93300,,6.51900,-2.55400,3.96500,1.28500,2.68000,2.68000,,2.68000,6.30200,6.51900,32.52300,32.75000,0.08000,0.08000,6.23070,,,100.00000,68.75130,68.75130,41.81610,28.26410,0.04630,,3.70680,24.27970,1.58170,1.58170,1.30940,1.58170,5.32620,0.1234,0.1234
2023-06-30,6.98300,,6.98300,,3.87000,,3.11300,6.75900,9.87200,2.84400,7.02800,7.02800,,7.02800,3.36500,3.11300,32.58300,32.81000,0.22000,0.21000,7.68600,,,100.00000,44.57970,44.57970,141.37190,100.64440,0.03450,,2.98040,30.19760,4.13320,4.13320,3.47070,4.13320,5.27100,0.1603,0.1603
2023-03-31,7.07400,,7.07400,0.13000,3.68500,,3.25900,6.52600,9.78500,1.50700,8.27800,8.27800,,8.27800,3.28000,3.25900,32.60300,33.08500,0.25000,0.25000,8.11390,,,100.00000,46.07010,46.07010,138.32340,117.02010,0.03590,,4.07490,22.08650,4.99490,4.99490,4.19950,4.99490,5.08320,0.10650,0.10650
2022-12-31,9.16400,,9.16400,0.25800,3.12500,,5.78100,8.95800,14.73900,-4.96300,19.70200,19.70200,,19.70200,5.82600,5.78100,33.28000,33.50800,0.59000,0.59000,8.94390,,,100.00000,63.08380,63.08380,160.83590,214.99350,0.04820,,7.42020,12.12900,12.49330,12.49330,10.36350,12.49330,4.89040,0.2411,0.242
2022-09-30,14.00600,,14.00600,0.25400,2.82200,,10.93000,-2.34800,8.58200,0.87700,7.70500,7.70500,,7.70500,10.95700,10.93000,33.20100,33.68200,0.23000,0.23000,10.49800,,,100.00000,78.03800,78.03800,61.27370,55.01210,0.08180,,4.18970,21.48150,5.38230,5.38230,4.50010,5.38230,4.39650,0.4025,0.4019
2022-06-30,7.98300,,7.98300,0.35500,3.52200,,4.10600,-6.09900,-1.99300,-0.17400,-1.81900,-1.81900,,-1.81900,4.13900,4.10600,33.61600,33.61600,-0.05000,-0.05000,7.62550,,,100.00000,51.43430,51.43430,-24.96560,-22.78590,0.04590,,4.15130,21.67980,-1.30170,-1.30170,-1.04530,-1.30170,4.17460,0.2324,0.2321
2022-03-31,7.30800,,7.30800,0.51300,3.19200,,3.60300,2.03400,5.63700,0.56100,5.07600,5.07600,,5.07600,3.63800,3.60300,33.99600,34.26800,0.15000,0.15000,7.52460,,,100.00000,49.30210,49.30210,77.13460,69.45810,0.04040,,3.51520,25.60350,3.54100,3.54100,2.80660,3.54100,4.26930,0.32210,0.32210
2021-12-31,9.74700,0.01000,9.73700,0.70800,3.22700,3.93500,5.80200,-0.64700,5.15500,3.81900,1.33600,1.33600,,1.33600,5.82600,5.80200,31.45900,31.76900,0.04000,0.03000,9.21970,,,99.89740,59.52600,59.52600,52.88810,13.70680,0.05550,,4.94770,18.19020,0.94550,0.94550,0.76120,0.94550,4.10850,0.2204,0.2127
2021-09-30,7.17300,0.00800,7.16500,0.80300,2.68900,3.49200,3.67300,0.43800,4.11100,0.34000,3.77100,3.77100,,3.77100,3.35900,3.67300,32.47400,32.61200,0.12000,0.12000,12.54790,,,99.88850,51.20590,51.20590,57.31210,52.57210,0.04470,,1.71970,52.33380,2.88330,2.88330,2.34920,2.88330,3.96040,0.039,0.0391
2021-06-30,11.01000,0.04100,10.96900,1.33200,3.83000,5.16200,5.80700,0.04000,5.84700,0.50600,5.34100,5.34100,,5.34100,6.00400,5.80700,30.98200,31.24700,0.17000,0.17000,12.50420,,,99.62760,52.74300,52.74300,53.10630,48.51040,0.07760,,3.78090,23.80380,4.78040,4.78040,3.76260,4.78040,3.59140,0.1387,0.1377
