Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,286.10000,112.30000,173.80000,19.80000,96.80000,-31.00000,147.60000,26.20000,-33.20000,-7.00000,-21.60000,14.60000,14.60000,14.60000,,26.20000,58.40000,58.12200,0.25000,0.25000,,,,,,,,,,,,,,,,,,,
2024-06-30,272.50000,82.40000,190.10000,20.40000,85.70000,-28.10000,134.20000,55.90000,-28.90000,27.00000,12.30000,14.70000,14.70000,14.70000,68.60000,55.90000,57.76800,57.84200,0.25000,0.25000,2.10710,1.89050,-2.13980,69.76150,20.51380,20.51380,9.90830,5.39450,0.21500,0.44400,1.58610,56.74130,-1.92480,-1.86670,1.15980,1.71410,-13.24120,-0.0364,-0.204
2024-03-31,287.20000,101.80000,185.40000,18.40000,92.30000,-35.50000,146.20000,39.20000,-29.30000,9.90000,-19.00000,28.90000,28.90000,28.90000,51.00000,39.20000,57.68700,57.80700,0.50000,0.50000,2.28740,1.90220,-2.12550,64.55430,13.64900,13.64900,3.44710,10.06270,0.23940,0.66450,2.32170,38.76390,-3.75520,-3.64120,2.40910,3.38800,-13.34700,0.421,0.3624
2023-12-31,277.30000,91.40000,185.90000,20.20000,90.30000,-29.90000,140.40000,45.50000,-31.20000,14.30000,-5.80000,20.10000,20.10000,20.10000,56.30000,45.50000,57.48600,57.63200,0.35000,0.35000,2.20300,1.95540,-2.06330,67.03930,16.40820,16.40820,5.15690,7.24850,0.22770,0.61260,2.88550,31.19010,-2.53310,-2.45780,1.65050,2.42020,-13.78250,-0.22730,-0.27420
2023-09-30,281.90010,100.10000,181.80010,23.60000,95.70000,-36.70000,156.00000,25.80010,-20.80000,5.00000,-1.00000,6.00000,6.00000,6.00000,36.70010,25.80000,57.24800,57.75800,0.10000,0.11000,2.11910,2.02240,-1.99400,64.49090,9.15220,9.15220,1.77370,2.12840,0.23210,0.65810,16.88020,5.33170,-0.73020,-0.70890,0.49410,0.74650,-14.33210,0.5104,0.3521
2023-06-30,286.10000,96.60000,189.50000,22.60000,87.60000,-28.00000,138.20000,51.30000,-31.20000,20.10000,4.90000,15.20000,15.20000,15.20000,61.00000,51.30000,57.29600,57.58200,0.27000,0.26000,2.04120,1.99020,-2.02610,66.23560,17.93080,17.93080,7.02550,5.31280,0.22850,0.56720,13.55920,6.63750,-1.87790,-1.82170,1.21400,1.85960,-14.12520,-0.1625,-0.2804
2023-03-31,277.10000,87.30000,189.80000,22.10000,85.20000,-26.90000,134.20000,55.60000,-31.10000,24.50000,10.50000,14.00000,14.00000,14.00000,65.20000,55.60000,57.26000,57.51300,0.24000,0.24000,2.11430,2.02140,-1.99500,68.49510,20.06500,20.06500,8.84160,5.05230,0.22900,0.55390,14.50790,6.20350,-1.70190,-1.65370,1.15700,1.73830,-14.35910,-0.2265,-0.3274
2022-12-31,275.70000,86.90000,188.80000,16.90000,72.80000,-10.30000,100.00000,88.80000,-32.70000,56.10000,20.90000,35.20000,35.20000,35.20000,97.60000,88.80000,57.11300,57.48400,0.62000,0.61000,2.05700,2.05400,-1.96450,68.48020,32.20890,32.20890,20.34820,12.76750,0.23030,0.60600,13.85430,6.49620,-4.21000,-4.09110,2.94090,4.43720,-14.61360,1.05070,0.96900
2022-09-30,274.60000,97.70000,176.90000,17.90000,81.90000,-80.10000,179.90000,-2.99990,-24.50000,-27.50000,-10.30000,-17.20000,-17.20000,-17.20000,5.80010,-3.00000,57.02400,57.46100,-0.27000,-0.29000,2.20830,2.20570,-1.84410,64.42100,-1.09250,-1.09250,-10.01460,-6.26370,0.25280,0.79560,12.36940,7.27600,1.92950,1.87770,-1.58320,-2.32650,-15.62350,1.0884,0.9353
2022-06-30,291.10000,88.20000,202.90000,14.30000,83.80000,-7.70000,105.80000,97.10000,-23.50000,73.60000,11.20000,62.40000,62.40000,62.40000,108.00000,97.10000,57.80200,58.20700,1.08000,1.07000,2.54090,2.08040,-1.94100,69.70110,33.35620,33.35620,25.28340,21.43590,0.27730,0.67690,13.11260,6.86360,-7.36200,-7.15100,5.94400,7.95410,-14.66280,0.5245,0.4346
