,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-06,2024-09-30,$-0.05,$-0.04
1,2024-08-07,2024-06-30,$-0.06,$-0.01
2,2024-05-28,2024-03-31,$-0.04,$0.06
3,2024-02-07,2023-12-31,$0.10,$0.07
4,2023-11-08,2023-09-30,$0.07,$0.04
5,2023-08-08,2023-06-30,$0.07,$0.08
6,2023-05-24,2023-03-31,$0.13,$0.03
7,2023-02-08,2022-12-31,$0.31,$0.22
8,2022-11-09,2022-09-30,$0.26,$0.28
9,2022-08-08,2022-06-30,$0.31,$0.32
10,2022-05-31,2022-03-31,$0.34,$0.35
11,2022-02-08,2021-12-31,$0.36,$0.43
12,2021-11-02,2021-09-30,$0.32,$0.39
13,2021-08-09,2021-06-30,$0.26,$0.30
14,2021-06-01,2021-03-31,$0.20,$0.24
15,2021-02-03,2020-12-31,$0.14,$0.21
16,2020-10-29,2020-09-30,$0.09,$0.12
17,2020-08-05,2020-06-30,$0.08,$0.12
18,2020-06-02,2020-03-31,$0.04,$0.04
19,2020-02-10,2019-12-31,$0.05,$0.04
20,2019-11-04,2019-09-30,$0.03,$0.04
21,2019-08-05,2019-06-30,$0.01,$0.04
22,2019-06-03,2019-03-31,$0.01,$0.02
23,2019-02-05,2018-12-31,$0.01,$0.03
24,2018-11-05,2018-09-30,$-0.02,$0.00
25,2018-08-09,2018-06-30,$-0.02,$-0.01
26,2018-06-12,2018-03-31,$-0.03,$-0.02
27,2018-02-07,2017-12-31,$-0.02,$-0.05
28,2017-11-07,2017-09-30,$-0.02,$-0.02
29,2017-08-07,2017-06-30,$-0.06,$-0.02
30,2017-06-14,2017-03-31,$-0.08,$-0.10
31,2017-02-09,2016-12-31,$-0.09,$-0.08
32,2016-11-09,2016-09-30,$-0.08,$-0.10
33,2016-08-09,2016-06-30,$-0.08,$-0.11
34,2016-06-13,2016-03-31,$-0.08,$-0.09
35,2016-02-09,2015-12-31,$-0.07,$-0.09
36,2015-11-09,2015-09-30,$-0.11,$-0.10
37,2015-08-06,2015-06-30,$-0.14,$-0.14
38,2015-06-11,2015-03-31,$-0.12,$-0.22
39,2015-02-13,2014-12-31,$-0.11,$-0.15
