Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,107.45600,,107.45600,1.70800,11.09200,,116.84000,-100.20000,16.64000,,16.64000,16.64000,,11.92400,120.49100,116.84000,29.49300,29.52000,0.40000,0.40000,0.92200,11.81780,108.73290,108.73290,15.48540,11.09660,0.01540,5.20630,3.08100,0.23910,0.24040,18.31230,0.4891,0.4891
2024-06-30,99.81500,,99.81500,1.75300,-4.89600,,93.16600,-90.15200,3.01400,,3.01400,3.92500,,-0.66100,93.16600,93.16600,29.47400,29.47400,-0.02000,-0.02000,0.92440,12.23470,93.33870,93.33870,3.01960,-0.66220,0.01410,1.25390,0.73570,0.05530,0.05560,18.10080,0.466,0.466
2024-03-31,95.57200,,95.57200,1.74100,10.81100,,104.64200,-85.78900,18.85300,,18.85300,20.89000,,16.30400,104.64200,104.64200,29.45300,29.47900,0.55000,0.55000,0.91520,10.79810,109.49020,109.49020,19.72650,17.05940,0.01490,6.54670,3.87160,0.32640,0.32820,18.31950,0.40610,0.40610
2023-12-31,77.52700,,77.52700,1.52100,32.07800,,108.08400,-70.88700,37.19700,,37.19700,35.35300,,30.76700,110.32500,108.08400,21.09500,21.09700,1.46000,1.46000,0.91330,10.53150,139.41460,139.41460,47.97940,39.68550,0.01270,11.48210,6.69100,0.57710,0.58020,17.94910,0.4374,0.4374
2023-09-30,64.21100,,64.21100,2.05400,0.58000,,62.73700,-64.90200,-2.16500,,-2.16500,-2.16500,,-6.75100,65.26300,62.73700,20.21900,20.21900,-0.33000,-0.33000,0.90710,9.76290,97.70440,97.70440,-3.37170,-10.51380,0.01320,-0.94150,-0.48070,-0.04430,-0.04470,22.27720,0.1508,0.1508
2023-06-30,60.78800,,60.78800,2.06100,3.52200,,62.24900,-54.63100,7.61800,,7.61800,8.05600,,3.47000,62.24900,62.24900,20.24900,20.24900,0.17000,0.17000,0.89960,8.96210,102.40340,102.40340,12.53210,5.70840,0.01320,3.35310,1.74860,0.17450,0.17550,22.80250,0.4355,0.4355
2023-03-31,57.80300,,57.80300,2.07500,9.83700,,65.56500,-53.04100,12.52400,,12.52400,12.54000,,7.95400,65.56500,65.56500,21.06600,21.06600,0.38000,0.38000,0.89950,8.95190,113.42840,113.42840,21.66670,13.76050,0.01250,5.19380,2.71480,0.27130,0.27280,22.66840,0.30990,0.30990
2022-12-31,57.28600,,57.28600,2.11200,7.64200,,62.81600,-48.72400,14.09200,,14.09200,11.69400,,7.10800,64.46300,62.81600,22.89000,22.89000,0.22000,0.22000,0.89350,8.39140,109.65330,109.65330,24.59940,12.40790,0.01310,4.82570,2.52680,0.26760,0.26910,21.74400,0.2333,0.2333
2022-09-30,50.19000,,50.19000,2.06400,-4.27600,,43.85000,-46.71900,-2.86900,,-2.86900,-2.86900,,-7.45500,43.85000,43.85000,22.39400,22.39400,-0.33000,-0.33000,0.89510,8.53100,87.36800,87.36800,-5.71630,-14.85360,0.01130,-1.17670,-0.61790,-0.06440,-0.06480,20.99270,0.2006,0.2006
2022-06-30,39.41000,,39.41000,1.95800,-48.62600,,-11.17400,-31.74300,-42.91700,,-42.91700,-48.72300,,-53.30900,-11.17400,-11.17400,23.45700,23.45700,-2.27000,-2.27000,0.87560,7.04030,-28.35320,-28.35320,-108.89880,-135.26770,0.01020,-18.87080,-10.17890,-1.25590,-1.26600,21.28350,0.3606,0.3606
2022-03-31,33.41700,,33.41700,1.96200,-15.90700,,15.54800,-26.69600,-11.14800,,-11.14800,-13.20200,,-17.78800,17.36600,15.54800,23.91500,23.91500,-0.74000,-0.74000,0.85660,5.97350,46.52720,46.52720,-33.36030,-53.23040,0.00870,-4.03510,-2.41070,-0.34390,-0.34570,22.89990,0.18930,0.18930
2021-12-31,24.68600,,24.68600,,9.16200,,32.04800,-18.57600,13.47200,,13.47200,10.86500,,6.27900,35.13700,32.04800,16.23400,16.23400,-0.02000,-0.02000,0.82960,4.86860,129.82260,129.82250,54.57340,25.43550,0.00730,3.10510,1.90490,0.32310,0.32460,23.85730,0.3905,0.3905
2021-09-30,19.62900,,19.62900,1.69300,22.81700,,40.75300,-13.05600,27.69700,,27.69700,34.57900,,29.99300,43.38300,40.75300,16.07700,16.07700,1.87000,1.87000,0.79240,3.81610,207.61630,207.61630,141.10250,152.79940,0.00830,12.84140,7.06060,1.45710,1.46600,30.77860,0.5961,0.5961
2021-06-30,14.22800,,14.22800,1.66700,12.48600,,25.04700,-10.83200,14.21500,,14.21500,15.49300,,10.91800,26.21200,25.04700,15.59500,15.59500,0.70000,0.70000,0.78390,3.62760,176.04020,176.04020,99.90860,76.73600,0.00660,6.31320,3.32560,0.71450,0.71860,28.82190,0.1745,0.1745
2021-03-31,12.11900,,12.11900,1.65400,15.10700,,25.57200,-8.65900,16.91300,,16.91300,43.24900,,38.68300,24.77000,25.57200,14.11600,14.11600,2.74000,2.74000,0.76430,3.24320,211.00750,211.00750,139.55770,319.19300,0.00620,18.88540,9.49890,2.22630,2.23860,29.37560,0.45880,0.45880
