Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,0.11400,0.49600,,-0.61700,0.06300,-0.55400,-0.55400,-0.55400,-0.54900,-0.61700,-0.61700,5.54700,5.54700,-0.09600,-0.09600,3.25920,0.00870,0.19290,,,,,,,,,-9.19650,-9.19650,-6.69730,-9.11630,,0.1516,0.153
2024-06-30,,,,0.14300,0.55800,,-0.69000,0.19900,-0.49100,-0.49100,-0.49100,-0.48100,-0.69000,-0.69000,5.54900,5.54900,-0.08000,-0.08000,3.45880,0.00690,0.18040,,,,,,,,,-7.57600,-7.57600,-5.62880,-7.52380,1.16800,-0.1516,-0.153
2024-03-31,,,,0.17700,0.47300,,-0.65900,0.13200,-0.52700,-0.52700,-0.52700,-0.52000,-0.65900,-0.65900,5.54900,5.54900,-0.08000,-0.08000,3.71250,0.01040,0.16810,,,,,,,,,-7.48370,-7.48370,-5.66850,-7.40580,,0.00000,
2023-12-31,0.27900,0.04000,0.23900,0.13600,0.66000,0.79800,-0.55900,-0.25500,-0.81400,-0.81400,-0.81400,-0.65800,-0.55900,-0.55900,5.54940,5.54940,-0.12800,-0.12800,4.11080,0.00990,0.15400,85.66310,-200.35850,-200.35850,-291.75630,-235.84230,0.02790,0.90000,100.00000,-10.43460,-10.43460,-8.13270,-10.33130,,-0.4687,-0.4698
2023-09-30,0.02700,0.01900,0.00800,0.06000,0.43200,0.49100,-0.48300,0.29000,-0.19300,-0.19300,-0.19300,-0.19300,-0.48300,-0.48300,5.54900,5.54900,-0.03200,-0.03200,4.33730,0.01000,0.14800,29.62960,-1788.88900,-1788.88900,-714.81480,-714.81480,0.00260,0.12800,703.33330,-2.37480,-2.37510,-1.87470,-2.35140,,0.1817,0.1827
2023-06-30,,,,0.11300,0.57400,,-0.68800,0.35200,-0.33600,-0.33600,-0.33600,-0.33600,-0.68800,-0.68800,5.54900,5.54900,-0.08000,-0.08000,4.47480,0.01250,0.14630,,,,,,,,,-3.93580,-3.93580,-3.12530,-3.88660,1.53850,0.262,0.2615
2023-03-31,,,,0.21000,0.47300,,-0.68300,0.16000,-0.52300,-0.52300,-0.52300,-0.52300,,-0.68300,5.54900,5.54900,-0.08000,-0.08000,,,,,,,,,,,,,,,,,,
2022-12-31,0.00010,0.00040,-0.00030,0.14330,0.67460,0.81290,-0.81320,-0.07710,-0.89030,-0.89030,-0.89030,-0.89030,-0.81320,-0.81320,5.54940,5.54940,-0.19140,-0.19140,5.65840,0.01830,0.12510,,,,,,0.00000,0.00050,,-9.01650,-9.01650,-7.47080,-8.85160,1.77930,-0.4437,-0.4442
2022-09-30,,,,0.12000,0.55900,,-0.68200,0.10200,-0.58000,-0.58000,-0.58000,-0.58000,-0.68200,-0.68200,5.54900,5.54900,-0.08000,-0.08000,,,,,,,,,,,,,,,,,0.0921,0.0923
2022-06-30,,,,0.44100,0.78500,,-1.21600,0.50800,-0.70800,-0.70800,-0.70800,-0.70800,-1.15680,-1.21600,5.54940,5.54940,-0.16000,-0.16000,6.09560,0.00770,0.11500,,,,,,,,,-6.06890,-6.06890,-5.12410,-6.02250,2.10240,0.0075,0.0074
2022-03-31,0.02590,0.02160,0.00430,0.19370,0.70140,0.90010,-0.89580,0.17310,-0.72270,-0.72270,-0.72270,-0.72270,-0.83400,-0.89580,5.54900,5.54900,-0.12860,-0.12860,7.50130,0.00940,0.09900,16.52890,-3456.19800,-3456.19800,-2788.43000,-2788.43000,0.00170,0.33200,271.11570,-5.34450,-5.34450,-4.65580,-5.29430,,-0.09960,-0.09970
2021-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0.2674,0.2698
2021-09-30,,,,0.16100,0.66900,,-0.83000,0.31600,-0.51500,-0.51500,-0.51500,-0.51500,-0.76800,-0.83000,5.54900,5.54900,-0.09300,-0.09300,17.43680,0.06270,0.08710,,,,,,,,,-3.26160,-3.26160,-2.89640,-3.05690,,0.0249,0.0232
2021-06-30,,,,0.19500,0.55800,,-0.75300,-0.01200,-0.76500,-0.76500,-0.76500,-0.76500,-0.75300,-0.75300,4.39900,4.39900,-0.16000,-0.16000,9.91500,0.10480,0.15220,,,,,,,,,-8.39920,-8.39920,-6.86780,-7.51920,,-0.2923,-0.293
2020-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0.3464,0.3796
2020-09-30,,,,0.07600,0.35500,,-0.43100,0.00100,-0.43000,-0.43000,-0.43000,-0.43000,-0.40000,-0.43100,4.39900,4.39900,-0.09800,-0.09800,,,,,,,,,,,,,,,,,-0.1336,-0.1409
2020-06-30,,,,0.05000,0.21300,,-0.26300,-0.02000,-0.28300,-0.28300,-0.28300,-0.28300,-0.26300,-0.26300,4.39900,4.39900,-0.08000,-0.08000,,,,,,,,,,,,,,,,,-0.2128,-0.2387
2019-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
