Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,71.74800,71.74800,41.91400,10.09200,,19.74200,0.53600,20.27800,0.04300,20.23500,20.23500,20.23500,19.35000,19.74200,97.16050,98.22000,0.21000,0.21000,3.20310,0.40320,0.67550,100.00000,27.51580,27.51580,28.26280,28.20290,0.24440,4.86460,18.50100,23.20230,24.77870,6.89260,13.84830,0.89530,-0.1007,-0.1072
2024-06-30,25.97300,25.97300,45.54700,12.18200,,-31.75600,0.38500,-31.37100,,-31.37100,-31.37100,-31.37100,-31.76700,-31.75600,96.96500,96.96500,-0.32000,-0.32000,2.48290,0.49160,0.96680,100.00000,-122.26540,-122.26540,-120.78310,-120.78310,0.08700,2.09000,43.06130,-51.58260,-56.76060,-10.50300,-26.22710,0.62650,0.398,0.3876
2024-03-31,28.14200,28.14200,42.92100,9.79800,,-24.57700,0.30300,-24.27400,,-24.27400,-24.27400,-24.27400,-24.82400,-24.57700,96.01960,96.01960,-0.25000,-0.25000,2.55690,0.40960,0.69380,100.00000,-87.33210,-87.33210,-86.25540,-86.25540,0.10720,2.33990,38.46320,-28.69470,-30.70870,-9.24440,-16.94110,0.87390,-0.15760,-0.15900
2023-12-31,24.99500,24.99500,42.04600,8.86000,,-25.91100,0.56200,-25.34900,,-25.34900,-25.34900,-25.34900,-26.41000,-25.91100,90.18500,90.18500,-0.25000,-0.25000,3.17560,0.36100,0.56500,100.00000,-103.66470,-103.66470,-101.41630,-101.41630,0.09130,2.77410,32.44250,-24.44430,-25.82600,-9.25530,-15.61950,1.08430,-0.3319,-0.3359
2023-09-30,9.35200,9.35200,37.48200,8.09200,,-36.22200,4.55100,-31.67100,0.10700,-31.77800,-31.77800,-31.77800,-36.53800,-36.22200,91.89840,91.89840,-0.35000,-0.35000,3.28250,0.32110,0.47300,100.00000,-387.31820,-387.31820,-338.65480,-339.79900,0.03090,1.07840,83.45590,-25.69790,-26.90500,-10.51370,-17.44600,1.29390,0.1315,0.1242
2023-06-30,20.01300,20.01300,39.19200,8.67600,,-27.85500,0.39900,-27.45600,,-27.45600,-27.45600,-27.45600,-28.36100,-27.85500,86.79500,86.79500,-0.32000,-0.32000,4.61420,0.30150,0.43160,100.00000,-139.18450,-139.18450,-137.19080,-137.19080,0.07120,1.68090,53.54220,-20.29250,-21.16020,-9.76330,-14.17430,1.55740,-0.381,-0.3947
2023-03-31,10.34300,10.34300,38.05200,11.80700,,-39.51600,0.66900,-38.84700,,-38.84700,-38.84700,-38.84700,-40.15800,-39.51600,86.26520,86.26520,-0.45000,-0.45000,5.35420,0.27020,0.37010,100.00000,-382.05550,-382.05550,-375.58730,-375.58730,0.03300,1.22590,73.41490,-24.65460,-25.55440,-12.38660,-17.99410,1.81610,-0.44060,-0.44960
2022-12-31,10.05100,10.05100,33.90400,9.36700,,-33.22000,0.19400,-33.02600,0.29200,-33.31800,-33.31800,-33.31800,-32.95900,-33.22000,71.95400,71.95400,-0.19000,-0.19000,5.54070,0.23690,0.31050,100.00000,-330.51430,-330.51430,-328.58420,-331.48930,0.02860,1.10600,81.37700,-17.76060,-18.30190,-9.46970,-13.55250,2.18230,0.0083,0.0017
2022-09-30,116.30600,116.30600,35.13700,9.38900,,71.78000,-1.11900,70.66100,0.25200,70.40900,70.40900,70.40900,72.98500,71.78000,76.28740,76.68840,0.92000,0.92000,6.63960,0.21190,0.26890,100.00000,61.71650,61.71650,60.75440,60.53770,0.30570,3.02350,29.76660,32.54960,33.40640,18.50530,25.65220,2.51680,1.0715,1.0551
2022-06-30,2.70000,2.70000,35.00800,9.23700,,-41.54500,-1.49100,-43.03600,,-43.03600,-43.03600,-43.03600,-40.15000,-41.54500,62.71340,62.71340,-0.69000,-0.69000,3.69440,0.46880,0.88240,100.00000,-1538.70400,-1538.70400,-1593.92600,-1593.92600,0.01310,11.63790,7.73330,-65.40430,-71.42670,-20.94670,-34.74430,1.04900,-0.6314,-0.6509
