Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3.72200,2.34900,-6.07100,0.22400,-5.84700,-5.84700,-5.84700,-5.84700,-6.07100,-6.07100,21.66300,21.66300,-0.27000,-0.27000,3.30160,,,-11.64120,16.56230,-5.61040,-11.64120,2.31820,-0.1208,-0.1208
2024-06-30,3.74100,5.29800,-9.03900,0.09700,-8.94200,-8.94200,-8.94200,-8.94200,-9.03500,-9.03900,19.91100,19.91100,-0.45000,-0.45000,4.69090,,,-15.96330,30.29750,-8.17370,-15.96330,2.59030,-0.0512,-0.0512
2024-03-31,3.46300,3.74200,-7.20500,0.09200,-7.11300,-7.11300,-7.11300,-7.11300,-7.14600,-7.20500,8.30200,8.30200,-0.86000,-0.86000,2.81640,,,-15.89500,17.44240,-7.17090,-15.89500,2.65700,-0.63490,-0.63490
2023-12-31,1.97200,5.33000,-7.29000,-0.04900,-7.33900,-7.33900,-7.33900,-7.33900,-7.05000,-7.29000,4.59900,4.59900,-1.58000,-1.58000,4.16560,,,-106.56290,9.33200,-6.92310,-106.56310,1.40980,-2.2332,-2.2334
2023-09-30,0.02200,1.95500,-1.98300,0.15600,-1.82700,-1.82700,-1.82700,-1.82700,-1.97200,-1.98300,4.54100,4.54100,-0.40000,-0.40000,7.87750,,,-16.31540,-16.31540,-14.24900,-16.31540,2.46600,-0.3612,-0.3519
2023-06-30,0.18700,1.89300,-1.99200,0.20500,-1.78700,-1.78700,-1.78700,-1.78700,-2.03200,-1.99200,4.54100,4.54100,-0.39000,-0.39000,11.65580,,,-13.96750,-13.96750,-12.77250,-13.96750,2.81740,-0.6862,-0.6862
2023-03-31,1.81000,2.17900,-5.01100,0.23200,-4.77900,-4.77900,-4.77900,-4.77900,-5.07100,-5.01100,4.54100,4.54100,-1.05000,-1.05000,5.93100,,,-33.48280,-33.48280,-27.85450,-33.48280,3.14310,-1.02640,-1.02640
2022-12-31,2.40200,2.30100,-4.70300,0.15600,-4.54700,-4.54700,-4.54700,-4.54700,-4.78300,-4.70300,4.53900,4.53900,-1.00000,-1.00000,6.46370,,,-24.41600,-24.41600,-20.66160,-24.41600,4.10110,-0.9734,-0.9734
2022-09-30,4.23900,2.24300,-6.48200,0.11400,-6.36800,-6.36800,-6.36800,-6.36800,-6.50300,-6.48200,4.54100,4.54100,-1.40000,-1.40000,5.96430,,,-28.05780,-28.05780,-23.38430,-28.05780,4.99780,-1.5351,-1.5351
2022-06-30,5.43300,2.60800,-8.04100,0.04900,-7.99200,-7.99200,-7.99200,-7.99200,-8.01700,-8.04100,4.54100,4.54100,-1.76000,-1.76000,6.51330,,,-27.92550,-27.92550,-23.66600,-27.92550,6.30210,-1.2493,-1.2493
2022-03-31,5.89300,2.52800,-8.42100,-0.00100,-8.42200,-8.42200,-8.42200,-8.42200,-8.38300,-8.42100,4.53400,4.53400,-1.86000,-1.86000,9.64620,,,-23.32380,-23.32380,-20.92160,-23.32380,7.95140,-1.72030,-1.72030
2021-12-31,4.56100,2.25500,-6.81600,0.01700,-6.79900,-6.79900,-6.79900,-6.79900,-6.74800,-6.81600,4.44000,4.44000,-1.69000,-1.69000,10.68700,,,-15.48610,-15.48610,-14.02410,-15.48610,9.69400,-1.4849,-1.4853
2021-09-30,4.27800,2.51300,-6.79100,0.08700,-6.70400,-6.70400,-6.70400,-6.70400,-6.68000,-6.79100,4.52750,4.52750,-1.40000,-1.40000,11.93490,,,-13.37880,-13.37880,-12.24070,-13.37880,11.06490,-1.6013,-1.5878
2021-06-30,3.85300,2.15600,-6.00900,0.32300,-5.68600,-5.68600,-5.68600,-5.68600,-5.89100,-6.00900,4.52300,4.52300,-1.20000,-1.20000,14.07720,,,-10.13010,-10.13010,-9.39350,-10.13010,12.40060,-0.7105,-0.7237
2021-03-31,4.31600,2.67300,-6.98900,0.01400,-6.97500,-6.97500,-6.97500,-6.97500,-6.92500,-6.98900,4.16920,4.16920,-1.60000,-1.60000,20.93200,0.00090,0.00630,-11.35640,-11.35640,-10.78540,-11.34630,13.61670,-1.55330,-1.57370
2020-12-31,1.92500,2.26700,-4.19200,-0.80400,-4.99600,-4.99600,-4.99600,-4.99600,-4.17200,-4.19200,1.74340,1.74340,-2.00000,-2.00000,4.12270,0.01770,0.03180,-41.07880,-41.07880,-30.57340,-40.35220,5.55290,-3.7154,-3.63
2020-09-30,2.68400,2.34400,-5.02800,0.00500,-5.02300,-5.02300,-5.02300,-5.02300,-4.99700,-5.02800,1.96610,1.96610,-2.60000,-2.60000,3.04320,0.02630,0.03080,-40.31950,-40.31950,-22.58640,-39.26060,6.24850,-1.1473,-1.1553
2020-06-30,2.48800,1.91200,-4.40000,0.01000,-4.39000,-4.39000,-4.39000,-4.39000,-4.33700,-4.40000,1.56110,1.56110,-2.80000,-2.80000,3.99310,0.01260,0.02310,-26.36000,-26.36000,-16.80380,-26.02720,8.48350,-2.8034,-2.8119
2020-03-31,4.06900,2.80700,-6.87600,0.12800,-6.74800,-6.74800,-6.74800,-6.74800,-6.83600,-6.87600,1.39050,1.39050,-4.80000,-4.80000,2.22810,,,-69.07560,-69.07570,-33.12230,-69.07570,7.02550,-4.07910,-4.03160
2019-12-31,4.71000,2.63900,-7.34900,0.11400,-7.23500,-7.23500,-7.23500,-7.23500,-7.33500,-7.34900,1.22680,1.22680,-3.40000,-3.40000,3.34820,,,-45.08350,-45.08350,-27.32970,-45.08350,11.54120,-7.0757,-7.101
