Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,450.69800,146.40200,304.29600,29.06700,,175.50600,128.79000,-3.30300,125.48700,125.48700,125.48700,,118.42400,277.02700,128.79000,64.22800,64.27100,1.84000,1.84000,0.53070,1.13100,28.57570,28.57570,27.84280,26.27570,0.03560,2.22950,2.22950,0.99220,1.04620,87.57780,4.9143,0.8789
2024-06-30,442.35500,138.15600,304.19900,21.13600,,166.74900,137.45000,-38.46400,98.98600,98.98600,98.98600,,92.91400,284.91200,137.45000,64.21000,64.22800,1.45000,1.45000,0.52630,1.11110,31.07230,31.07230,22.37710,21.00440,0.03540,1.75060,1.75060,0.79130,0.82920,88.06260,3.4073,0.5655
2024-03-31,426.92800,137.59700,289.33100,17.17100,0.00000,156.97200,132.35900,152.78100,285.14000,285.14000,285.14000,,272.73100,274.43300,132.35900,64.20500,64.21200,4.25000,4.25000,0.53380,1.14490,31.00270,31.00270,66.78880,63.88220,0.03310,4.98170,4.98170,2.21290,2.32260,89.14250,4.90340,-1.23980
2023-12-31,421.74810,133.43200,288.31610,19.73900,,157.97500,130.34110,-59.99200,70.34900,70.34900,70.34900,,65.39100,270.24010,130.34100,64.25200,64.25300,1.03000,1.03000,0.52590,1.10940,30.90500,30.90490,16.68030,15.50480,0.03410,1.25760,1.25760,0.56910,0.59620,87.12950,3.1573,2.1425
2023-09-30,419.18300,135.40000,283.78300,14.61100,,151.99900,131.78400,-38.77500,93.00900,93.00900,93.00900,,87.28200,270.99900,131.78400,64.18400,64.18600,1.36000,1.36000,0.52090,1.08740,31.43830,31.43830,22.18820,20.82190,0.03350,1.62990,1.62990,0.74420,0.78080,88.90620,4.4877,3.6386
2023-06-30,416.04300,130.67500,285.36800,13.81300,,150.53600,134.83200,-29.07600,105.75600,105.75600,105.75600,,99.62000,273.43800,134.83200,64.18300,64.18400,1.55000,1.55000,0.50770,1.03120,32.40820,32.40820,25.41950,23.94460,0.03400,1.83540,1.83540,0.86360,0.90360,89.77460,3.3122,2.0696
2023-03-31,412.42100,131.84400,280.57700,15.31100,58.80500,93.19200,187.38500,-25.79100,161.59400,161.59400,161.59400,,153.53200,325.01400,187.38500,64.45900,64.46000,2.38000,2.38000,0.50470,1.01910,45.43540,45.43540,39.18180,37.22700,0.03360,2.78760,2.78760,1.31590,1.38070,90.31910,4.29600,5.12200
2022-12-31,415.18290,127.77800,287.40490,16.03600,,59.26190,228.14300,-33.92300,194.22010,194.22010,194.22010,,185.16500,365.69690,228.14310,65.08000,65.09800,2.85000,2.85000,0.50270,1.01070,54.95000,54.95000,46.77940,44.59840,0.03360,3.29460,3.29460,1.56970,1.63850,91.24860,2.5583,3.6057
2022-09-30,409.74800,130.22700,279.52100,15.17200,,150.91300,128.60800,-29.90800,98.70000,98.70000,98.70000,,92.84200,265.70300,128.60800,65.06000,65.06800,1.43000,1.43000,0.51190,1.04860,31.38710,31.38710,24.08800,22.65830,0.03250,1.67820,1.67820,0.78180,0.81920,90.82510,4.6248,3.139
2022-06-30,399.97800,123.69600,276.28200,13.12700,,147.65400,128.62800,-66.93800,61.69000,61.69000,61.69000,,57.05400,264.81200,128.62800,65.26300,65.29000,0.87000,0.87000,0.50020,1.00060,32.15880,32.15880,15.42330,14.26430,0.03190,1.02700,1.02700,0.49120,0.51340,92.23310,2.9811,1.8553
2022-03-31,381.90500,126.27200,255.63300,12.24200,,145.78300,109.85000,-31.47500,78.37500,78.37500,78.37500,,73.25400,245.04800,109.85000,65.27600,65.33900,1.12000,1.12000,0.49620,0.98480,28.76370,28.76370,20.52210,19.18120,0.02990,1.27680,1.27680,0.61370,0.64330,93.95410,4.82320,4.06000
2021-12-31,371.59590,121.02400,250.57200,17.09200,0.00000,149.31000,101.26190,42.86300,144.12500,144.12500,144.12500,,136.87400,234.99190,101.26200,65.05100,65.08900,2.10000,2.10000,0.50440,1.01800,27.25060,27.25060,38.78540,36.83410,0.02860,2.33340,2.33340,1.10880,1.15630,94.66200,3.1651,1.3967
2021-09-30,362.85700,124.39900,238.45800,12.71200,42.89700,100.48700,137.97100,-12.96900,125.00200,125.00200,125.00200,,118.39000,270.21100,137.97100,65.04800,65.14800,1.82000,1.82000,0.49820,0.99290,38.02350,38.02350,34.44940,32.62720,0.02840,2.03860,2.03860,0.97740,1.02290,94.21950,4.1654,2.7078
