Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2017-12-31,61.62300,33.22200,28.40100,4.10600,-2.90900,11.45400,16.94700,16.94700,4.85600,12.09100,12.09100,11.11500,24.40000,21.38600,8.55800,8.55800,1.37000,1.61000,0.55080,1.22610,27.50110,34.70460,27.50110,18.03710,0.07320,6.23330,6.39800,1.43550,2.80010,22.13820,-4.1017,-4.1554
2017-09-30,47.49000,99.15700,-51.66700,6.67200,-3.19500,14.27500,-65.94200,-66.01800,-25.47200,-40.54600,-40.54600,-37.80900,-58.62000,-61.53400,8.51900,8.51900,-4.44000,-4.44000,0.55040,1.22410,-138.85450,-129.57250,-139.01450,-79.61470,0.04610,-21.00220,-21.50320,-3.93940,-9.44320,21.36520,3.4938,3.3791
2017-06-30,67.58000,37.73500,29.84500,7.37400,-3.78800,15.54000,14.30500,14.30500,4.76300,9.54200,9.54200,8.97000,21.46700,18.68300,8.50300,12.33400,1.05000,0.93000,0.49620,0.98490,21.16750,27.64580,21.16750,13.27320,0.08530,4.00210,4.08180,1.20370,2.01630,25.99200,0.3645,0.317
2017-03-31,67.71300,35.17800,32.53500,6.97500,-2.87600,13.39300,19.14200,19.14200,7.12200,12.02000,12.02000,11.31200,24.81500,22.68400,8.91800,11.14000,1.27000,1.15000,0.54040,1.17580,28.26930,33.50020,28.26930,16.70580,0.08590,5.17720,5.28600,1.52510,2.37950,25.63150,2.18720,2.12970
2016-12-31,72.37100,55.52300,16.84800,9.19100,1.98700,10.17100,6.67700,5.90100,1.29300,4.60800,4.60800,4.22300,11.33500,9.64400,9.32600,10.87300,0.47000,0.51000,0.36290,0.56970,9.22610,13.32580,8.15380,5.83520,0.10800,1.89050,1.92930,0.68770,1.20440,25.22470,-0.455,-0.4838
2016-09-30,69.80800,36.44500,33.36300,5.94500,-4.71700,13.33400,20.02900,20.02900,8.69600,11.33300,11.33300,10.77600,24.23300,22.70100,9.20900,10.71800,1.17000,1.10000,0.36110,0.56510,28.69160,32.51920,28.69160,15.43660,0.10200,4.63490,4.68400,1.65620,2.96150,25.38280,2.1159,2.1097
2016-06-30,61.52000,37.15100,24.36900,5.68000,-4.84900,13.14000,11.22900,11.22900,4.20500,7.02400,7.02400,6.71800,15.27400,13.84000,9.39900,10.90700,0.71000,0.71000,0.34830,0.53440,18.25260,22.49680,18.25260,10.92000,0.09180,2.92960,2.92960,1.04760,1.90930,24.37050,3.6271,3.6108
2016-03-31,60.74700,38.19000,22.55700,5.38400,-4.64700,12.86000,9.69700,9.69700,3.64100,6.05600,6.05600,5.75900,14.00300,12.52600,9.57800,9.64100,0.60000,0.60000,0.34940,0.53700,15.96290,20.62000,15.96290,9.48030,0.09640,2.55270,2.55270,0.96140,1.66080,23.87170,2.83070,2.80250
2015-12-31,63.41200,32.48700,30.92500,13.10200,2.51800,13.30000,17.62500,17.62500,6.53500,11.09000,11.09000,10.85800,21.93100,20.34100,11.35500,11.35500,1.12000,1.05000,0.35250,0.54450,27.79440,32.07750,27.79440,17.12290,0.09960,4.66510,4.66510,1.74100,3.02060,23.09780,-5.3632,-5.3874
2015-09-30,61.26200,36.87500,24.38700,5.04000,-4.71100,12.44900,11.93800,11.93800,4.56700,7.37100,7.37100,6.93400,16.03300,14.63600,9.63500,11.37100,0.72000,0.71000,0.36490,0.57450,19.48680,23.89080,19.48680,11.31860,0.08720,3.21680,3.21680,1.04870,2.04300,22.31590,2.4956,2.479
2015-06-30,79.06800,31.00800,48.06000,5.23600,-4.56200,12.47700,35.58300,35.58300,13.56100,22.02200,22.02200,20.79100,39.86200,38.26200,9.58000,11.34500,2.17000,1.93000,0.36710,0.58000,45.00300,48.39130,45.00300,26.29510,0.11270,9.75520,9.75520,3.13820,6.17420,21.99620,1.6445,1.6314
2015-03-31,82.21000,28.83800,53.37200,4.89800,-4.76700,12.32600,41.04600,41.04600,15.66800,25.37800,25.37800,23.88000,45.22600,43.70700,9.53900,11.32300,2.50000,2.21000,0.38730,0.63210,49.92820,53.16510,49.92820,29.04760,0.12800,12.31850,12.31850,3.95080,7.54750,20.32320,5.21090,5.19090
2014-12-31,64.75200,29.80700,34.94500,3.86900,-4.93800,11.45100,23.49400,23.49400,8.93200,14.56200,14.56200,13.65100,27.54200,26.13800,9.88800,11.69400,1.43000,1.30000,0.40810,0.68950,36.28310,40.36630,36.28300,21.08200,0.10820,7.97550,7.97550,2.43290,4.72070,17.91980,2.0414,2.0308
2014-09-30,66.95500,31.97700,34.97800,4.35700,-5.22000,12.20300,22.77500,22.77500,8.72300,14.05200,14.05200,13.02800,26.86100,25.40100,9.73600,11.51800,1.34000,1.23000,0.41780,0.71760,34.01540,37.93740,34.01540,19.45780,0.11240,7.82520,7.82520,2.35920,4.55590,17.18730,0.4284,0.4143
2014-06-30,66.28400,27.94200,38.34200,4.07200,-5.27800,11.95900,26.38300,26.38300,9.95300,16.43000,16.43000,15.22800,30.45900,28.99200,9.92500,11.71000,1.53000,1.39000,0.42130,0.72810,39.80300,43.73910,39.80300,22.97390,0.11050,9.33030,9.33030,2.73990,5.39930,16.47270,2.2287,2.2222
2014-03-31,68.11700,27.69400,40.42300,4.18500,-5.35400,12.11300,28.31000,28.31000,10.69000,17.62000,17.62000,16.44300,32.29300,30.88400,10.26100,12.13800,1.60000,1.44000,0.43050,0.75610,41.56080,45.33960,41.56080,24.13940,0.12390,10.44380,10.44380,3.20470,5.94730,15.37940,2.88910,2.88150
2013-12-31,65.25200,26.80400,38.44800,,2.72600,13.21600,25.23200,25.23200,9.67000,15.56200,15.56200,13.15600,27.22600,26.46000,10.69100,11.12200,1.34000,1.29000,0.44160,0.79080,38.66850,40.55050,38.66860,20.16180,0.12400,9.69470,9.69470,2.95680,5.41380,14.67420,0.7793,0.7511
2013-09-30,54.69200,23.37600,31.31600,,-8.82500,9.67200,21.64400,21.64400,8.26600,13.37800,13.37800,12.53300,22.98500,22.49100,10.74900,11.07800,1.17000,1.13000,0.19460,0.24170,39.57430,41.12300,39.57430,22.91560,0.11680,8.03320,8.03320,2.85640,6.46960,14.51020,0.3577,0.321
2013-06-30,59.33300,24.72200,34.61100,,-7.35800,8.20400,26.40700,26.40700,10.17200,16.23500,16.23500,16.20300,27.73700,27.25300,10.68700,11.04800,1.44000,1.40000,0.20770,0.26210,44.50640,45.93230,44.50640,27.30860,0.12850,10.57070,10.57070,3.51570,8.37570,13.43230,2.4657,2.4363
2013-03-31,61.81100,21.84000,39.97100,,-6.11500,6.80100,33.17000,33.17000,12.78300,20.38700,20.38700,20.35300,34.55100,33.85600,10.65000,11.03100,1.87000,1.81000,0.22360,0.28810,53.66360,54.77340,53.66360,32.92780,0.15170,14.59050,14.59050,5.00220,11.32750,12.81090,1.38490,1.17060
2012-12-31,51.07700,22.16800,28.90900,,2.86200,7.52200,21.38700,21.06500,7.96400,13.10100,13.10100,12.57700,22.17300,21.38700,8.49700,9.81300,1.23000,1.13000,,,41.87210,41.87210,41.24170,24.62360,0.15100,10.80470,10.80470,3.87270,10.80470,11.14660,7.2695,7.2384
2012-09-30,31.48100,21.62800,9.85300,,-4.72800,4.72800,5.12500,5.12500,2.29900,2.82600,2.82600,2.78400,5.62200,5.12500,9.23800,10.48500,0.30000,0.27000,,,16.27970,16.27970,16.27970,8.84340,0.11150,2.79560,2.80010,1.00100,2.79560,10.52880,1.0755,1.0344
2012-06-30,38.85500,22.44000,16.41500,,-4.40600,4.40600,12.00900,12.00900,4.74700,7.26200,7.26200,7.19900,12.40500,12.00900,8.32500,9.65100,0.85000,0.74000,,,30.90720,30.90720,30.90720,18.52790,0.13840,7.41010,7.42230,2.58590,7.41010,10.64650,0.2692,0.257
2012-03-31,41.65200,26.00400,15.64800,,-4.26700,4.26700,11.38100,11.38100,4.41300,6.96800,6.96800,6.78700,11.73300,11.38100,6.32600,7.90100,1.07000,0.88000,,,27.32400,27.32400,27.32400,16.29450,0.18840,9.98310,10.00620,3.15140,9.98310,10.60600,2.21490,2.17740
2011-12-31,36.56600,24.44300,12.12300,,-4.10000,4.10000,8.02300,8.02300,3.22700,4.79600,4.79600,4.57700,8.35400,8.02300,6.13200,7.44500,0.74000,0.65000,,,21.94110,21.94110,21.94120,12.51710,0.17020,7.51370,7.53270,2.23260,7.51370,10.29180,5.1082,5.0806
2011-09-30,19.71300,13.96000,5.75300,,-2.44700,2.44700,3.30600,3.30600,1.23200,2.07400,2.07400,1.85600,3.52700,3.30600,6.10800,7.65400,0.30000,0.27000,,,16.77070,16.77070,16.77070,9.41510,0.11320,3.50460,3.50460,1.19080,3.50460,9.68240,-0.5422,-0.6985
2011-06-30,19.48100,13.30300,6.17800,,-2.35700,2.35700,3.82100,3.82100,1.52000,2.30100,2.30100,1.94000,3.95100,3.82100,6.07100,7.73000,0.32000,0.30000,,,19.61400,19.61400,19.61400,9.95840,0.11270,3.96500,3.96500,1.33130,3.96500,9.51050,3.392,3.2513
2011-03-31,18.04900,14.66600,3.38300,,-2.12800,2.12800,1.25500,1.25500,0.46200,0.79300,0.79300,0.77600,1.34400,1.25500,6.17200,6.69500,0.13000,0.12000,,,6.95330,6.95330,6.95330,4.29940,0.12690,1.38130,1.38130,0.55730,1.38130,9.34710,-0.43170,-0.52940
2010-12-31,17.14500,12.39600,4.74900,,-1.88100,1.88100,2.86800,2.86800,1.08300,1.78500,1.78500,1.78500,2.94600,2.86800,6.17900,6.67400,0.29000,0.27000,,,16.72790,16.72790,16.72790,10.41120,0.12160,3.82810,3.82810,1.26640,3.82810,7.51470,-1.585,-1.5851
2010-09-30,17.07200,12.51300,4.55900,,-2.02100,2.02100,2.53800,2.53800,0.88100,1.65700,1.65700,1.65700,2.59200,2.53800,6.10000,6.56900,0.27000,0.25000,,,14.86650,14.86650,14.86650,9.70600,0.10900,3.52230,3.52230,1.05770,3.52230,7.73610,-0.1649,-0.1966
2010-06-30,17.41100,13.53100,3.88000,,-1.88600,1.88600,1.99400,1.99400,0.71200,1.28200,1.28200,1.28200,2.00400,1.99400,6.15300,6.65200,0.21000,0.19000,,,11.45250,11.45250,11.45250,7.36320,0.11560,2.79900,2.79900,0.85120,2.79900,7.48150,2.3622,1.2789
2010-03-31,16.98700,14.10500,2.88200,,-1.69600,1.69600,1.18600,1.18600,0.48800,0.69800,0.69800,0.69800,1.19400,1.18600,6.28500,6.81400,0.11000,0.10000,,0.11660,6.98180,6.98180,6.98180,4.10900,0.13250,1.56190,1.56150,0.54460,1.56150,,1.80470,1.79090
2009-12-31,12.92200,10.82000,2.10200,0.75000,0.00000,0.75000,1.35200,1.37000,0.56000,0.81000,0.80700,0.80700,1.32500,1.35200,6.72500,6.72500,0.12000,0.11000,,,10.46280,10.46280,10.60210,6.24520,0.09370,1.77840,1.77840,0.58520,1.77840,7.02770,-2.5456,-2.5584
2009-09-30,12.78100,10.08000,2.70100,,-1.36500,1.36500,1.33600,1.33600,0.52100,0.81500,0.81500,0.81500,1.32400,1.33600,6.69800,7.18000,0.12000,0.11000,,,10.45300,10.45300,10.45300,6.37670,0.08760,1.77290,1.77210,0.55870,1.77250,,-0.6852,-0.7068
2009-06-30,20.35200,13.92500,6.42700,,-1.51500,1.51500,4.91200,4.91200,1.90700,3.00500,3.00500,3.00500,4.91200,4.91200,6.84300,7.23900,0.44000,0.42000,,,24.13520,24.13520,24.13520,14.76510,,,,,,,1.2278,1.2161
2009-03-31,22.32300,10.02000,12.30300,2.16000,,2.16000,10.14300,10.13000,3.85000,6.28000,6.28400,6.28400,10.14300,10.14300,6.90500,6.90500,0.91000,0.87000,,,45.43740,45.43740,45.37920,28.15030,0.13800,14.35360,14.35360,3.88360,14.35360,,0.00000,
