Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2972.00000,1236.00000,1736.00000,139.00000,,461.00000,1275.00000,-226.00000,1049.00000,2.00000,1047.00000,1047.00000,1031.00000,1611.00000,1275.00000,1020.00000,1020.00000,1.01000,1.01000,0.98850,0.58280,1.60290,58.41180,42.90040,42.90040,35.29610,34.69040,0.07720,7.22810,4.00540,22.46970,7.59850,18.75340,2.71840,3.16990,13.52210,1.3873,1.1127
2024-06-30,3052.00000,1173.00000,1879.00000,140.00000,,460.00000,1419.00000,-231.00000,1188.00000,2.00000,1186.00000,1186.00000,1171.00000,1753.00000,1419.00000,1019.00000,1020.00000,1.15000,1.15000,0.99290,0.58440,1.61300,61.56620,46.49410,46.49410,38.92530,38.36830,0.07950,6.98210,4.08570,22.02820,8.66710,21.74550,3.08840,3.60170,13.40260,1.5192,1.3134
2024-03-31,2846.00000,1135.00000,1711.00000,143.00000,,460.00000,1251.00000,-235.00000,1016.00000,1.00000,1015.00000,1015.00000,995.00000,1581.00000,1251.00000,1008.00000,1008.00000,0.98000,0.98000,0.72260,0.58970,1.56230,60.11950,43.95640,43.95640,35.69920,34.96140,0.07810,6.96320,3.78460,23.78070,7.75640,21.04500,2.78380,3.18270,12.94360,1.28080,1.02780
2023-12-31,2966.00000,1157.00000,1809.00000,128.00000,,434.00000,1375.00000,-222.00000,1153.00000,9.00000,1144.00000,1144.00000,1111.00000,1694.00000,1375.00000,1001.00000,1002.00000,1.09000,1.09000,1.07010,0.60330,1.61010,60.99120,46.35870,46.35870,38.87390,37.45790,0.08120,7.27670,3.60390,24.97300,9.01570,26.05920,3.13180,3.57670,12.65110,1.4821,1.2093
2023-09-30,2912.00000,1311.00000,1601.00000,146.00000,,447.00000,1154.00000,-225.00000,929.00000,1.00000,928.00000,928.00000,893.00000,1468.00000,1154.00000,1001.00000,1001.00000,0.89000,0.89000,1.95570,0.62320,1.65380,54.97940,39.62910,39.62910,31.90250,30.66620,0.08060,8.51300,3.49580,25.74520,7.51660,22.67840,2.56920,2.83250,12.33370,1.2428,1.0199
2023-06-30,2690.00000,1088.00000,1602.00000,117.00000,,427.00000,1175.00000,-233.00000,942.00000,0.00000,942.00000,942.00000,910.00000,1497.00000,1175.00000,1001.00000,1001.00000,0.91000,0.91000,1.76370,0.62540,1.66970,59.55390,43.68030,43.68030,35.01860,33.82900,0.07500,7.45210,3.75170,23.98890,7.70800,23.93900,2.62590,2.88730,12.20880,1.4355,1.1909
2023-03-31,2713.00000,1102.00000,1611.00000,119.00000,,415.00000,1196.00000,-243.00000,953.00000,1.00000,952.00000,952.00000,915.00000,1509.00000,1196.00000,1001.00000,1001.00000,0.91000,0.91000,1.53350,0.62800,1.68820,59.38080,44.08400,44.08400,35.12720,33.72650,0.07610,7.81560,3.79970,23.68600,7.88080,25.30570,2.66880,2.93170,12.06790,1.22580,1.05690
2022-12-31,2662.00000,1192.00000,1470.00000,105.00000,,410.00000,1060.00000,-234.00000,826.00000,2.00000,824.00000,824.00000,783.00000,1383.00000,1060.00000,1010.00000,1010.00000,0.78000,0.78000,0.79340,0.59990,1.57790,55.22160,39.81970,39.81970,31.02930,29.41400,0.07460,8.05410,3.61190,24.91740,6.90410,19.63780,2.31040,2.62810,12.53350,1.358,1.0992
2022-09-30,3401.00000,1307.00000,2094.00000,118.00000,,420.00000,1674.00000,-236.00000,1438.00000,1.00000,1437.00000,1437.00000,1395.00000,1995.00000,1674.00000,1010.00000,1011.00000,1.36000,1.36000,0.78070,0.59720,1.56040,61.57010,49.22080,49.22080,42.28170,41.01740,0.09500,8.65560,3.61420,24.90150,11.90060,33.45750,4.01260,4.56580,12.60040,1.0303,0.7986
2022-06-30,2940.00000,1398.00000,1542.00000,115.00000,,425.00000,1117.00000,-233.00000,884.00000,0.00000,884.00000,884.00000,844.00000,1445.00000,1117.00000,1012.00000,1012.00000,0.83000,0.83000,0.73620,0.60720,1.62840,52.44900,37.99320,37.99320,30.06800,28.70750,0.08220,8.90450,3.72620,24.15310,7.66500,23.69340,2.47010,2.85910,12.00000,1.4726,1.4119
2022-03-31,2610.00000,1125.00000,1485.00000,112.00000,,425.00000,1060.00000,-222.00000,838.00000,5.00000,833.00000,833.00000,793.00000,1391.00000,1060.00000,1015.00000,1015.00000,0.78000,0.78000,0.62910,0.60910,1.64140,56.89660,40.61300,40.61300,32.10730,30.38310,0.07310,7.55030,3.52230,25.55170,7.28470,23.27470,2.33160,2.70520,11.88150,1.10840,0.94480
2021-12-31,2734.00000,1249.00000,1485.00000,113.00000,,429.00000,1056.00000,-218.00000,838.00000,,838.00000,838.00000,799.00000,1389.00000,1056.00000,1027.00000,1027.00000,0.78000,0.78000,0.45010,0.59990,1.54090,54.31600,38.62470,38.62470,30.65110,29.22460,0.07700,8.79580,4.18040,21.52890,7.32450,23.51290,2.36010,2.78180,11.86220,1.2004,1.0978
2021-09-30,2559.00000,1083.00000,1476.00000,121.00000,,445.00000,1031.00000,-220.00000,811.00000,0.00000,811.00000,811.00000,754.00000,1373.00000,1031.00000,1024.00000,1025.00000,0.74000,0.74000,0.55710,0.58990,1.43850,57.67880,40.28920,40.28920,31.69210,29.46460,0.07170,7.68090,4.14750,21.69990,6.70860,19.45310,2.27180,2.62090,12.42900,1.1626,1.0293
2021-06-30,2395.00000,983.00000,1412.00000,121.00000,-42.00000,481.00000,931.00000,-216.00000,715.00000,0.00000,715.00000,715.00000,675.00000,1267.00000,931.00000,1029.00000,1029.00000,0.66000,0.66000,0.77130,0.60050,1.50330,58.95620,38.87270,38.87270,29.85390,28.18370,0.06690,7.80160,4.45170,20.21710,5.86840,16.85530,1.99870,2.23240,12.45860,1.335,1.2325
2021-03-31,2339.00000,918.00000,1421.00000,118.00000,,447.00000,974.00000,-225.00000,749.00000,1.00000,748.00000,748.00000,708.00000,1320.00000,974.00000,1037.00000,1037.00000,0.68000,0.68000,1.14880,0.60940,1.56060,60.75250,41.64170,41.64170,32.02220,30.26940,0.06490,7.17190,4.47230,20.12400,6.10660,17.53400,2.07600,2.27340,12.45160,1.08390,1.02990
2020-12-31,2249.00000,823.00000,1426.00000,120.00000,,506.00000,920.00000,-219.00000,701.00000,1.00000,700.00000,700.00000,661.00000,1322.00000,920.00000,1051.00000,1051.00000,0.61000,0.61000,0.72630,0.59810,1.54710,63.40600,40.90710,40.90710,31.16940,29.39080,0.06180,6.97460,4.97570,18.08800,5.64240,15.90550,1.92230,2.16100,12.54050,1.1154,0.9294
2020-09-30,2247.00000,837.00000,1410.00000,129.00000,,511.00000,899.00000,-224.00000,675.00000,1.00000,674.00000,674.00000,635.00000,1260.00000,899.00000,1046.00000,1047.00000,0.61000,0.61000,0.83080,0.60480,1.55400,62.75030,40.00890,40.00890,30.04010,28.25990,0.06130,7.15380,4.71070,19.10550,5.39460,15.15630,1.83840,2.03400,12.59140,1.19,0.9316
2020-06-30,2081.00000,756.00000,1325.00000,126.00000,,447.00000,878.00000,-223.00000,655.00000,0.00000,655.00000,655.00000,617.00000,1214.00000,878.00000,1059.00000,1059.00000,0.58000,0.58000,1.12870,0.60780,1.55000,63.67130,42.19130,42.19130,31.47530,29.64920,0.05620,6.57390,3.70280,24.30560,5.17750,14.50080,1.76920,1.93680,12.52310,1.0425,0.736
2020-03-31,992.00000,860.00000,132.00000,128.00000,-2165.00000,2618.00000,-2486.00000,-230.00000,-2716.00000,0.00000,-2716.00000,-2716.00000,-2755.00000,-2147.00000,-2486.00000,1058.00000,1058.00000,-2.60000,-2.60000,1.09470,0.60510,1.53240,13.30650,-250.60480,-250.60480,-273.79030,-277.72180,0.02680,8.19050,1.90040,47.35890,-21.29360,-59.31430,-7.33940,-8.03000,12.61190,0.95370,0.63230
2019-12-31,2316.00000,1003.00000,1313.00000,124.00000,,1659.00000,-346.00000,-229.00000,-575.00000,,-573.00000,-573.00000,-611.00000,5.00000,-346.00000,906.00000,907.00000,-0.78000,-0.77000,0.69610,0.54260,1.18660,56.69260,-14.93960,-14.93960,-24.82730,-26.38170,0.05730,9.11820,3.90560,23.04400,-3.58080,-9.86740,-1.41730,-1.57780,15.70230,1.4339,0.5618
2019-09-30,2280.00000,921.00000,1359.00000,131.00000,,433.00000,926.00000,-233.00000,693.00000,4.00000,689.00000,689.00000,602.00000,1238.00000,926.00000,974.00000,975.00000,0.61000,0.61000,0.64520,0.51750,1.07250,59.60530,40.61400,40.61400,30.39470,26.40350,0.05520,8.85580,4.00000,22.50000,3.85090,11.78180,1.66900,1.85800,16.91120,0.6088,0.2779
