Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.03300,,0.03300,0.87800,3.42300,,,-4.26800,-0.02100,-4.28900,0.00000,-4.28900,-4.28900,,-4.28900,-4.35480,-4.26800,7.08100,7.08100,-0.61000,-0.61000,1.05130,,,100.00000,-12933.33000,-12933.33000,-12996.97000,-12996.97000,0.00620,0.38370,234.54550,-154.50330,-257.28860,-80.75690,-154.50290,0.32750,-0.3427,-0.3523
2024-06-30,1.90360,1.22090,0.68270,,1.06480,,1.06480,-0.38210,-0.00760,-0.38970,,-0.38970,-0.38970,,-0.38970,-0.33970,-0.38210,0.67110,0.67110,-0.58000,-0.58000,0.61040,,0.21750,35.86330,-20.07090,-20.07090,-20.47160,-20.47160,0.57510,2.40440,37.43100,-28.25860,57.86850,-11.77360,-28.25860,2.05520,-0.1776,-0.1776
2024-03-31,1.91540,1.21610,0.69930,,1.37320,,1.37320,-0.67400,0.00000,-0.67400,0.00000,-0.67400,-0.67400,0.00000,-0.67400,-0.62150,-0.67400,0.67090,0.67090,-0.99010,-0.99010,0.76470,,0.29270,36.50770,-35.18750,-35.18750,-35.18640,-35.18640,0.50880,2.46820,36.46410,-39.44650,178.26600,-17.90170,-39.44640,2.54650,-0.17690,-0.17690
2023-12-31,3.77420,2.54470,1.22950,,2.29820,,1.90630,-0.67680,0.36490,-0.31190,,-0.26930,-0.26930,,-0.26930,-0.67680,-0.67680,0.64960,0.64960,-1.20010,-1.20010,0.89060,,,32.57580,-17.93090,-17.93090,-8.26270,-7.13440,1.42910,44.93130,2.00310,-247.03220,97.20860,-10.19570,-247.03480,0.02960,-3.881,-3.881
2023-09-30,0.02300,,0.02300,0.39200,0.27800,,,-0.64700,-0.00300,-0.65000,,-0.65000,-0.65000,,-0.65000,-0.64700,-0.64700,3.67900,3.67900,-0.18000,-0.18000,1.24610,,0.20590,100.00000,-2813.04300,-2813.04300,-2826.08700,-2826.08700,0.00440,0.01550,5790.44300,-22.53330,-91.55930,-12.35320,-22.53330,4.36890,2.869,2.869
2023-06-30,2.02460,1.31960,0.70500,,1.65440,1.44250,0.21190,0.49310,-0.03670,0.45640,,0.45640,0.23480,,0.23480,0.54680,0.49310,0.64200,0.64850,0.36000,0.36000,0.76900,,0.45310,34.82200,24.35600,24.35600,22.54440,11.59650,0.32410,1.16700,77.12300,8.96950,58.86890,3.75820,8.96950,4.07760,-0.5651,-0.5651
2023-03-31,2.16010,1.50330,0.65680,,1.61150,,1.61160,-0.95470,-0.03540,-0.99010,0.00000,-0.99010,-1.01400,-0.33600,-1.35000,-0.90060,-0.95470,0.64030,0.64030,-2.10020,-2.10020,0.70990,,0.53820,30.40560,-44.19790,-44.19790,-45.83480,-62.49420,0.29630,1.32200,68.07830,-42.75930,-934.56960,-13.90880,-42.75930,3.69400,-2.75570,-2.75570
2022-12-31,1.97060,1.44660,0.52390,,1.53640,,1.53650,-1.01250,-0.01890,-1.03140,0.02290,-1.05430,-1.05430,-8.39530,-9.44960,-0.95830,-1.01250,0.58960,0.58960,-16.11160,-16.11160,0.72090,,0.11390,26.58810,-51.38150,-51.38150,-52.34140,-479.53460,0.24690,1.20930,74.42530,-28.26640,-74.08950,-13.20990,-28.26640,5.83770,-1.8744,-2.4013
2022-09-30,2.30640,1.56780,0.73860,,1.86870,,1.86870,-1.13010,-0.01720,-1.14740,0.02300,-1.17040,-1.17040,-3.53020,-4.70050,-1.07670,-1.13010,0.61260,0.61260,-7.68080,-7.68080,1.61700,,,32.02410,-48.99970,-48.99970,-49.74760,-203.80510,0.13890,1.50530,59.78880,-9.26670,-390.19160,-7.04710,-9.26670,19.80220,-0.768,-1.0962
2022-06-30,3.75050,2.84670,0.90380,,2.50310,,2.50310,-1.59930,-0.01960,-1.61890,0.30300,-1.92190,-1.92190,0.39650,-1.52540,-1.54440,-1.59930,0.57640,0.57640,-2.70030,-2.70030,1.29400,,,24.09910,-42.64130,-42.64130,-43.16450,-40.67280,0.18600,1.04670,85.98340,-13.06140,873.20060,-9.53110,-13.06140,25.37650,-4.1797,-4.2131
