Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,188.10950,161.96330,26.14620,9.14530,4.76430,0.79360,13.11610,13.03020,-2.02460,11.00560,1.72420,9.28140,,9.28140,,9.28140,51.07220,13.03020,36.36200,36.41500,0.25420,0.25420,3.07300,0.32990,0.63720,13.89940,6.92690,6.92690,5.85060,4.93400,0.13400,1.89400,0.89210,100.88270,1.20520,1.20520,0.66110,0.80760,21.17880,1.305,-0.1594
2024-06-30,179.51540,154.32160,25.19380,9.30780,4.91050,0.57770,13.64060,11.55320,3.94130,15.49450,1.57170,13.92280,,13.92280,,13.92280,47.08870,11.55320,36.36200,36.43100,0.38320,0.38320,2.94070,0.32750,0.61900,14.03430,6.43580,6.43580,8.63130,7.75580,0.12790,1.78380,0.82260,109.41250,1.83790,1.83790,0.99170,1.23590,20.83360,0.5507,-0.0328
2024-03-31,172.31510,147.81210,24.50300,8.92910,4.73190,0.70220,12.95880,11.54420,4.96960,16.51380,2.59210,13.92170,,13.92170,,13.92170,49.10480,11.54420,36.36200,36.58540,0.38160,0.38160,3.54550,0.33530,0.62010,14.21990,6.69950,6.69950,9.58350,8.07920,0.11890,1.78390,1.03530,86.92810,1.73160,1.73160,0.96080,1.15090,22.11090,1.42050,0.34920
2023-12-31,192.09550,153.68110,38.41430,9.33490,5.59140,0.34740,14.57890,23.83540,-4.22540,19.61000,0.84510,18.76480,,18.76480,,18.76480,65.47360,23.83540,36.36000,36.74500,0.51900,0.49900,3.38230,0.35220,0.63510,19.99750,12.40810,12.40810,10.20840,9.76850,0.12740,1.83200,1.09510,82.18730,2.32030,2.32030,1.24470,1.50320,22.24100,2.0665,1.3763
2023-09-30,176.37720,148.28220,28.09500,8.97400,4.90830,1.18120,12.70110,15.39390,7.29630,22.69030,4.34440,18.34590,,18.34590,,18.34590,51.35100,15.39390,36.36200,36.46600,0.50600,0.50600,3.20210,0.34540,0.62010,15.92890,8.72780,8.72780,12.86460,10.40150,0.12380,1.73570,1.00190,89.83380,2.37210,2.37210,1.28790,1.55280,21.26960,0.8689,0.2495
2023-06-30,177.47840,146.81520,30.66320,9.01770,5.39290,0.74400,13.66660,16.99660,7.24910,24.24570,3.75570,20.49000,,20.49000,,20.49000,56.08440,16.99660,36.36200,36.47700,0.56070,0.56070,2.62650,0.34820,0.61770,17.27710,9.57670,9.57670,13.66120,11.54510,0.11880,1.58660,1.12140,80.25570,2.63790,2.63790,1.37120,1.71950,21.36150,1.3508,0.9542
2023-03-31,151.50890,132.76340,18.74550,8.38540,4.79340,0.53440,12.64440,6.10110,1.43000,7.53110,0.87380,6.65730,,6.65730,,6.65730,45.50310,6.10110,36.36200,36.75450,0.18420,0.18420,3.36220,0.34650,0.61600,12.37260,4.02690,4.02690,4.97070,4.39400,0.10070,1.39660,1.06750,84.31300,0.80790,0.80790,0.44270,0.52800,22.66180,1.58640,0.63490
2022-12-31,119.37700,105.38300,13.99410,6.86090,4.35900,1.42890,9.79100,4.20310,-5.54970,-1.34670,-2.55520,1.20860,,1.20860,,1.20860,40.86950,4.20310,36.36000,37.13000,0.03750,-0.00460,2.82810,0.34890,0.59770,11.72260,3.52080,3.52080,-1.12810,1.01240,0.08160,1.00870,0.81280,110.72960,0.15070,0.15070,0.08260,0.09810,22.05040,1.0536,0.279
2022-09-30,172.85350,146.13140,26.72210,9.60890,5.40300,1.35680,13.65510,13.06710,13.26980,26.33680,4.23420,22.10260,,22.10260,,22.10260,49.92900,13.06710,36.36200,36.55770,0.60540,0.60540,3.17970,0.30690,0.48090,15.45940,7.55960,7.55960,15.23650,12.78690,0.12490,1.34640,1.13440,79.33770,2.74010,2.74010,1.59760,1.89910,22.18320,1.4313,1.1318
2022-06-30,232.95910,173.73470,59.22430,10.46900,6.02300,0.68130,15.81070,43.41370,10.50070,53.91430,9.01570,44.89860,,44.89860,,44.89860,82.09950,43.41370,36.36200,36.60110,1.23760,1.22400,1.95680,0.27410,0.39470,25.42260,18.63570,18.63570,23.14330,19.27320,0.15920,1.64890,1.15380,78.00470,5.55420,5.55420,3.06840,4.03200,22.23110,1.9287,0.8528
2022-03-31,240.09040,180.18500,59.90550,10.76330,5.91100,0.76110,15.91320,43.99230,8.17630,52.16860,8.44540,43.72320,,43.72320,,43.72320,86.41200,43.99230,36.36200,36.86780,1.19950,1.18520,3.02780,0.26510,0.36430,24.95120,18.32320,18.32320,21.72870,18.21110,0.16010,1.59570,1.17990,76.27480,4.75910,4.75910,2.91500,3.49750,25.26620,3.13800,1.23720
2021-12-31,250.53340,185.29720,65.23620,10.76470,6.43690,1.24120,15.96050,49.27570,11.54000,60.81570,13.14880,47.66690,,47.66690,,47.66690,91.42370,49.27570,36.39800,37.15700,1.30430,1.23290,2.22500,0.27950,0.42730,26.03890,19.66830,19.66830,24.27450,19.02620,0.16340,1.60270,1.08060,83.28830,5.47700,5.47700,3.10960,3.94610,23.93440,1.8542,0.2967
2021-09-30,257.08130,186.79640,70.28490,10.43940,6.18360,1.17550,15.44750,54.83740,5.29350,60.13090,9.91100,50.21990,,50.21990,,50.21990,98.00490,54.83740,36.36200,36.55800,1.38570,1.37140,2.18790,0.25820,0.44830,27.33960,21.33080,21.33080,23.38990,19.53470,0.18210,1.99200,1.14890,78.33720,6.12410,6.12410,3.55640,4.54320,22.55190,1.5967,0.5441
2021-06-30,249.96430,179.58060,70.38370,10.33320,6.23350,1.30380,15.26280,55.12090,-0.67640,54.44450,8.49200,45.95250,,45.95250,,45.95250,96.73820,55.12090,36.36200,36.47000,1.26020,1.26020,2.20950,0.22830,0.36860,28.15750,22.05150,22.05150,21.78090,18.38360,0.18290,1.98540,1.15920,77.63690,5.56820,5.56820,3.36160,4.29700,22.69580,1.6981,0.1425
2021-03-31,230.16610,174.57180,55.59430,9.53070,5.58510,0.80650,14.30920,41.28500,0.90090,42.18590,8.04120,34.14470,,34.14470,,34.14470,81.40730,41.28500,36.36200,36.86780,0.93980,0.92560,2.37290,0.26120,0.41470,24.15400,17.93710,17.93710,18.32850,14.83480,0.17420,2.15220,1.17450,76.62700,4.40760,4.40760,2.58450,3.25650,21.30470,1.95240,0.52900
2020-12-31,250.52440,189.98910,60.53540,10.48840,6.05590,1.33540,15.20880,45.32650,-10.22130,35.10510,7.31350,27.79160,,27.79160,,27.79160,83.10800,45.32650,40.13600,40.68500,0.76450,0.74450,2.15800,0.25220,0.37990,24.16350,18.09270,18.09270,14.01270,11.09340,0.20050,2.53790,1.29880,69.29290,3.76710,3.76710,2.22450,2.81720,20.28890,1.2462,0.6327
2020-09-30,202.42610,163.42300,39.00310,8.72060,5.31840,0.58400,13.45500,25.54810,-6.35290,19.19520,4.12090,15.07430,,15.07430,,15.07430,67.70510,25.54810,36.36200,36.49100,0.41300,0.41300,3.01550,0.29670,0.45910,19.26780,12.62100,12.62100,9.48260,7.44680,0.16650,2.25450,1.21450,74.10400,2.10930,2.10930,1.23990,1.48350,19.65440,1.4019,0.5895
2020-06-30,181.84250,144.17290,37.66950,8.45610,4.88460,2.10860,11.23220,26.43740,-4.44980,21.98760,3.73250,18.25510,,18.25510,,18.25510,26.43740,26.43740,36.36200,36.47000,0.50250,0.50250,2.18010,0.30190,0.47080,20.71550,14.53860,14.53860,12.09160,10.03900,0.15230,1.85930,1.18570,75.90320,2.78530,2.78530,1.52870,1.94430,18.02450,2.5515,0.5865
2020-03-31,184.70000,142.70000,42.00000,8.50000,4.60000,0.80000,12.30000,29.70000,-0.10000,29.60000,6.00000,23.60000,,23.60000,,23.60000,29.70000,29.70000,36.36200,36.55010,0.65000,0.64000,3.44600,0.36780,0.61860,22.73960,16.08010,16.08010,16.02600,12.77750,0.14610,1.86050,1.18320,76.06390,3.51500,3.51500,1.86720,2.22220,,0.00000,
2019-12-31,200.36900,155.30400,45.06500,9.28900,5.03300,1.00700,13.31500,31.75000,-6.80500,24.94500,7.47400,17.47100,,17.47100,,17.47100,31.75000,31.75000,36.35600,36.85580,0.48000,0.46000,2.39850,0.29670,0.46010,22.49100,15.84580,15.84580,12.44950,8.71940,0.17670,2.65930,1.36030,66.16290,2.68950,2.68950,1.54050,1.89140,,5.427,0.511
2019-09-30,173.90000,136.80000,37.10000,8.10000,4.50000,0.80000,11.80000,25.30000,-1.80000,23.50000,4.60000,18.90000,,18.90000,,18.90000,25.30000,25.30000,36.36200,36.49100,0.52000,0.52000,2.46320,0.31160,0.49170,21.33410,14.54860,14.54860,13.51350,10.86830,0.15720,2.39580,1.03640,86.84300,3.06420,3.06420,1.70890,2.10940,,0,0
2019-06-30,158.20000,131.20000,27.00000,8.50000,4.90000,1.00000,12.40000,14.60000,29.60000,44.20000,3.10000,41.10000,,41.10000,,41.10000,14.60000,14.60000,36.35160,36.68310,1.13000,1.12000,2.57470,0.31690,0.50390,17.06700,9.22880,9.22880,27.93930,25.97980,0.14510,2.37250,1.07770,83.51450,6.82160,6.82160,3.76860,4.65990,,0,0
2019-03-31,147.50000,125.40000,22.10000,7.80000,4.10000,0.30000,11.60000,10.50000,-2.10000,8.40000,2.00000,6.40000,,6.40000,,6.40000,10.50000,10.50000,36.34630,36.41510,0.18000,0.18000,2.56820,0.33070,0.55120,14.98310,7.11860,7.11860,5.69490,4.33900,0.13580,2.32220,1.10990,81.09150,1.07870,1.07870,0.58920,0.72200,,0.00000,
2018-12-31,167.72500,129.67000,38.05500,8.18500,4.29300,0.81900,11.65910,26.39590,-3.36500,23.03100,-1.38200,24.41300,,24.41300,,24.41300,26.39590,26.39590,40.13600,40.68500,0.61000,0.59000,2.29010,0.33350,0.54270,22.68890,15.73760,15.73760,13.73140,14.55540,0.15620,2.24730,1.09050,82.52800,4.16890,4.16890,2.27370,2.77860,,3.3156,-0.0055
2018-09-30,161.20000,129.80000,31.40000,7.50000,4.30000,0.90000,10.90000,20.50000,-2.30000,18.20000,4.00000,14.20000,,14.20000,,14.20000,20.50000,20.50000,39.31300,39.62220,0.36000,0.36000,2.23730,0.34920,0.58040,19.47890,12.71710,12.71710,11.29030,8.80890,0.14620,2.23410,1.03930,86.59430,2.46440,2.46440,1.28810,1.60380,,0,0
