,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-18,2024-09-30,$-1.23,$-1.19
1,2024-08-09,2024-06-30,$-1.02,$-1.09
2,2024-05-10,2024-03-31,$-1.03,$-1.00
3,2023-11-14,2023-09-30,$-3.20,$-1.64
4,2023-08-10,2023-06-30,$-3.00,$-0.80
5,2023-05-08,2023-03-31,$-3.60,$-4.00
6,2023-03-21,2022-12-31,--,$-4.80
7,2022-11-14,2022-09-30,$-6.40,$-4.80
8,2022-08-09,2022-06-30,$-6.00,$-5.60
9,2022-05-09,2022-03-31,$-6.00,$-5.60
10,2022-03-01,2021-12-31,$-6.00,$-5.60
11,2021-11-04,2021-09-30,$-5.60,$-5.60
12,2021-08-05,2021-06-30,$-5.40,$-5.40
13,2021-05-12,2021-03-31,$-4.80,$-5.40
14,2021-03-25,2020-12-31,$-4.20,$-4.80
15,2020-11-09,2020-09-30,$-4.20,$-3.60
16,2020-08-12,2020-06-30,$-3.80,$-4.00
17,2020-05-06,2020-03-31,$-4.20,$-3.60
18,2020-03-12,2019-12-31,$-10.80,$-4.60
19,2019-11-13,2019-09-30,--,$-8.80
20,2019-08-01,2019-06-30,--,$0.00
21,2019-05-07,2019-03-31,--,$-1.80
22,2019-03-07,2018-12-31,--,$-4.00
23,2018-11-07,2018-09-30,--,$-12.80
24,2018-08-08,2018-06-30,--,$2.40
25,2018-05-08,2018-03-31,--,$-12.40
26,2018-03-12,2017-12-31,--,$-13.80
27,2017-11-08,2017-09-30,$-12.40,$-10.00
28,2017-08-08,2017-06-30,$-11.80,$-11.80
29,2017-05-09,2017-03-31,$-11.40,$-7.20
30,2017-03-09,2016-12-31,$-12.60,$-9.60
31,2016-11-09,2016-09-30,$-12.00,$-9.20
32,2016-08-04,2016-06-30,$-8.40,$-12.60
33,2016-05-10,2016-03-31,$-7.00,$-7.80
34,2016-03-14,2015-12-31,$-7.60,$-5.40
35,2015-11-10,2015-09-30,$-8.20,$-8.60
36,2015-08-06,2015-06-30,$-9.80,$-8.80
37,2015-05-12,2015-03-31,$-16.60,$-12.00
38,2015-03-16,2014-12-31,$-11.40,$-15.60
