,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-28,2024-09-30,$0.61,$0.93
1,2024-08-06,2024-06-30,$0.69,$0.91
2,2024-05-21,2024-03-31,$0.67,$0.62
3,2024-02-05,2023-12-31,$0.70,$0.82
4,2023-10-31,2023-09-30,$0.83,$0.82
5,2023-08-01,2023-06-30,$0.78,$0.89
6,2023-05-30,2023-03-31,$0.90,$1.00
7,2023-02-06,2022-12-31,$0.97,$1.44
8,2022-11-01,2022-09-30,$1.76,$2.51
9,2022-08-02,2022-06-30,$1.58,$2.04
10,2022-05-23,2022-03-31,$0.99,$1.51
11,2022-02-02,2021-12-31,$0.78,$1.18
12,2021-11-02,2021-09-30,$0.62,$0.89
13,2021-08-03,2021-06-30,$0.56,$0.75
14,2021-05-25,2021-03-31,$0.36,$0.61
15,2021-02-01,2020-12-31,$0.25,$0.38
16,2020-10-27,2020-09-30,$0.22,$0.31
17,2020-07-29,2020-06-30,$0.07,$0.22
18,2020-05-20,2020-03-31,$0.24,$0.14
19,2020-01-28,2019-12-31,$0.30,$0.31
20,2019-10-30,2019-09-30,$0.32,$0.31
21,2019-07-31,2019-06-30,$0.28,$0.35
22,2019-05-21,2019-03-31,$0.21,$0.26
23,2019-02-05,2018-12-31,$0.22,$0.27
24,2018-11-05,2018-09-30,$0.23,$0.23
25,2018-08-09,2018-06-30,--,$-0.02
26,2018-04-12,2018-02-28,--,$0.14
27,2018-01-11,2017-11-30,--,$0.26
28,2017-10-06,2017-08-31,--,$0.20
29,2017-08-11,2017-05-31,--,$0.12
30,2017-04-14,2017-02-28,--,$-0.29
31,2017-01-12,2016-11-30,--,$-0.07
32,2016-10-13,2016-08-31,--,$0.09
33,2016-08-05,2016-05-31,--,$0.18
34,2016-04-14,2016-02-29,--,$-0.06
35,2016-01-14,2015-11-30,--,$0.21
36,2015-10-15,2015-08-31,--,$-0.11
37,2015-08-26,2015-05-31,--,$-0.01
38,2015-04-03,2015-02-28,--,$-0.35
39,2015-01-14,2014-11-30,--,$-0.41
