Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,13.91900,4.34500,-18.26400,2.76500,-15.49900,-15.49900,-15.49900,-15.49900,-19.90300,-18.26400,63.80620,63.80620,-0.24000,-0.24000,13.09520,,,-7.81200,-7.81200,-7.07650,-7.81200,3.10940,-0.3847,-0.3857
2024-06-30,19.68200,4.91700,-24.59900,2.97200,-21.62700,-21.62700,-21.62700,-21.62700,-26.29000,-24.59900,63.80180,63.80180,-0.34000,-0.34000,10.92560,,,-10.23020,-10.23020,-9.11910,-10.23020,3.31340,-0.188,-0.1923
2024-03-31,12.93900,3.79500,-16.73400,2.08000,-14.65400,-14.65400,-14.65400,-14.65400,-17.23700,-16.73400,53.55370,53.55370,-0.27000,-0.27000,17.98560,,,-6.34800,-6.34800,-5.90400,-6.34800,3.61820,-0.19440,-0.19440
2023-12-31,10.64800,3.51400,-14.16200,1.16900,-12.99300,-12.99300,-12.99300,-12.99300,-14.71400,-14.16200,43.90120,43.90120,-0.29000,-0.29000,9.48610,,,-15.89940,-15.89940,-13.54360,-15.89940,1.86110,-0.2128,-0.2166
2023-09-30,6.58500,3.75400,-10.33900,1.27500,-9.06400,-9.06400,-9.06400,-9.06400,-10.82800,-10.33900,43.90370,43.90370,-0.21000,-0.21000,15.01680,,,-9.77650,-9.77650,-8.71940,-9.77650,2.11160,-0.2095,-0.2095
2023-06-30,5.87500,3.74500,-9.62000,1.25400,-8.36600,-8.36600,-8.36600,-8.36600,-9.57300,-9.62000,43.89760,43.89760,-0.19000,-0.19000,14.63620,,,-8.37190,-8.37190,-7.48860,-8.37190,2.30950,-0.1678,-0.1678
2023-03-31,4.56200,3.07500,-7.63700,1.11100,-6.52600,-6.52600,-6.52600,-6.52600,-8.17500,-7.63700,43.89760,43.89760,-0.15000,-0.15000,14.16530,,,-6.14260,-6.14260,-5.48830,-6.14260,2.45530,-0.17200,-0.17200
2022-12-31,7.21800,3.22100,-10.43900,1.01400,-9.42500,-9.42500,-9.42500,-9.42500,-11.06900,-10.43900,25.76140,25.76140,-0.04000,-0.04000,11.27880,,,-8.49840,-8.49840,-7.45620,-8.49840,2.56310,-0.1301,-0.1294
2022-09-30,5.58200,2.93100,-8.51300,0.19300,-8.32000,-8.32000,-8.32000,-8.32000,-8.49900,-8.51300,22.22820,22.22820,-0.37000,-0.37000,13.49540,,,-7.01150,-7.01150,-6.25490,-7.01150,2.74240,-0.1211,-0.1202
2022-06-30,5.64400,3.04300,-8.68700,0.02000,-8.66700,-8.66700,-8.66700,-8.66700,-8.60900,-8.68700,18.33890,18.33890,-0.47000,-0.47000,7.35120,,,-17.31460,-17.31460,-13.78950,-17.31460,2.82640,-0.4082,-0.4136
2022-03-31,5.80600,3.08100,-8.88700,-0.05600,-8.94300,-8.94300,-8.94300,-8.94300,-8.80500,-8.88700,18.33890,18.33890,-0.49000,-0.49000,7.31200,,,-15.66060,-15.66060,-12.55630,-15.66060,3.22440,-0.41080,-0.41080
2021-12-31,6.29200,2.79400,-9.08600,-0.04800,-9.13400,-9.13400,-9.13400,-9.13400,-9.00000,-9.08600,17.16430,17.16430,-0.48000,-0.48000,8.16230,,,-14.18040,-14.18040,-11.61100,-14.18040,3.63700,-0.5837,-0.5854
2021-09-30,14.02800,2.70200,-16.73000,-0.07500,-16.80500,-16.80500,-16.80500,-16.80500,-16.64300,-16.73000,18.28790,18.28790,-0.92000,-0.92000,7.88400,,,-23.31860,-23.31860,-19.11010,-23.31860,4.06920,-0.4948,-0.5106
