Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,25.05690,36.42900,-11.37210,4.65070,13.66650,,21.44540,-32.81750,1.19290,-31.62460,-0.08520,-31.53940,-31.53940,-31.53940,-30.22520,-32.81750,204.97220,204.97220,-0.15000,-0.15000,3.93820,,-45.38490,-130.97170,-130.97170,-126.21100,-125.87120,0.11540,2.21650,40.60460,-18.98340,-24.49680,-14.52150,-18.98340,0.42660,-0.0918,-0.096
2024-06-30,22.46950,35.69210,-13.22260,5.31920,16.68980,-0.01780,25.59100,-38.81360,12.18450,-26.62910,0.15160,-26.78070,-26.78070,-26.78070,-34.98410,-38.81360,204.09180,204.09180,-0.13000,-0.13000,4.55580,,-58.84670,-172.73860,-172.73860,-118.51190,-119.18670,0.09240,2.22610,40.42910,-13.89980,-17.29840,-11.01190,-13.89980,0.49540,-0.1047,-0.1114
2024-03-31,17.73350,31.82840,-14.09490,4.52780,12.61910,-1.33660,20.90960,-35.00450,-8.28570,-43.29020,-0.00020,-43.29000,-43.29000,-43.29000,-32.30780,-35.00450,201.90430,201.90430,-0.21000,-0.21000,6.74660,,-79.48200,-197.39270,-197.39270,-244.11600,-244.11510,0.06740,2.96230,30.38150,-20.54620,-24.50750,-16.45970,-20.54620,0.54580,-0.16770,-0.16980
2023-12-31,20.39190,39.54110,-19.14920,3.64350,12.85410,0.21320,18.05880,-37.20800,4.60650,-32.60150,-3.32430,-29.27720,-29.27720,-29.27720,-34.64610,-37.20800,201.44230,201.44230,-0.15000,-0.15000,7.09260,,-93.90610,-182.46500,-182.46500,-159.87510,-143.57300,0.06900,3.74820,24.01150,-11.63540,-13.44810,-9.90060,-11.63540,0.65180,-0.1647,-0.1826
2023-09-30,17.98220,39.75150,-21.76930,5.11170,12.87100,1.33520,18.44650,-40.21580,11.21090,-29.00490,0.01610,-29.02100,-29.02100,-29.02100,-39.15360,-40.21580,201.81050,201.81050,-0.14000,-0.14000,6.46660,,-121.06080,-223.64310,-223.64310,-161.29840,-161.38810,0.05430,2.92230,30.79820,-10.54750,-11.53070,-8.75710,-10.54750,0.71270,-0.125,-0.1413
2023-06-30,24.97410,40.84980,-15.87580,4.34880,12.89650,0.37400,18.61900,-34.49480,5.05720,-29.43760,0.01650,-29.45410,-29.45410,-29.45410,-33.30570,-34.49480,201.25710,201.25710,-0.15000,-0.15000,8.22720,,-63.56900,-138.12250,-138.12250,-117.87270,-117.93870,0.06940,3.64110,24.71800,-9.76220,-10.58010,-8.18190,-9.76220,0.78080,-0.1223,-0.1514
2023-03-31,17.61540,26.01440,-8.39900,2.61770,11.93070,,15.22940,-23.62840,-5.03970,-28.66810,,-28.66810,-28.66810,-28.66810,-22.80200,-23.62840,202.71770,202.71770,-0.14000,-0.14000,15.60620,,-47.67990,-134.13500,-134.13500,-162.74480,-162.74480,0.04970,3.19610,28.15940,-9.15110,-9.26550,-8.08410,-9.15110,0.81390,-0.04920,-0.05830
2022-12-31,19.95700,23.53230,-3.57530,2.63460,12.62450,,15.64070,-19.21590,18.05580,-1.16010,,-0.94470,-0.94470,-0.94470,-18.05660,-19.21590,242.44330,242.44330,0.01000,0.01000,22.09230,,-17.91510,-96.28650,-96.28650,-5.81300,-4.73350,0.05440,4.20310,21.41290,-0.27810,-0.28140,-0.25740,-0.27810,0.88240,-0.0353,-0.0376
2022-09-30,10.98320,12.28720,-1.30400,1.72430,4.32200,,6.45670,-7.76070,5.90220,-1.85850,,-1.85850,-1.85850,-1.85850,-7.35830,-7.76070,177.66330,177.66330,-0.01000,-0.01000,26.89110,,-11.87270,-70.65980,-70.65980,-16.92090,-16.92090,0.02890,1.39730,64.40800,-0.54810,-0.55400,-0.48960,-0.54810,0.88100,-0.0443,-0.054
2022-06-30,4.39930,4.18340,0.21590,1.19160,2.90980,-0.52720,4.91760,-4.70170,0.01300,-4.68870,,-4.68870,-4.68870,-4.68870,-4.40850,-4.70170,173.51890,173.51890,-0.03000,-0.03000,0.13000,-0.11970,4.90730,-106.87270,-106.87270,-106.57760,-106.57760,0.01460,,,25.82320,25.82320,-1.55820,25.82320,-2.21420,-0.0322,-0.0453
