Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.93100,0.02200,2.90900,9.72300,3.75300,13.47600,-10.56700,0.47500,-10.09200,-10.09200,-10.09200,-10.09200,-10.50000,-10.56700,5.94090,5.94090,-1.70000,-1.70000,1.22250,,,99.24940,-360.52550,-360.52550,-344.31930,-344.31930,0.06900,0.98420,91.44320,115.53540,56.96220,-23.76100,115.53520,-1.45100,-0.9125,-0.9125
2024-06-30,2.54600,0.01200,2.53400,10.25400,4.79200,15.04600,-12.51200,0.70900,-11.80300,-11.80300,-11.80300,-11.80300,-12.90000,-12.51200,5.81800,5.81800,-2.03000,-2.03000,1.78270,,,99.52870,-491.43750,-491.43750,-463.58990,-463.59000,0.05050,1.00000,90.00000,1700.51500,121.98220,-23.41260,1700.72000,-0.11750,-1.9005,-1.9005
2024-03-31,2.08600,0.04700,2.03900,9.61700,4.89100,14.50800,-12.46900,0.59300,-11.87600,-11.87600,-11.87600,-11.87600,-12.40500,-12.46900,5.78400,5.78400,-2.05000,-2.05000,4.07560,,,97.74690,-597.74690,-597.74690,-569.31930,-569.31930,0.03360,0.96840,92.93390,-125.51390,-2474.17900,-19.14740,-125.51260,1.60540,-2.28770,-2.28770
2023-12-31,2.69600,0.05400,2.64200,9.96400,4.87700,14.84100,-12.19900,0.48700,-11.71200,-11.71200,-11.71200,-11.71200,-12.15000,-12.19900,5.29300,5.29300,-1.97000,-1.97000,2.76590,,,97.99710,-452.48510,-452.48520,-434.42140,-434.42140,0.03490,0.96490,93.27150,-59.54270,-109.58090,-15.15490,-59.54250,3.33730,-2.3235,-2.3235
2023-09-30,2.83300,0.06000,2.77300,10.38000,4.76100,15.14100,-12.36800,0.18700,-12.18100,-12.18100,-12.18100,-12.18100,-12.74700,-12.36800,5.72080,5.72080,-2.13000,-2.13000,5.35640,,,97.88210,-436.56900,-436.56900,-429.96820,-429.96820,0.03150,0.99470,90.47650,-41.16470,-59.10530,-13.53820,-41.16450,5.02820,-0.7866,-0.7866
2023-06-30,2.19700,0.07400,2.12300,10.01200,4.24900,14.26100,-12.13800,0.17700,-11.96100,-11.96100,-11.96100,-11.96100,-12.67600,-12.13800,4.83400,4.83400,-2.47000,-2.47000,7.00800,,,96.63180,-552.48070,-552.48070,-544.42430,-544.42430,0.02610,0.92080,97.74240,-45.61080,-69.37130,-14.18730,-45.61090,5.27940,-1.626,-1.626
2023-03-31,2.29700,0.02400,2.27300,9.14000,4.76000,13.90000,-11.62700,0.06800,-11.55900,-11.55900,-11.55900,-11.55900,-11.56300,-11.62700,4.83100,4.83100,-2.39000,-2.39000,9.66790,,,98.95520,-506.18200,-506.18200,-503.22160,-503.22160,0.02430,0.99270,90.66610,-31.59070,-41.86830,-12.22610,-31.59060,7.57420,-2.52520,-2.52520
2022-12-31,2.88700,0.07100,2.81600,8.70600,4.33000,13.03600,-10.22000,-1.10900,-11.32900,-11.32900,-11.32900,-11.32900,-10.42800,-10.22000,4.67000,4.67000,-2.31000,-2.31000,9.19990,,,97.54070,-354.00060,-354.00070,-392.41420,-392.41440,0.02650,0.97040,92.74330,-24.33620,-30.15440,-10.40810,-24.33620,9.63810,-2.6654,-2.6658
2022-09-30,2.82500,0.06200,2.76300,10.81300,4.55600,15.36900,-12.60600,-0.68800,-13.29400,-13.29400,-13.29400,-13.29400,-12.46900,-12.60600,4.69000,4.69000,-2.83000,-2.83000,7.69300,,,97.80530,-446.23010,-446.23010,-470.58400,-470.58400,0.02300,0.97890,91.94340,-23.84790,-28.42850,-10.82100,-23.84790,11.56560,-2.6531,-2.6624
2022-06-30,2.39300,0.04200,2.35100,12.32300,5.08900,17.41200,-15.06100,-0.87900,-15.94000,-15.94000,-15.94000,-15.94000,-14.44200,-15.06100,4.58250,4.58250,-3.40000,-3.40000,9.33220,,,98.24490,-629.37740,-629.37740,-666.10960,-666.10950,0.01860,0.99920,90.07520,-25.69100,-30.03980,-12.37250,-25.69100,13.51520,-2.6472,-2.7242
2022-03-31,2.05700,0.08200,1.97500,11.43500,5.67300,17.10800,-15.13300,-0.97600,-16.10900,-16.10900,-16.10900,-16.10900,-15.09700,-15.13300,4.58230,4.58230,-3.60000,-3.60000,13.01610,,,96.01360,-735.68300,-735.68300,-783.13090,-783.13080,0.01460,0.99850,90.13130,-21.20330,-24.04620,-11.44600,-21.20330,16.58010,-3.66960,-3.67200
2021-12-31,3.13500,0.15700,2.97800,10.77200,4.77300,15.54500,-12.56700,-1.05300,-13.62000,-13.62000,-13.62000,-13.62000,-12.14000,-12.56700,4.57850,4.57850,-3.00000,-3.00000,9.10660,,,94.99200,-400.86110,-400.86120,-434.44970,-434.44970,0.01930,0.97240,92.55500,-15.01540,-16.66570,-8.39180,-15.01540,19.79530,-1.7869,-1.7869
2021-09-30,3.03900,0.15100,2.88800,8.60200,4.33400,12.93600,-10.04800,-1.00300,-11.05100,-11.05100,-11.05100,-11.05100,-9.63300,-10.04800,4.58010,4.58010,-2.40000,-2.40000,14.24590,,,95.03130,-330.63510,-330.63510,-363.63940,-363.63930,0.01770,1.02700,87.63080,-10.73860,-11.76550,-6.42180,-10.73860,22.46700,-2.0957,-2.0957
