Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3346.90900,2796.45300,550.45610,311.73870,4.14690,378.08900,172.36690,-137.20830,35.15850,7.03170,28.12680,28.12680,28.12680,237.36240,172.36690,,,,0.00000,0.86260,0.80580,5.19720,16.44670,5.15000,5.15000,1.05050,0.84040,0.42270,1.99000,5.52140,16.30020,3.12310,-86.18820,0.35520,0.60650,,0,0
2024-06-30,3424.08300,2859.24700,564.83690,325.33680,2.29920,396.80300,168.03320,-137.76040,30.27280,6.70600,23.56680,23.56680,23.56680,241.90470,168.03320,,,,0.00000,0.83520,0.80680,5.58230,16.49600,4.90740,4.90740,0.88410,0.68830,0.40550,2.06060,5.51060,16.33210,2.54820,-35.34470,0.27910,0.49230,,0,0
2024-03-31,3477.12200,2912.81100,564.31050,388.25370,2.62470,436.91200,127.39890,-102.96900,24.42990,5.65320,18.77670,18.77670,18.77670,207.95700,127.39890,,,,0.00000,0.76590,0.80410,5.35550,16.22920,3.66390,3.66390,0.70260,0.54000,0.41290,2.19290,8.05900,11.16770,1.97960,-19.66180,0.22300,0.38790,,0.00000,
2023-12-31,3703.79300,3086.29800,617.49490,337.28300,2.39240,409.19800,208.29710,-147.95070,60.34570,1.39270,58.95300,58.95300,58.95300,281.93670,208.29740,270.00000,270.80000,0.41000,0.40900,0.88990,0.82430,5.26310,16.67200,5.62390,5.62390,1.62930,1.59170,0.42830,2.31220,7.56290,11.90020,6.35690,-54.30350,0.68170,1.11690,3.43010,4.4106,2.1199
2023-09-30,3482.01000,2917.37600,564.63400,322.96960,15.76960,382.97600,181.65800,-150.93760,30.72000,-7.16800,37.88800,37.88800,37.88800,402.24720,181.65800,,,,0.00000,0.79460,0.82240,5.32460,16.21570,5.21700,5.21700,0.88220,1.08810,0.41130,2.15830,8.40850,10.70350,4.27750,-23.09610,0.44750,0.75960,3.27700,-1.9648,-0.9608
2023-06-30,3228.76800,2710.84000,517.92800,298.96000,-1.21200,369.05400,148.87400,-126.85600,22.01800,-9.49400,31.51200,31.51200,31.51200,85.60800,148.87400,270.00000,270.80000,0.11650,0.11600,0.82920,0.82810,5.21420,16.04100,4.61090,4.61090,0.68190,0.97600,0.39860,2.10540,8.98480,10.01690,3.77630,-17.31410,0.38900,0.64920,3.09000,1.9648,0.9608
2023-03-31,2905.98000,2438.59100,467.38940,291.06000,3.08000,348.23200,119.15700,-121.27500,-2.11750,-15.97750,13.86000,13.86000,13.86000,183.83700,119.15700,,,,0.00000,0.80780,0.83030,5.31680,16.08370,4.10040,4.10040,-0.07290,0.47690,0.38620,2.00320,9.28410,9.69400,1.80900,-6.83760,0.18420,0.30700,,0.00000,
2022-09-30,2639.14600,2209.08300,430.06300,242.88840,-0.19080,287.34400,142.71800,-83.95200,58.76640,5.15160,53.61480,53.61480,53.61480,142.71800,142.71800,268.74580,270.09980,0.19950,0.19850,0.90890,0.83610,5.43840,16.29560,5.40770,5.40770,2.22670,2.03150,0.37980,1.91470,8.40340,10.71000,7.81640,-19.74700,0.77150,1.28090,2.54360,1.7998,-0.0501
2022-06-30,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,,
2021-09-30,2075.73300,1706.90500,368.82780,187.18920,2.48820,215.70800,153.11990,-31.38960,121.73040,18.75720,102.97320,102.97320,102.97320,187.45730,153.11990,853.69900,853.69900,0.12060,0.12050,0.96880,0.78750,4.69610,17.76860,7.37670,7.37670,5.86450,4.96080,0.52220,1.99960,8.36160,10.76350,22.39800,-50.75470,2.59040,4.75980,1.70720,-0.0978,0.1203
2021-06-30,1897.25100,1572.13800,325.11360,180.49280,-3.02080,212.58800,112.52490,-27.37600,85.14880,27.56480,57.58400,57.58400,57.58400,112.52490,112.52490,268.00000,268.00000,0.21480,0.21480,1.17050,0.79300,5.08500,17.13600,5.93090,5.93090,4.48800,3.03510,0.49060,2.25790,10.61140,8.48140,15.91030,35.05750,1.48920,3.29340,1.34600,0.3494,-0.1705
2020-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
