Date,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.91230,-0.91230,0.00000,-0.91230,-0.91230,-0.91230,-0.91230,-0.91180,-0.91230,50.55240,50.55240,-0.02000,-0.02000,1.94150,0.00160,-13.92510,-13.92430,-6.75860,-13.92430,0.12920,-0.0042,-0.0042
2024-06-30,1.34790,-1.34790,0.00000,-1.34790,-1.34790,-1.34790,-1.34790,-1.34790,-1.34790,39.62900,39.62900,-0.03000,-0.03000,2.06010,0.00230,-17.96310,-17.96310,-9.25470,-17.96310,0.16010,-0.0137,-0.0137
2023-12-31,,,,,,,,,,,,,0.00000,,,,,,,,0.0151,0.0151
2023-09-30,0.64560,-0.64560,-0.00050,-0.64610,-0.64610,-0.64610,-0.64610,-0.64500,-0.64560,36.60940,36.60940,-0.02000,-0.02000,,,,,,,,-0.0043,-0.0043
2023-06-30,0.73840,-0.73840,0.00000,-0.73840,-0.73840,-0.73840,-0.73840,-0.73840,-0.73840,33.18300,33.18300,-0.02000,-0.02000,,,,,,,,-0.0108,-0.0108
2022-06-30,,,,,,,,,,,,,0.00000,,,,,,,,0.0,0.0
