Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1956.00000,938.00000,1018.00000,55.00000,-778.00000,902.00000,116.00000,,116.00000,18.00000,98.00000,98.00000,,98.00000,185.00000,185.00000,98.20000,100.40000,1.00000,0.98000,0.35220,0.60590,5.93050,9.45810,5.93050,5.01020,0.01170,1.53510,2.05280,0.05870,0.99440,65.71840,7.2626,7.2626
2024-06-30,2033.00000,843.00000,1190.00000,56.00000,-760.00000,914.00000,276.00000,,276.00000,41.00000,235.00000,235.00000,,201.00000,374.00000,374.00000,100.40000,102.30000,2.00000,1.96000,0.33950,0.58340,13.57600,18.39650,13.57600,9.88690,0.01260,4.13300,5.75700,0.14570,2.73000,57.40350,3.1365,3.1365
2024-03-31,2051.00000,851.00000,1200.00000,56.00000,-800.00000,913.00000,287.00000,,287.00000,-1.00000,288.00000,288.00000,,234.00000,344.00000,344.00000,102.10000,104.50000,2.29000,2.24000,0.33940,0.58280,13.99320,16.77230,13.99320,11.40910,0.01270,5.05530,7.04500,0.17820,3.33950,56.24390,2.21050,2.21050
2023-12-31,1819.00000,804.00000,1015.00000,57.00000,-776.00000,913.00000,102.00000,,102.00000,-17.00000,119.00000,119.00000,,118.00000,182.00000,182.00000,102.70000,108.80000,1.19000,1.09000,0.35380,0.54760,5.60750,10.00550,5.60750,6.48710,0.01160,2.02450,2.78490,0.07580,1.30830,57.14870,3.3024,3.3024
2023-09-30,1823.00000,799.00000,1024.00000,57.00000,-719.00000,852.00000,172.00000,,172.00000,-74.00000,246.00000,246.00000,,248.00000,248.00000,248.00000,105.80000,108.40000,2.35000,2.29000,0.40700,0.68680,9.43500,13.60400,9.43500,13.60400,0.01220,5.14000,7.83940,0.16480,3.04800,45.54890,3.8202,3.8202
2023-06-30,1871.00000,682.00000,1189.00000,57.00000,-775.00000,926.00000,263.00000,,263.00000,28.00000,235.00000,235.00000,,154.00000,357.00000,357.00000,103.00000,109.80000,1.50000,1.41000,0.38800,0.66060,14.05670,19.08070,14.05670,8.23090,0.01210,4.38680,6.17930,0.15200,2.68480,50.67160,6.5092,6.5092
2023-03-31,1835.00000,751.00000,1084.00000,59.00000,-836.00000,943.00000,141.00000,,141.00000,12.00000,129.00000,129.00000,,69.00000,189.00000,189.00000,97.70000,109.60000,0.70000,0.63000,0.38260,0.64570,7.68390,10.29970,7.68390,3.76020,0.01210,2.33650,3.24940,0.08530,1.44250,56.23340,1.42340,1.42340
2022-12-31,1555.00000,693.00000,862.00000,56.00000,-675.00000,779.00000,83.00000,,83.00000,-54.00000,137.00000,137.00000,,190.00000,131.00000,131.00000,100.70000,110.20000,1.87000,1.70000,0.41280,0.73210,5.33760,8.42440,5.33760,12.21870,0.01060,2.83590,3.53730,0.09340,1.66520,49.70830,1.6201,1.6201
2022-09-30,1345.00000,537.00000,808.00000,60.00000,-634.00000,737.00000,71.00000,,71.00000,29.00000,42.00000,42.00000,,166.00000,114.00000,114.00000,97.90000,106.40000,1.70000,1.57000,0.37920,0.63580,5.27880,8.47580,5.27880,12.34200,0.00930,0.73900,0.86440,0.02920,0.45880,58.48690,4.1954,4.1954
2022-06-30,1524.00000,654.00000,870.00000,62.00000,-610.00000,718.00000,152.00000,,152.00000,9.00000,143.00000,143.00000,,64.00000,198.00000,198.00000,101.70000,110.80000,0.62000,0.57000,0.36720,0.58040,9.97380,12.99210,9.97380,4.19950,0.01030,2.30160,2.30160,0.09690,1.45650,63.45430,3.3591,3.3591
2022-03-31,1506.00000,644.00000,862.00000,62.00000,-632.00000,740.00000,122.00000,,122.00000,11.00000,111.00000,111.00000,,54.00000,168.00000,168.00000,106.10000,117.00000,0.51000,0.46000,0.31420,0.45830,8.10090,11.15540,8.10090,3.58570,0.00930,1.44080,1.44080,0.06860,0.98810,75.40370,3.09400,3.09400
2021-12-31,1619.00000,602.00000,1017.00000,-299.00000,-639.00000,409.00000,608.00000,,608.00000,-138.00000,746.00000,746.00000,5.00000,647.00000,677.00000,677.00000,116.70000,125.80000,6.12000,5.59000,0.27780,0.38480,37.55410,41.81590,37.55410,39.96290,0.00950,7.59600,7.72900,0.43560,5.48570,91.13940,1.3841,1.3841
2021-09-30,2009.00000,714.00000,1295.00000,190.00000,-644.00000,884.00000,411.00000,,411.00000,40.00000,371.00000,371.00000,-1.00000,142.00000,461.00000,461.00000,113.40000,122.40000,1.24000,1.15000,0.29440,0.41740,20.45790,22.94670,20.45790,7.06820,0.01190,3.71190,3.71190,0.22030,2.61890,88.90370,1.287,1.287
2021-06-30,2503.00000,686.00000,1817.00000,26.00000,-712.00000,789.00000,1028.00000,,1028.00000,112.00000,916.00000,916.00000,-6.00000,459.00000,1079.00000,1079.00000,120.60000,130.20000,3.81000,3.53000,0.28900,0.40650,41.07070,43.10830,41.07070,18.33800,0.01490,9.37080,9.37080,0.54460,6.66280,86.17570,4.6543,4.6543
2021-03-31,-1957.00000,-4190.00000,2233.00000,539.00000,-602.00000,1195.00000,1038.00000,,1038.00000,-48.00000,1086.00000,1086.00000,14.00000,1086.00000,1092.00000,1092.00000,122.70000,130.90000,8.85000,8.29000,0.30080,0.43030,-53.04040,-55.79970,-53.04040,-55.49310,-0.01200,12.06800,12.06800,0.66680,8.43820,74.23570,-7.15050,-7.15050
2020-12-31,2224.00000,923.00000,1301.00000,16.00000,-742.00000,806.00000,495.00000,,495.00000,54.00000,441.00000,441.00000,-56.00000,257.00000,543.00000,543.00000,127.40000,131.90000,2.02000,2.04000,0.23310,0.30400,22.25720,24.41550,22.25720,11.55580,0.01230,3.94530,3.94530,0.24430,3.02570,89.97320,4.0869,4.0869
2020-09-30,2071.00000,1299.00000,772.00000,241.00000,-631.00000,917.00000,-145.00000,,-145.00000,-72.00000,-73.00000,-73.00000,-140.00000,-333.00000,-100.00000,-100.00000,126.30000,126.30000,-2.64000,-2.64000,0.25370,0.34000,-7.00140,-4.82860,-7.00140,-16.07920,0.01210,-0.68580,-0.68580,-0.04260,-0.51180,84.32420,2.872,2.872
2020-06-30,1669.00000,997.00000,672.00000,19.00000,-645.00000,714.00000,-42.00000,,-42.00000,6.00000,-48.00000,-48.00000,-93.00000,-66.00000,8.00000,8.00000,126.20000,128.30000,-0.52000,-0.51000,0.31130,0.45210,-2.51650,0.47930,-2.51650,-3.95450,0.01000,-0.46650,-0.46650,-0.02880,-0.32130,81.55000,3.9202,3.9202
2020-03-31,1685.00000,882.00000,803.00000,76.00000,-640.00000,759.00000,44.00000,,44.00000,-6.00000,50.00000,50.00000,-130.00000,-100.00000,87.00000,87.00000,130.90000,137.40000,-0.76000,-0.73000,0.38190,0.61800,2.61130,5.16320,2.61130,-5.93470,0.01080,0.60500,0.60500,0.03210,0.37390,65.52870,-0.55310,-0.55310
2019-12-31,1812.00000,862.00000,950.00000,46.00000,-776.00000,870.00000,80.00000,,80.00000,-264.00000,344.00000,344.00000,-1119.00000,-785.00000,128.00000,128.00000,141.00000,147.00000,-5.53000,-5.31000,0.30290,0.43460,4.41500,7.06400,4.41500,-43.32230,0.01070,3.38550,3.38550,0.20360,2.36000,76.78760,3.0142,3.0142
2019-09-30,1875.00000,1003.00000,872.00000,36.00000,-628.00000,723.00000,149.00000,,149.00000,5.00000,144.00000,144.00000,-4.00000,107.00000,208.00000,208.00000,138.40000,144.30000,0.77000,0.74000,0.30660,0.44220,7.94670,11.09330,7.94670,5.70670,0.01120,1.28450,1.28450,0.08630,0.89070,83.18310,2.235,2.235
2019-06-30,1969.00000,951.00000,1018.00000,43.00000,-674.00000,775.00000,243.00000,,243.00000,33.00000,210.00000,210.00000,42.00000,226.00000,301.00000,301.00000,144.10000,149.90000,1.57000,1.51000,0.31820,0.47580,12.34130,15.28700,12.34130,11.47790,0.01190,1.95550,1.95550,0.12710,1.33320,76.52710,2.7966,2.7966
2019-03-31,1822.00000,934.00000,888.00000,57.00000,-682.00000,786.00000,102.00000,,102.00000,9.00000,93.00000,93.00000,-20.00000,64.00000,149.00000,149.00000,146.90000,151.30000,0.44000,0.42000,0.34280,0.52160,5.59820,8.17780,5.59820,3.51260,0.01120,0.94840,0.94840,0.05740,0.62330,66.26970,0.86580,0.86580
2018-12-31,829.00000,91.00000,738.00000,-28.00000,-601.00000,665.00000,73.00000,,73.00000,-31.00000,104.00000,104.00000,-32.00000,8.00000,165.00000,165.00000,163.20000,168.20000,0.19000,0.20000,0.33330,0.50010,8.80580,19.90350,8.80580,0.96500,0.00530,1.15490,1.15490,0.06690,0.77000,59.64450,1.1424,1.1424
2018-09-30,2252.00000,1268.00000,984.00000,86.00000,-657.00000,798.00000,186.00000,,186.00000,21.00000,165.00000,165.00000,,142.00000,241.00000,241.00000,159.60000,164.00000,0.89000,0.87000,0.37650,0.60400,8.25930,10.70160,8.25930,6.30550,0.01360,1.79350,1.79350,0.10000,1.11820,58.56420,3.8639,3.8639
2018-06-30,2113.00000,1088.00000,1025.00000,74.00000,-648.00000,784.00000,241.00000,,241.00000,45.00000,196.00000,196.00000,28.00000,166.00000,303.00000,303.00000,167.00000,172.80000,1.00000,0.96000,0.36940,0.58600,11.40560,14.33980,11.40560,7.85610,0.01300,2.12080,2.12080,0.12040,1.33720,57.03990,3.8517,3.8517
