Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,,,,,,,,,,,,,,0.00000,,,,,,,,,,
2022-12-31,-0.69000,3.16100,-2.47100,-0.43000,-2.90100,-2.90100,-2.90100,-10.22700,-2.73300,-2.47100,1.35900,1.35900,-7.00000,-7.00000,1.95100,0.22610,0.35610,-30.86170,-30.86170,-18.36080,-23.88440,6.41640,-4.1218,-4.4056
2022-09-30,2.79200,1.76200,-4.55400,2.07900,-2.47500,-2.47500,-2.47500,-2.47500,-4.17700,-4.55400,1.45120,1.45120,-1.70000,-1.70000,2.16420,0.11560,0.14740,-10.12730,-19.43770,-7.44900,-8.95640,,-0.8976,-0.8984
2022-06-30,2.28500,2.47700,-4.76200,0.59300,-4.16900,-4.16900,-4.16900,-4.16900,-4.42200,-4.76200,1.26530,1.26530,-3.30000,-3.30000,3.19670,0.10950,0.13920,-15.79530,-29.70640,-12.62490,-14.06500,,-3.6367,-4.8531
2022-03-31,2.14200,3.16900,-5.31100,0.32300,-4.98800,-4.98800,-4.98800,-4.98800,-4.92900,-5.31100,1.26240,1.26240,-4.00000,-4.00000,4.38140,0.09920,0.12510,-15.28140,-25.65180,-12.43950,-13.76530,,-2.24970,-2.88340
2021-12-31,2.66700,2.80500,-5.47200,-0.81300,-6.28500,-6.28500,-6.28500,-6.28500,-5.27100,-5.47200,1.15960,1.15960,-5.00000,-5.00000,7.93680,0.00650,0.01090,-16.70570,-26.00440,-15.45970,-16.59710,29.91330,-4.2906,-4.961
2021-09-30,2.01800,2.06900,-4.08700,0.11500,-3.97200,-3.97200,-3.97200,-3.97200,-3.88600,-4.08700,1.24050,1.24050,-3.20000,-3.20000,11.44520,0.00200,0.00810,-9.72740,-13.47770,-9.17000,-9.70820,,-3.6668,-3.8434
2021-06-30,1.78300,1.68400,-3.46700,-0.64000,-4.10700,-4.10700,-4.10700,-4.10700,-3.29800,-3.46700,1.23670,1.23670,-3.30000,-3.30000,14.91970,0.00230,0.00710,-9.37500,-12.12290,-8.91820,-9.35320,,-2.7536,-3.2406
2021-03-31,1.12600,3.08000,-4.20600,0.54800,-3.65800,-3.65800,-3.65800,-3.65800,-4.09700,-4.20600,0.90350,0.90350,-4.00000,-4.00000,,,,,,,,,-1.32820,-1.57060
2020-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
2019-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
2018-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
