,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-07,2024-09-30,--,$-0.46
1,2024-08-08,2024-06-30,--,$-0.55
2,2024-05-09,2024-03-31,--,$-1.09
3,2024-03-28,2023-12-31,$-1.41,$-0.22
4,2023-11-09,2023-09-30,$-1.20,$-1.10
5,2023-08-10,2023-06-30,$-1.80,$-0.80
6,2023-05-11,2023-03-31,$-3.00,$-2.80
7,2023-03-16,2022-12-31,$-3.20,$-3.40
8,2022-11-10,2022-09-30,$-3.20,$-2.60
9,2022-08-11,2022-06-30,$-2.60,$-4.20
10,2022-05-12,2022-03-31,--,$-4.80
11,2022-03-29,2021-12-31,--,$-1.40
