Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,5471.00000,,5471.00000,3551.00000,,1729.00000,-165.00000,1564.00000,496.00000,1068.00000,1068.00000,1068.00000,1886.00000,1729.00000,33.62200,34.06400,31.96000,31.60000,1.30960,1.36250,-4.19280,100.00000,31.60300,31.60300,28.58710,19.52110,0.19750,1.71020,52.62480,-26.56720,-13.02280,3.85450,9.63030,-122.01420,19.848,17.6782
2024-09-30,7994.00000,,7994.00000,4660.00000,,3179.00000,-310.00000,2869.00000,352.00000,2517.00000,2517.00000,2517.00000,3334.00000,3179.00000,33.40100,33.86400,75.37000,74.34000,1.23090,1.35140,-4.50830,100.00000,39.76730,39.76730,35.88940,31.48610,0.28570,2.19070,41.08210,-68.90230,-31.69630,8.99640,24.20890,-110.10970,71.8904,69.5207
2024-06-30,5859.00000,,5859.00000,3861.00000,,1856.00000,66.00000,1922.00000,401.00000,1521.00000,1521.00000,1521.00000,1998.00000,1856.00000,33.83900,34.26700,44.94000,44.38000,1.16960,1.45770,-3.99090,100.00000,31.67780,31.67780,32.80420,25.96010,0.20530,1.53620,58.58680,-35.57060,-17.71080,5.32920,16.28130,-127.12570,74.6842,70.3755
2024-03-31,4415.00000,,4415.00000,3487.00000,,791.00000,146.00000,937.00000,161.00000,776.00000,776.00000,776.00000,928.00000,791.00000,34.20600,34.70600,22.69000,22.37000,1.21650,1.40930,-4.29790,100.00000,17.91620,17.91620,21.22310,17.57640,0.15920,1.33950,67.18910,-19.15100,-9.21620,2.79860,7.83760,-118.94560,77.91160,74.16590
2023-12-31,4784.00000,,4784.00000,4036.00000,,609.00000,-198.00000,411.00000,189.00000,222.00000,222.00000,222.00000,743.00000,609.00000,36.14000,36.53000,5.82000,5.71000,1.27790,1.27460,-5.35680,100.00000,12.72990,12.72990,8.59110,4.64050,0.19650,1.47060,61.19770,-8.09040,-3.09060,0.91200,2.22130,-79.77210,34.369,31.8994
2023-09-30,7341.00000,,7341.00000,4109.00000,,3103.00000,46.00000,3149.00000,638.00000,2511.00000,2511.00000,2511.00000,3232.00000,3103.00000,35.57000,35.98700,70.62000,69.80000,1.44010,1.05320,-22.85440,100.00000,42.26940,42.26940,42.89610,34.20520,0.28640,2.12970,42.25990,-401.76000,-49.34170,9.79520,21.37750,-17.76170,41.5225,39.4174
2023-06-30,5462.00000,,5462.00000,3668.00000,,1673.00000,-55.00000,1618.00000,328.00000,1290.00000,1290.00000,1290.00000,1794.00000,1673.00000,36.67800,36.96400,35.16000,34.89000,1.55030,1.05100,-21.90830,100.00000,30.62980,30.62980,29.62290,23.61770,0.20570,1.94720,46.21930,-193.98500,-24.76960,4.85730,9.88580,-18.45120,49.0885,46.5357
2023-03-31,3778.00000,,3778.00000,3208.00000,,450.00000,-147.00000,303.00000,37.00000,266.00000,266.00000,266.00000,570.00000,450.00000,37.62100,37.98300,7.07000,7.00000,1.59280,0.91770,11.95250,100.00000,11.91110,11.91110,8.02010,7.04080,0.14990,1.84470,48.78770,24.76720,-7.55900,1.05530,2.03720,28.86170,76.06030,73.74350
2022-12-31,4049.00000,,4049.00000,2819.00000,,1345.00000,107.00000,1452.00000,217.00000,1235.00000,1235.00000,1235.00000,1469.00000,1345.00000,39.87200,40.05200,30.55000,30.40000,1.86430,0.82030,4.74340,100.00000,33.21810,33.21810,35.86070,30.50140,0.15970,1.81650,49.54560,44.39250,-66.61270,4.86970,7.97910,73.47540,53.204,51.4016
2022-09-30,6052.00000,,6052.00000,3362.00000,,2583.00000,-407.00000,2176.00000,510.00000,1666.00000,1666.00000,1666.00000,2692.00000,2583.00000,39.56400,39.67100,42.10000,41.98000,1.45270,0.70240,2.69620,100.00000,42.68010,42.68010,35.95510,27.52810,0.27430,2.64970,33.96560,45.39510,-167.77440,7.55110,13.51070,93.88830,2.7486,0.1581
2022-06-30,4294.00000,,4294.00000,3181.00000,,1000.00000,144.00000,1144.00000,287.00000,857.00000,857.00000,857.00000,1107.00000,1000.00000,40.51200,40.66500,21.15000,21.07000,1.45150,0.68980,2.54470,100.00000,23.28830,23.28830,26.64180,19.95810,0.17530,1.90930,47.13790,21.41430,-112.02610,3.49900,6.64190,99.68120,66.2634,64.1319
2022-03-31,2695.00000,,2695.00000,2374.00000,,174.00000,-1023.00000,-849.00000,-149.00000,-700.00000,-700.00000,-700.00000,285.00000,174.00000,40.92100,40.92100,-17.10000,-17.10000,1.72170,0.67920,2.42240,100.00000,6.45640,6.45640,-31.50280,-25.97400,0.12040,1.67290,53.79960,-16.00730,139.44220,-3.12720,-5.13460,107.29970,41.42130,38.75760
