,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2025-03-05,2024-12-31,$0.37,$0.30
1,2024-11-20,2024-09-30,$0.45,$0.52
2,2024-08-21,2024-06-30,$0.26,$0.61
3,2024-05-22,2024-03-31,$0.25,$0.20
4,2024-03-05,2023-12-31,$0.09,$0.59
5,2023-11-21,2023-09-30,--,$0.15
6,2023-08-23,2023-06-30,--,$0.64
7,2023-05-23,2023-03-31,--,$0.38
8,2023-03-06,2022-12-31,--,$0.53
9,2022-11-22,2022-09-30,$0.21,$0.36
10,2022-08-23,2022-06-30,--,$0.67
11,2022-05-19,2022-03-31,$0.10,$0.19
12,2022-03-03,2021-12-31,--,$0.23
13,2021-11-24,2021-09-30,--,$0.17
14,2021-08-24,2021-06-30,--,$0.38
15,2021-05-26,2021-03-31,$0.13,$0.17
16,2021-03-09,2020-12-31,$0.17,$0.18
17,2020-11-24,2020-09-30,$0.15,$0.19
18,2020-08-25,2020-06-30,--,$0.18
19,2020-06-08,2020-03-31,$0.48,$0.25
20,2020-02-18,2019-12-31,--,$0.62
21,2019-11-07,2019-09-30,$0.37,$1.07
22,2019-08-12,2019-06-30,$0.35,$0.76
23,2019-05-10,2018-12-31,--,$0.37
24,2019-05-09,2019-03-31,--,$0.76
25,2018-11-23,2018-09-30,$0.25,$0.47
26,2018-08-23,2018-06-30,$0.34,$0.45
27,2018-06-01,2018-03-31,--,$0.39
28,2017-11-09,2017-09-30,$0.32,$0.32
29,2017-08-10,2017-06-30,$0.35,$-0.10
30,2017-05-11,2017-03-31,$0.36,$0.58
31,2016-11-10,2016-09-30,$0.35,$0.35
32,2016-08-11,2016-06-30,$0.44,$0.38
33,2016-05-11,2016-03-31,$0.47,$0.45
34,2016-02-22,2015-12-31,$0.56,$0.66
35,2015-11-12,2015-09-30,$0.61,$0.60
36,2015-08-11,2015-06-30,$0.53,$0.42
37,2015-05-08,2015-03-31,$0.59,$0.58
38,2015-02-10,2014-12-31,--,$0.53
