Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4.67500,4.67500,35.97000,10.15800,-41.45300,7.82300,-33.63000,-0.42000,-33.21000,-33.21000,-33.21000,-43.64400,-41.45300,61.76800,61.76800,-0.54000,-0.54000,10.69520,,,100.00000,-886.69520,-886.69520,-719.35830,-710.37430,0.00770,,,-6.24350,-6.24350,-5.49960,-6.24350,8.93640,-0.4806,-0.4931
2024-06-30,4.16700,4.16700,33.52000,9.44000,-38.79300,7.50100,-31.29200,-0.67600,-30.61600,-30.61600,-30.61600,-39.56300,-38.79300,61.30500,61.30500,-0.50000,-0.50000,13.73140,,,100.00000,-930.95750,-930.95750,-750.94790,-734.72520,0.00680,96.90700,0.92870,-5.65580,-5.65580,-4.98120,-5.65580,9.21210,4.3656,4.365
2024-03-31,254.95300,254.95300,33.73400,14.91000,206.30900,4.35700,210.66600,3.32600,207.34000,207.34000,207.34000,205.51400,206.30900,60.85570,63.59530,3.41000,3.26000,15.72420,,,100.00000,80.92040,80.92040,82.62940,81.32480,0.40520,0.84970,105.91710,36.99570,36.99570,32.94900,36.99570,9.56370,-0.43130,-0.43510
2023-12-31,,,28.89900,8.05200,-36.95100,4.28600,27.33500,,27.33500,27.33500,27.33500,-37.46700,23.04900,56.76360,56.76360,0.54000,0.54000,16.71420,,,,,,,,,,,8.11910,8.11910,7.63650,8.11910,5.83400,0.236,0.2352
2023-09-30,,,30.66400,7.66200,-38.32600,4.22100,-34.10500,,-34.10500,-34.10500,-34.10500,-38.50500,-38.32600,59.18300,59.18300,-0.58000,-0.58000,11.65830,,,,,,,,,,,-11.28750,-11.28750,-10.33440,-11.28750,5.24140,-0.4062,-0.4129
2023-06-30,,,33.18200,9.17200,-42.35400,3.89400,-38.46000,,-38.46000,-38.46000,-38.46000,-42.49300,-42.35400,56.77600,56.77600,-0.68000,-0.68000,12.00630,,,,,,,,,,,-13.07860,-13.07860,-12.00130,-13.07860,5.11480,-0.388,-0.3911
2023-03-31,,,27.41600,8.60500,-36.02100,2.29600,-33.72500,,-33.72500,-33.72500,-33.72500,-36.44400,-36.02100,50.57370,50.57370,-0.67000,-0.67000,10.14840,,,,,,,,,,,-15.60140,-15.60140,-14.06040,-15.60140,4.20220,-0.67910,-0.67930
2022-12-31,,,29.88400,6.63200,-36.51600,2.32200,-34.19400,,-34.19400,-34.19400,-34.19400,-36.59000,-36.51600,49.04220,49.04220,-0.69000,-0.69000,7.79620,,,,,,,,,,,-15.85930,-15.85930,-13.79190,-15.85930,4.36990,-0.6472,-0.6486
2022-09-30,,,25.40200,6.90100,-32.30300,1.07100,-31.23200,,-31.23200,-31.23200,-31.23200,-31.53900,-32.30300,49.10760,49.10760,-0.64000,-0.64000,7.52620,,,,,,,,,,,-12.82020,-12.82020,-11.06840,-12.82020,4.95170,-0.5119,-0.5152
2022-06-30,0.85900,0.85900,34.61100,7.69100,-41.44300,0.40600,-41.03700,,-41.03700,-41.03700,-41.03700,-40.50400,-41.44300,49.05000,49.05000,-0.84000,-0.84000,7.59090,,,100.00000,-4824.56300,-4824.56300,-4777.29900,-4777.29900,0.00280,19.97670,4.50520,-15.31360,-15.31360,-13.21590,-15.31360,5.50440,-0.2733,-0.2792
2022-03-31,25.72200,25.72200,36.31800,10.51500,-21.11100,0.18100,-20.93000,,-20.93000,-20.93000,-20.93000,-19.92000,-21.11100,48.75260,48.75260,-0.43000,-0.43000,7.85900,,,100.00000,-82.07370,-82.07370,-81.37000,-81.37000,0.07390,1.02270,87.99860,-6.93560,-6.93560,-6.00930,-6.93560,6.21560,-0.77260,-0.77820
2021-12-31,8.61700,8.61700,38.37300,7.26000,-37.01600,0.10900,-36.90700,,-36.90700,-36.90700,-36.90700,-35.68800,-37.01600,46.32290,46.32290,-0.78000,-0.78000,7.74120,,,100.00000,-429.56940,-429.56940,-428.30460,-428.30460,0.02480,5.50260,16.35600,-12.30150,-12.30150,-10.61480,-12.30150,6.27160,-0.6421,-0.647
2021-09-30,10.28600,10.28600,36.95600,7.25600,-33.92600,0.12200,-33.80400,,-33.80400,-33.80400,-33.80400,-32.72200,-33.92600,47.98720,47.98720,-0.70000,-0.70000,8.36880,,,100.00000,-329.82700,-329.82700,-328.64090,-328.64090,0.02760,3.89920,23.08190,-10.25420,-10.25420,-9.05850,-10.25420,6.91520,-0.5172,-0.5218
2021-06-30,2.26500,2.26500,26.43200,6.71500,-30.88200,0.04000,-30.84200,,-30.84200,-30.84200,-30.84200,-29.78100,-30.88200,44.86460,44.86460,-0.69000,-0.69000,8.65240,,,100.00000,-1363.44400,-1363.44400,-1361.67800,-1361.67800,0.00560,0.32010,281.20530,-8.62840,-8.62840,-7.62980,-8.62840,7.52110,-0.519,-0.5301
2021-03-31,6.18900,6.18900,24.24500,5.96500,-24.02100,0.02300,-23.99800,,-23.99800,-23.99800,-23.99800,-23.04900,-24.02100,44.22420,44.22420,-0.54000,-0.54000,8.27200,,,100.00000,-388.12410,-388.12410,-387.75240,-387.75240,0.02080,1.54880,58.10960,-9.25370,-9.25370,-8.05110,-9.25370,5.90210,-0.65020,-0.65340
2020-12-31,5.65000,5.65000,19.48600,4.99400,-18.83000,-0.05600,-18.88600,,-18.88600,-18.88600,-18.88600,-17.86900,-18.83000,34.39650,34.39650,-0.40000,-0.40000,7.84290,,,100.00000,-333.27430,-333.27440,-334.26550,-334.26560,0.01740,2.32890,38.64430,-6.75450,-6.75450,-5.82060,-6.75450,6.39170,-0.6732,-0.6776
2020-09-30,13.11400,13.11400,15.99500,4.89100,-7.77200,0.00900,-7.76300,,-7.76300,-7.76300,-7.76300,-7.05800,-7.77200,37.38690,37.38690,-0.21000,-0.21000,5.29400,,,100.00000,-59.26490,-59.26490,-59.19630,-59.19630,0.06030,4.70200,19.14060,-4.57750,-4.57750,-3.57220,-4.57750,4.54480,-0.296,-0.297
2020-06-30,6.21700,6.21700,20.25700,4.17700,-18.21700,-0.07500,-18.29200,1.12900,-19.42100,-19.42100,-19.42100,-17.67400,-18.21700,32.79970,32.79970,-0.59000,-0.59000,6.15010,,,100.00000,-293.01910,-293.01910,-294.22550,-312.38540,0.02760,2.07440,43.38590,-11.59570,-11.59570,-8.63230,-11.59570,4.55100,-0.5661,-0.5694
2020-03-31,3.64700,3.64700,18.76800,4.57600,-19.69700,-0.20700,-19.90400,0.17600,-20.08000,-20.08000,-20.08000,-19.15500,-19.69700,27.70400,27.70400,-0.72000,-0.72000,3.46380,0.13560,0.15690,100.00000,-540.08780,-540.08780,-545.76360,-550.58950,0.02700,1.01470,88.69210,-32.04290,-32.04290,-14.88500,-27.69730,2.28420,-0.57200,-0.57700
