Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,255.50000,255.50000,97.80000,-28.70000,129.00000,-119.60000,9.50000,1.00000,8.50000,8.50000,,8.50000,140.60000,129.00000,7.67700,8.06000,1.10000,1.05000,22.73520,0.95560,21.54120,100.00000,50.48920,50.48920,3.71820,3.32680,0.01960,1.55130,58.01570,1.90970,-0.35200,0.06530,0.08470,57.97840,48.2341,48.8008
2023-06-30,272.00000,272.00000,71.40000,-61.70000,138.90000,-122.50000,16.30000,0.90000,15.40000,15.40000,,15.50000,142.30000,138.90000,7.65300,7.92000,2.02000,1.95000,22.20800,0.95570,21.58920,100.00000,51.06620,51.06620,5.99260,5.69850,0.02060,1.44220,62.40440,3.55000,-0.68690,0.11650,0.15720,56.50650,-54.3781,-54.7649
2023-03-31,261.80000,261.80000,100.40000,-82.70000,78.70000,-117.00000,-38.30000,1.90000,-40.20000,-40.20000,,-40.20000,84.80000,78.70000,7.53400,7.53400,-5.34000,-5.34000,19.09880,0.95680,22.16050,100.00000,30.06110,30.06110,-14.62950,-15.35520,0.02070,1.30770,68.82350,-9.65650,1.85740,-0.31840,-0.41690,54.50380,-27.52850,-27.62150
2022-12-31,250.40000,250.40000,103.90000,-111.40000,35.10000,-113.60000,-78.90000,0.90000,-79.80000,-79.80000,,-79.70000,41.60000,35.10000,8.64700,8.99700,-8.78000,-8.44000,16.71890,0.95200,19.84630,100.00000,14.01760,14.01760,-31.50960,-31.82910,0.02020,1.38500,64.98400,-17.47320,3.61330,-0.64360,-0.83820,60.68300,-11.2668,-11.4122
2022-09-30,249.70000,249.70000,121.90000,8.40000,136.20000,-103.30000,33.00000,-4.00000,37.00000,37.00000,,36.90000,144.30000,136.20000,8.53000,8.86700,4.33000,4.17000,18.74430,0.94150,16.10540,100.00000,54.54550,54.54550,13.21590,14.77770,0.02020,1.46160,61.57560,6.77520,-1.70650,0.29940,0.39610,68.82240,-2.6733,-2.8299
2022-06-30,222.20000,222.20000,126.40000,4.00000,99.80000,-90.60000,9.50000,-0.90000,10.40000,10.40000,,10.40000,104.40000,99.80000,9.25700,9.36700,1.12000,1.11000,17.97220,0.94090,15.92850,100.00000,44.91450,44.91450,4.27540,4.68050,0.01840,1.24500,72.29160,1.91210,-0.53560,0.08590,0.11290,59.19200,12.6776,12.8501
2022-03-31,231.60000,231.60000,109.30000,17.70000,140.00000,-78.70000,61.30000,3.20000,58.10000,58.10000,,58.10000,145.70000,140.00000,9.21500,9.66200,6.30000,6.01000,17.58010,0.94160,16.11600,100.00000,60.44910,60.44910,26.46810,25.08640,0.01880,1.08500,82.95080,10.87750,-3.24740,0.47240,0.63550,57.78130,20.51340,20.56510
2021-12-31,293.96000,293.96000,218.97920,-59.61700,15.36380,-82.66000,-4.06500,-2.29200,-1.77300,-1.77300,,-1.67300,21.19880,15.36380,9.02300,9.38200,-0.18000,-0.17000,16.74860,0.94570,17.42140,100.00000,5.22650,5.22650,-1.38280,-0.56910,0.02420,1.62680,55.32390,-0.37190,0.10000,-0.01460,-0.02020,51.77020,-6.016,-6.2882
2021-09-30,283.10100,283.10100,66.67680,-21.74800,194.67620,-121.08200,10.26300,-11.28900,21.55200,21.55200,,21.55200,199.34320,194.67620,9.18900,9.40200,2.35000,2.29000,16.54540,0.94520,17.25180,100.00000,68.76560,68.76560,3.62520,7.61280,0.02350,1.54620,58.20570,4.58680,-1.26300,0.17900,0.25130,51.13410,-19.8831,-19.71
2021-06-30,265.44500,265.44500,137.52800,-84.73000,43.18700,-65.42400,-22.23700,-11.91500,-10.32200,-10.32200,,-10.32200,47.00200,43.18700,9.00000,9.00000,-1.15000,-1.15000,15.64300,0.95140,19.57530,100.00000,16.26970,16.26970,-8.37730,-3.88860,0.02260,1.60700,56.00650,-2.30870,0.63500,-0.08770,-0.11220,48.65600,-9.3471,-9.4297
2021-03-31,207.59400,207.59400,126.21600,7.79500,89.17300,-77.53400,11.63900,3.09600,8.54300,8.54300,,8.54300,93.65600,89.17300,8.68900,8.87700,0.98000,0.96000,14.68950,0.95310,20.33210,100.00000,42.95550,42.95550,5.60660,4.11520,0.01930,1.16490,77.26050,1.94150,-0.88970,0.07930,0.09100,50.56420,-14.67920,-14.67870
2020-12-31,230.99900,230.99900,128.19000,80.10300,182.91200,-183.93700,-0.82500,6.42000,-7.24500,-7.24500,,-7.24500,188.27900,182.91200,8.74900,8.74900,-0.89000,-0.89000,13.65870,0.94970,18.87730,100.00000,79.18300,79.18300,-0.35710,-3.13640,0.02170,1.23090,73.11660,-1.74420,0.82380,-0.06800,-0.08770,47.80990,1.2231,1.4517
2020-09-30,249.03500,249.03500,136.78900,-46.54700,65.69900,-77.07300,-11.37400,-1.95400,-9.42000,-9.42000,,-9.42000,71.15800,65.69900,8.67000,8.67000,-1.09000,-1.09000,,0.95500,21.20760,100.00000,26.38140,26.38140,-4.56720,-3.78260,0.02390,1.23530,72.85980,-2.21930,1.46150,-0.09040,-0.09990,48.94680,2.6513,2.6513
2020-06-30,227.02400,227.02400,122.30700,-45.93600,58.78100,-64.93700,-6.15600,-8.11000,1.95400,1.95400,,1.95400,67.39600,58.78100,8.65100,8.66100,0.23000,0.23000,12.46120,0.95000,19.01860,100.00000,25.89200,25.89200,-2.71160,0.86070,0.02200,0.91680,98.16340,0.45150,-0.31920,0.01900,0.02260,49.90650,6.9411,6.6282
2020-03-31,253.84200,253.84200,121.81400,-189.52000,-57.49200,-29.85300,-87.34500,-61.85600,-25.48900,-25.48900,,-25.48900,-50.83300,-57.49200,8.99100,8.99100,-2.84000,-2.84000,11.80510,0.94930,18.73890,100.00000,-22.64870,-22.64870,-34.40920,-10.04130,0.02540,1.07880,83.42770,-5.92960,4.10870,-0.25520,-0.30040,49.73400,19.01650,19.32940
2019-12-31,261.63400,261.63400,128.81400,-9.67800,123.14200,-85.89900,37.24300,2.37000,34.87300,34.87300,,34.87300,131.27700,123.14200,8.96300,8.96300,3.90250,3.90250,10.69310,0.95310,20.32210,100.00000,47.06650,47.06650,14.23480,13.32890,0.02510,1.30020,69.21810,8.46410,-3.24590,0.33510,0.39700,45.82480,-3.5619,-3.0974
2019-09-30,283.51500,283.51500,163.30500,118.58100,238.79100,-277.10800,-38.31700,4.45000,-42.76700,-42.76700,,-42.76700,246.06500,238.79100,8.97300,8.97300,-4.77000,-4.77000,10.04400,0.95450,20.96960,100.00000,84.22520,84.22520,-13.51500,-15.08460,0.02850,1.86250,48.32190,-11.21950,3.98070,-0.42950,-0.51070,42.45980,6.1527,5.7764
2019-06-30,274.33800,274.33800,160.93000,-170.56400,-57.15600,-27.17700,-84.33300,5.40400,-89.73700,-89.73700,,-89.73700,-45.39300,-57.15600,8.96890,8.96890,-10.04500,-10.04500,9.86940,0.94760,18.06810,100.00000,-20.83410,-20.83410,-30.74050,-32.71040,0.02850,1.45940,61.67080,-21.21970,10.08580,-0.93210,-1.11280,47.10570,3.0916,3.1894
