Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.17130,0.02010,0.15120,0.16710,,0.16810,-0.01690,0.05410,0.03720,-0.01690,0.05410,0.05410,0.05410,-0.01580,-0.01690,2.02700,2.06400,0.03000,0.03000,54.33140,88.27400,-9.88500,-9.88500,21.72310,31.59710,0.00910,2.01970,44.56100,0.29170,0.29170,0.28900,0.29170,9.15190,-0.1196,-0.1196
2024-06-30,1.02740,0.01770,1.00970,0.50310,0.14060,0.36360,0.64610,0.06460,0.71080,0.14550,0.56530,0.56530,0.56530,0.64720,0.64610,2.02700,2.06300,0.28000,0.27000,20.77800,98.27680,62.88760,62.88760,69.17780,55.01840,0.05420,6.07170,14.82300,3.05820,3.05820,2.98290,3.05820,9.11900,0.3413,0.4094
2024-03-31,0.14180,0.01430,0.12750,0.56300,,0.56420,-0.43660,0.05020,-0.38640,0.01490,-0.40130,-0.40130,-0.40130,-0.43550,-0.43660,1.99100,1.99100,-0.20000,-0.20000,24.38190,89.88430,-307.79640,-307.79640,-272.39390,-282.92690,0.00770,1.49180,60.32930,-2.22690,-2.22690,-2.18220,-2.22690,8.94850,-0.16970,-0.16970
2023-12-31,0.69040,0.02790,0.66250,0.30270,,0.30380,0.35870,0.05510,0.41380,0.17210,0.24160,0.24160,0.24160,0.35990,0.35870,1.97400,2.01100,0.12000,0.12000,18.95410,95.95880,51.95560,51.95560,59.92960,34.99840,0.03670,6.59180,13.65330,1.31910,1.31910,1.28440,1.31910,9.20040,0.3256,0.3346
2023-09-30,0.25900,0.00790,0.25110,0.24630,,0.24730,0.00380,0.04380,0.04760,0.01190,0.03570,0.03570,0.03570,0.00530,0.00380,1.97400,2.28500,0.02000,0.02000,74.08340,96.95600,1.47200,1.47200,18.39240,13.79450,0.01430,3.88270,23.18010,0.19790,0.19790,0.19660,0.19790,9.07900,0.0594,0.0513
2023-06-30,0.37040,0.01320,0.35720,0.25400,,0.25510,0.10210,0.03550,0.13760,0.03440,0.10320,0.10320,0.10320,0.10330,0.10210,1.97400,2.03700,0.05000,0.05000,74.00700,96.43020,27.56680,27.56680,37.16100,27.87080,0.02050,4.46020,20.17840,0.57620,0.57620,0.57240,0.57620,9.00800,0.0969,0.0946
2023-03-31,0.16580,0.01020,0.15560,0.64730,0.15000,0.49840,-0.34280,0.02600,-0.31690,-0.07920,-0.23760,-0.23760,-0.23760,-0.34170,-0.34280,1.97400,1.97400,-0.12000,-0.12000,46.83730,93.84960,-206.80790,-206.80790,-191.14810,-143.36160,0.00930,2.14130,42.03120,-1.34190,-1.34190,-1.32840,-1.34190,8.90360,-0.04580,0.03020
2022-12-31,0.28310,0.03620,0.24690,1.69490,0.01330,1.68470,-1.43780,0.01830,-1.41950,-0.42550,-0.99410,-0.99410,-0.99410,-1.43450,-1.43780,1.95800,1.95900,-0.50000,-0.50000,31.09530,87.20550,-507.82790,-507.82790,-501.37710,-351.09810,0.01600,2.23950,40.18670,-5.70630,-5.70630,-5.62010,-5.70630,8.82490,0.1219,0.1287
2022-09-30,0.33020,0.02140,0.30890,0.41120,0.00570,0.40620,-0.09740,0.00910,-0.08830,-0.03660,-0.05170,-0.05170,-0.05170,-0.09610,-0.09740,1.97300,1.97300,-0.03000,-0.03000,39.83020,93.53180,-29.48260,-29.48260,-26.72490,-15.65660,0.01920,3.38910,26.55560,-0.30750,-0.30750,-0.30050,-0.30750,8.51760,0.1609,0.1638
2022-06-30,0.31020,0.01760,0.29260,0.59730,,0.59790,-0.30530,0.00410,-0.30120,-0.02450,-0.27670,-0.27670,-0.27670,-0.30460,-0.30530,1.94600,1.94600,-0.14000,-0.14000,43.44770,94.33780,-98.42530,-98.42530,-97.10100,-89.19360,0.01830,2.11170,42.62010,-1.66510,-1.66510,-1.62890,-1.66510,8.46090,-0.0468,-0.0534
2022-03-31,0.18190,0.01110,0.17080,0.17230,,0.17290,-0.00200,0.00560,0.00360,-0.00110,0.00470,0.00470,0.00470,-0.00140,-0.00200,1.94200,1.94200,0.00000,0.00000,30.38950,93.89890,-1.11970,-1.11970,1.97510,2.60560,0.01070,3.77600,23.83500,0.02850,0.02850,0.02780,0.02850,8.55350,-0.02480,-0.02480
2021-12-31,0.20480,0.01500,0.18980,0.25900,0.17420,0.08540,0.10450,0.00690,0.11140,0.08170,0.02970,0.02970,0.02970,0.10500,0.10450,1.94200,1.94200,0.01000,0.01000,30.61920,92.69060,50.99720,50.99720,54.38270,14.49340,0.01200,4.03670,22.29560,0.17880,0.17880,0.17410,0.17880,8.55110,-0.1029,0.0118
2021-09-30,0.17350,0.01550,0.15800,0.14110,0.26130,-0.11970,0.27770,0.00360,0.28130,0.09280,0.18850,0.18850,0.18850,0.27830,0.27770,1.94200,1.94200,0.10000,0.10000,24.70300,91.05770,160.01520,160.01520,162.10230,108.62190,0.01020,2.88220,31.22670,1.13720,1.13720,1.10320,1.13720,8.53580,0.0001,0.1345
2021-06-30,0.21130,0.01370,0.19760,0.14830,0.18400,-0.03520,0.23280,0.00480,0.23760,0.06330,0.17430,0.17430,0.17430,0.23370,0.23280,1.94200,1.94200,0.09000,0.09000,25.95620,93.51650,110.18710,110.18710,112.45260,82.50970,0.01250,4.58030,19.64950,1.06390,1.06390,1.03320,1.06390,8.43870,0.0447,0.1518
2021-03-31,0.15490,0.00920,0.14570,0.10310,0.40620,-0.30270,0.44830,0.00470,0.45300,0.02620,0.42680,0.42680,0.42680,0.44890,0.44830,1.94200,1.94200,0.22000,0.22000,25.64620,94.07330,289.47480,289.47480,292.48750,275.57980,0.00930,1.62800,55.28390,2.63240,2.63240,2.55630,2.63240,8.34890,-0.07770,0.19900
2020-12-31,0.14200,0.00760,0.13440,0.14760,0.05930,0.08870,0.04570,0.00400,0.04970,0.03050,0.01920,0.01920,0.01920,0.04650,0.04570,1.94200,1.94200,0.00000,0.00000,20.66970,94.66250,32.16230,32.16230,34.97960,13.48950,0.00870,1.44150,62.43290,0.12130,0.12130,0.11740,0.12130,8.12920,-0.0187,0.012
2020-09-30,0.16080,0.00610,0.15480,0.12140,0.04130,0.08140,0.07330,0.00690,0.08020,0.03020,0.05010,0.05010,0.05010,0.07520,0.07330,1.94200,1.94200,0.03000,0.03000,19.33410,96.21370,45.59200,45.59200,49.89060,31.12000,0.00990,2.00530,44.88190,0.31740,0.31740,0.30670,0.31740,8.11930,0.0435,0.0667
2020-06-30,0.18870,0.01210,0.17660,0.19310,0.22080,-0.02750,0.20410,0.03040,0.23450,0.02270,0.21180,0.21180,0.21180,0.20440,0.20410,1.94250,1.94250,0.11000,0.11000,20.67110,93.59610,108.15860,108.15860,124.25900,112.23810,0.01160,2.37670,37.86740,1.34750,1.34750,1.30380,1.34750,8.09350,0.0362,0.1501
2020-03-31,0.18040,0.01420,0.16620,0.14310,0.03310,0.11020,0.05600,0.01790,0.07380,0.01540,0.05840,0.05840,0.05840,0.05630,0.05600,1.94250,1.94250,0.03000,0.03000,22.19880,92.13490,31.01870,31.01870,40.92780,32.36410,0.01130,2.32210,38.75830,0.37650,0.37650,0.36490,0.37650,7.98450,0.01120,0.02830
2019-12-31,0.21270,0.01590,0.19680,0.14730,,0.14740,0.04930,0.02510,0.07440,0.01140,0.06300,0.06300,0.06300,0.04990,0.04930,1.94200,1.94200,0.04000,0.04000,29.11230,92.54220,23.18730,23.18730,34.97140,29.61240,0.01340,2.06890,43.50200,0.40760,0.40760,0.39700,0.40760,7.95440,0.0615,0.0615
2019-09-30,0.22830,0.03010,0.19830,0.14320,,0.14370,0.05460,0.02850,0.08310,0.02510,0.05800,0.05800,0.05800,0.05520,0.05460,1.94200,1.94200,0.03000,0.03000,28.92900,86.83130,23.89580,23.89580,36.38260,25.38790,0.01450,2.04990,43.90410,0.37680,0.37680,0.36690,0.37680,7.92200,0.0652,0.0652
2019-06-30,0.21680,0.01440,0.20240,0.20840,0.00500,0.20400,-0.00160,0.02950,0.02790,0.00460,0.02330,0.02330,0.02330,-0.00110,-0.00160,1.94250,1.94250,0.01000,0.01000,32.53710,93.33740,-0.74950,-0.74950,12.85100,10.73350,0.01380,2.67000,33.70770,0.15180,0.15180,0.14820,0.15180,7.89210,-0.0058,0.006
2019-03-31,0.15350,0.01950,0.13400,0.12000,0.07590,0.04460,0.08940,0.02650,0.11590,0.01020,0.10570,0.10570,0.10570,0.09000,0.08940,1.94250,1.94250,0.05000,0.05000,30.73450,87.29500,58.22450,58.22450,75.50680,68.88480,0.00980,2.61790,34.37920,0.69080,0.69080,0.67400,0.69080,7.88010,-0.02060,0.02380
2018-12-31,0.19630,0.00830,0.18800,0.17090,0.00000,0.17140,0.01670,0.04530,0.06200,0.02140,0.04060,0.04060,-0.19250,0.00510,0.01670,1.94200,1.94200,0.02000,0.02000,25.97150,95.76300,8.48170,8.48170,31.56690,-98.04680,0.01260,1.65740,54.30240,0.26710,0.26710,0.26020,0.26710,7.82570,0.0739,0.0868
2018-09-30,0.25770,0.04440,0.21330,0.13640,,0.13740,0.07590,0.02630,0.10220,0.01680,0.08540,0.08540,0.08540,0.07610,0.07590,1.94200,1.94200,0.04000,0.04000,24.52280,82.78440,29.45950,29.45950,39.66570,33.13980,0.01660,2.13950,42.06560,0.56340,0.56340,0.55020,0.56340,7.80480,0.0479,0.0276
2018-06-30,0.39400,0.03560,0.35840,0.13370,0.00330,0.13060,0.22780,0.01300,0.24080,0.08910,0.15170,0.15170,0.15170,0.23420,0.22780,1.94200,1.94200,0.08000,0.08000,24.86050,90.96930,57.81270,57.81270,61.10020,38.50030,0.02560,4.22890,21.28230,1.00660,1.00660,0.98380,1.00660,7.76080,0.0251,0.0463
2018-03-31,0.34670,0.04420,0.30250,0.13260,0.87830,-0.74550,1.04800,0.01290,1.06090,0.22350,0.83740,0.83740,0.83740,1.05670,1.04800,1.94200,1.94200,0.43000,0.43000,10.39680,87.23950,302.27750,302.27750,306.00470,241.52670,0.02220,5.41520,16.61970,5.61240,5.61240,5.36580,5.61240,7.68270,-0.02250,0.46950
2017-12-31,0.35150,0.03430,0.31720,0.14340,0.00330,0.14060,0.17660,0.01290,0.18950,-0.02390,0.21350,0.21350,0.21350,0.19280,0.17660,1.94200,1.94200,0.11000,0.11000,20.31050,90.24910,50.25040,50.25040,53.92560,60.73210,0.02390,3.10870,28.95140,1.49110,1.49110,1.44980,1.49110,7.37160,0.0656,0.036
2017-09-30,0.19730,0.02890,0.16850,0.11620,0.02860,0.08790,0.08050,0.01150,0.09200,0.04070,0.05130,0.05130,0.05130,0.08080,0.08050,1.94200,1.94200,0.03000,0.03000,14.74600,85.36770,40.81780,40.81780,46.62810,25.99700,0.01350,2.68110,33.56800,0.36380,0.36380,0.35020,0.36380,7.26160,0.0591,0.033
2017-06-30,0.39700,0.04140,0.35560,0.10060,,0.10090,0.25480,0.01040,0.26510,0.05160,0.21350,0.21350,0.21350,0.25500,0.25480,1.94200,1.94200,0.11000,0.11000,28.58890,89.56510,64.16920,64.16920,66.77950,53.77260,0.02740,4.74790,18.95580,1.51930,1.51930,1.47290,1.51930,7.23520,0.1107,0.1106
2017-03-31,0.19880,0.03740,0.16140,0.13490,0.00290,0.13220,0.02920,0.01020,0.03940,-0.00520,0.04460,0.04460,0.04460,0.02940,0.02920,1.94200,1.94200,0.02000,0.02000,12.73110,81.20300,14.69430,14.69430,19.83190,22.44790,0.01370,2.41940,37.19970,0.32250,0.32250,0.30780,0.32250,7.12530,-0.02720,-0.03110
2016-12-31,0.22540,0.07660,0.14880,0.09400,,0.09240,0.05640,0.00420,0.06060,0.01360,0.04690,0.04690,0.04690,0.05490,0.05640,1.94200,1.94200,0.03000,0.03000,34.25310,66.03420,25.01120,25.01120,26.87540,20.82450,0.01560,3.61210,24.91660,0.33560,0.33560,0.32560,0.33560,7.20230,0.0503,0.047
2016-09-30,0.21000,0.03910,0.17100,0.15390,,0.15410,0.01680,0.01240,0.02920,0.00790,0.02140,0.02140,0.02140,0.01710,0.01680,1.94200,1.94200,0.01000,0.01000,34.02120,81.39100,8.01500,8.01500,13.91760,10.17460,0.01460,2.68360,33.53700,0.15330,0.15330,0.14860,0.15330,7.17820,0.0349,-1.0335
2016-06-30,0.13960,0.03360,0.10610,0.12780,,0.12770,-0.02170,0.00700,-0.01470,-0.01820,0.00360,0.00360,0.00360,-0.02170,-0.02170,1.94200,1.94200,0.00000,0.00000,43.25360,75.95170,-15.52830,-15.52830,-10.51140,2.55640,0.00970,2.50250,35.96440,0.02560,0.02560,0.02490,0.02560,7.16720,-0.0298,-0.157
2016-03-31,0.28830,0.01790,0.27040,0.13280,,0.13460,0.13580,0.01130,0.14720,0.04840,0.09880,0.09880,0.09880,0.13760,0.13580,1.94200,1.94200,0.05000,0.05000,34.28550,93.78340,47.11420,47.11420,51.04920,34.26680,0.02000,6.19790,14.52100,0.71000,0.71000,0.68640,0.71000,7.16530,0.08920,0.04840
2015-12-31,0.18060,0.01910,0.16150,0.11850,0.00000,0.11850,0.04300,0.00840,0.05140,0.01240,0.03890,0.03890,0.03890,0.04300,0.04300,1.94200,1.94200,0.02000,0.02000,113.98480,89.43170,23.80390,23.80390,28.42770,21.54300,0.01280,2.78960,32.26240,0.28180,0.28180,0.27490,0.28180,7.11110,-0.0034,-0.0035
