Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,224.40600,224.40600,45.93200,7.76700,119.64600,-24.44700,95.19900,95.19900,95.19900,95.19900,190.07800,186.24100,201.26100,201.26100,0.31000,0.84000,4.73460,0.53400,1.14570,100.00000,53.31680,82.99290,42.42270,42.42270,0.02580,3.03100,29.69280,2.37140,2.37140,1.09350,1.10520,15.19060,-1.0113,-1.0113
2024-06-30,171.27100,171.27100,32.70800,14.40000,92.84700,-83.59500,9.25200,9.25200,9.25200,9.25200,152.44300,152.96300,199.97000,199.97000,0.05000,0.05000,5.01430,0.51560,1.06460,100.00000,54.21060,89.31050,5.40200,5.40200,0.02020,2.09160,43.02870,0.22820,0.22820,0.10910,0.11050,15.31940,0.8857,0.8857
2024-03-31,164.23000,164.23000,38.15900,5.15700,87.10300,6.45500,93.55800,93.55800,93.55800,93.55800,130.41100,131.22800,170.63700,170.63700,0.55000,0.55000,6.29330,0.55740,1.25960,100.00000,53.03720,79.90500,56.96770,56.96770,0.02760,2.64540,34.02110,3.60720,3.60720,1.57440,1.59640,15.12180,0.8699,0.8699
2023-12-31,164.77000,164.77000,39.17500,,84.03500,-8.25900,75.77600,75.77600,75.77600,75.77600,124.07200,125.59500,169.65000,169.65000,0.45000,0.45000,3.15050,0.54450,1.19550,100.00000,51.00140,76.22440,45.98900,45.98900,0.02890,3.02360,29.76550,2.95550,2.95550,1.32940,1.34610,15.03010,0.96450,0.96450
2023-09-30,164.54000,164.54000,39.22700,,84.69100,16.87300,101.56400,101.56400,101.56400,101.56400,124.41700,125.31300,170.32500,170.32500,0.60000,0.48000,2.87300,0.55030,1.22370,100.00000,51.47140,76.15960,61.72600,61.72600,0.02870,2.83430,31.75430,3.98620,3.98620,1.77140,1.79260,15.02330,0.3749,0.3749
2023-06-30,154.72000,154.72000,41.45500,,73.77800,-0.79500,72.98300,72.98300,72.98300,72.98300,112.08200,113.26500,169.98000,169.98000,0.43000,0.43000,1.66530,0.55610,1.25270,100.00000,47.68490,73.20640,47.17100,47.17100,0.02700,5.16890,17.41190,2.90090,2.90090,1.27220,1.28770,14.83440,0.288,0.288
2023-03-31,146.95300,146.95300,40.25900,,70.43800,-11.93500,58.50300,58.50300,58.50300,58.50300,105.42300,106.69400,170.83500,170.83500,0.34000,0.34000,2.33140,0.55280,1.23600,100.00000,47.93230,72.60420,39.81070,39.81070,0.02590,4.70400,19.13270,2.33440,2.33440,1.03150,1.04400,14.72960,0.1744,0.1744
2022-12-31,136.87700,136.87700,38.76900,,63.86300,-38.28200,25.58100,25.58100,25.58100,25.58100,96.38400,98.10800,170.89600,170.89600,0.15000,0.15000,1.84480,0.55100,1.22700,100.00000,46.65720,71.67600,18.68900,18.68900,0.02420,4.83080,18.63030,1.01770,1.01770,0.45150,0.45700,14.70890,0.30970,0.30970
2022-09-30,119.64800,119.64800,34.72200,,55.93700,-47.85400,8.08300,8.08300,8.08300,8.08300,81.93000,84.92600,170.67500,170.67500,0.05000,0.35000,2.29730,0.54730,1.20900,100.00000,46.75130,70.97990,6.75560,6.75560,0.02110,5.75400,15.64140,0.31770,0.31770,0.14230,0.14380,14.88920,0.9268,0.9268
2022-06-30,95.62600,95.62600,18.42000,,53.92800,-38.52200,15.40600,15.40600,15.40600,15.40600,77.63300,77.20600,170.89600,170.89600,0.09000,0.09000,2.93460,0.54790,1.21180,100.00000,56.39470,80.73750,16.11070,16.11070,0.01660,4.64900,19.35890,0.59540,0.59540,0.26700,0.26920,15.14190,-1.0901,-1.0901
