Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,3.96300,3.74200,-1.91100,-9.61600,0.17700,-9.43900,,-9.43900,-9.43900,-9.43900,-9.59100,-9.61600,66.19030,66.19030,-0.14000,-0.14000,15.40320,0.68590,2.18370,,,,,,,,,-39.30950,-39.30950,-11.41270,-12.34730,0.45030,-0.106,-0.106
2024-06-30,,,2.81500,5.04600,-1.80100,-9.66200,0.29900,-9.36300,,-9.36300,-9.36300,-9.36300,-9.63600,-9.66200,66.16550,66.16550,-0.14000,-0.14000,19.12830,0.61710,1.61150,,,,,,,,,-29.27950,-29.27950,-10.49290,-11.21200,0.60030,-0.0484,-0.0485
2024-03-31,,,3.63900,3.95300,-2.88400,-10.47600,0.12200,-10.35400,,-10.35400,-10.35400,-10.35400,-10.44800,-10.47600,50.15500,50.15500,-0.21000,-0.21000,22.75230,0.55920,1.26860,,,,,,,,,-25.93620,-25.93620,-10.78530,-11.43270,0.74980,-0.17810,-0.17810
2023-12-31,,,5.45200,3.37100,-4.97700,-13.80000,0.18900,-13.61100,,-13.61100,-13.61100,-13.61100,-13.77400,-13.80000,42.95600,42.95600,-0.32000,-0.32000,10.10680,0.74800,2.96770,,,,,,,,,-81.15790,-81.15800,-18.09350,-20.45440,0.50090,-0.2284,-0.2291
2023-09-30,,,6.72100,4.22700,-4.41200,-15.36000,0.27900,-15.08100,,-15.08100,-15.08100,-15.08100,-15.33600,-15.36000,42.97320,42.97320,-0.35000,-0.35000,10.45070,0.63180,1.71610,,,,,,,,,-52.90830,-52.90840,-17.31140,-19.47970,0.85130,-0.2824,-0.2829
2023-06-30,,,8.62200,4.44500,-3.36900,-16.43600,0.39300,-16.04300,,-16.04300,-16.04300,-16.04300,-16.41200,-16.43600,42.93700,42.93700,-0.37000,-0.37000,13.88840,0.54330,1.18970,,,,,,,,,-39.70250,-39.70250,-16.53590,-18.13160,1.21110,-0.2454,-0.2461
2023-03-31,1.00000,1.00000,10.25700,3.88900,-2.35600,-15.50200,0.55200,-14.95000,,-14.95000,-14.95000,-14.95000,-15.48400,-15.50200,42.85300,42.85300,-0.35000,-0.35000,13.62650,0.46730,0.87740,100.00000,-1550.20000,-1550.20000,-1495.00000,-1495.00000,0.00900,1.44090,62.46000,-27.71850,-27.71860,-13.45880,-14.76470,1.61790,-0.32450,-0.32520
2022-12-31,3.50000,3.50000,10.57800,4.12300,-2.55800,-13.75900,0.58200,-13.17700,,-13.17700,-13.17700,-13.17700,-13.74400,-13.75900,42.45000,42.45000,-0.32000,-0.32000,11.69620,,,100.00000,-393.11430,-393.11430,-376.48570,-376.48570,0.04700,3.96830,22.68000,-19.86040,-19.86040,-17.69130,-19.86040,1.93510,-0.3039,-0.3065
2022-09-30,1.50000,1.50000,9.82600,4.03400,-2.67000,-15.03000,0.47400,-14.55600,,-14.55600,-14.55600,-14.55600,-15.00300,-15.03000,42.49200,42.49200,-0.34000,-0.34000,12.71400,,,100.00000,-1002.00000,-1002.00000,-970.40000,-970.40000,0.01750,3.44830,26.10000,-18.86590,-18.86590,-16.97120,-18.86590,2.53900,-0.269,-0.2714
2022-06-30,,,10.65700,3.91800,-2.23100,-16.80600,0.15800,-16.64800,,-16.64800,-16.64800,-16.64800,-16.78200,-16.80600,42.27900,42.27900,-0.39000,-0.39000,21.26460,,,,,,,,,,,-19.21090,-19.21090,-18.23460,-19.21090,2.88810,-0.3329,-0.3343
2022-03-31,,,8.76800,3.64300,-1.63600,-14.04700,0.04000,-14.00700,,-14.00700,-14.00700,-14.00700,-14.02400,-14.04700,42.24300,42.24300,-0.33000,-0.33000,22.76920,,,,,,,,,,,-13.90190,-13.90190,-13.23930,-13.90190,3.36790,-0.33020,-0.33020
2021-12-31,,,10.91600,3.78700,-2.21500,-16.91800,0.03400,-16.88400,,-16.88400,-16.88400,-16.88400,-16.89500,-16.91800,41.83400,41.83400,-0.40000,-0.40000,17.55320,,,,,,,,,,,-14.99470,-14.99470,-14.08770,-14.99470,3.76610,-0.3001,-0.3001
2021-09-30,,,9.73300,2.96100,-1.57900,-14.27300,0.04800,-14.22500,,-14.22500,-14.22500,-14.22500,-14.24900,-14.27300,42.18790,42.18790,-0.34000,-0.34000,22.70530,,,,,,,,,,,-11.16410,-11.16410,-10.63350,-11.16410,4.26570,-0.2369,-0.2369
2021-06-30,15.00000,15.00000,9.42700,3.01800,-1.84300,0.71200,0.05800,0.77000,,0.77000,0.77000,0.77000,0.73500,0.71200,44.53010,44.53010,0.02000,0.02000,27.09950,,,100.00000,4.74670,4.74670,5.13330,5.13330,0.10310,61.98350,1.45200,0.55160,0.55160,0.52920,0.55160,4.67710,0.0451,0.0451
2021-03-31,,,8.59500,2.63300,-1.36600,-12.59400,0.08000,-12.51400,,-12.51400,-12.51400,-12.51400,-12.57100,-12.59400,41.25630,41.25630,-0.30000,-0.30000,23.59770,,,,,,,,,,,-9.48090,-9.48090,-9.03910,-9.48090,4.42240,-0.30230,-0.30230
2020-12-31,,,5.76600,1.67400,-1.32200,-8.76200,0.09600,-8.66600,,-8.66600,-8.66600,-8.66600,-8.73700,-8.76200,29.34500,29.34500,-0.10000,-0.10000,24.14130,,,,,,,,,,,-6.05510,-6.05510,-5.77830,-6.05510,4.79830,-0.319,-0.319
2020-09-30,,,8.22800,2.95200,-0.90500,-12.08500,0.08900,-11.99600,-0.01700,-11.97900,-11.97900,-11.97900,-12.06200,-12.08500,29.77410,29.77410,-0.40000,-0.40000,18.26540,,,,,,,,,,,-11.72140,-11.72140,-11.01040,-11.72140,4.13310,-0.0032,-0.0032
