Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,22.37120,2.59460,19.77650,,21.71980,,21.71980,-1.94330,-0.10100,-2.04430,,-2.04430,-2.04430,,-2.04430,-1.31320,-1.94330,140.45500,140.45500,-0.01000,-0.01000,0.78140,0.00010,0.00200,88.40180,-8.68650,-8.68650,-9.13810,-9.13810,0.77190,2.54730,35.33220,-16.48230,139.76580,-7.05320,-16.48110,0.08830,0.0076,0.0041
2024-06-30,18.20900,2.90620,15.30280,,17.00220,,17.00220,-1.69940,-0.04250,-1.75250,-0.00540,-1.74720,-1.74720,,-1.74720,-1.00260,-1.69940,140.11900,140.11900,-0.01000,-0.01000,0.79820,0.00040,0.00250,84.03980,-9.33270,-9.33270,-9.62460,-9.59520,0.63990,2.25320,39.94280,-12.90430,359.27300,-6.13950,-12.89860,0.09640,0.0015,-0.0017
2024-03-31,17.02380,2.09900,14.92470,,17.01600,,17.01610,-2.09130,-0.02040,-2.11170,,-2.11170,-2.11170,,-2.11170,-1.39860,-2.09130,138.79000,138.79000,-0.02000,-0.02000,0.89200,0.00080,0.00330,87.66990,-12.28450,-12.28450,-12.40420,-12.40420,0.57170,1.95440,46.04930,-13.98000,-253.54330,-7.09190,-13.96880,0.10830,-0.00980,-0.01320
2023-12-31,20.84210,2.64350,18.19860,,20.62550,,20.62560,-2.42700,0.02560,-2.40130,,-2.40130,-2.40130,,-2.40130,-1.73480,-2.42700,131.11600,131.11600,-0.01000,-0.01000,1.01450,0.00110,0.00410,87.31640,-11.64460,-11.64460,-11.52150,-11.52150,0.64380,2.25880,39.84370,-14.14030,-97.45420,-7.41740,-14.12510,0.12310,-0.0159,-0.0188
2023-09-30,24.57060,2.27460,22.29600,,23.48710,,23.48710,-1.19110,0.02010,-1.17100,,-1.17100,-1.17100,,-1.17100,-0.50060,-1.19110,127.38110,127.38110,-0.01000,-0.01000,1.10080,0.00130,0.00460,90.74250,-4.84760,-4.84760,-4.76580,-4.76580,0.67920,2.41840,37.21420,-6.20590,-28.52970,-3.23690,-6.19800,0.13670,0.0187,0.0153
2023-06-30,16.65140,2.36850,14.28290,,17.62190,,17.62200,-3.33910,-0.03820,-3.37720,,-3.37720,-3.37720,,-3.37720,-2.63350,-3.33910,127.25000,127.25000,-0.03000,-0.03000,1.13960,0.00170,0.00550,85.77570,-20.05270,-20.05270,-20.28200,-20.28200,0.48570,1.54240,58.35000,-17.31680,-75.17890,-9.85050,-17.28730,0.14150,0.0044,0.0013
2023-03-31,11.84740,3.19060,8.65690,,12.09230,,12.09220,-3.43540,-0.00470,-3.44010,,-3.44010,-3.44010,,-3.44010,-2.76370,-3.43540,120.97100,120.97100,-0.03000,-0.03000,1.06460,0.00270,0.03910,73.06960,-28.99700,-28.99700,-29.03670,-29.03670,0.39290,1.29890,69.28710,-18.44620,-101.39100,-11.40790,-18.39600,0.15330,-0.02670,-0.03010
2022-12-31,17.27090,5.52720,11.74360,,15.67620,,15.67620,-3.93250,-0.04430,-3.97680,,-3.97680,-3.97680,,-3.97680,-3.25280,-3.93250,119.82600,119.82600,-0.03000,-0.03000,1.20480,0.00320,0.00790,67.99680,-22.76980,-22.76970,-23.02600,-23.02600,0.48570,1.55320,57.94670,-18.28460,-63.66230,-11.18420,-18.22550,0.18100,-0.023,-0.0262
2022-09-30,17.07220,6.78200,10.29010,,14.06370,,14.06370,-3.77360,-0.03700,-3.81060,,-3.81060,-3.81060,,-3.81060,-3.10790,-3.77360,119.99540,119.99540,-0.03000,-0.03000,1.47970,0.00160,0.00530,60.27430,-22.10350,-22.10350,-22.32030,-22.32030,0.45160,1.78630,50.38250,-15.11250,-40.25600,-10.08080,-15.08880,0.20990,-0.0021,-0.0054
2022-06-30,22.65130,9.27360,13.37770,,16.21550,,16.21550,-2.83780,-0.39210,-3.22990,,-3.22990,-3.22990,,-3.22990,-2.19430,-2.83780,119.82800,119.82800,-0.03000,-0.03000,1.65240,0.00190,0.00560,59.05940,-12.52830,-12.52830,-14.25930,-14.25930,0.53320,1.72980,52.02940,-11.33060,-25.81570,-7.60340,-11.30920,0.23780,0.0086,0.0049
