Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,938.71900,257.81100,680.90800,78.26200,523.52000,664.58200,16.32600,-369.61000,-353.28400,-115.83900,-237.44500,-237.44500,,-243.71900,79.12600,16.32600,83.17800,83.17800,-2.93000,-2.93000,2.74540,0.23290,0.31040,72.53590,1.73920,1.73920,-37.63470,-25.96290,0.09540,1.96480,45.80630,-3.67870,-8.43480,-2.41370,-2.82180,74.82510,1.1447,0.9584
2024-06-30,949.52700,267.50300,682.02400,78.15900,545.70600,694.02300,-11.99900,-164.10600,-176.10500,-34.63800,-141.46700,-141.46700,,-142.23200,58.15900,-11.99900,83.10000,83.10000,-1.71000,-1.71000,2.67600,0.22740,0.30020,71.82780,-1.26370,-1.26370,-18.54660,-14.97930,0.09310,1.93840,46.43020,-2.11270,-4.67830,-1.38640,-1.63220,77.75110,1.0479,0.8543
2024-03-31,929.68000,271.96400,657.71600,86.99900,556.59400,716.89400,-59.17800,158.83800,99.66000,54.68800,44.97200,44.97200,,43.46000,14.12300,-59.17800,82.97200,85.85800,0.52000,0.51000,2.70170,0.22530,0.29580,70.74650,-6.36540,-6.36540,10.71980,4.67470,0.08970,2.00460,44.89790,0.65970,1.44710,0.43410,0.51110,79.19470,0.74600,0.71050
2023-12-31,1058.03400,304.89400,753.14010,83.59200,541.83200,790.09700,-36.95680,476.05790,439.10100,112.45100,326.65000,326.65000,,332.69000,127.71620,-36.95720,83.56900,83.56900,4.14000,4.19000,2.35730,0.22780,0.29950,71.18300,-3.49300,-3.49300,41.50160,31.44420,0.10200,1.97160,45.64930,4.83570,11.43720,3.14960,3.73390,78.63430,0.5457,0.389
2023-09-30,1111.34100,342.35300,768.98790,79.71400,617.86200,801.72500,-32.73710,-478.12300,-510.86000,-118.83800,-392.02200,-392.02200,,-390.53800,71.41190,-32.73710,82.82600,82.82600,-4.72000,-4.72000,2.16190,0.23770,0.31650,69.19460,-2.94570,-2.94570,-45.96790,-35.14120,0.11090,2.14010,42.05350,-6.11340,-16.39710,-3.91310,-4.66010,74.69670,0.1785,-0.0462
2023-06-30,1111.58900,353.07800,758.51100,86.39800,632.12000,813.98400,-55.47300,-60.45400,-115.92700,-24.29700,-91.63000,-91.63000,,-89.04500,39.99300,-55.47300,83.08100,83.08100,-1.07000,-1.07000,2.12570,0.22840,0.30050,68.23660,-4.99040,-4.99040,-10.42890,-8.01060,0.10540,2.13080,42.23680,-1.35200,-3.41580,-0.86860,-1.04320,78.99280,1.2589,0.2202
2023-03-31,1084.27100,342.92900,741.34200,84.78700,676.37300,876.93800,-135.59590,690.41710,554.82100,139.50200,415.31900,415.31900,,403.61900,-19.81800,-135.59590,85.53400,88.35300,4.72000,4.57000,2.38320,0.22530,0.29520,68.37240,-12.50570,-12.50570,51.17000,37.22490,0.10080,2.01560,44.65220,6.00130,14.97220,3.86200,4.64900,79.39150,0.28480,0.37000
2022-12-31,1246.45300,439.28590,807.16690,73.49800,665.00010,882.30310,-75.13660,56.55710,-18.58000,-5.57000,-13.01000,-13.01010,,-1.41900,68.66930,-75.13680,86.35000,86.35000,-0.07000,-0.07000,2.37140,0.23510,0.31190,64.75710,-6.02800,-6.02810,-1.49060,-0.11380,0.11990,2.05070,43.88680,-0.19790,-0.54840,-0.12520,-0.15140,73.95510,0.2277,0.0317
2022-09-30,1300.90100,451.24500,849.65600,75.42700,750.56500,974.33600,-124.68010,32.76800,-91.91200,-26.06500,-65.84700,-65.84700,,-63.82300,23.66400,-124.68010,86.02200,86.02200,-0.74000,-0.74000,2.28630,0.23660,0.31450,65.31290,-9.58410,-9.58410,-7.06530,-4.90610,0.12460,2.21400,40.64950,-1.00710,-2.93000,-0.63060,-0.76880,73.59170,-1.0954,-1.5557
2022-06-30,1362.58100,509.57000,853.01100,84.90800,762.36200,1019.15100,-166.14000,-938.24700,-1104.38700,-228.98800,-875.39890,-875.39890,,-869.13000,5.74100,-166.14000,86.74800,86.74800,-10.02000,-10.02000,2.08440,0.23480,0.31140,62.60260,-12.19300,-12.19300,-81.05110,-63.78560,0.12680,2.15150,41.83170,-13.21320,-39.36120,-8.14390,-10.11060,74.28480,-0.2398,-0.7373
