Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,789.92800,789.92800,230.16400,-194.81400,364.95000,-467.31500,-102.36500,0.98300,-103.34800,-103.34800,-124.65900,364.95000,364.95000,779.11880,779.11880,-0.16000,-0.16000,1.75110,0.00370,0.55300,100.00000,46.20040,46.20040,-12.95880,-15.78110,0.02690,,,-0.84000,-0.95200,-0.35130,-0.83690,,-0.1103,-0.106
2024-06-30,822.35500,822.35500,259.00400,-220.53200,342.81900,-392.97500,-50.15500,50.29500,-100.45000,-100.45000,-108.99300,342.81900,342.81900,573.64700,573.64700,-0.19000,-0.19000,1.63470,0.07020,0.75510,100.00000,41.68750,41.68750,-6.09890,-13.25380,0.02750,,,-0.88290,-1.00700,-0.33650,-0.82100,,0.7214,0.7171
2024-03-31,964.47000,964.47000,277.08000,-218.79400,468.59600,-406.65200,61.94500,176.89300,-114.94800,-114.94800,-120.55800,468.59600,468.59600,574.08570,574.08570,-0.21000,-0.21000,1.70070,0.06180,0.58240,100.00000,48.58590,48.58590,6.42270,-12.49990,0.03030,,,-0.89410,-0.99950,-0.36100,-0.83890,,0.12120,0.12120
2023-12-31,991.00290,991.00290,367.87820,-264.23090,358.89390,-511.42780,-152.53170,-35.70750,-116.82410,-116.82410,-118.51400,358.89390,358.89390,573.08750,573.58100,-0.20240,-0.20240,1.67880,0.06050,0.55330,100.00000,36.21520,36.21520,-15.39170,-11.95900,0.02960,,,-0.88250,-0.98550,-0.34880,-0.82910,23.09570,1.4978,1.4879
2023-09-30,1103.40900,1103.40900,382.44300,-254.93600,466.03000,-424.46000,41.57000,23.61900,17.95100,17.95100,12.85300,466.03000,466.03000,642.65000,642.65000,0.02000,0.02000,1.59160,0.06060,0.54330,100.00000,42.23550,42.23550,3.76740,1.16480,0.03110,,,0.13880,0.15490,0.05050,0.13040,,0.8473,0.853
2023-06-30,1278.43600,1278.43600,418.32600,-264.81700,595.29310,-414.12100,181.17200,42.76700,138.40500,138.40500,133.12800,595.29310,595.29310,554.70000,554.70000,0.24000,0.24000,1.60790,0.06050,0.47960,100.00000,46.56420,46.56420,14.17140,10.41340,0.03300,,,1.05850,1.18040,0.35730,0.99450,,0.5752,0.5695
2023-03-31,1467.43500,1467.43500,551.30200,-276.57000,639.56300,-477.31700,162.24400,55.60300,106.64100,106.64100,97.84700,639.56300,639.56300,611.54380,611.54380,0.16000,0.16000,1.47850,0.05820,0.54650,100.00000,43.58370,43.58370,11.05630,6.66790,0.03100,,,0.77120,0.85980,0.22490,0.72630,,0.78240,0.78240
2022-12-31,1767.32800,1767.32800,649.07970,-311.20410,807.04420,-948.19780,-141.15290,18.16830,-159.32120,-159.32020,-160.81680,836.50480,807.04420,572.52500,573.68400,-0.26200,-0.14800,1.42870,0.05870,0.58050,100.00000,45.66470,45.66470,-7.98680,-9.09940,0.03410,,,-1.13110,-1.26150,-0.30700,-1.06470,23.40710,1.2463,1.2357
2022-09-30,1854.68200,1854.68200,655.51600,-292.84900,906.31700,-609.55400,296.76200,106.33000,190.43200,190.43200,186.51300,906.31700,906.31700,582.85310,582.85310,0.32000,0.32000,1.43650,0.12340,0.63940,100.00000,48.86640,48.86640,16.00070,10.05630,0.03560,,,1.42450,1.58830,0.36550,1.24870,,0.5851,0.569
2022-06-30,2282.44000,2282.44000,635.67000,-308.23000,1338.54000,-688.68300,649.85700,211.45600,438.40100,438.40100,434.29700,1338.54000,1338.54000,571.44340,603.19020,0.76000,0.72000,1.43740,0.11390,0.55150,100.00000,58.64510,58.64510,28.47200,19.02780,0.04120,,,3.01990,3.35880,0.79220,2.67590,,-0.2389,-0.2389
