Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,87.35100,37.23000,50.12100,35.46100,35.57300,14.54800,,14.54800,1.08200,13.46600,13.46600,13.10100,15.46400,15.63600,0.85000,0.84000,0.19960,0.35930,30.94200,27.86440,0.00760,2.78770,3.06410,0.21870,2.15420,32.33440,0.1215,1.6926
2024-06-30,102.80200,37.59500,65.20700,34.94700,35.06100,30.14600,,30.14600,4.51700,25.62900,25.62900,25.26500,15.44400,15.55600,1.64000,1.62000,0.21050,0.69850,47.72500,39.99780,0.01030,5.69060,6.30190,0.41800,4.32660,30.22670,2.2926,2.2315
2024-03-31,89.31400,38.33100,50.98300,48.34000,48.55700,2.42600,,2.42600,0.35600,2.07000,2.07000,1.70500,15.40300,15.54300,0.11000,0.11000,0.21850,0.57790,4.29840,3.02100,0.00900,0.48310,0.55430,0.03290,0.36290,28.85570,0.79070,0.71520
2023-12-31,91.91500,36.66100,55.25400,39.90900,40.13000,15.12400,-0.18800,14.93600,5.15600,9.78000,9.78000,9.41500,15.37600,15.47500,0.61000,0.60000,0.21500,0.68060,29.88220,18.83640,0.00810,2.23540,2.55830,0.15870,1.68820,29.51880,-3.0835,-3.1645
2023-09-30,85.18600,33.02300,52.16300,35.53100,35.75600,16.40700,0.05500,16.46200,2.44000,14.02200,14.02200,13.65700,15.39100,15.46200,0.89000,0.88000,0.23340,0.47580,32.15420,26.67540,0.00830,3.58230,4.17330,0.22840,2.62990,26.53660,2.8263,2.7938
2023-06-30,82.58100,28.77800,53.80300,36.80100,37.03100,16.77200,0.01900,16.79100,2.41800,14.37300,14.37300,14.00900,15.37200,15.41300,0.91000,0.91000,0.22600,1.17020,33.20150,27.70060,0.00820,3.51780,4.07260,0.23400,2.61210,27.65050,0.5361,0.5111
2023-03-31,74.69500,21.95600,52.73900,37.64100,37.87500,14.86400,,14.86400,2.77500,12.08900,12.08900,11.72400,15.34800,15.43500,0.76000,0.76000,0.22720,0.56830,30.63160,24.16070,0.00810,2.98100,3.45750,0.20260,2.20960,27.50070,0.42510,0.37020
2022-12-31,68.74200,14.65600,54.08600,39.03900,39.27800,14.80800,-0.35000,14.45800,2.37000,12.08800,12.08800,11.72400,15.38400,15.47100,0.76000,0.76000,0.15470,0.68840,30.13900,24.43980,0.00830,3.11300,3.63890,0.20850,2.51920,26.44100,1.0051,0.8306
2022-09-30,63.32700,7.60700,55.72000,36.89700,37.14100,18.57900,,18.57900,4.72500,13.85400,13.85400,13.48900,15.32900,15.39300,0.88000,0.88000,0.15840,0.36330,36.14170,26.24010,0.00910,3.67720,4.32400,0.24630,2.95900,25.69770,2.3129,2.2063
2022-06-30,56.63600,3.67900,52.95700,31.93200,32.18100,20.77600,-1.26900,19.50700,3.85900,15.64800,15.64800,15.28300,15.30600,15.38500,1.00000,0.99000,0.14820,0.42990,37.23140,29.16940,0.00940,3.83050,4.44670,0.28100,3.13040,27.76840,2.5007,2.3183
2022-03-31,53.67300,2.79300,50.88000,32.20000,32.45400,18.42600,,18.42600,3.44300,14.98300,14.98300,14.61800,15.57700,15.69900,0.94000,0.93000,0.14210,0.16560,37.94400,30.10240,0.00860,3.48800,4.02010,0.26610,2.87670,29.20750,2.81510,2.73760
2021-12-31,55.42700,2.88500,52.54200,28.33500,28.59400,23.94800,,23.83700,4.22500,19.61200,19.61200,19.24700,15.84100,15.93700,1.22000,1.21000,0.12760,0.20570,44.36110,35.81910,0.00970,4.02010,4.55310,0.35520,3.38690,32.08270,2.1016,2.0413
2021-09-30,53.31000,2.95400,50.35600,28.36400,28.62800,21.72800,,21.72800,4.55300,17.17500,17.17500,16.81100,15.83700,15.93600,1.06000,1.05000,0.13000,0.14950,42.69010,33.02950,0.00910,3.60270,4.09560,0.30540,3.02460,31.18380,0.5317,0.4626
2021-06-30,51.14200,3.22000,47.92200,22.05600,22.32200,25.60000,,25.60000,5.40000,20.20000,20.20000,19.83400,15.82500,15.91300,1.25000,1.25000,0.13150,0.15140,48.72110,37.74740,0.00990,4.29940,4.89270,0.38150,3.60150,30.74900,0.6736,0.4514
2021-03-31,54.23200,3.41600,50.81600,24.48800,24.75900,26.05700,,26.05700,5.34700,20.71000,20.71000,20.34500,15.88900,15.97200,1.28000,1.27000,0.13650,0.15800,49.35320,38.53440,0.00990,4.61290,5.88460,0.38860,3.83540,29.45760,1.27130,1.25310
2020-12-31,51.50400,3.98700,47.51700,31.62600,31.89900,15.61800,-0.13000,15.48800,1.68800,13.80000,13.80000,13.43500,16.02200,16.06300,0.84000,0.84000,0.13580,0.16850,36.85690,31.97130,0.00860,3.05960,3.49740,0.28090,2.54620,29.19610,1.4413,1.3524
2020-09-30,51.93600,4.22000,47.71600,30.86100,31.14100,16.57500,-1.36200,15.21300,2.94000,12.27300,12.27300,11.90800,16.03100,16.05800,0.74000,0.74000,0.07920,0.09760,34.82190,27.25690,0.00880,2.79550,3.21030,0.24750,2.47630,28.45500,0.6301,0.6038
2020-06-30,49.47200,5.57800,43.89400,30.03400,30.32100,13.57300,,13.57300,2.44100,11.13200,11.13200,10.76600,16.01800,16.04700,0.67000,0.67000,0.08070,0.32280,33.80740,26.81580,0.00860,2.58450,2.97880,0.23780,2.28420,27.93650,0.3649,0.2948
2020-03-31,51.56300,8.52900,43.03400,41.29100,41.58500,1.44900,,1.44900,0.32200,1.12700,1.12700,0.76200,16.00600,16.06900,0.05000,0.05000,0.08210,0.33860,4.97610,2.61680,0.00650,0.26700,0.30900,0.02520,0.23540,27.42950,0.26900,0.22110
2019-12-31,51.84600,9.00600,42.84000,29.11900,29.42100,13.41900,,13.41900,0.31200,13.10700,13.10700,12.74200,15.97200,16.03100,0.80000,0.79000,0.08210,0.71710,33.39140,31.70680,0.00920,3.10870,3.60060,0.29900,2.74080,27.42900,1.0362,0.9567
2019-09-30,54.82000,9.97600,44.84400,27.42100,27.73000,17.11400,,17.11400,4.28100,12.83300,12.83300,12.46800,15.99100,16.05600,0.78000,0.78000,0.08320,0.57940,39.80000,28.99540,0.00990,3.09010,3.59070,0.29620,2.71960,27.04530,0.7446,0.7042
2019-06-30,51.88100,10.18400,41.69700,27.04100,27.35700,14.34000,,14.34000,2.93900,11.40100,11.40100,11.03500,15.97000,16.01500,0.69000,0.69000,0.08500,0.82330,36.44870,28.04820,0.00910,2.81490,3.28730,0.26430,2.46990,26.40540,0.8579,0.7936
2019-03-31,50.63400,9.72200,40.91200,26.04100,26.36400,14.54800,,14.54800,3.02700,11.52100,11.52100,11.15600,15.93000,15.97800,0.70000,0.70000,0.08760,0.79980,36.62730,28.08730,0.00920,2.94710,3.46600,0.26780,2.57470,25.61030,0.96120,0.94090
2018-12-31,50.47300,9.09600,41.37700,29.00700,29.33700,12.04000,,9.69000,2.19900,7.49100,7.49100,7.12600,15.91000,15.95600,0.45000,0.45000,0.09000,1.28370,25.84480,19.00620,0.00870,1.97670,2.34010,0.17370,1.72010,24.87870,0.8997,0.855
