Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,139.29300,57.51000,81.78300,6.80900,,62.87600,18.90700,-30.42600,-11.51900,-11.51900,-11.51900,,-11.51900,75.36700,18.90700,123.10000,123.10000,-0.09000,-0.09000,0.57680,1.36300,13.57360,13.57360,-8.26960,-8.26960,0.03370,-0.70660,-0.73060,-0.27840,-0.29900,13.14650,0.3534,0.177
2024-06-30,143.26200,58.56500,84.69700,8.35200,,65.26300,19.43400,-29.24100,-9.80700,-9.80700,-9.80700,,-9.80900,76.57200,19.43400,123.95300,123.95300,-0.08000,-0.08000,0.57260,1.33970,13.56540,13.56540,-6.84550,-6.84690,0.03440,-0.59140,-0.61110,-0.23580,-0.25280,13.37410,0.5389,0.128
2024-03-31,144.53800,59.44400,85.09400,7.61200,-18.43200,83.03300,2.06100,-29.82200,-27.76100,-27.76100,-27.76100,,-27.76300,59.01000,2.06100,123.79970,123.79970,-0.22000,-0.22000,0.55170,1.23080,1.42590,1.42590,-19.20670,-19.20810,0.03620,-1.65060,-1.70480,-0.69510,-0.73990,13.57610,0.18870,0.24720
2023-12-31,145.33100,59.08500,86.24600,7.17700,-18.48900,87.93400,-1.68800,-26.33900,-28.02700,-28.02700,-28.02700,,-28.03000,60.43000,-1.68800,123.65860,123.65860,-0.22000,-0.22000,0.54390,1.19250,-1.16150,-1.16150,-19.28500,-19.28700,0.03580,-1.62670,-1.67880,-0.69080,-0.74190,13.92700,0.4015,0.0547
2023-09-30,146.98600,59.84700,87.13900,7.04300,-10.95700,76.31000,10.82900,-27.83000,-17.00100,-17.00100,-17.00100,,-17.00200,67.26000,10.82900,123.69600,123.69600,-0.14000,-0.14000,0.53710,1.16030,7.36740,7.36740,-11.56640,-11.56710,0.03610,-0.96210,-1.00300,-0.41730,-0.44540,14.28550,0.5279,0.1905
2023-06-30,143.07200,58.36800,84.70400,7.27900,,65.08700,19.61700,-21.60200,-1.98500,-1.98500,-1.98500,,-1.98800,76.86200,19.61700,123.67100,123.67100,-0.02000,-0.02000,0.53270,1.14020,13.71130,13.71130,-1.38740,-1.38950,0.03490,-0.11040,-0.11580,-0.04850,-0.05160,14.53070,0.4429,0.1565
2023-03-31,142.36700,57.79100,84.57600,7.69100,,65.51900,19.05700,-20.42100,-1.36400,-1.36400,-1.36400,,-1.36700,75.96300,19.05700,123.55000,123.55000,-0.01000,-0.01000,0.54700,1.20760,13.38580,13.38580,-0.95810,-0.96020,0.03360,-0.07490,-0.07850,-0.03220,-0.03390,14.72060,0.32700,0.03410
2022-12-31,147.20800,59.76300,87.44500,7.91500,,92.59900,-5.15400,80.72400,75.57000,75.57000,75.57000,,75.56900,51.97300,-5.15400,123.35120,123.52390,0.61000,0.61000,0.51750,1.07270,-3.50120,-3.50120,51.33550,51.33490,0.03600,4.08650,4.27840,1.84970,1.97160,14.98100,0.4166,1.4498
2022-09-30,144.10000,59.03900,85.06100,6.59000,,64.82100,20.24000,-16.90900,3.33100,3.33100,3.33100,,3.33100,77.01900,20.24000,123.39540,123.69750,0.03000,0.03000,0.54410,1.19370,14.04580,14.04580,2.31160,2.31160,0.03440,0.18530,0.19610,0.07960,0.08450,14.56570,0.5836,-1.9007
2022-06-30,136.30900,53.63400,82.67500,7.02700,,60.87900,21.79600,-13.83100,7.96500,7.96500,7.96500,,7.96600,74.54500,21.79600,123.36600,123.67900,0.06000,0.06000,0.47980,0.92240,15.99010,15.99010,5.84330,5.84410,0.03690,0.43870,0.46400,0.21550,0.22820,14.71480,0.4195,0.2035
