Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.41600,0.80900,-0.39300,21.23700,17.82800,75.26800,-75.66100,2.95700,-72.70400,,-72.70400,-72.70400,-72.70400,-77.74500,-75.66100,68.09150,68.09150,-1.07000,-1.07000,4.54910,-94.47120,-18187.74000,-18187.74000,-17476.92000,-17476.92000,0.00170,,0.24030,374.49520,-37.05550,-37.05550,-28.99890,-37.05550,2.86240,-0.6096,-1.141
2024-06-30,-1.02300,7.41800,-8.44100,23.34700,21.64700,67.84500,-76.28600,3.58600,-72.70000,,-72.70000,-72.70000,-72.70000,-79.25600,-76.28600,68.02490,68.02490,-1.07000,-1.07000,4.66210,825.12220,7457.08700,7457.08700,7106.54900,7106.54900,-0.00310,,-0.25010,-359.91200,-27.82150,-27.82150,-21.88690,-27.82150,3.83830,-0.9787,-0.98
2024-03-31,88.64300,116.40600,-27.76300,36.60800,57.75900,94.36700,-122.13000,3.57900,-118.55100,0.24200,-118.79300,-118.79300,-118.79300,-124.39700,-122.13000,67.85440,67.85440,-1.75000,-1.75000,4.47990,-31.32000,-137.77740,-137.77740,-133.73980,-134.01280,0.21230,,4.35570,20.66260,-36.61520,-36.61520,-28.45630,-36.61520,4.77280,-0.00720,-0.00820
2023-12-31,108.44900,9.36000,99.08900,44.91400,52.24100,97.15500,1.93400,4.54200,6.47600,1.74500,4.73100,4.73100,4.73100,-0.33700,1.93400,67.23450,69.99130,0.07000,0.07000,5.66380,91.36920,1.78330,1.78330,5.97150,4.36240,0.20960,0.24420,2.70780,33.23680,1.09150,1.09150,0.91430,1.09150,6.40160,0.1937,0.1887
2023-09-30,102.69300,5.21800,97.47500,30.03700,48.71800,78.75500,18.72000,3.69100,22.41100,1.51800,20.89300,20.89300,20.89300,16.54000,18.72000,67.41470,69.74860,0.31000,0.30000,9.51640,94.91880,18.22910,18.22910,21.82330,20.34510,0.22010,0.16120,3.49860,25.72490,4.99350,4.99350,4.47790,4.99350,6.19810,-0.0738,-0.079
2023-06-30,98.21600,5.58000,92.63600,29.04400,43.39100,72.43500,20.20100,3.80600,24.00700,1.93300,22.07400,22.07400,22.07400,18.49900,20.20100,67.23360,70.13200,0.33000,0.31000,6.66950,94.31860,20.56790,20.56790,24.44310,22.47500,0.21650,0.22450,2.93420,30.67290,5.71330,5.71330,4.86650,5.71330,5.73630,0.122,0.118
2023-03-31,71.42800,5.28300,66.14500,24.19200,44.00600,68.19800,-2.05300,3.45600,1.40300,-0.17000,1.57300,1.57300,1.57300,-4.75200,-2.05300,66.71730,70.86370,0.02000,0.02000,7.53750,92.60370,-2.87420,-2.87420,1.96420,2.20220,0.17510,0.40410,4.06880,22.11950,0.44610,0.44610,0.38560,0.44610,5.25590,-0.07160,-0.07510
2022-12-31,21.88500,2.82100,19.06400,22.81300,40.84400,63.65700,-44.59300,2.46800,-42.12500,0.57900,-42.70400,-42.70400,-42.70400,-46.27100,-44.59300,58.49560,58.49560,-0.61000,-0.61000,8.19870,87.10990,-203.76050,-203.76050,-192.48340,-195.12910,0.05590,0.28880,1.42980,62.94450,-12.53760,-12.53760,-10.90910,-12.53760,5.12100,-0.8511,-0.8616
2022-09-30,0.34500,0.17200,0.17300,24.91400,29.94000,54.85400,-54.68100,0.80000,-53.88100,-0.12500,-53.75600,-53.75600,-53.75600,-54.60500,-54.68100,58.53300,58.53300,-0.92000,-0.92000,5.27460,50.14490,-15849.57000,-15849.57000,-15617.68000,-15581.45000,0.00190,0.30550,2.51820,35.73910,-37.32330,-37.32330,-29.62690,-37.32330,2.46060,-0.7294,-0.7371
2022-06-30,,,,24.25900,29.99400,,-54.25300,0.36000,-53.89300,0.17400,-54.06700,-54.06700,-54.06700,-54.25700,-54.25300,58.27600,58.27600,-0.93000,-0.93000,7.95680,,,,,,,,,,-28.04470,-28.04470,-24.00420,-28.04470,3.29370,-0.7071,-0.7254
