Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,5251.00000,2019.00000,3232.00000,1564.00000,,1564.00000,1668.00000,-484.00000,1184.00000,193.00000,991.00000,948.00000,,938.00000,,1668.00000,,571.40000,,1.64000,,,,,,,,,,,,,,,,,,
2024-09-30,5215.00000,2007.00000,3208.00000,1606.00000,,1606.00000,1602.00000,-331.00000,1271.00000,74.00000,1197.00000,571.00000,,564.00000,2391.00000,1602.00000,573.70000,576.90000,0.98000,0.98000,1.06620,0.45890,0.89020,61.51490,30.71910,30.71910,24.37200,10.81500,0.06540,0.24660,364.97030,2.01040,-2.99710,0.71560,1.08790,49.82980,3.934,3.2178
2024-06-30,5107.00000,1982.00000,3125.00000,1697.00000,,1697.00000,1428.00000,-290.00000,1138.00000,221.00000,917.00000,909.00000,,894.00000,2224.00000,1428.00000,582.70000,585.40000,1.53000,1.53000,1.05870,0.45880,0.88640,61.19050,27.96160,27.96160,22.28310,17.50540,0.05470,0.15080,596.86900,3.15870,-4.87630,0.97310,1.70930,49.87520,2.3132,1.7074
2024-03-31,4883.00000,2005.00000,2878.00000,1697.00000,,1697.00000,1181.00000,-268.00000,913.00000,153.00000,760.00000,752.00000,,735.00000,1966.00000,1181.00000,590.90000,594.80000,1.24000,1.24000,1.05630,0.44670,0.83010,58.93920,24.18600,24.18600,18.69750,15.05220,0.05270,0.14670,613.48550,2.55580,-4.05590,0.81120,1.41410,50.20990,1.39710,0.69100
2023-12-31,4917.00000,1842.00000,3075.00000,1624.00000,-5.00000,1629.00000,1446.00000,-343.00000,1103.00000,210.00000,893.00000,889.00000,,870.00000,2224.00000,1446.00000,611.70000,615.90000,1.44000,1.43000,1.03750,0.42300,0.75780,62.53810,29.40820,29.40820,22.43240,17.69370,0.05410,0.15730,572.23310,2.91400,-4.96450,0.97810,1.68150,51.36030,2.5365,1.9772
2023-09-30,4873.00000,1894.00000,2979.00000,1652.00000,176.00000,1476.00000,1503.00000,-293.00000,1210.00000,239.00000,971.00000,969.00000,,952.00000,2282.00000,1503.00000,606.20000,610.30000,1.57000,1.56000,1.07330,0.42840,0.77110,61.13280,30.84340,30.84340,24.83070,19.53620,0.05790,0.19300,466.27130,3.20600,-5.36840,1.15150,1.83240,50.20760,2.6018,2.0041
2023-06-30,4756.00000,1929.00000,2827.00000,1696.00000,,1696.00000,1131.00000,-258.00000,873.00000,181.00000,692.00000,695.00000,,683.00000,1941.00000,1131.00000,615.40000,619.20000,1.11000,1.10000,1.10180,0.42380,0.75540,59.44070,23.78050,23.78050,18.35580,14.36080,0.06130,0.26010,346.03450,2.26270,-3.82460,0.89560,1.30370,50.27170,1.4529,0.8933
2023-03-31,4547.00000,2005.00000,2542.00000,1604.00000,-4.00000,1608.00000,934.00000,-222.00000,712.00000,124.00000,588.00000,576.00000,,563.00000,1729.00000,934.00000,626.90000,631.30000,0.90000,0.89000,1.07560,0.41610,0.72750,55.90500,20.54100,20.54100,15.65870,12.38180,0.05940,0.26010,346.00620,1.87050,-3.16190,0.75250,1.09220,49.74800,1.79000,1.25300
2022-12-31,4631.00000,1980.00000,2651.00000,1499.00000,27.00000,1472.00000,1179.00000,-210.00000,969.00000,169.00000,800.00000,798.00000,,782.00000,1960.00000,1179.00000,642.30000,647.90000,1.23000,1.22000,1.04100,0.39920,0.67940,57.24470,25.45890,25.45890,20.92420,16.88620,0.05520,0.18470,487.15830,2.53120,-4.50870,0.95150,1.52070,50.04290,2.4997,1.9968
2022-09-30,4518.00000,1996.00000,2522.00000,1547.00000,-120.00000,1667.00000,855.00000,-203.00000,652.00000,147.00000,505.00000,493.00000,,481.00000,1656.00000,855.00000,639.60000,645.00000,0.75000,0.75000,1.06150,0.40220,0.68990,55.82120,18.92430,18.92430,14.43120,10.64630,0.05970,0.25820,348.56570,1.59120,-2.78300,0.65180,0.95120,48.71380,1.8544,0.9089
