Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,68.65600,68.65600,0.12700,23.35400,-0.48700,40.01500,-32.45700,7.54800,-4.62800,12.17600,12.17600,-0.01200,12.16400,44.68800,40.01500,58.70200,59.17900,0.21000,0.20000,0.81870,0.00900,0.01130,100.00000,58.28330,58.28330,10.99390,17.71730,0.22250,1.14440,78.64250,7.86830,7.86830,3.94670,7.79720,2.62910,-0.01280,-0.40400
2021-12-31,56.37900,56.37900,0.29300,26.04000,-0.06100,25.85300,-2.34300,23.50400,-10.88400,34.38800,34.38800,-0.02600,34.36200,29.98500,25.85300,58.23000,58.75500,0.58000,0.57000,1.04790,,,100.00000,45.85570,45.85570,41.68930,60.94820,0.21430,1.71960,52.33760,23.83140,23.83140,13.07080,23.83140,2.46140,0.06,-0.0782
2021-09-30,55.89900,55.89900,0.47900,28.14800,-0.27200,20.03000,-5.47800,14.55800,-17.18300,31.74100,31.74100,-0.02000,31.72100,27.00000,20.03000,58.58600,58.91600,0.53000,0.53000,1.01250,,,100.00000,35.83250,35.83250,26.04340,56.74700,0.27100,17.51220,5.13930,28.96660,28.96660,15.38880,28.96660,1.87030,0.5683,0.4982
2021-06-30,47.02300,47.02300,0.66500,21.15300,-0.52100,18.87400,-10.13200,8.74200,2.82500,5.91700,5.91700,-0.03300,5.88400,24.68400,18.87400,58.07200,58.57400,0.10000,0.10000,0.86770,,,100.00000,40.13780,40.13780,18.59090,12.51300,0.25910,1.62700,55.31720,7.63130,7.63130,3.26000,7.63130,1.32350,0.1949,0.1419
2021-03-31,39.77400,39.77400,0.14200,20.68000,-0.46100,14.34300,-1.36900,12.97400,3.08600,9.88800,9.88800,-0.01900,9.86900,18.49100,14.34300,57.63600,58.46100,0.17000,0.17000,0.75740,,,100.00000,36.06120,36.06120,32.61930,24.81270,0.22450,1.65840,54.27060,13.81120,13.81120,5.58210,13.81120,1.23850,0.02980,0.00930
2020-12-31,12.55700,12.55700,3.57200,11.20000,-0.81100,-4.29200,-0.03500,-4.32700,-0.78900,-3.53800,-3.53800,-0.05700,-3.59500,-3.02600,-4.29200,57.59400,57.59400,-0.06000,-0.06000,1.21690,,,100.00000,-34.18010,-34.18010,-34.45890,-28.62950,0.08890,1.58590,56.75080,-5.75680,-5.75680,-2.50510,-5.75680,1.06830,0.1465,0.1856
2020-09-30,18.25600,18.25600,0.01600,11.16200,-0.18800,4.67800,0.17000,4.84800,-2.75900,7.60700,7.60700,0.01100,7.61800,6.95000,4.67800,57.45600,57.74100,0.13000,0.13000,1.43820,,,100.00000,25.62450,25.62450,26.55570,41.72880,0.13480,2.50600,35.91420,11.76260,11.76260,5.61660,11.76260,1.12560,-0.0213,-0.0589
2020-06-30,17.97400,17.97400,,15.14500,-0.99400,-0.96600,-0.69800,-1.66400,-2.24900,0.58500,0.58500,0.01100,0.59600,1.89600,-0.96600,57.45600,57.59400,0.01000,0.01000,1.23240,,,100.00000,-5.37440,-5.37440,-9.25780,3.31590,0.12170,1.49720,60.11180,1.03120,1.03120,0.39620,1.03120,0.98740,-0.1251,-0.2674
2020-03-31,18.38900,18.38900,,10.50300,-31.46600,-26.68300,7.42400,-19.25900,33.47800,-52.73700,-52.73700,-0.06300,-52.80000,-23.52000,-26.68300,57.97500,57.97500,-0.91000,-0.91000,1.20340,,,100.00000,-145.10300,-145.10300,-104.73110,-287.12820,0.10900,7.79860,11.54060,-93.48380,-93.48380,-31.26230,-93.48380,0.97880,0.47650,0.26990
2019-12-31,21.92300,21.92300,,12.76500,0.73000,7.77600,-2.47700,5.29900,4.24800,1.05100,1.05100,-0.03700,1.01400,9.94800,7.77600,59.14300,59.14300,0.02000,0.02000,1.09420,,,100.00000,35.46960,35.46960,24.17100,4.62530,0.10360,1.18080,76.21860,0.95790,0.95790,0.49680,0.95790,1.89090,-0.0452,-0.1628
2019-09-30,17.60300,17.60300,,14.57400,-0.01900,1.50100,2.32200,3.82300,7.68100,-3.85800,-3.85800,-0.06100,-3.91900,3.07000,1.50100,58.95300,58.95300,-0.07000,-0.07000,1.27770,,,100.00000,8.52700,8.52700,21.71790,-22.26330,0.08420,2.00580,44.86960,-3.51090,-3.51090,-1.84610,-3.51090,1.87540,0.2155,0.1776
2019-06-30,25.23000,25.23000,,12.54700,-4.40400,6.37000,1.96700,8.33700,9.20800,-0.87100,-0.87100,-0.16200,-1.03300,8.34000,6.37000,59.80100,59.80100,-0.01000,-0.01000,1.48320,,,100.00000,25.24770,25.24770,33.04400,-4.09430,0.12490,1.66020,54.21050,-0.75300,-0.75300,-0.43100,-0.75300,1.93570,0.0551,0.0486
2019-03-31,19.76500,19.76500,,12.65800,-0.00800,5.54600,-1.96300,3.58300,2.75300,0.83000,0.83000,5.67100,6.50100,7.15900,5.54600,59.63000,60.68300,0.10000,0.10000,1.43360,,,100.00000,28.05970,28.05970,18.12800,32.89150,0.09810,1.93980,46.39570,0.71370,0.71370,0.41190,0.71370,1.94770,0.22220,0.20920
2018-12-31,27.60600,27.60600,0.00200,10.13300,0.03600,15.20000,6.64400,21.85000,11.34600,10.50400,10.50400,-0.08000,10.42400,17.56700,15.20000,59.24800,59.99700,0.17000,0.18000,1.43250,,,100.00000,55.06050,55.06050,79.14950,37.75990,0.16600,1.93670,46.47030,9.56410,9.56410,6.31580,9.56410,1.84290,0.027,0.0087
2018-09-30,25.26600,25.26600,,10.29200,3.48200,17.32600,-0.91800,16.40200,-62.22400,78.62600,78.62600,-0.02100,78.60500,18.62200,17.32600,59.48100,60.81800,1.31000,1.28000,0.94190,,,100.00000,68.57440,68.57440,64.91730,311.10980,0.15560,18.86930,4.76970,79.18430,79.18430,48.42670,79.18430,1.66770,0.0804,-0.1204
2018-06-30,24.42600,24.42600,0.01200,17.82500,0.16900,5.72300,-1.25400,4.46900,3.58200,0.88700,0.88700,-0.34300,0.54400,6.88900,5.72300,59.09000,59.85100,0.01000,0.01000,1.02140,,,100.00000,23.43000,23.43000,18.29610,2.22710,0.24360,2.51060,35.84750,4.33040,4.33040,0.88460,4.33040,0.34470,0.2562,0.2471
2018-03-31,27.64500,27.64500,,13.56300,0.08000,13.03800,-0.28500,12.75300,4.04200,8.71100,8.71100,-0.05200,8.65900,14.22200,13.03800,58.86300,58.86300,0.15000,0.15000,0.96600,0.05540,0.36400,100.00000,47.16220,47.16220,46.13130,31.32210,0.29990,3.30680,27.21650,45.61450,45.61450,9.44950,43.08960,0.32440,0.25600,0.24880
2017-12-31,17.15600,17.15600,0.00300,13.27200,-0.46800,2.49500,2.37800,4.87300,1.33900,3.53400,3.53400,-0.10300,3.43100,3.48900,2.49500,58.71700,58.72000,0.06000,0.06000,0.78240,0.18330,0.87230,100.00000,14.54310,14.54310,28.40410,19.99880,0.21540,2.43310,36.98940,34.34740,34.34740,4.43790,28.05210,0.17480,0.0975,0.0888
2017-09-30,18.17800,18.17800,0.00400,12.79900,0.04600,3.72100,-1.12000,2.60100,2.74900,-0.14800,-0.14800,-0.17400,-0.32200,5.51300,3.72100,58.81700,58.81700,-0.01000,-0.01000,0.77980,0.34140,1.63460,100.00000,20.46980,20.46980,14.30850,-1.77140,0.23750,1.82660,49.27280,-2.20270,-2.20270,-0.19340,-1.45070,0.11420,0.0111,0.0066
2017-06-30,20.42500,20.42500,,12.91500,0.04700,5.58700,-0.04000,5.54700,3.09600,2.45100,2.45100,-0.16800,2.28300,7.66100,5.58700,58.65800,58.65800,0.04000,0.04000,0.79440,0.40130,1.87360,100.00000,27.35370,27.35370,27.15790,11.17750,0.25810,2.25920,39.83790,35.39350,35.39350,3.09690,21.18960,0.11780,-0.0261,-0.0263
2017-03-31,21.26600,21.26600,,11.08800,-0.16100,8.14800,-0.51900,7.62900,3.19400,4.43500,4.43500,-0.17600,4.25900,10.11400,8.14800,58.56700,58.58000,0.07000,0.07000,0.76740,0.61900,3.66880,100.00000,38.31470,38.31470,35.87420,20.02730,0.26580,3.23190,27.84730,108.80750,108.80750,5.54400,41.46020,0.06960,0.07000,0.05680
2016-12-31,15.32600,15.32600,0.00100,13.57000,0.20300,0.81900,-1.81000,-0.99100,2.36400,-3.35500,-3.35500,-0.28600,-3.64100,2.25000,0.81900,58.38400,58.38400,-0.06000,-0.06000,0.69260,1.05440,-40.33520,100.00000,5.34390,5.34390,-6.46610,-23.75700,0.18910,1.50730,59.71030,937.14670,937.14670,-4.14030,-50.97240,-0.00610,-0.0008,0.0821
2016-09-30,14.63500,14.63500,0.00200,8.83500,-0.50100,3.69000,-0.47600,3.21400,2.19800,1.01600,1.01600,-15.78300,-14.76700,5.35300,3.69000,58.70800,58.70800,-0.25000,-0.25000,0.83080,0.71710,4.48240,100.00000,25.21350,25.21350,21.96110,-100.90190,0.18710,1.92190,46.82950,31.66090,31.66090,1.29920,8.95710,0.05470,-0.0285,-0.0675
2016-06-30,18.84700,18.84700,0.00200,11.36300,-0.92500,4.61500,-2.11200,2.50300,3.00100,-0.49800,-0.49800,-0.02000,-0.51800,7.53000,4.61500,58.46400,58.46400,-0.01000,-0.01000,0.83360,0.32590,0.74220,100.00000,24.48670,24.48670,13.28060,-2.74840,0.20560,0.95750,93.99220,-2.57670,-2.57670,-0.54330,-1.73690,0.33100,0.031,-0.1224
2016-03-31,10.97600,10.97600,,13.04700,-9.20600,-13.51500,-0.23000,-13.74500,1.68500,-15.43000,-15.43000,7.80600,-7.62400,-11.17400,-13.51500,58.51300,58.51300,-0.13000,-0.13000,0.87780,0.44340,0.79660,100.00000,-123.13230,-123.13230,-125.22780,-69.46060,0.09410,0.38250,235.29060,-81.93940,-81.93940,-13.22310,-45.60910,0.32190,-0.00310,-0.02840
2015-12-31,17.52300,17.52300,-27.13800,17.75400,-53.24600,-35.84700,-1.73500,-37.58200,4.24200,-41.82400,-41.82400,-38.95500,-80.77900,-26.50200,-35.84700,58.28900,58.28900,-1.38000,-1.38000,0.95540,0.36520,0.57520,100.00000,-204.57120,-204.57110,-214.47240,-460.98840,0.14140,0.69650,129.22440,-160.39270,-160.39270,-33.74050,-101.82100,0.44550,0.0244,-0.231
2015-09-30,17.54600,17.54600,8.97500,10.52800,-20.73800,-30.95100,-0.86300,-31.81400,2.70700,-34.52100,-34.52100,0.85300,-33.66800,-22.53900,-30.95100,58.39200,58.39200,-0.58000,-0.58000,1.27580,0.12390,0.14140,100.00000,-176.39920,-176.39920,-181.31770,-191.88420,0.08990,0.68850,130.71190,-32.53910,-32.53910,-17.69590,-28.50830,1.81630,0.1802,-0.0255
2015-06-30,27.13700,27.13700,1.11300,11.69600,-6.05900,-1.03000,0.09900,-0.93100,4.27300,-5.20400,-5.20400,,-5.20400,8.42000,-1.03000,58.30200,58.30200,-0.09000,-0.09000,1.57940,0.09740,0.10790,100.00000,-3.79560,-3.79560,-3.43070,-19.17680,0.11580,0.81010,111.09300,-3.74210,-3.74210,-2.22120,-3.37780,2.38650,0.4727,0.2511
2015-03-31,18.23900,18.23900,27.45900,14.78400,-5.33900,-35.27800,-0.36200,-35.64000,3.36500,-39.00500,-39.00500,,-39.00500,-29.18300,-35.27800,57.98100,57.98100,-0.67000,-0.67000,1.66450,0.09460,0.10450,100.00000,-193.42070,-193.42070,-195.40540,-213.85490,0.07580,0.32820,274.26340,-27.16490,-27.16490,-16.20950,-24.59550,2.46220,-0.01040,-0.48860
2014-12-31,23.03600,23.03600,-1.56300,11.49800,-98.94100,-90.47000,-0.47500,-90.94500,3.59000,-94.53500,-94.53500,,-98.33200,-85.60900,-90.47000,57.22900,57.22900,-1.72000,-1.72000,2.93330,0.07670,0.08310,100.00000,-392.73310,-392.73310,-394.79500,-426.86220,0.09260,0.68330,131.72210,-52.38470,-52.38470,-37.98890,-48.36470,3.12210,-0.5375,-0.9244
2014-09-30,24.48600,24.48600,0.59800,11.11200,-1.80000,6.68700,0.18300,6.87000,3.76100,3.10900,3.10900,,3.10900,11.07300,6.68700,57.30400,57.86800,0.05000,0.05000,3.01650,0.05120,0.05390,100.00000,27.30950,27.30950,28.05690,12.69710,0.06750,1.70050,52.92450,1.11790,1.11790,0.85680,1.06070,4.81480,0.2413,-0.0442
2014-06-30,52.09800,52.09800,3.29300,7.98200,0.00000,33.82800,-0.10800,33.72000,9.00900,24.71100,24.71100,,24.71100,40.82300,33.82800,56.95100,57.53700,0.43000,0.43000,3.16940,,,100.00000,64.93150,64.93150,64.72420,47.43180,0.15580,1.82360,49.35330,9.11080,9.11080,7.39150,9.11080,4.76190,1.1189,0.6628
2014-03-31,28.07100,28.07100,11.32300,13.23800,0.00000,-0.65000,-0.26200,-0.91200,6.12600,-7.03800,-7.03800,,-7.03800,3.51000,-0.65000,56.86000,56.86000,-0.12000,-0.12000,3.64190,,,100.00000,-2.31560,-2.31560,-3.24890,-25.07210,0.09450,0.61680,145.91860,-2.86970,-2.86970,-2.36920,-2.86970,4.31160,-0.41400,-0.84930
2013-12-31,58.28200,58.28200,2.47200,11.89800,-2.04200,35.95200,0.07300,36.02500,9.64800,26.37700,26.37700,,26.37700,41.87000,35.95200,57.29900,57.92500,0.47000,0.46000,3.65410,,,100.00000,61.68630,61.68630,61.81150,45.25760,0.18910,2.68410,33.53110,10.51400,10.51400,8.55930,10.51400,4.41290,0.6573,0.4856
2013-09-30,37.74000,37.74000,11.07000,14.46900,-0.14300,8.10400,-0.05600,8.04800,5.66200,2.38600,2.38600,,2.38600,12.05800,8.10400,56.60100,57.11600,0.04000,0.04000,3.13670,,,100.00000,21.47320,21.47320,21.32490,6.32220,0.13790,2.38680,37.70750,1.07540,1.07540,0.87200,1.07540,3.94190,0.8074,0.5218
2013-06-30,29.11800,29.11800,4.28000,9.47900,-0.26200,11.66600,0.01400,11.68000,4.55900,7.12100,7.12100,,7.12100,15.09700,11.66600,57.90100,58.56000,0.12000,0.12000,3.83160,,,100.00000,40.06460,40.06460,40.11270,24.45570,0.10700,0.75170,119.72800,3.12500,3.12500,2.61590,3.12500,3.95080,-0.0112,-0.3974
2013-03-31,44.13700,44.13700,6.10600,12.02300,-0.87900,21.50300,-0.06900,21.43400,14.24600,7.18800,7.18800,,7.18800,25.12900,21.50300,57.90700,59.07000,0.12000,0.12000,3.52110,,,100.00000,48.71880,48.71880,48.56240,16.28570,0.16220,1.32520,67.91650,3.24880,3.24880,2.64140,3.24880,3.82070,-0.15180,-0.46290
2012-12-31,53.55300,53.55300,36.00100,11.43000,-0.66200,2.26100,-0.10500,2.15600,21.07300,-18.91700,-18.91700,,-18.91700,5.45900,2.26100,57.67300,58.83200,-0.33000,-0.32000,3.30930,,,100.00000,4.22200,4.22200,4.02590,-35.32390,0.19990,4.08400,22.03740,-8.90110,-8.90110,-7.05970,-8.90110,3.67190,0.837,0.3527
2012-09-30,37.63000,37.63000,0.69900,8.48700,-7.98900,15.59400,0.00900,15.60300,14.19100,1.41200,1.41200,,0.10600,20.45500,15.59400,57.84600,58.94700,0.00000,0.00000,6.60860,,,100.00000,41.44040,41.44040,41.46430,0.28170,0.12750,1.61370,55.77230,0.54910,0.54910,0.47840,0.54910,4.44550,0.2852,0.0085
2012-06-30,58.81800,58.81800,3.48400,9.57700,-0.27500,38.63200,0.41400,39.04600,26.72900,12.31700,12.31700,,10.42400,45.48300,38.63200,57.79700,59.00000,0.18000,0.18000,8.26030,,,100.00000,65.68060,65.68060,66.38440,17.72250,0.20270,2.16290,41.61070,4.78540,4.78540,4.24540,4.78540,4.44960,0.2149,-0.0623
2012-03-31,45.28600,45.28600,0.85300,9.00900,-0.31500,30.10600,0.24100,30.34700,19.82000,10.52700,10.52700,,9.01800,35.10900,30.10600,57.19500,58.30800,0.16000,0.15000,5.11790,,,100.00000,66.47970,66.47970,67.01190,19.91340,0.15350,1.99360,45.14510,4.30970,4.30970,3.56930,4.30970,4.26110,0.26000,0.07580
2011-12-31,67.76700,67.76700,2.13600,13.58100,-5.36200,38.88800,0.23500,39.12300,28.42200,10.70100,10.70100,,8.72000,46.68800,38.88800,57.04700,57.97300,0.15000,0.16000,6.49350,,,100.00000,57.38490,57.38490,57.73160,12.86760,0.24640,3.18150,28.28810,4.59140,4.59140,3.89110,4.59140,4.08040,0.6064,0.4516
2011-09-30,37.35000,37.35000,1.26400,7.05300,-4.06100,19.81900,0.75300,20.57200,17.11700,3.45500,3.45500,,2.39900,24.97200,19.81900,57.07200,57.87800,0.04000,0.04000,6.64430,,,100.00000,53.06290,53.06290,55.07900,6.42300,0.14170,1.51900,59.25060,1.54210,1.54210,1.31050,1.54210,3.92250,0.2312,0.0297
2011-06-30,58.54700,58.54700,1.18900,8.30100,0.00000,42.51200,0.63900,43.15100,29.64100,13.51000,13.51000,,11.78700,49.05700,42.51200,57.02700,58.02100,0.21000,0.20000,8.27520,,,100.00000,72.61180,72.61180,73.70320,20.13250,0.22640,1.77770,50.62700,6.08180,6.08180,5.22510,6.08180,3.89440,0.4709,0.3697
2011-03-31,46.77200,46.77200,1.11900,8.21300,0.00000,31.34200,-0.15800,31.18400,18.28800,12.89600,12.89600,,11.23900,37.44000,31.34200,56.97100,58.25800,0.20000,0.19000,9.98500,,,100.00000,67.01020,67.01020,66.67240,24.02930,0.19330,1.21910,73.82690,6.14310,6.14310,5.33040,6.14310,3.68180,0.23680,0.14280
2010-12-31,38.18700,38.18700,4.69900,7.77900,,18.54800,-0.01100,18.53700,8.42100,10.11600,10.11600,,8.88500,25.70900,18.54800,56.46600,57.03800,0.15000,0.14000,5.21900,,,100.00000,48.57150,48.57150,48.54270,23.26710,0.16020,0.93920,95.82850,5.15480,5.15480,4.24330,5.15480,3.45390,0.1872,-0.1656
2010-09-30,32.60400,32.60400,0.69500,5.76400,,21.60300,-0.30100,21.30200,7.36900,13.93300,13.93300,,12.45100,26.14500,21.60300,56.43500,57.19300,0.22000,0.22000,3.94930,,,100.00000,66.25870,66.25870,65.33550,38.18860,0.13900,0.91000,98.90500,7.46580,7.46580,5.94170,7.46580,3.30620,0.3481,0.2348
2010-06-30,33.67500,33.67500,0.40700,8.75300,,20.09300,-0.00300,20.09000,8.67600,11.41400,11.41400,,10.03600,24.51500,20.09300,56.42700,57.02800,0.18000,0.18000,3.96060,,,100.00000,59.66740,59.66740,59.65850,29.80250,0.15360,0.90980,98.92650,6.56280,6.56280,5.20490,6.56280,3.08220,0.0094,-0.1653
2010-03-31,30.00600,30.00600,1.01200,7.21900,,17.87900,-0.16100,17.71800,10.79400,6.92400,6.92400,,5.96800,21.77500,17.87900,56.42200,56.57900,0.11000,0.11000,3.85740,,,100.00000,59.58480,59.58480,59.04820,19.88940,0.14530,1.46240,61.54170,4.23750,4.23750,3.35210,4.23750,2.89580,0.25330,0.19260
2009-12-31,32.63000,32.63000,1.63900,8.58600,0.00000,17.33300,-0.61200,16.72100,13.89900,2.82200,2.82200,,2.22400,22.40400,17.33300,57.40700,57.40700,0.04000,0.04000,3.40100,,,100.00000,53.11980,53.11980,51.24430,6.81580,0.16070,1.21280,74.20660,1.79630,1.79630,1.39020,1.79630,2.78780,0.064,0.0724
2009-09-30,29.26200,29.26200,0.85300,8.94200,4.51900,19.57300,-1.19400,18.37900,13.30100,5.07800,5.07800,,4.18700,23.98600,19.57300,56.79000,57.17400,0.07000,0.07000,3.33390,,0.03190,100.00000,66.88880,66.88880,62.80840,14.30870,0.14450,1.49660,60.13530,3.24010,3.24010,2.50780,3.24010,2.76930,-0.0085,-0.0648
2009-06-30,32.14800,32.14800,13.50600,8.43000,1.98400,6.57500,0.70900,7.28400,7.32300,-0.03900,-0.03900,,-1.68100,12.19700,6.57500,58.26000,58.26000,-0.03000,-0.03000,3.11390,0.03040,0.03140,100.00000,20.45230,20.45230,22.65770,-5.22890,0.15150,2.09570,42.94510,-0.02450,-0.02450,-0.01840,-0.02370,2.74130,0.3058,0.0456
2009-03-31,21.25800,21.25800,20.46600,5.60000,,-10.46200,0.83600,-9.62600,2.37900,-12.00500,-12.00500,,-12.61900,-4.80800,-10.46200,58.26100,58.26100,-0.22000,-0.22000,2.66270,0.03010,0.03100,100.00000,-49.21440,-49.21440,-45.28180,-59.36120,0.09780,1.93010,46.63000,-7.45420,-7.45420,-5.52270,-7.22970,2.76430,0.04790,-0.61250
