Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,140.33400,140.33400,,49.25300,0.03300,44.08300,-0.51900,43.56400,32.57400,10.99000,10.99000,,10.99000,91.11400,44.08300,103.74300,103.84200,0.10000,0.10000,1.34360,0.12400,0.16660,100.00000,31.41290,31.41290,31.04310,7.83130,0.14960,1.09950,81.85770,2.19350,2.19350,1.17180,1.92150,4.82960,0.4599,0.3409
2024-06-30,116.77800,116.77800,,60.03700,-3.20900,20.40000,17.05400,37.45400,9.30300,28.15100,28.15100,,28.15100,53.53200,20.40000,103.52800,103.67600,0.27000,0.27000,1.19080,0.13100,0.17450,100.00000,17.46900,17.46900,32.07280,24.10640,0.12730,1.08570,82.89420,5.70260,5.70260,3.06870,4.95580,4.75840,-0.0024,-0.3171
2024-03-31,100.15500,100.15500,0.04800,38.79900,-1.97800,32.19300,-2.26900,29.92400,22.23800,7.68600,7.68600,,7.68600,58.01700,32.19300,103.65900,104.54100,0.07000,0.07000,1.65960,0.14140,0.18780,100.00000,32.14320,32.14320,29.87770,7.67410,0.12380,1.11880,80.44600,1.62640,1.62640,0.94990,1.39650,4.56800,0.20880,0.04990
2023-12-31,149.15400,149.15400,0.70600,53.40200,6.23700,80.93900,0.64100,81.58000,37.57400,44.00600,44.00600,,43.99100,101.28300,80.93900,106.37600,106.55500,0.41000,0.41000,1.78970,0.14050,0.18460,100.00000,54.26540,54.26540,54.69520,29.49370,0.18120,1.61000,55.90170,9.19120,9.19120,5.34560,7.89950,4.58840,0.4841,0.2986
2023-09-30,116.26900,116.26900,1.19400,46.17200,-0.81700,35.54800,-3.56300,31.98500,25.84400,6.14100,6.14100,,6.14100,68.08600,35.54800,106.28900,106.43300,0.06000,0.06000,1.30750,0.14910,0.19280,100.00000,30.57390,30.57390,27.50950,5.28170,0.14050,1.30270,69.08470,1.38200,1.38200,0.74180,1.17590,4.20350,0.8935,0.6761
2023-06-30,109.24000,109.24000,0.05700,43.99900,-6.63000,20.55100,-2.21100,18.34000,11.58800,6.75200,6.75200,,6.75200,58.55400,20.55100,106.96500,107.61300,0.06000,0.06000,1.29710,0.15010,0.19370,100.00000,18.81270,18.81270,16.78870,6.18090,0.13180,0.87960,102.31770,1.49380,1.49380,0.81450,1.26950,4.22440,0.3345,0.0798
2023-03-31,80.40300,80.40300,0.00800,33.42400,-0.93500,21.61900,-3.37800,18.24100,14.77100,3.47000,3.47000,,3.47000,46.03600,21.61900,107.38700,108.75200,0.03000,0.03000,1.20520,0.15020,0.19200,100.00000,26.88830,26.88830,22.68700,4.31580,0.09760,0.82060,109.67170,0.76230,0.76230,0.42110,0.64780,4.24140,0.38630,0.13150
2022-12-31,96.58800,96.58800,0.00800,45.08400,-0.96600,24.21400,0.49700,24.72100,6.95300,17.76800,17.76800,-0.01400,17.75400,50.53000,24.21400,69.56800,69.98200,0.16000,0.17000,1.23450,0.14370,0.18460,100.00000,25.06940,25.06940,25.59430,18.38120,0.11290,0.69360,129.76610,3.81200,3.81200,2.07660,3.26410,4.32170,-0.3405,-0.8785
2022-09-30,78.09700,78.09700,0.05600,25.29100,-9.88700,33.90000,-4.16300,29.73700,22.84300,6.89400,6.89400,-0.02600,6.86800,42.86300,33.90000,59.06800,59.45000,0.12000,0.11000,0.86190,0.00720,0.00900,100.00000,43.40760,43.40760,38.07700,8.79420,0.19780,2.11630,42.52630,3.96920,3.96920,1.74630,3.94080,2.94040,1.0191,0.2878
2022-06-30,110.98500,110.98500,0.06700,29.00900,-0.57100,73.14700,-11.77100,61.37600,46.25200,15.12400,15.12400,-0.02000,15.10400,81.33800,73.14700,58.92500,59.36100,0.25000,0.25000,0.95130,0.00790,0.00990,100.00000,65.90710,65.90710,55.30120,13.60910,0.30030,1.35900,66.22380,8.99270,8.99270,4.09240,8.92210,2.84720,1.1753,0.551
