Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.23360,0.01820,0.21540,1.32000,1.18230,2.50240,-2.28700,1.19560,-1.09140,-1.09140,-1.09140,-1.09140,-2.23870,-2.28700,8.12150,8.12150,-0.13000,-0.13000,2.94860,,0.00420,92.19050,-979.02100,-979.02100,-467.21570,-467.21570,0.01600,,1.41580,63.57020,-10.93830,-11.67850,-7.48910,-10.92300,1.44390,-0.2093,-0.2165
2024-06-30,0.08910,0.00650,0.08260,1.29220,1.25920,2.55140,-2.46880,-1.55980,-4.02860,-4.02860,-4.02860,-4.02860,-2.42110,-2.46880,8.12150,8.12150,-0.50000,-0.50000,2.82040,,0.00770,92.71610,-2770.82700,-2770.82700,-4521.39400,-4521.39400,0.00550,,3.25180,27.67680,-37.35310,-39.76760,-24.99280,-37.30470,1.56060,-0.1676,-0.172
2024-03-31,0.03500,,0.03500,1.05810,3.08610,,-4.10930,1.88600,-2.22330,-2.22330,-2.22330,-2.22330,-4.06650,-4.10930,6.67140,6.67140,-0.33000,-0.33000,4.86360,,0.00850,100.00000,-11740.72000,-11740.72000,-6352.15700,-6352.15700,0.00190,,1.00000,90.00000,-15.34410,-16.09650,-12.38480,-15.32930,2.14230,-0.34740,-0.34740
2023-12-31,0.01930,,0.01930,1.09010,2.14990,,-3.22070,-3.08110,-6.30180,-6.30180,-6.30180,-6.30180,-3.17800,-3.22070,4.21830,4.21830,-1.06000,-0.41000,4.36860,,0.01620,100.00000,-16687.47000,-16687.48000,-32651.68000,-32651.68000,0.00150,,1.00000,90.00000,-63.07840,-67.82900,-49.96760,-62.99020,2.12540,-1.1314,-1.1638
2023-09-30,0.03070,,0.03070,0.80980,2.32530,,-3.10440,7.87270,4.76830,4.76830,4.76830,4.76830,-3.06230,-3.10440,4.57080,12.32480,1.04000,0.39000,13.51460,,0.01220,100.00000,-10112.19000,-10112.19000,15531.79000,15531.79000,0.00220,,0.78120,115.21170,37.21690,39.43990,34.54990,37.17630,2.74770,0.5496,0.5643
2023-06-30,0.06450,,0.06450,0.90290,2.27820,,-3.11660,-2.59280,-5.70940,-5.70940,-5.70940,-5.70940,-3.07500,-3.11660,3.88630,3.88630,-1.47000,-1.47000,14.81690,,0.01210,100.00000,-4831.86200,-4831.86200,-8851.78100,-8851.78200,0.00480,,2.58000,34.88370,-46.08110,-49.02750,-42.92690,-46.02920,3.11420,-0.3025,-0.3092
2023-03-31,0.03130,,0.03130,1.23170,4.57870,,-5.77910,-1.39350,-7.17260,-7.17260,-7.17260,-7.17260,-5.73970,-5.77910,3.71750,3.71750,-1.93000,-1.93000,27.17550,,0.01070,100.00000,-18463.57000,-18463.57000,-22915.57000,-22915.57000,0.00220,,1.95630,46.00640,-53.24110,-56.45010,-50.93810,-53.18120,3.57940,-0.64000,-0.65620
2022-12-31,0.00370,,0.00370,0.67360,4.01200,,-4.68190,0.33440,-4.34760,-4.34760,-4.34760,-4.34760,-4.65010,-4.68190,3.61790,3.61790,-1.18000,-1.18000,34.35940,,0.00880,100.00000,-126537.80000,-126537.70000,-117501.30000,-117501.20000,0.00020,,0.23130,389.18870,-27.48680,-28.92850,-26.45350,-27.46040,4.30450,-0.4545,-0.4667
2022-09-30,0.02900,,0.02900,0.98920,3.64950,,-4.60970,-0.04610,-4.65580,-4.65580,-4.65580,-4.65580,-4.57850,-4.60970,3.64220,3.64220,-1.28000,-1.28000,23.54760,,0.00790,100.00000,-15895.52000,-15895.52000,-16054.57000,-16054.57000,0.00160,,0.64440,139.65520,-27.40510,-28.26160,-25.98090,-27.38030,4.66380,-0.3978,-0.3909
2022-06-30,0.07110,,0.07110,1.07520,3.62450,,-4.62860,-0.04660,-4.67520,-4.67520,-4.67520,-4.67520,-4.59710,-4.62860,3.63840,3.63840,-1.28000,-1.28000,29.47050,,0.00690,100.00000,-6510.02500,-6510.02500,-6575.58500,-6575.58500,0.00370,,4.44370,20.25320,-25.17610,-25.92330,-24.04780,-25.15520,5.10030,-0.3295,-0.3664
2022-03-31,0.01600,,0.01600,0.77530,4.29450,,-5.05380,0.23760,-4.81620,-4.81620,-4.81620,-4.81620,-5.02780,-5.05380,3.52320,3.52320,-1.37000,-1.37000,40.25440,,0.00610,100.00000,-31586.20000,-31586.20000,-30100.93000,-30100.94000,0.00080,,1.00000,90.00000,-23.91190,-24.59030,-23.02300,-23.89350,5.54980,-0.45260,-0.48370
2021-12-31,0.00500,,0.00500,0.16550,3.84880,,-4.00930,-16.39390,-20.40310,-20.40310,-20.40310,-20.40310,-3.92270,-4.00930,1.18770,1.18770,-5.77000,-5.77000,59.00660,0.00880,0.01440,100.00000,-80185.34000,-80185.35000,-408062.90000,-408062.90000,0.00020,,1.00000,90.00000,-94.53990,-97.12450,-90.86860,-93.64400,6.13550,-0.1985,-0.2243
2021-09-30,0.00800,,0.00800,0.23740,3.45930,,-3.68870,-0.49550,-4.18420,-4.18420,-4.18420,-4.18420,-3.34110,-3.68870,0.83870,0.83870,-4.99000,-4.99000,1.33910,6.03630,-1.22200,100.00000,-46108.59000,-46108.59000,-52302.90000,-52302.90000,0.00370,,1.00000,90.00000,85.75470,76.24780,-192.37340,-431.88460,-5.59550,-0.6509,-0.6509
2021-06-30,0.01500,,0.01500,0.16090,3.40940,,-3.55530,-0.50730,-4.06260,-4.06260,-4.06260,-4.06260,-3.20810,-3.55530,0.79600,0.79600,-5.10000,-5.10000,1.37880,4.18610,-1.34270,100.00000,-23701.75000,-23701.75000,-27083.97000,-27083.97000,0.00520,,1.00000,90.00000,106.65930,91.58350,-140.82670,-339.82900,-3.79250,-0.8395,-0.8395
2021-03-31,0.01800,,0.01800,0.16530,14.90740,,-15.05470,-0.59870,-15.65330,-15.65330,-15.65330,-15.65330,-14.61330,-15.05470,0.73000,0.73000,-21.44000,-21.44000,2.00850,2.33570,-1.78780,100.00000,-83636.98000,-83636.98000,-86962.95000,-86962.95000,0.00490,,1.00000,90.00000,580.96190,468.66000,-422.92810,-775.96940,-2.82790,-1.11470,-1.11470
2020-12-31,0.01700,,0.01700,0.17790,0.70030,,-0.86120,-4.90010,-5.76130,-5.76130,-5.76130,-5.76130,-0.62420,-0.86120,0.39470,0.39470,6.87330,6.87330,3.05040,1.45310,-3.32600,100.00000,-5066.08200,-5066.08300,-33890.08000,-33890.07000,0.00390,,1.00000,90.00000,432.69430,288.67760,-132.53390,-196.04700,-1.85960,-1.4845,-1.4845
2020-09-30,0.01500,,0.01500,0.25100,0.37420,,-0.61030,-0.22600,-0.83630,-0.83630,-0.83630,-0.83630,-0.58480,-0.61030,0.39870,0.39870,-2.10000,-2.10000,0.15600,,-0.00640,100.00000,-4068.43300,-4068.43300,-5575.08700,-5575.08700,0.01050,,1.00000,90.00000,5.54090,5.30100,-58.52320,5.54090,-31.54860,-1.6753,-1.6753
2020-06-30,0.01900,,0.01900,0.26160,0.21900,,-0.46160,3.33720,2.87570,2.87570,2.87570,2.87570,-0.43490,-0.46160,0.47840,0.47840,0.00000,0.00000,0.39040,,-0.00640,100.00000,-2429.41100,-2429.41100,15135.05000,15135.05000,0.01180,,1.00000,90.00000,-19.91290,-18.99020,178.26360,-19.91290,-30.18670,-0.259,-0.259
2020-03-31,0.02600,,0.02600,0.18630,0.65870,,-0.81900,-6.73180,-7.55080,-7.55080,-7.55080,-7.55080,0.29130,-0.81900,0.28800,0.28800,-33.33330,-33.33330,0.00290,,-0.46250,100.00000,-3149.95800,-3149.95800,-29041.43000,-29041.43000,0.01890,,1.00000,90.00000,43.05840,41.35930,-548.07680,43.05840,-36.65610,-1.55770,-1.55770
2019-12-31,0.03200,,0.03200,0.41580,1.77210,,-2.15590,0.60530,-1.55060,-1.55060,-1.55060,-1.55060,-1.65070,-2.15590,0.00670,0.00670,299.99990,299.99990,0.00500,,-0.56600,100.00000,-6737.09200,-6737.09300,-4845.48800,-4845.48800,0.02180,,1.00000,90.00000,12.13630,11.47260,-105.74450,12.13630,-547.02710,-244.0959,-243.9088
2019-09-30,0.03800,,0.03800,0.40980,1.44720,,-1.81900,-3.23800,-5.05700,-5.05700,-5.05700,-5.05700,-0.27570,-1.81900,0.00650,0.00650,-766.66660,-766.66660,0.01460,-0.01280,-0.61820,100.00000,-4786.83200,-4786.83200,-13307.82000,-13307.82000,0.02610,,1.00000,90.00000,40.68840,38.34990,-346.79890,41.20950,-1746.70900,-144.4249,-144.3523
2019-06-30,0.03100,,0.03100,0.44170,1.71810,,-2.12880,-2.02840,-4.15720,-4.15720,-4.15720,-4.15720,-1.08460,-2.12880,0.00530,0.00530,-799.99990,-799.99990,0.12180,-0.02300,-0.63740,100.00000,-6867.11000,-6867.11000,-13410.29000,-13410.29000,0.01270,,1.00000,90.00000,46.48820,42.77350,-170.93150,47.55600,-1505.99900,-163.0394,-168.6311
2019-03-31,0.02900,,0.02900,0.45500,1.90230,,-2.32830,-1.55480,-3.88320,-3.88320,-3.88320,-3.88320,-1.53250,-2.32830,0.00410,0.00410,-933.33330,-933.33330,0.07420,-0.06810,-0.52280,100.00000,-8028.74500,-8028.74500,-13390.25000,-13390.25000,0.01830,,1.00000,90.00000,50.74220,45.96520,-245.15670,54.19920,-1731.54700,-483.69780,-483.69780
2018-12-31,0.02900,,0.02900,0.37580,1.83110,,-2.17790,-1.39260,-3.57050,-3.57050,-3.57050,-3.57050,-1.71510,-2.17790,0.00230,0.00230,-1100.00000,-1100.00000,0.01960,-0.06450,-0.48020,100.00000,-7510.02900,-7510.03000,-12311.93000,-12311.93000,0.02430,,1.00000,90.00000,41.31980,37.76230,-299.43950,43.98670,-2455.95700,-632.51,-632.343
2018-09-30,0.02600,,0.02600,0.35740,0.85720,,-1.18870,-1.73660,-2.92530,-2.92530,-2.92530,-2.92530,-0.58670,-1.18870,0.00220,0.00220,-1300.00000,-1300.00000,0.02040,-0.15370,-0.48580,100.00000,-4571.80800,-4571.80800,-11251.00000,-11251.00000,0.02080,,1.00000,90.00000,32.72780,29.93840,-233.88300,37.75880,-3415.93900,-1597.2243,-1603.0114
2018-06-30,0.03700,,0.03700,0.37280,1.71450,,-2.05030,-1.46410,-3.51440,-3.51440,-3.51440,-3.51440,-0.90730,-2.05030,0.00200,0.00200,-1766.66700,-1766.66700,0.00710,-0.04310,-0.48980,100.00000,-5541.44600,-5541.44600,-9498.44000,-9498.43900,0.03070,,1.00000,90.00000,35.61430,32.78530,-291.46810,37.14770,-4874.53700,-0.1534,-0.1553
2018-03-31,0.01900,,0.01900,0.40710,1.84260,,-2.23070,-0.27690,-2.50770,-2.50770,-2.50770,-2.50770,-1.90850,-2.23070,0.00190,0.00190,-1300.00000,-1300.00000,0.00510,-0.01110,-0.49130,100.00000,-11740.73000,-11740.73000,-13198.21000,-13198.21000,0.01550,,1.00000,90.00000,32.60810,29.29330,-205.00450,32.96980,-1.18740,-0.18130,-0.18130
2017-12-31,0.03800,,0.03800,0.24520,1.36510,,-1.57230,-0.28740,-1.85960,-1.85960,-1.85960,-1.85960,-1.26580,-1.57230,0.00160,0.00160,-1000.00000,-1000.00000,0.06220,-0.02920,-0.53560,100.00000,-4137.53200,-4137.53000,-4893.76200,-4893.76600,0.02160,,1.00000,90.00000,27.20120,24.07130,-105.74450,27.99680,-1.11970,-0.2622,-0.2629
2017-09-30,0.01600,,0.01600,0.49070,1.26900,,-1.74360,-0.30850,-2.05210,-2.05210,-2.05210,-2.05210,-1.51800,-1.74360,0.00170,0.00170,-1233.33300,-1233.33300,0.00450,-0.00930,-0.43870,100.00000,-10897.72000,-10897.72000,-12825.55000,-12825.55000,0.01130,,1.00000,90.00000,30.67270,27.00840,-144.64890,30.95810,-1.19480,-0.0815,-0.0815
2017-06-30,0.02000,,0.02000,0.61070,1.97830,,-2.56900,-0.17820,-2.74720,-2.74720,-2.74720,-2.74720,-2.41970,-2.56900,0.00160,0.00160,-1700.00000,-1700.00000,0.00670,-0.02150,-0.44680,100.00000,-12845.08000,-12845.08000,-13735.92000,-13735.92000,0.01400,,1.00000,90.00000,48.06930,41.36430,-192.96350,49.10140,-1.04170,-0.123,-0.123
2017-03-31,0.00700,,0.00700,0.80590,1.69050,,-2.48940,-0.29640,-2.78580,-2.78580,-2.78580,-2.78580,-2.29230,-2.48940,0.00150,0.00150,-1866.66700,-1866.66700,0.00630,-0.03000,-0.44010,100.00000,-35562.44000,-35562.44000,-39796.49000,-39796.48000,0.00470,,1.00000,90.00000,58.99940,49.15930,-188.15730,60.77070,-0.88660,-0.24480,-0.24480
2016-12-31,0.00610,0.00000,0.00610,0.75270,1.11300,1.86570,-1.85960,-0.19710,-2.05670,-2.05670,-2.05670,-2.05670,-1.68940,-1.85960,0.00120,0.00120,-1400.00000,-1400.00000,0.01260,-0.06330,-0.43130,99.65440,-30610.42000,-30610.43000,-33854.68000,-33854.68000,0.00380,,1.01250,88.88890,41.13120,34.48400,-130.16790,43.73550,-1.06520,-0.2986,-0.3021
2016-09-30,0.00500,,0.00500,0.65620,1.06400,,-1.71520,-0.11870,-1.83390,-1.83390,-1.83390,-1.83390,-1.61430,-1.71520,0.00130,0.00130,-1433.33300,-1433.33300,0.00590,-0.12220,-0.39920,100.00000,-34304.24000,-34304.24000,-36677.56000,-36677.56000,0.00310,,1.00000,90.00000,41.01410,33.62510,-113.43450,46.02730,-1.00870,-0.2378,-0.2425
2016-06-30,0.01620,0.00010,0.01610,0.60870,1.55050,2.15920,-2.14310,-0.11530,-2.25840,-2.25840,-2.25840,-2.25840,-2.01290,-2.14310,0.00120,0.00120,-1866.66700,-1866.66700,0.09590,-0.14240,-0.45430,99.56050,-13266.15000,-13266.15000,-13979.67000,-13979.67000,0.00740,,1.00970,89.13650,56.39170,45.11270,-102.85190,64.42430,-0.96720,-0.2083,-0.2212
2016-03-31,0.00910,0.00000,0.00910,0.86600,1.21020,2.07630,-2.06710,-0.42020,-2.48730,-2.48730,-2.48730,-2.48730,-1.66770,-2.06710,0.00110,0.00110,-2300.00000,-2300.00000,0.06870,,-0.37190,99.89040,-22653.52000,-22653.52000,-27258.39000,-27258.39000,0.00450,,1.01390,88.76710,70.25140,54.53920,-121.36320,70.25140,-0.90160,-0.47500,-0.49990
2015-12-31,0.19910,0.05950,0.13960,0.63010,2.30120,2.93130,-2.79170,-0.32750,-3.11920,-3.11920,-3.11920,-3.11920,-2.56700,-2.79170,0.00070,0.00070,-3300.00000,-3300.00000,0.05150,-0.08370,-0.33560,70.11660,-1401.96000,-1401.96000,-1566.45100,-1566.45000,0.09870,,2.13260,42.20300,79.80700,63.05030,-154.64640,86.48990,-1.18160,-0.5321,-0.5697
2015-09-30,0.09610,0.05090,0.04520,0.61560,0.91950,1.53510,-1.48990,-0.13390,-1.62380,-1.62380,-1.62380,-1.62380,-1.39170,-1.48990,0.00080,0.00080,-1900.00000,-1900.00000,0.07040,-0.12590,-0.44130,47.02460,-1550.02000,-1550.02000,-1689.34800,-1689.34800,0.04470,20.43380,,,43.00230,33.59460,-75.49680,48.41520,-1.32440,-0.0645,-0.1238
2015-06-30,0.14880,0.07460,0.07410,0.45250,0.88440,1.33700,-1.26280,-0.15750,-1.42030,-1.42030,-1.42030,-1.42030,-1.14160,-1.26280,0.00070,0.00070,-2133.33300,-2133.33300,0.05000,-0.01050,-0.39760,49.82320,-848.86390,-848.86390,-954.73220,-954.73230,0.07180,29.95390,2.91800,30.84340,49.30690,35.89590,-68.59430,49.82590,-1.03350,-0.2823,-0.2981
2015-03-31,0.18490,0.07640,0.10850,0.40690,1.32760,1.73450,-1.62600,-0.13420,-1.76010,-1.76010,-1.76010,-1.76010,-1.51680,-1.62600,0.00050,0.00050,-3333.33300,-3333.33300,0.02020,-0.04340,-0.78040,58.66350,-879.36640,-879.36640,-951.92110,-951.92100,0.09950,,,,23.80060,20.73120,-94.72190,24.83450,-662.80300,-0.38490,-0.43740
2014-12-31,0.07970,0.10530,-0.02550,0.35280,0.93820,1.29100,-1.31660,-0.16770,-1.48430,-1.48430,-1.48430,-1.48430,-1.21090,-1.31660,0.00040,0.00040,-7733.33300,-7733.33300,0.01340,-0.00730,-0.83300,-32.02890,-1650.90300,-1650.90200,-1861.24600,-1861.24700,0.04710,,,,21.54850,18.72720,-87.73750,21.70600,-4.06080,-0.6101,-0.7409
2014-09-30,0.15990,0.06610,0.09380,0.29070,0.69910,0.98980,-0.89600,-0.20440,-1.10050,-1.10050,-1.10050,-1.10050,-0.73510,-0.89600,0.00040,0.00040,-2700.00000,-2700.00000,0.05670,-0.10670,-0.89720,58.66000,-560.24950,-560.24950,-688.08480,-688.08470,0.10020,3.80300,,,17.03980,14.64670,-68.94320,18.85810,-693.99670,-0.379,-0.3803
2014-06-30,0.17590,0.04240,0.13360,0.29330,1.12170,1.41500,-1.28150,-0.05170,-1.33310,-1.33310,-1.33310,-1.33310,-1.11090,-1.28150,0.00030,0.00030,-3900.00000,-3900.00000,0.01150,-0.01080,-0.83680,75.92030,-728.36180,-728.36180,-757.71930,-757.71930,0.14830,2.38150,,,18.64850,16.21540,-112.40360,18.85060,-952.59990,131.3322,131.1717
2014-03-31,0.00040,0.00010,0.00030,0.49370,0.93500,1.42870,-1.42840,-0.24130,-1.66970,-1.66970,-1.66970,-1.66970,-1.30440,-1.42840,0.00610,0.00610,-266.66670,-266.66670,0.01730,-0.04100,-0.78250,,,,,,0.00030,0.00340,,,23.91030,20.68180,-133.26230,24.89050,-1066.13700,-132.87350,-132.71210
2013-12-31,,,,0.40580,0.80400,,-1.20980,-0.42120,-1.63100,-1.63100,-1.63100,-1.63100,-1.06310,-1.20980,0.00500,0.00500,-300.00010,-300.00010,0.03200,-0.08510,-0.82480,,,,,,,,,,24.39760,20.93000,-117.93880,26.47260,-1168.20800,-163.3603,-165.6111
2013-09-30,0.00010,0.00000,0.00010,0.41490,0.71420,1.12910,-1.12900,-0.17400,-1.30300,-1.30300,-1.30300,-1.30300,-0.98510,-1.12900,0.00510,0.00510,-266.66670,-266.66670,0.00840,,-0.74850,,,,,,0.00010,0.00060,,,19.64120,16.79340,-106.45380,19.64120,-1292.43000,-77.8613,-77.8613
