Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,30.10500,9.33700,-39.44200,4.61800,-34.82400,,-34.82400,-34.82400,-34.82400,-38.90400,-39.44200,139.93300,139.93300,-0.25000,-0.25000,17.17510,-10.50310,-10.50310,-9.19380,-10.50310,3.13650,-0.2019,-0.202
2024-06-30,25.02600,8.55400,-33.58000,3.97000,-29.61000,,-29.61000,-29.61000,-29.61000,-33.04300,-33.58000,130.13300,130.13300,-0.23000,-0.23000,21.80830,-8.20040,-8.20040,-7.29160,-8.20040,3.42130,-0.1536,-0.1536
2024-03-31,20.96300,7.60900,-28.57200,3.39600,-25.17600,,-25.17600,-25.17600,-25.17600,-28.03400,-28.57200,122.67300,122.67300,-0.21000,-0.21000,20.61520,-9.59430,-9.59430,-8.27970,-9.59430,2.90010,-0.23040,-0.23040
2023-12-31,23.26700,6.74200,-30.00900,2.11800,-27.89100,,-27.89100,-27.89100,-27.89100,-29.47100,-30.00900,75.67300,75.67300,-0.35000,-0.35000,14.71780,-11.13170,-11.13160,-9.36960,-11.13160,3.19710,-0.3046,-0.3046
2023-09-30,27.89300,6.88800,-34.78100,2.29900,-32.48200,,-32.48200,-32.48200,-32.48200,-34.24300,-34.78100,75.34200,75.34200,-0.43000,-0.43000,9.85260,-20.71040,-20.71040,-15.93690,-20.71040,2.94590,-0.3741,-0.3744
2023-06-30,30.25100,7.44000,-37.69100,2.50300,-35.18800,,-35.18800,-35.18800,-35.18800,-37.15500,-37.69100,75.23000,75.23000,-0.47000,-0.47000,11.04250,-19.04900,-19.04900,-15.10130,-19.04900,3.47550,-0.4755,-0.4758
2023-03-31,32.34500,8.89700,-41.24200,2.56600,-38.67600,,-38.67600,-38.67600,-38.67600,-40.70600,-41.24200,73.85600,73.85600,-0.52000,-0.52000,10.13630,-18.00050,-18.00050,-14.38960,-18.00050,4.04780,-0.44670,-0.44860
2022-12-31,28.53500,8.16000,-36.69500,2.31200,-34.38300,,-34.38300,-34.38300,-34.38300,-36.16500,-36.69500,54.67400,54.67400,-0.21000,-0.21000,11.09560,-14.87190,-14.87190,-12.06020,-14.87190,4.84450,-0.8284,-0.8569
2022-09-30,27.86200,8.20700,-36.06900,1.01500,-35.05400,,-35.05400,-35.05400,-35.05400,-35.55100,-36.06900,68.65300,68.65300,-0.51000,-0.51000,13.58940,-13.45120,-13.45120,-11.20930,-13.45120,5.47170,0.216,0.2826
2022-06-30,29.10600,8.30300,-37.40900,0.27200,-37.13700,,-37.13700,-37.13700,-37.13700,-36.86900,-37.40900,38.58400,38.58400,-0.96000,-0.96000,8.95490,-22.09960,-22.09960,-16.82660,-22.09960,4.35300,-0.7295,-0.7518
