Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,26.99800,8.42800,-35.42600,0.05300,-35.37300,,-35.37300,-35.37300,-35.37300,-34.90800,-35.42600,38.56300,38.56300,-0.92000,-0.92000,12.38810,-17.63240,-17.63240,-14.11710,-17.63240,5.20210,-0.78540,-0.92060
2021-12-31,27.21700,10.24100,-37.45800,0.08700,-37.37100,,-37.37100,-37.37100,-37.37100,-36.95200,-37.45800,38.31600,38.31600,-0.97000,-0.97000,11.39130,-16.11450,-16.11450,-13.01940,-16.11450,6.01410,-0.7404,-0.7628
2021-09-30,27.58100,8.09900,-35.68000,0.08200,-35.59800,,-35.59800,-35.59800,-35.59800,-35.12100,-35.68000,38.34100,38.34100,-0.93000,-0.93000,23.11420,-13.45980,-13.45980,-11.47750,-13.45980,6.89280,-0.773,-0.7929
2021-06-30,24.57200,6.80100,-31.37300,0.07900,-31.29400,,-31.29400,-31.29400,-31.29400,-30.83500,-31.37300,38.27800,38.27800,-0.82000,-0.82000,29.59870,-10.59610,-10.59610,-9.43200,-10.59610,7.70670,-0.6417,-0.6418
2021-03-31,20.69600,5.50600,-26.20200,0.14200,-26.06000,,-26.06000,-26.06000,-26.06000,-25.66400,-26.20200,38.16300,38.16300,-0.68000,-0.68000,30.90440,-8.10640,-8.10640,-7.82310,-8.10640,8.40830,-0.61420,-0.61500
2020-12-31,17.99200,5.19900,-23.19100,-0.00700,-23.19800,,-23.19300,-23.19300,-23.19300,-22.91500,-23.19100,16.96200,16.96200,54.59000,54.59000,33.32810,-6.73670,-6.73670,-6.51590,-6.73670,9.02240,-1.9413,-1.9583
2020-09-30,11.77500,3.81000,-15.58500,-0.05200,-15.63700,0.00100,-15.63800,-15.63800,-22.00200,-15.45600,-15.58500,28.46500,28.46500,-0.77000,-0.77000,41.56380,-4.27880,-4.27880,-4.16330,-4.27880,9.57800,45.4636,45.4901
2020-06-30,9.28700,2.95000,-12.23700,0.00100,-12.23600,0.00400,-12.24000,-12.24000,-12.52100,-12.10600,-12.23700,0.43400,0.43400,-28.87000,-28.87000,9.92640,10.38400,10.38400,-9.33730,10.38400,-271.59910,-23.595,-23.6318
2020-03-31,10.21700,2.23900,-12.45600,0.11500,-12.34100,,-12.34100,-12.34100,-12.62000,-12.32500,-12.45600,0.43370,0.43370,-29.10000,-29.10000,5.45170,10.97740,10.97740,-31.23200,10.97740,-259.03690,-23.05710,-23.05710
2019-12-31,6.79500,2.33400,-9.12900,0.18800,-8.94100,0.00100,-8.94200,-8.94200,-8.94200,-9.00000,-9.12900,0.43350,0.43350,-21.26000,-21.26000,9.20830,8.90160,8.90160,-17.92060,8.90160,-231.46080,-20.3014,-20.5301
2019-09-30,7.08900,1.98100,-9.07000,-1.11600,-10.18600,0.00200,-10.18800,-10.18800,-10.46900,-8.94200,-9.07000,0.43370,0.43370,-24.14000,-24.14000,,,,,,,-15.8387,-16.1845
2019-06-30,5.98700,2.23000,-8.21700,-1.18400,-9.40100,,-9.40100,-9.40100,-9.67300,-8.09800,-8.21700,0.43370,0.43370,-22.30000,-22.30000,,,,,,,-15.4042,-15.4457
2019-03-31,4.65300,1.44900,-6.10200,-2.54900,-8.65100,0.00100,-8.65200,-8.65200,-8.91400,-5.98500,-6.10200,0.43270,0.43270,-20.60000,-20.60000,,,,,,,-13.87310,-13.87310
2018-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,0,0
