,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-30,2024-09-30,$-0.03,$-0.07
1,2024-08-01,2024-06-30,$-0.01,$-0.10
2,2024-05-02,2024-03-31,$-0.01,$-0.06
3,2024-03-07,2023-12-31,$0.11,$0.07
4,2023-11-07,2023-09-30,$0.05,$0.04
5,2023-08-08,2023-06-30,$0.02,$0.05
6,2023-05-09,2023-03-31,$0.04,$0.06
7,2023-03-14,2022-12-31,$0.11,$0.15
8,2022-11-08,2022-09-30,$0.06,$-0.01
9,2022-08-09,2022-06-30,$-0.01,$0.03
10,2022-05-10,2022-03-31,$-0.04,$0.00
11,2022-03-10,2021-12-31,$-0.03,$0.03
12,2021-11-09,2021-09-30,$-0.06,$-0.08
13,2021-08-12,2021-06-30,$-0.31,$-0.22
14,2021-05-12,2021-03-31,$-0.23,$-0.57
15,2021-03-08,2020-12-31,$-0.22,$-0.15
16,2020-11-09,2020-09-30,$-0.30,$-0.17
17,2020-08-06,2020-06-30,--,$-0.27
18,2020-05-07,2020-03-31,$-0.08,$-0.33
19,2020-03-12,2019-12-31,$0.12,$0.06
20,2019-11-11,2019-09-30,--,$-0.37
21,2019-07-31,2019-06-30,--,$-0.07
22,2019-05-14,2019-03-31,--,$-0.04
23,2019-03-04,2018-12-31,--,$0.04
24,2018-11-13,2018-09-30,--,$0.04
25,2018-08-08,2018-06-30,--,$0.02
26,2018-05-10,2018-03-31,--,$0.03
