Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,257.35600,138.28100,119.07500,11.36400,19.01600,-49.21500,110.03800,9.03700,-1.88800,7.14900,0.86900,6.28000,6.25100,10.55700,39.48000,9.03700,202.14000,202.44700,0.05000,0.05000,3.90930,0.07600,0.08620,46.26860,3.51150,3.51150,2.77790,4.10210,0.05000,0.27960,2.24190,40.14460,0.15830,0.15830,0.12150,0.14630,19.53780,-0.0066,-0.1683
2024-06-30,184.84100,96.58200,88.25900,11.25500,13.45200,-29.82100,77.53900,10.72000,3.73900,14.45900,11.72700,2.73200,2.46400,9.69300,33.73100,10.72000,202.13300,202.40700,0.05000,0.05000,3.54160,0.07330,0.08030,47.74860,5.79960,5.79960,7.82240,5.24400,0.03570,0.19020,1.66760,53.96950,0.06250,0.06250,0.04760,0.05790,19.50130,-0.386,-0.5506
2024-03-31,230.23400,125.90100,104.33300,10.23100,12.86100,-419.26700,480.75700,-376.42400,-1.80100,-378.22500,-20.23700,-357.98800,-358.16200,-287.08200,-338.02590,-376.42400,202.35500,202.35500,-1.42000,-1.42000,3.06680,0.07360,0.08080,45.31610,-163.49630,-163.49630,-164.27850,-124.69140,0.04380,0.27070,2.21890,40.56010,-9.09310,-9.09310,-6.81980,-8.42420,19.49050,0.12170,-0.04650
2023-12-31,425.89700,219.54000,206.35700,19.49700,15.08600,-403.11100,503.98000,-297.62300,-37.50600,-335.12900,-70.82700,-264.30200,-264.36000,-217.84500,-230.33210,-297.62300,204.71400,204.71400,-1.06000,-1.04000,7.01450,0.06920,0.07570,48.45230,-69.88150,-69.88150,-78.68780,-51.14970,0.07910,0.42620,2.99550,30.04530,-6.14190,-6.14190,-4.90850,-5.71660,21.20800,0.9881,0.7042
2023-09-30,385.39000,214.67000,170.72000,14.88600,17.53900,-4.84000,93.25500,77.46500,-15.69900,61.76600,68.89300,-7.12700,-7.24500,15.15900,133.45600,77.46500,203.87800,203.87800,0.07000,0.07000,6.96970,0.06640,0.07220,44.29800,20.10040,20.10040,16.02690,3.93340,0.06700,0.40300,2.86500,31.41370,-0.15770,-0.15950,-0.12600,-0.14730,22.52760,0.6886,0.9722
2023-06-30,301.02600,170.64000,130.38600,13.97500,16.29100,-2.55000,77.45700,52.92900,-13.76600,39.16300,-83.38800,122.55100,122.37600,74.86600,97.57000,52.92900,204.68000,217.32000,0.37000,0.35000,5.67260,0.06630,0.07950,43.31390,17.58290,17.58290,13.00980,24.87030,0.05240,0.30390,2.40420,37.43410,2.65360,2.68250,2.13220,2.47770,22.62080,0.3699,-0.4512
2023-03-31,314.61400,199.29700,115.31700,10.52500,18.54100,-2.17100,78.33200,36.98500,-5.19300,31.79200,2.78800,29.00400,29.00400,29.81300,84.08000,36.98500,206.77800,219.40300,0.14000,0.14000,5.34870,0.07350,0.09320,36.65350,11.75570,11.75570,10.10510,9.47610,0.06010,0.38390,1.94510,46.27040,0.70100,0.70950,0.55410,0.64940,20.03590,0.01350,-0.25650
2022-12-31,306.37690,183.04200,123.33490,13.42400,23.23900,0.62600,83.33900,39.99590,76.38900,116.38500,21.29300,95.09200,95.17500,93.88200,87.54890,39.99590,209.88300,222.48100,0.44000,0.43000,4.92900,0.07380,0.09810,40.25590,13.05450,13.05450,37.98750,30.64270,0.05830,0.36490,2.60360,34.56770,2.30660,2.33480,1.81130,2.13630,19.96680,0.5174,0.3274
2022-09-30,166.62700,106.45200,60.17500,18.32000,12.71400,-43.27900,95.86800,-35.69300,-6.33600,-42.02900,-13.80800,-28.22100,-28.37200,-25.79300,-13.88800,-35.69300,207.98300,207.98300,-0.12000,-0.12000,5.79060,0.07620,0.10580,36.11360,-21.42090,-21.42090,-25.22340,-15.47950,0.03340,0.22730,1.21790,73.90040,-0.71030,-0.71920,-0.56800,-0.65610,19.33490,-0.2164,-0.2581
2022-06-30,319.58300,164.92800,154.65500,11.24400,19.46800,,84.56000,70.09500,-11.53700,58.55800,-8.97900,67.53700,67.51900,58.48800,124.19100,70.09500,212.60000,225.08400,0.28000,0.27000,7.09930,0.08140,0.10670,48.39280,21.93330,21.93330,18.32330,18.30140,0.06180,0.37660,2.59620,34.66590,1.63680,1.65680,1.30650,1.50360,19.47270,0.1455,0.0702
