,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-31,2024-09-30,$0.20,$0.18
1,2024-08-01,2024-06-30,$0.16,$0.23
2,2024-05-14,2024-03-31,$0.15,$0.14
3,2024-02-22,2023-12-31,$0.29,$0.28
4,2023-10-31,2023-09-30,$0.14,$0.20
5,2023-07-31,2023-06-30,$-0.19,$-0.20
6,2023-05-15,2023-03-31,$-0.08,$-0.24
7,2023-02-23,2022-12-31,$-0.09,$-0.06
8,2022-11-07,2022-09-30,$-0.04,$-0.06
9,2022-08-10,2022-06-30,$-0.05,$-0.12
10,2022-05-04,2022-03-31,$0.08,$0.19
11,2022-02-25,2021-12-31,$0.13,$0.12
12,2021-11-05,2021-09-30,$0.11,$0.12
13,2021-08-10,2021-06-30,$0.14,$0.17
14,2021-05-11,2021-03-31,$0.23,$0.28
15,2021-02-24,2020-12-31,--,$0.35
16,2020-11-04,2020-09-30,--,$0.68
17,2020-07-31,2020-06-30,--,$0.33
18,2020-05-01,2020-03-31,--,$0.16
19,2020-03-26,2019-12-31,--,$0.08
20,2019-10-30,2019-09-30,--,$0.26
21,2019-07-30,2019-06-30,--,$0.11
22,2019-05-01,2019-03-31,--,$0.17
23,2019-02-22,2018-12-31,--,$0.17
24,2018-10-31,2018-09-30,--,$0.05
25,2018-08-01,2018-06-30,--,$0.00
26,2018-05-01,2018-03-31,--,$0.05
