Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,295.14300,149.48700,145.65600,41.66500,63.91300,113.83400,31.82200,-8.04300,23.77900,4.69100,19.08800,19.08800,,19.08800,50.45700,31.82200,28.36200,28.46800,0.67000,0.67000,1.57600,0.64840,1.87050,49.35100,10.78190,10.78190,8.05680,6.46740,0.21270,0.78390,114.81090,6.61830,-11.83630,1.37580,2.32670,9.84610,1.3883,1.1249
2024-06-30,290.31800,152.89200,137.42600,38.41100,61.15900,112.00600,25.42000,-5.42100,19.99900,6.17000,13.82900,13.82900,,13.82900,44.03100,25.42000,28.54600,28.60000,0.48000,0.48000,1.59310,0.66100,1.97740,47.33640,8.75590,8.75590,6.88870,4.76340,0.21450,0.80460,111.85350,5.05950,-8.17540,1.02190,1.71510,9.23690,1.5001,1.3487
2024-03-31,295.13500,157.88700,137.24800,36.09500,61.72200,105.45100,31.79700,-4.33200,27.46500,7.99800,19.46700,19.46700,,19.46700,48.74200,31.79700,28.51600,28.79700,0.68000,0.68000,1.74230,0.66470,2.01040,46.50350,10.77370,10.77370,9.30590,6.59600,0.22830,0.81510,110.41150,7.22770,-14.03950,1.50560,2.42330,9.04460,-1.01920,-1.18500
2023-12-31,297.32400,156.14500,141.17900,35.80000,66.68300,116.43220,24.74680,-7.90300,16.84400,4.17400,12.67000,12.67000,,12.67000,43.90680,24.74690,29.93800,30.11500,0.44000,0.45000,1.53740,0.66190,1.98480,47.48320,8.32320,8.32320,5.66520,4.26130,0.20600,0.84660,106.30460,4.63550,-9.06330,0.87800,1.56740,9.25240,2.6506,2.4791
2023-09-30,286.86800,152.73400,134.13400,35.29200,59.09700,101.40300,32.73100,-6.04800,26.68300,7.98900,18.69400,18.69400,,18.69400,50.50900,32.73100,30.09700,30.28400,0.62000,0.62000,1.64680,0.67300,2.14400,46.75810,11.40980,11.40980,9.30150,6.51660,0.21580,0.79410,113.34080,7.17640,-19.23690,1.40600,2.34710,8.76310,0.8249,0.602
2023-06-30,286.32700,151.14200,135.18500,36.64500,62.68600,106.97900,28.20600,-8.49300,19.71300,5.75900,13.95400,13.95400,,13.95400,45.29200,28.20600,30.62900,30.72600,0.46000,0.45000,1.68270,0.51200,1.10770,47.21350,9.85100,9.85100,6.88480,4.87340,0.22140,0.84560,106.42760,3.64040,80.68710,1.07910,1.77670,12.07240,0.4012,0.1508
2023-03-31,298.73900,155.02100,143.71800,35.46400,59.14700,105.52500,38.19300,-9.08200,29.11100,8.18300,20.92800,20.92800,,20.92800,55.42100,38.19300,30.41800,30.60900,0.69000,0.68000,1.65610,0.52300,1.19840,48.10820,12.78480,12.78480,9.74460,7.00540,0.23050,0.90180,99.80110,5.68350,-2960.49400,1.61480,2.71090,11.62390,0.50300,0.21880
2022-12-31,289.87600,150.15400,139.72200,34.54800,64.18500,104.65010,35.07200,-6.80500,28.26700,8.11800,20.14900,20.14900,,20.14900,53.73600,35.07190,31.02800,31.29800,0.66000,0.65000,1.45280,0.51380,1.16250,48.20060,12.09900,12.09890,9.75140,6.95090,0.21500,0.88300,101.92640,5.67180,-28.09670,1.49410,2.75740,11.36110,1.7248,1.5559
2022-09-30,273.30800,138.46200,134.84600,35.75400,59.02600,114.86900,19.97700,-1.25700,18.72000,6.23900,12.48100,12.48100,,12.48100,38.53400,19.97700,30.94100,31.15900,0.40000,0.40000,1.55310,0.52280,1.24790,49.33850,7.30930,7.30930,6.84940,4.56660,0.21710,0.87310,103.08540,3.62500,-53.91350,0.99120,1.73000,10.87370,0.7284,0.3393
2022-06-30,262.16800,138.13400,124.03400,34.63000,57.46500,116.75100,7.28300,-0.11800,7.16500,1.84800,5.31700,5.31700,,5.31700,27.00500,7.28300,31.30100,31.49200,0.17000,0.17000,1.03630,0.26200,1.02470,47.31090,2.77800,2.77800,2.73300,2.02810,0.20310,0.86650,103.87070,1.41030,-519.74060,0.41200,1.04080,11.71060,-0.2468,-0.5445
2022-03-31,264.40000,138.41800,125.98200,32.98100,57.34200,109.56700,16.41500,-9.78600,6.62900,0.51600,6.11300,6.11300,,6.11300,36.42300,16.41500,31.41600,31.81000,0.19000,0.19000,1.06170,0.24660,0.93690,47.64830,6.20840,6.20840,2.50720,2.31200,0.20290,0.91370,98.49760,1.47600,53.51010,0.46900,1.11210,12.72030,-0.17440,-0.50060
2021-12-31,275.02500,142.02600,132.99900,35.34100,61.70600,105.11890,27.88010,-3.78500,24.09500,6.84600,17.24900,17.24900,,17.24900,48.43410,27.88010,31.77600,32.01000,0.54000,0.55000,1.07640,0.23760,0.85120,48.35890,10.13730,10.13730,8.76100,6.27180,0.19830,0.95980,93.76590,3.91810,53.98740,1.24350,2.98700,13.54810,1.6175,1.4927
2021-09-30,263.20900,134.70500,128.50400,34.38400,54.92300,95.74100,32.76300,-10.22700,22.53600,6.40600,16.13000,16.13000,,16.13000,52.07800,32.76300,31.75600,31.96000,0.51000,0.50000,1.08820,0.23850,0.84640,48.82200,12.44750,12.44750,8.56200,6.12820,0.19290,0.92310,97.50170,3.63600,34.57670,1.18190,2.76900,13.57190,1.4432,1.2119
2021-06-30,255.13400,132.93800,122.19600,32.75400,49.25000,90.03000,32.16600,-4.43300,27.73300,8.41200,19.32100,19.32100,,19.32100,50.49700,32.16600,31.87500,31.99300,0.61000,0.60000,1.08780,0.19140,0.78920,47.89480,12.60750,12.60750,10.87000,7.57290,0.19750,0.92780,97.00110,4.39330,21.92480,1.49580,3.55230,13.40920,1.3891,1.1717
2021-03-31,253.11900,133.54200,119.57700,32.21200,48.81500,88.20000,31.37700,-4.79500,26.58200,6.95100,19.63100,19.63100,,19.63100,48.99900,31.37700,31.84400,32.14600,0.62000,0.61000,1.09400,0.20120,0.81740,47.24140,12.39610,12.39610,10.50180,7.75560,0.19860,0.87210,103.19710,4.58970,23.76870,1.54030,3.66630,12.97560,-0.06920,-0.32550
2020-12-31,260.48710,135.16500,125.32210,32.82200,61.86400,101.64700,23.67510,-3.98700,19.68800,6.42300,13.26500,13.26500,,13.26500,41.29610,23.67500,32.01000,32.27800,0.42000,0.42000,1.63800,0.44390,0.83150,48.11070,9.08880,9.08880,7.55820,5.09240,0.19560,0.97720,92.10340,3.14040,17.54440,0.99590,1.74640,12.91210,1.7612,1.6003
2020-09-30,244.10800,131.07300,113.03500,30.42500,47.03200,84.08800,28.94700,-6.20500,22.74200,9.17600,13.56600,13.56600,,13.56600,46.47000,28.94700,32.11500,32.27300,0.42000,0.42000,1.78290,0.45320,0.86070,46.30530,11.85830,11.85830,9.31640,5.55740,0.19190,0.91970,97.86300,3.30940,21.09890,1.06670,1.80970,12.37520,2.0216,1.7161
2020-06-30,240.32100,138.15300,102.16800,29.26300,44.99900,82.39300,19.77500,-5.52500,14.25000,3.88400,10.36600,10.36600,,10.36600,37.40400,19.77500,32.10000,32.25800,0.32000,0.32000,1.73360,0.46260,0.89150,42.51310,8.22860,8.22860,5.92960,4.31340,0.18930,0.83480,107.80710,2.60700,19.58400,0.81660,1.40100,12.02000,1.7996,1.5042
