Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,39.53900,18.79300,20.74600,13.16800,13.16800,7.57800,7.57800,2.14200,5.43600,5.43600,5.34300,14.81200,14.81200,0.36000,0.36000,0.36840,37.33370,26.32280,0.00850,2.66990,2.82060,0.22760,2.66990,13.74580,0.9074,0.8682
2024-06-30,38.54100,18.16300,20.37800,12.80600,12.80600,7.57200,7.57200,2.13600,5.43600,5.43600,5.33300,14.86800,14.86800,0.36000,0.36000,0.58680,38.31790,26.98750,0.00860,2.77370,2.93930,0.23730,2.77370,13.22800,1.062,1.0567
2024-03-31,36.49900,16.93400,19.56500,12.30200,12.30200,7.26300,7.26300,2.03700,5.22600,5.22600,5.12800,14.99200,14.99200,0.34000,0.34000,0.53920,37.39960,26.40580,0.00870,2.68380,2.85080,0.23390,2.68380,12.99640,-0.21040,-0.21640
2023-12-31,35.46300,15.55300,19.91000,12.61300,12.61300,7.29700,7.29700,2.12500,5.17200,5.17200,5.07800,15.15000,15.15900,0.35000,0.35000,0.54510,37.84750,26.33820,0.00900,2.68500,2.85930,0.24080,2.68500,12.84170,-0.0933,-0.1084
2023-09-30,33.78700,13.87300,19.91400,12.89400,12.89400,7.02000,7.02000,1.89900,5.12100,5.12100,5.02500,15.13200,15.14100,0.33000,0.33000,0.51540,37.83350,27.08170,0.00870,2.77850,2.97080,0.23900,2.77850,12.16630,1.0254,0.9864
2023-06-30,33.70700,12.85000,20.85700,12.30000,12.30000,8.55700,8.55700,2.46600,6.09100,6.09100,5.96400,15.15800,15.17000,0.39000,0.39000,0.40810,41.02700,28.59470,0.00970,3.31450,3.55960,0.28310,3.31450,12.15570,0.6016,0.5496
2023-03-31,32.88900,10.70200,22.18700,11.57000,11.57000,10.61700,10.61700,3.08300,7.53400,7.53400,7.37500,15.28400,15.31300,0.48000,0.48000,0.27210,47.13430,32.74140,0.01040,4.09940,4.40890,0.34710,4.09940,12.02210,2.94170,2.90370
2022-12-31,30.10900,6.68800,23.42100,12.30400,12.30400,11.11700,11.11700,3.08900,8.02800,8.02800,7.85900,15.17100,15.23100,0.51000,0.52000,,49.53220,35.01600,0.01070,4.53770,4.89040,0.38330,4.53770,11.58590,0.2106,0.1865
2022-09-30,28.05500,2.89000,25.16500,13.00000,13.00000,12.16500,12.16500,3.51500,8.65000,8.65000,8.46200,15.19600,15.27500,0.56000,0.55000,0.05880,49.64700,34.53460,0.01210,5.08540,5.50230,0.42620,5.08540,11.19050,3.0157,3.0002
2022-06-30,25.50700,1.06900,24.43800,12.49900,12.49900,11.93900,11.93900,3.45900,8.48000,8.48000,8.27500,15.14200,15.23500,0.55000,0.54000,,50.93000,35.29990,0.01210,5.00320,5.40870,0.43840,5.00320,11.15890,1.4446,1.4273
2022-03-31,22.16000,0.65400,21.50600,10.00300,10.00300,11.50300,11.50300,3.35100,8.15200,8.15200,8.01000,15.13800,15.24200,0.53000,0.53000,,54.34920,37.84550,0.01140,4.91110,5.30560,0.43740,4.91110,10.96520,0.82670,0.79090
2021-12-31,25.11100,0.72600,24.38500,11.48900,11.48900,12.89600,12.89600,3.76200,9.13400,9.13400,9.02500,15.08800,15.15500,0.60000,0.59000,,57.34870,40.13430,0.01300,5.52830,5.98940,0.52900,5.52830,10.91440,1.5671,1.5351
2021-09-30,20.89700,0.76600,20.13100,8.63500,8.63500,11.49600,11.49600,3.24600,8.25000,8.25000,8.14100,15.13340,15.20060,0.54000,0.54000,,54.70380,38.73900,0.01250,5.20100,5.64160,0.49110,5.20100,10.48200,-1.5333,-1.5501
2021-06-30,17.56900,0.76300,16.80600,7.67700,7.67700,9.12900,9.12900,2.75000,6.37900,6.37900,6.31900,15.05600,15.12900,0.42000,0.42000,,50.94880,35.26620,0.01120,4.19780,4.58730,0.39830,4.19780,10.04180,-2.2178,-2.2332
2021-03-31,16.59800,0.87700,15.72100,8.58600,8.58600,7.13500,7.13500,2.05800,5.07700,5.07700,5.02500,15.02290,15.06940,0.33000,0.33000,0.03400,47.24850,33.27590,0.01040,3.45390,3.63940,0.34890,3.45390,9.77480,0.31810,0.30800
2020-12-31,16.76700,1.19400,15.57300,10.24300,10.24300,5.33000,5.33000,1.51300,3.81700,3.81700,3.77300,15.19640,15.22390,0.25000,0.25000,0.03490,38.78620,27.45600,0.01010,2.66240,2.80650,0.27930,2.66240,9.54690,1.4061,1.3991
2020-09-30,16.03700,1.59700,14.44000,9.38600,9.38600,5.05400,5.05400,1.45900,3.59500,3.59500,3.55100,15.14880,15.18270,0.23000,0.23000,0.07060,38.75470,27.22950,0.00970,2.53980,2.67630,0.26830,2.53980,9.35800,-1.5859,-1.5992
2020-06-30,14.98200,2.27200,12.71000,9.32200,9.32200,3.38800,3.38800,0.97200,2.41600,2.41600,2.37100,15.07200,15.11300,0.16000,0.16000,0.07190,31.59860,22.11340,0.00830,1.73640,1.82800,0.18760,1.73640,9.23390,-0.2906,-0.2953
2020-03-31,16.64100,3.22900,13.41200,8.95000,8.95000,4.46200,4.46200,1.16300,3.29900,3.29900,3.23700,15.48660,15.58630,0.21000,0.21000,,35.21980,25.55060,0.01050,2.38890,2.51570,0.27270,2.38890,9.13590,0.15180,0.13610
2019-12-31,17.21700,3.62500,13.59200,8.07600,8.07600,5.51600,5.51600,1.33500,4.18100,4.18100,4.10700,15.74190,15.93530,0.26000,0.27000,,41.84810,31.15850,0.01120,2.97420,3.13060,0.35450,2.97420,8.95220,0.1845,0.1733
2019-09-30,17.84400,3.89300,13.95100,8.71400,8.71400,5.23700,5.23700,1.23700,4.00000,4.00000,3.91900,15.76870,16.00750,0.25000,0.24000,,38.33540,28.68750,0.01190,2.90710,3.06200,0.34720,2.90710,8.75720,0.5059,0.486
2019-06-30,17.52500,3.70100,13.82400,8.75900,8.75900,5.06500,5.06500,1.22900,3.83600,3.83600,3.73500,15.68500,15.95200,0.24000,0.23000,,37.73370,27.82540,0.01190,2.83140,2.98550,0.34020,2.83140,8.61680,0.336,0.3024
2019-03-31,17.61900,3.28800,14.33100,8.07300,8.07300,6.25800,6.25800,1.51800,4.74000,4.74000,4.61300,15.81710,16.11270,0.29000,0.29000,,43.66760,32.18900,0.01330,3.58070,3.78200,0.44000,3.58070,8.42090,0.16470,0.12020
2018-12-31,15.87000,2.89400,12.97600,7.78800,7.78800,5.18800,5.18800,1.42300,3.76500,3.76500,3.66300,15.10490,15.55110,0.23000,0.23000,,40.67110,28.71590,0.01220,2.90090,3.06600,0.36060,2.90090,8.18330,0.5284,0.5156
2018-09-30,15.29000,2.52100,12.76900,8.14400,8.14400,4.62500,4.62500,1.14400,3.48100,3.48100,3.37400,15.71420,16.23490,0.22000,0.21000,,37.51010,27.36420,0.01190,2.78540,2.95310,0.33630,2.78540,7.92440,0.7545,0.7418
2018-06-30,14.84500,2.07500,12.77000,7.51100,7.51100,5.25900,5.25900,1.46800,3.79100,3.79100,3.68400,15.57780,16.11050,0.24000,0.23000,0.20590,41.28920,28.92360,0.01300,3.12290,3.31380,0.38710,3.12290,7.76720,0.7856,0.768
2018-03-31,13.39200,1.62100,11.77100,7.38600,7.38600,4.38500,4.38500,1.16900,3.21600,3.21600,3.11000,13.29210,13.82700,0.23000,0.22000,0.08530,39.16580,27.77780,0.01170,2.74260,2.90950,0.33610,2.74260,7.55010,-0.10050,-0.13420
2017-12-31,13.37900,1.38950,11.98950,8.30560,8.30560,3.68390,5.08800,3.20200,1.88600,1.91600,1.91600,13.06330,13.48580,0.14000,0.14000,0.27330,42.29780,15.92820,0.01340,2.09440,2.26190,0.21270,2.09440,6.93500,0.0813,0.0501
2017-09-30,12.67450,1.21130,11.46320,7.02200,7.02200,4.44120,4.44120,1.71340,2.72780,2.72780,2.62910,13.13220,13.56010,0.20000,0.19000,,39.70660,23.50540,,,,,,,-0.4033,-0.4033
2017-06-30,11.81000,1.00710,10.80290,6.72220,6.72220,4.08060,4.08060,1.61760,2.46310,2.46310,2.35510,13.00900,13.40920,0.18000,0.18000,,38.37760,22.14960,,,,,,,-0.0018,-0.0018
2017-03-31,11.42890,0.97830,10.45060,6.92970,6.92970,3.52090,3.52090,1.37520,2.14570,2.14570,2.04770,12.92600,13.34130,0.16000,0.15000,,35.53040,20.66390,,,,,,,0.16470,0.16470
2016-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,,0,0
2015-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,,0,0
